"GEO_ID","NAME","B08201_001E","B08201_001EA","B08201_001M","B08201_001MA","B08201_002E","B08201_002EA","B08201_002M","B08201_002MA","B08201_003E","B08201_003M","B08201_003MA","B08201_003EA","B08201_004E","B08201_004M","B08201_004MA","B08201_004EA","B08201_005E","B08201_005M","B08201_005MA","B08201_005EA","B08201_006E","B08201_006EA","B08201_006M","B08201_006MA","B08201_007E","B08201_007EA","B08201_007M","B08201_007MA","B08201_008E","B08201_008M","B08201_008MA","B08201_008EA","B08201_009E","B08201_009EA","B08201_009M","B08201_009MA","B08201_010E","B08201_010M","B08201_010MA","B08201_010EA","B08201_011E","B08201_011EA","B08201_011M","B08201_011MA","B08201_012E","B08201_012EA","B08201_012M","B08201_012MA","B08201_013E","B08201_013M","B08201_013MA","B08201_013EA","B08201_014E","B08201_014M","B08201_014MA","B08201_014EA","B08201_015E","B08201_015M","B08201_015MA","B08201_015EA","B08201_016E","B08201_016M","B08201_016MA","B08201_016EA","B08201_017E","B08201_017M","B08201_017MA","B08201_017EA","B08201_018E","B08201_018EA","B08201_018M","B08201_018MA","B08201_019E","B08201_019EA","B08201_019M","B08201_019MA","B08201_020E","B08201_020EA","B08201_020M","B08201_020MA","B08201_021E","B08201_021M","B08201_021MA","B08201_021EA","B08201_022E","B08201_022M","B08201_022MA","B08201_022EA","B08201_023E","B08201_023EA","B08201_023M","B08201_023MA","B08201_024E","B08201_024EA","B08201_024M","B08201_024MA","B08201_025E","B08201_025M","B08201_025MA","B08201_025EA","B08201_026E","B08201_026M","B08201_026MA","B08201_026EA","B08201_027E","B08201_027M","B08201_027MA","B08201_027EA","B08201_028E","B08201_028EA","B08201_028M","B08201_028MA","B08201_029E","B08201_029EA","B08201_029M","B08201_029MA","B08201_030E","B08201_030M","B08201_030MA","B08201_030EA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!No vehicle available","Annotation of Estimate!!Total!!No vehicle available","Margin of Error!!Total!!No vehicle available","Annotation of Margin of Error!!Total!!No vehicle available","Estimate!!Total!!1 vehicle available","Margin of Error!!Total!!1 vehicle available","Annotation of Margin of Error!!Total!!1 vehicle available","Annotation of Estimate!!Total!!1 vehicle available","Estimate!!Total!!2 vehicles available","Margin of Error!!Total!!2 vehicles available","Annotation of Margin of Error!!Total!!2 vehicles available","Annotation of Estimate!!Total!!2 vehicles available","Estimate!!Total!!3 vehicles available","Margin of Error!!Total!!3 vehicles available","Annotation of Margin of Error!!Total!!3 vehicles available","Annotation of Estimate!!Total!!3 vehicles available","Estimate!!Total!!4 or more vehicles available","Annotation of Estimate!!Total!!4 or more vehicles available","Margin of Error!!Total!!4 or more vehicles available","Annotation of Margin of Error!!Total!!4 or more vehicles available","Estimate!!Total!!1-person household","Annotation of Estimate!!Total!!1-person household","Margin of Error!!Total!!1-person household","Annotation of Margin of Error!!Total!!1-person household","Estimate!!Total!!1-person household!!No vehicle available","Margin of Error!!Total!!1-person household!!No vehicle available","Annotation of Margin of Error!!Total!!1-person household!!No vehicle available","Annotation of Estimate!!Total!!1-person household!!No vehicle available","Estimate!!Total!!1-person household!!1 vehicle available","Annotation of Estimate!!Total!!1-person household!!1 vehicle available","Margin of Error!!Total!!1-person household!!1 vehicle available","Annotation of Margin of Error!!Total!!1-person household!!1 vehicle available","Estimate!!Total!!1-person household!!2 vehicles available","Margin of Error!!Total!!1-person household!!2 vehicles available","Annotation of Margin of Error!!Total!!1-person household!!2 vehicles available","Annotation of Estimate!!Total!!1-person household!!2 vehicles available","Estimate!!Total!!1-person household!!3 vehicles available","Annotation of Estimate!!Total!!1-person household!!3 vehicles available","Margin of Error!!Total!!1-person household!!3 vehicles available","Annotation of Margin of Error!!Total!!1-person household!!3 vehicles available","Estimate!!Total!!1-person household!!4 or more vehicles available","Annotation of Estimate!!Total!!1-person household!!4 or more vehicles available","Margin of Error!!Total!!1-person household!!4 or more vehicles available","Annotation of Margin of Error!!Total!!1-person household!!4 or more vehicles available","Estimate!!Total!!2-person household","Margin of Error!!Total!!2-person household","Annotation of Margin of Error!!Total!!2-person household","Annotation of Estimate!!Total!!2-person household","Estimate!!Total!!2-person household!!No vehicle available","Margin of Error!!Total!!2-person household!!No vehicle available","Annotation of Margin of Error!!Total!!2-person household!!No vehicle available","Annotation of Estimate!!Total!!2-person household!!No vehicle available","Estimate!!Total!!2-person household!!1 vehicle available","Margin of Error!!Total!!2-person household!!1 vehicle available","Annotation of Margin of Error!!Total!!2-person household!!1 vehicle available","Annotation of Estimate!!Total!!2-person household!!1 vehicle available","Estimate!!Total!!2-person household!!2 vehicles available","Margin of Error!!Total!!2-person household!!2 vehicles available","Annotation of Margin of Error!!Total!!2-person household!!2 vehicles available","Annotation of Estimate!!Total!!2-person household!!2 vehicles available","Estimate!!Total!!2-person household!!3 vehicles available","Margin of Error!!Total!!2-person household!!3 vehicles available","Annotation of Margin of Error!!Total!!2-person household!!3 vehicles available","Annotation of Estimate!!Total!!2-person household!!3 vehicles available","Estimate!!Total!!2-person household!!4 or more vehicles available","Annotation of Estimate!!Total!!2-person household!!4 or more vehicles available","Margin of Error!!Total!!2-person household!!4 or more vehicles available","Annotation of Margin of Error!!Total!!2-person household!!4 or more vehicles available","Estimate!!Total!!3-person household","Annotation of Estimate!!Total!!3-person household","Margin of Error!!Total!!3-person household","Annotation of Margin of Error!!Total!!3-person household","Estimate!!Total!!3-person household!!No vehicle available","Annotation of Estimate!!Total!!3-person household!!No vehicle available","Margin of Error!!Total!!3-person household!!No vehicle available","Annotation of Margin of Error!!Total!!3-person household!!No vehicle available","Estimate!!Total!!3-person household!!1 vehicle available","Margin of Error!!Total!!3-person household!!1 vehicle available","Annotation of Margin of Error!!Total!!3-person household!!1 vehicle available","Annotation of Estimate!!Total!!3-person household!!1 vehicle available","Estimate!!Total!!3-person household!!2 vehicles available","Margin of Error!!Total!!3-person household!!2 vehicles available","Annotation of Margin of Error!!Total!!3-person household!!2 vehicles available","Annotation of Estimate!!Total!!3-person household!!2 vehicles available","Estimate!!Total!!3-person household!!3 vehicles available","Annotation of Estimate!!Total!!3-person household!!3 vehicles available","Margin of Error!!Total!!3-person household!!3 vehicles available","Annotation of Margin of Error!!Total!!3-person household!!3 vehicles available","Estimate!!Total!!3-person household!!4 or more vehicles available","Annotation of Estimate!!Total!!3-person household!!4 or more vehicles available","Margin of Error!!Total!!3-person household!!4 or more vehicles available","Annotation of Margin of Error!!Total!!3-person household!!4 or more vehicles available","Estimate!!Total!!4-or-more-person household","Margin of Error!!Total!!4-or-more-person household","Annotation of Margin of Error!!Total!!4-or-more-person household","Annotation of Estimate!!Total!!4-or-more-person household","Estimate!!Total!!4-or-more-person household!!No vehicle available","Margin of Error!!Total!!4-or-more-person household!!No vehicle available","Annotation of Margin of Error!!Total!!4-or-more-person household!!No vehicle available","Annotation of Estimate!!Total!!4-or-more-person household!!No vehicle available","Estimate!!Total!!4-or-more-person household!!1 vehicle available","Margin of Error!!Total!!4-or-more-person household!!1 vehicle available","Annotation of Margin of Error!!Total!!4-or-more-person household!!1 vehicle available","Annotation of Estimate!!Total!!4-or-more-person household!!1 vehicle available","Estimate!!Total!!4-or-more-person household!!2 vehicles available","Annotation of Estimate!!Total!!4-or-more-person household!!2 vehicles available","Margin of Error!!Total!!4-or-more-person household!!2 vehicles available","Annotation of Margin of Error!!Total!!4-or-more-person household!!2 vehicles available","Estimate!!Total!!4-or-more-person household!!3 vehicles available","Annotation of Estimate!!Total!!4-or-more-person household!!3 vehicles available","Margin of Error!!Total!!4-or-more-person household!!3 vehicles available","Annotation of Margin of Error!!Total!!4-or-more-person household!!3 vehicles available","Estimate!!Total!!4-or-more-person household!!4 or more vehicles available","Margin of Error!!Total!!4-or-more-person household!!4 or more vehicles available","Annotation of Margin of Error!!Total!!4-or-more-person household!!4 or more vehicles available","Annotation of Estimate!!Total!!4-or-more-person household!!4 or more vehicles available",
"1400000US53001950100","Census Tract 9501, Adams County, Washington","1036","null","68","null","81","null","40","null","311","61","null","null","325","56","null","null","169","42","null","null","150","null","42","null","395","null","62","null","60","39","null","null","184","null","45","null","108","40","null","null","27","null","24","null","16","null","13","null","378","44","null","null","18","11","null","null","77","25","null","null","139","39","null","null","94","30","null","null","50","null","22","null","84","null","30","null","0","null","12","null","24","24","null","null","35","20","null","null","11","null","9","null","14","null","11","null","179","36","null","null","3","6","null","null","26","19","null","null","43","null","23","null","37","null","26","null","70","39","null","null",
"1400000US53001950200","Census Tract 9502, Adams County, Washington","639","null","53","null","6","null","6","null","153","40","null","null","207","49","null","null","176","53","null","null","97","null","38","null","149","null","36","null","5","5","null","null","75","null","28","null","29","19","null","null","27","null","21","null","13","null","15","null","256","47","null","null","1","3","null","null","39","21","null","null","120","38","null","null","45","18","null","null","51","null","31","null","97","null","40","null","0","null","12","null","12","12","null","null","18","12","null","null","52","null","44","null","15","null","14","null","137","42","null","null","0","12","null","null","27","20","null","null","40","null","23","null","52","null","30","null","18","11","null","null",
"1400000US53001950300","Census Tract 9503, Adams County, Washington","1741","null","120","null","81","null","62","null","342","130","null","null","510","98","null","null","531","115","null","null","277","null","76","null","204","null","89","null","9","15","null","null","105","null","68","null","51","43","null","null","29","null","35","null","10","null","13","null","401","118","null","null","49","56","null","null","121","85","null","null","119","38","null","null","66","42","null","null","46","null","32","null","262","null","84","null","3","null","6","null","48","49","null","null","91","66","null","null","78","null","52","null","42","null","41","null","874","104","null","null","20","30","null","null","68","55","null","null","249","null","84","null","358","null","89","null","179","71","null","null",
"1400000US53001950400","Census Tract 9504, Adams County, Washington","994","null","89","null","111","null","49","null","332","104","null","null","322","80","null","null","147","65","null","null","82","null","44","null","257","null","88","null","62","40","null","null","153","null","73","null","36","41","null","null","6","null","8","null","0","null","12","null","212","73","null","null","16","15","null","null","60","53","null","null","119","50","null","null","4","6","null","null","13","null","16","null","116","null","72","null","5","null","7","null","74","63","null","null","8","9","null","null","11","null","13","null","18","null","21","null","409","91","null","null","28","26","null","null","45","46","null","null","159","null","66","null","126","null","64","null","51","38","null","null",
"1400000US53001950500","Census Tract 9505, Adams County, Washington","1414","null","108","null","14","null","22","null","230","92","null","null","655","143","null","null","323","109","null","null","192","null","102","null","195","null","94","null","0","17","null","null","70","null","55","null","74","65","null","null","8","null","12","null","43","null","63","null","387","102","null","null","14","22","null","null","45","34","null","null","210","83","null","null","105","76","null","null","13","null","20","null","228","null","107","null","0","null","17","null","89","66","null","null","95","80","null","null","32","null","29","null","12","null","21","null","604","132","null","null","0","17","null","null","26","35","null","null","276","null","113","null","178","null","76","null","124","76","null","null",
"1400000US53003960100","Census Tract 9601, Asotin County, Washington","1666","null","105","null","12","null","15","null","288","73","null","null","811","115","null","null","365","88","null","null","190","null","74","null","310","null","72","null","10","15","null","null","185","null","57","null","100","49","null","null","15","null","18","null","0","null","12","null","915","120","null","null","0","12","null","null","96","50","null","null","499","87","null","null","234","76","null","null","86","null","44","null","133","null","57","null","0","null","12","null","0","12","null","null","47","34","null","null","71","null","43","null","15","null","17","null","308","78","null","null","2","3","null","null","7","11","null","null","165","null","68","null","45","null","35","null","89","51","null","null",
"1400000US53003960200","Census Tract 9602, Asotin County, Washington","2156","null","107","null","48","null","47","null","469","136","null","null","934","179","null","null","427","140","null","null","278","null","125","null","578","null","154","null","27","33","null","null","332","null","125","null","155","97","null","null","0","null","17","null","64","null","74","null","1070","152","null","null","21","34","null","null","111","73","null","null","607","155","null","null","194","98","null","null","137","null","88","null","193","null","82","null","0","null","17","null","25","29","null","null","58","48","null","null","94","null","60","null","16","null","25","null","315","103","null","null","0","17","null","null","1","14","null","null","114","null","76","null","139","null","86","null","61","76","null","null",
"1400000US53003960300","Census Tract 9603, Asotin County, Washington","1560","null","132","null","176","null","90","null","533","142","null","null","574","122","null","null","158","103","null","null","119","null","70","null","601","null","130","null","136","83","null","null","281","null","103","null","157","75","null","null","21","null","33","null","6","null","9","null","515","144","null","null","30","34","null","null","168","89","null","null","227","95","null","null","25","20","null","null","65","null","62","null","238","null","89","null","10","null","16","null","50","43","null","null","112","70","null","null","47","null","41","null","19","null","21","null","206","108","null","null","0","12","null","null","34","47","null","null","78","null","47","null","65","null","95","null","29","22","null","null",
"1400000US53003960400","Census Tract 9604, Asotin County, Washington","977","null","69","null","54","null","38","null","352","76","null","null","348","71","null","null","178","67","null","null","45","null","46","null","307","null","81","null","23","18","null","null","209","null","70","null","70","40","null","null","0","null","12","null","5","null","7","null","423","89","null","null","31","35","null","null","87","40","null","null","199","50","null","null","98","49","null","null","8","null","9","null","145","null","66","null","0","null","12","null","44","32","null","null","39","24","null","null","33","null","31","null","29","null","44","null","102","33","null","null","0","12","null","null","12","12","null","null","40","null","25","null","47","null","37","null","3","6","null","null",
"1400000US53003960500","Census Tract 9605, Asotin County, Washington","1384","null","132","null","143","null","64","null","476","122","null","null","552","107","null","null","117","58","null","null","96","null","56","null","491","null","122","null","138","63","null","null","258","null","102","null","75","40","null","null","20","null","23","null","0","null","12","null","371","78","null","null","5","8","null","null","98","52","null","null","194","54","null","null","35","30","null","null","39","null","28","null","204","null","81","null","0","null","12","null","35","34","null","null","102","63","null","null","34","null","33","null","33","null","30","null","318","92","null","null","0","12","null","null","85","66","null","null","181","null","71","null","28","null","32","null","24","32","null","null",
"1400000US53003960600","Census Tract 9606, Asotin County, Washington","1492","null","86","null","47","null","34","null","326","90","null","null","677","119","null","null","331","102","null","null","111","null","50","null","443","null","117","null","33","28","null","null","211","null","80","null","146","70","null","null","45","null","45","null","8","null","12","null","604","110","null","null","7","12","null","null","115","67","null","null","331","94","null","null","122","63","null","null","29","null","28","null","155","null","61","null","0","null","12","null","0","12","null","null","60","44","null","null","52","null","39","null","43","null","28","null","290","65","null","null","7","12","null","null","0","12","null","null","140","null","71","null","112","null","66","null","31","38","null","null",
"1400000US53005010100","Census Tract 101, Benton County, Washington","1803","null","91","null","26","null","24","null","396","103","null","null","750","118","null","null","408","94","null","null","223","null","66","null","366","null","100","null","11","17","null","null","252","null","82","null","85","53","null","null","0","null","12","null","18","null","21","null","789","126","null","null","15","17","null","null","107","68","null","null","408","107","null","null","205","79","null","null","54","null","29","null","244","null","71","null","0","null","12","null","8","11","null","null","78","58","null","null","118","null","50","null","40","null","29","null","404","89","null","null","0","12","null","null","29","28","null","null","179","null","60","null","85","null","41","null","111","57","null","null",
"1400000US53005010201","Census Tract 102.01, Benton County, Washington","1978","null","95","null","45","null","31","null","377","101","null","null","800","132","null","null","428","97","null","null","328","null","107","null","492","null","110","null","18","19","null","null","255","null","82","null","152","63","null","null","0","null","17","null","67","null","60","null","782","111","null","null","19","21","null","null","94","54","null","null","397","97","null","null","217","82","null","null","55","null","41","null","252","null","104","null","0","null","17","null","28","35","null","null","45","37","null","null","120","null","62","null","59","null","61","null","452","88","null","null","8","14","null","null","0","17","null","null","206","null","80","null","91","null","45","null","147","69","null","null",
"1400000US53005010202","Census Tract 102.02, Benton County, Washington","2854","null","173","null","356","null","143","null","1160","193","null","null","987","234","null","null","273","94","null","null","78","null","47","null","1325","null","216","null","274","117","null","null","825","null","180","null","206","123","null","null","20","null","28","null","0","null","17","null","958","203","null","null","61","60","null","null","193","88","null","null","556","186","null","null","130","76","null","null","18","null","29","null","253","null","111","null","0","null","17","null","56","39","null","null","146","89","null","null","37","null","32","null","14","null","23","null","318","89","null","null","21","26","null","null","86","59","null","null","79","null","61","null","86","null","42","null","46","37","null","null",
"1400000US53005010300","Census Tract 103, Benton County, Washington","2306","null","136","null","38","null","55","null","764","180","null","null","832","187","null","null","463","157","null","null","209","null","87","null","597","null","154","null","11","18","null","null","456","null","150","null","95","64","null","null","12","null","20","null","23","null","27","null","815","176","null","null","0","17","null","null","161","105","null","null","373","140","null","null","232","120","null","null","49","null","48","null","364","null","149","null","0","null","17","null","136","105","null","null","127","69","null","null","63","null","50","null","38","null","38","null","530","118","null","null","27","49","null","null","11","23","null","null","237","null","106","null","156","null","78","null","99","65","null","null",
"1400000US53005010400","Census Tract 104, Benton County, Washington","1460","null","81","null","141","null","65","null","525","127","null","null","417","104","null","null","225","82","null","null","152","null","76","null","527","null","109","null","44","32","null","null","288","null","91","null","145","73","null","null","50","null","50","null","0","null","12","null","481","108","null","null","70","47","null","null","145","65","null","null","104","47","null","null","76","45","null","null","86","null","72","null","224","null","86","null","9","null","15","null","47","49","null","null","108","71","null","null","45","null","43","null","15","null","24","null","228","76","null","null","18","25","null","null","45","53","null","null","60","null","31","null","54","null","35","null","51","38","null","null",
"1400000US53005010500","Census Tract 105, Benton County, Washington","1042","null","65","null","15","null","17","null","270","78","null","null","502","93","null","null","141","58","null","null","114","null","58","null","256","null","68","null","7","10","null","null","159","null","57","null","78","51","null","null","6","null","10","null","6","null","9","null","264","72","null","null","8","12","null","null","37","31","null","null","138","57","null","null","57","37","null","null","24","null","25","null","168","null","69","null","0","null","12","null","25","32","null","null","102","60","null","null","28","null","26","null","13","null","20","null","354","91","null","null","0","12","null","null","49","40","null","null","184","null","79","null","50","null","37","null","71","47","null","null",
"1400000US53005010600","Census Tract 106, Benton County, Washington","1769","null","87","null","41","null","32","null","723","143","null","null","700","136","null","null","176","69","null","null","129","null","62","null","628","null","137","null","25","27","null","null","489","null","132","null","86","46","null","null","18","null","23","null","10","null","15","null","573","136","null","null","16","18","null","null","167","79","null","null","319","89","null","null","43","33","null","null","28","null","32","null","229","null","83","null","0","null","12","null","44","32","null","null","112","69","null","null","32","null","35","null","41","null","41","null","339","85","null","null","0","12","null","null","23","22","null","null","183","null","83","null","83","null","44","null","50","42","null","null",
"1400000US53005010701","Census Tract 107.01, Benton County, Washington","888","null","42","null","0","null","12","null","140","48","null","null","345","75","null","null","310","66","null","null","93","null","48","null","163","null","53","null","0","12","null","null","53","null","32","null","80","42","null","null","30","null","20","null","0","null","12","null","444","58","null","null","0","12","null","null","60","28","null","null","136","58","null","null","199","52","null","null","49","null","38","null","78","null","33","null","0","null","12","null","12","12","null","null","26","19","null","null","30","null","16","null","10","null","16","null","203","59","null","null","0","12","null","null","15","16","null","null","103","null","38","null","51","null","42","null","34","24","null","null",
"1400000US53005010703","Census Tract 107.03, Benton County, Washington","1134","null","67","null","0","null","12","null","326","89","null","null","392","101","null","null","288","86","null","null","128","null","59","null","294","null","91","null","0","12","null","null","161","null","72","null","102","61","null","null","10","null","16","null","21","null","30","null","380","87","null","null","0","12","null","null","103","58","null","null","126","60","null","null","112","59","null","null","39","null","31","null","153","null","68","null","0","null","12","null","0","12","null","null","50","37","null","null","69","null","43","null","34","null","31","null","307","70","null","null","0","12","null","null","62","48","null","null","114","null","62","null","97","null","48","null","34","24","null","null",
"1400000US53005010705","Census Tract 107.05, Benton County, Washington","1801","null","89","null","16","null","18","null","270","77","null","null","864","120","null","null","380","76","null","null","271","null","63","null","269","null","74","null","0","17","null","null","156","null","57","null","97","46","null","null","0","null","17","null","16","null","17","null","644","121","null","null","7","11","null","null","61","29","null","null","356","115","null","null","138","46","null","null","82","null","40","null","351","null","79","null","9","null","14","null","9","13","null","null","210","81","null","null","97","null","46","null","26","null","22","null","537","83","null","null","0","17","null","null","44","31","null","null","201","null","58","null","145","null","52","null","147","54","null","null",
"1400000US53005010707","Census Tract 107.07, Benton County, Washington","1037","null","52","null","0","null","12","null","163","55","null","null","519","75","null","null","243","53","null","null","112","null","47","null","102","null","41","null","0","12","null","null","73","null","34","null","24","18","null","null","5","null","8","null","0","null","12","null","330","78","null","null","0","12","null","null","35","19","null","null","228","68","null","null","59","29","null","null","8","null","10","null","194","null","63","null","0","null","12","null","25","27","null","null","80","49","null","null","84","null","40","null","5","null","8","null","411","57","null","null","0","12","null","null","30","38","null","null","187","null","53","null","95","null","37","null","99","46","null","null",
"1400000US53005010708","Census Tract 107.08, Benton County, Washington","1166","null","69","null","26","null","34","null","267","86","null","null","564","92","null","null","144","43","null","null","165","null","58","null","230","null","83","null","4","7","null","null","132","null","72","null","94","57","null","null","0","null","12","null","0","null","12","null","432","85","null","null","22","33","null","null","70","38","null","null","241","69","null","null","69","29","null","null","30","null","24","null","224","null","74","null","0","null","12","null","58","44","null","null","69","39","null","null","31","null","21","null","66","null","42","null","280","70","null","null","0","12","null","null","7","11","null","null","160","null","52","null","44","null","29","null","69","47","null","null",
"1400000US53005010803","Census Tract 108.03, Benton County, Washington","3115","null","126","null","137","null","87","null","575","168","null","null","1546","198","null","null","700","144","null","null","157","null","74","null","559","null","144","null","69","64","null","null","380","null","140","null","88","85","null","null","22","null","26","null","0","null","17","null","1344","188","null","null","48","46","null","null","149","104","null","null","796","151","null","null","299","118","null","null","52","null","37","null","529","null","121","null","20","null","32","null","9","15","null","null","227","108","null","null","233","null","98","null","40","null","34","null","683","125","null","null","0","17","null","null","37","43","null","null","435","null","139","null","146","null","93","null","65","52","null","null",
"1400000US53005010805","Census Tract 108.05, Benton County, Washington","2707","null","160","null","139","null","96","null","687","168","null","null","1047","213","null","null","719","179","null","null","115","null","66","null","681","null","168","null","68","42","null","null","419","null","139","null","141","113","null","null","42","null","41","null","11","null","18","null","1075","173","null","null","13","23","null","null","147","67","null","null","569","134","null","null","304","125","null","null","42","null","40","null","438","null","153","null","0","null","17","null","76","90","null","null","82","60","null","null","243","null","116","null","37","null","37","null","513","152","null","null","58","89","null","null","45","48","null","null","255","null","128","null","130","null","83","null","25","31","null","null",
"1400000US53005010807","Census Tract 108.07, Benton County, Washington","448","null","64","null","13","null","15","null","75","42","null","null","170","59","null","null","123","39","null","null","67","null","34","null","80","null","49","null","0","12","null","null","41","null","33","null","19","26","null","null","14","null","18","null","6","null","11","null","126","45","null","null","13","15","null","null","8","12","null","null","49","32","null","null","46","22","null","null","10","null","13","null","74","null","42","null","0","null","12","null","16","27","null","null","0","12","null","null","51","null","33","null","7","null","11","null","168","46","null","null","0","12","null","null","10","15","null","null","102","null","43","null","12","null","11","null","44","26","null","null",
"1400000US53005010809","Census Tract 108.09, Benton County, Washington","2574","null","154","null","147","null","106","null","721","175","null","null","1151","215","null","null","419","149","null","null","136","null","73","null","733","null","189","null","101","92","null","null","477","null","149","null","142","91","null","null","13","null","21","null","0","null","17","null","975","204","null","null","37","58","null","null","187","114","null","null","619","186","null","null","117","78","null","null","15","null","24","null","415","null","128","null","0","null","17","null","57","53","null","null","182","78","null","null","152","null","103","null","24","null","29","null","451","109","null","null","9","17","null","null","0","17","null","null","208","null","74","null","137","null","82","null","97","63","null","null",
"1400000US53005010810","Census Tract 108.10, Benton County, Washington","2144","null","90","null","100","null","42","null","528","126","null","null","983","146","null","null","382","102","null","null","151","null","58","null","588","null","105","null","100","42","null","null","358","null","99","null","107","74","null","null","23","null","35","null","0","null","17","null","858","122","null","null","0","17","null","null","125","54","null","null","606","111","null","null","109","51","null","null","18","null","20","null","315","null","111","null","0","null","17","null","45","45","null","null","88","68","null","null","154","null","85","null","28","null","24","null","383","86","null","null","0","17","null","null","0","17","null","null","182","null","76","null","96","null","45","null","105","50","null","null",
"1400000US53005010811","Census Tract 108.11, Benton County, Washington","1484","null","75","null","0","null","12","null","109","57","null","null","656","111","null","null","468","101","null","null","251","null","70","null","134","null","60","null","0","12","null","null","68","null","39","null","40","32","null","null","26","null","40","null","0","null","12","null","669","100","null","null","0","12","null","null","31","35","null","null","378","96","null","null","177","74","null","null","83","null","51","null","175","null","74","null","0","null","12","null","10","15","null","null","70","46","null","null","43","null","36","null","52","null","42","null","506","80","null","null","0","12","null","null","0","12","null","null","168","null","63","null","222","null","61","null","116","47","null","null",
"1400000US53005010813","Census Tract 108.13, Benton County, Washington","4744","null","172","null","243","null","127","null","1063","216","null","null","2054","281","null","null","869","191","null","null","515","null","172","null","1181","null","203","null","243","127","null","null","680","null","176","null","207","108","null","null","0","null","19","null","51","null","51","null","1712","247","null","null","0","19","null","null","249","95","null","null","1102","213","null","null","288","133","null","null","73","null","54","null","742","null","231","null","0","null","19","null","120","97","null","null","288","175","null","null","247","null","107","null","87","null","62","null","1109","162","null","null","0","19","null","null","14","24","null","null","457","null","140","null","334","null","106","null","304","162","null","null",
"1400000US53005010814","Census Tract 108.14, Benton County, Washington","1210","null","85","null","31","null","25","null","96","50","null","null","405","87","null","null","439","76","null","null","239","null","66","null","108","null","55","null","23","21","null","null","30","null","30","null","43","39","null","null","12","null","19","null","0","null","12","null","370","73","null","null","8","12","null","null","31","24","null","null","137","54","null","null","102","43","null","null","92","null","44","null","251","null","75","null","0","null","12","null","25","31","null","null","72","40","null","null","122","null","51","null","32","null","19","null","481","76","null","null","0","12","null","null","10","16","null","null","153","null","58","null","203","null","54","null","115","45","null","null",
"1400000US53005010901","Census Tract 109.01, Benton County, Washington","2331","null","168","null","278","null","138","null","999","234","null","null","591","183","null","null","379","158","null","null","84","null","80","null","800","null","206","null","164","133","null","null","410","null","165","null","202","121","null","null","24","null","45","null","0","null","17","null","830","230","null","null","72","62","null","null","309","157","null","null","264","128","null","null","137","94","null","null","48","null","70","null","234","null","130","null","0","null","17","null","52","53","null","null","58","52","null","null","88","null","97","null","36","null","42","null","467","138","null","null","42","66","null","null","228","112","null","null","67","null","79","null","130","null","112","null","0","17","null","null",
"1400000US53005010902","Census Tract 109.02, Benton County, Washington","1705","null","115","null","70","null","57","null","634","133","null","null","533","147","null","null","221","76","null","null","247","null","104","null","395","null","130","null","53","54","null","null","260","null","103","null","72","46","null","null","10","null","16","null","0","null","17","null","427","135","null","null","10","16","null","null","110","72","null","null","203","84","null","null","91","49","null","null","13","null","16","null","283","null","104","null","0","null","17","null","150","101","null","null","37","30","null","null","43","null","32","null","53","null","39","null","600","136","null","null","7","12","null","null","114","84","null","null","221","null","99","null","77","null","46","null","181","110","null","null",
"1400000US53005011001","Census Tract 110.01, Benton County, Washington","2034","null","156","null","143","null","96","null","594","169","null","null","802","169","null","null","298","117","null","null","197","null","135","null","647","null","200","null","121","93","null","null","360","null","133","null","166","120","null","null","0","null","17","null","0","null","17","null","542","154","null","null","0","17","null","null","167","102","null","null","256","120","null","null","105","73","null","null","14","null","23","null","456","null","166","null","13","null","21","null","38","42","null","null","220","126","null","null","97","null","71","null","88","null","108","null","389","130","null","null","9","18","null","null","29","33","null","null","160","null","83","null","96","null","65","null","95","85","null","null",
"1400000US53005011002","Census Tract 110.02, Benton County, Washington","1840","null","122","null","116","null","59","null","754","158","null","null","662","129","null","null","252","94","null","null","56","null","35","null","549","null","134","null","65","51","null","null","418","null","123","null","42","31","null","null","24","null","22","null","0","null","12","null","595","117","null","null","46","34","null","null","146","70","null","null","252","77","null","null","143","71","null","null","8","null","14","null","316","null","94","null","5","null","10","null","123","69","null","null","121","61","null","null","45","null","46","null","22","null","20","null","380","115","null","null","0","12","null","null","67","52","null","null","247","null","94","null","40","null","42","null","26","31","null","null",
"1400000US53005011100","Census Tract 111, Benton County, Washington","2655","null","113","null","67","null","90","null","586","165","null","null","1151","222","null","null","617","205","null","null","234","null","98","null","723","null","159","null","54","88","null","null","368","null","115","null","272","135","null","null","29","null","31","null","0","null","17","null","854","152","null","null","13","22","null","null","160","112","null","null","415","137","null","null","174","99","null","null","92","null","65","null","403","null","175","null","0","null","17","null","58","56","null","null","96","82","null","null","219","null","144","null","30","null","36","null","675","147","null","null","0","17","null","null","0","17","null","null","368","null","132","null","195","null","118","null","112","85","null","null",
