"GEO_ID","NAME","B08201_001E","B08201_001EA","B08201_001M","B08201_001MA","B08201_002E","B08201_002EA","B08201_002M","B08201_002MA","B08201_003E","B08201_003M","B08201_003MA","B08201_003EA","B08201_004E","B08201_004M","B08201_004MA","B08201_004EA","B08201_005E","B08201_005M","B08201_005MA","B08201_005EA","B08201_006E","B08201_006EA","B08201_006M","B08201_006MA","B08201_007E","B08201_007EA","B08201_007M","B08201_007MA","B08201_008E","B08201_008M","B08201_008MA","B08201_008EA","B08201_009E","B08201_009EA","B08201_009M","B08201_009MA","B08201_010E","B08201_010M","B08201_010MA","B08201_010EA","B08201_011E","B08201_011EA","B08201_011M","B08201_011MA","B08201_012E","B08201_012EA","B08201_012M","B08201_012MA","B08201_013E","B08201_013M","B08201_013MA","B08201_013EA","B08201_014E","B08201_014M","B08201_014MA","B08201_014EA","B08201_015E","B08201_015M","B08201_015MA","B08201_015EA","B08201_016E","B08201_016M","B08201_016MA","B08201_016EA","B08201_017E","B08201_017M","B08201_017MA","B08201_017EA","B08201_018E","B08201_018EA","B08201_018M","B08201_018MA","B08201_019E","B08201_019EA","B08201_019M","B08201_019MA","B08201_020E","B08201_020EA","B08201_020M","B08201_020MA","B08201_021E","B08201_021M","B08201_021MA","B08201_021EA","B08201_022E","B08201_022M","B08201_022MA","B08201_022EA","B08201_023E","B08201_023EA","B08201_023M","B08201_023MA","B08201_024E","B08201_024EA","B08201_024M","B08201_024MA","B08201_025E","B08201_025M","B08201_025MA","B08201_025EA","B08201_026E","B08201_026M","B08201_026MA","B08201_026EA","B08201_027E","B08201_027M","B08201_027MA","B08201_027EA","B08201_028E","B08201_028EA","B08201_028M","B08201_028MA","B08201_029E","B08201_029EA","B08201_029M","B08201_029MA","B08201_030E","B08201_030M","B08201_030MA","B08201_030EA",
"1400000US53033027200","Census Tract 272, King County, Washington","841","null","57","null","45","null","36","null","323","73","null","null","258","69","null","null","97","42","null","null","118","null","52","null","172","null","45","null","13","11","null","null","112","null","40","null","39","29","null","null","8","null","9","null","0","null","12","null","208","63","null","null","15","24","null","null","36","22","null","null","121","43","null","null","12","14","null","null","24","null","27","null","172","null","58","null","0","null","12","null","58","29","null","null","58","43","null","null","43","null","31","null","13","null","12","null","289","52","null","null","17","25","null","null","117","41","null","null","40","null","22","null","34","null","26","null","81","44","null","null",
"1400000US53033027300","Census Tract 273, King County, Washington","1851","null","93","null","185","null","74","null","523","101","null","null","650","107","null","null","285","88","null","null","208","null","71","null","272","null","75","null","35","30","null","null","164","null","68","null","39","24","null","null","21","null","21","null","13","null","16","null","592","109","null","null","14","15","null","null","169","71","null","null","278","79","null","null","127","60","null","null","4","null","7","null","368","null","103","null","33","null","35","null","79","47","null","null","178","69","null","null","26","null","24","null","52","null","41","null","619","98","null","null","103","60","null","null","111","75","null","null","155","null","52","null","111","null","55","null","139","60","null","null",
"1400000US53033027400","Census Tract 274, King County, Washington","1712","null","102","null","97","null","50","null","313","89","null","null","632","119","null","null","306","100","null","null","364","null","104","null","465","null","98","null","88","52","null","null","229","null","81","null","83","47","null","null","18","null","15","null","47","null","52","null","426","103","null","null","9","15","null","null","29","23","null","null","281","87","null","null","65","51","null","null","42","null","47","null","278","null","106","null","0","null","12","null","0","12","null","null","136","64","null","null","78","null","52","null","64","null","63","null","543","75","null","null","0","12","null","null","55","54","null","null","132","null","56","null","145","null","57","null","211","63","null","null",
"1400000US53033027500","Census Tract 275, King County, Washington","1765","null","111","null","169","null","80","null","626","121","null","null","579","146","null","null","176","65","null","null","215","null","76","null","563","null","125","null","141","73","null","null","338","null","101","null","63","44","null","null","14","null","15","null","7","null","13","null","537","107","null","null","28","44","null","null","144","63","null","null","236","74","null","null","72","42","null","null","57","null","37","null","194","null","96","null","0","null","12","null","56","48","null","null","72","70","null","null","49","null","44","null","17","null","22","null","471","87","null","null","0","12","null","null","88","50","null","null","208","null","98","null","41","null","31","null","134","64","null","null",
"1400000US53033027600","Census Tract 276, King County, Washington","1721","null","100","null","137","null","73","null","462","110","null","null","700","109","null","null","285","87","null","null","137","null","42","null","357","null","102","null","68","45","null","null","211","null","76","null","48","34","null","null","30","null","47","null","0","null","12","null","649","137","null","null","22","23","null","null","185","100","null","null","317","73","null","null","111","50","null","null","14","null","16","null","275","null","103","null","47","null","52","null","25","40","null","null","130","81","null","null","51","null","44","null","22","null","26","null","440","66","null","null","0","12","null","null","41","34","null","null","205","null","51","null","93","null","62","null","101","36","null","null",
"1400000US53033027701","Census Tract 277.01, King County, Washington","2185","null","191","null","146","null","106","null","522","165","null","null","784","173","null","null","513","146","null","null","220","null","85","null","760","null","201","null","146","106","null","null","269","null","142","null","235","113","null","null","78","null","93","null","32","null","35","null","791","174","null","null","0","12","null","null","180","112","null","null","378","118","null","null","185","85","null","null","48","null","44","null","296","null","100","null","0","null","12","null","49","54","null","null","81","57","null","null","114","null","71","null","52","null","46","null","338","66","null","null","0","12","null","null","24","32","null","null","90","null","69","null","136","null","70","null","88","62","null","null",
"1400000US53033027702","Census Tract 277.02, King County, Washington","2222","null","192","null","47","null","45","null","610","171","null","null","1000","238","null","null","356","126","null","null","209","null","97","null","711","null","196","null","47","45","null","null","389","null","140","null","162","98","null","null","113","null","124","null","0","null","12","null","1056","213","null","null","0","12","null","null","163","70","null","null","654","198","null","null","160","66","null","null","79","null","54","null","127","null","74","null","0","null","12","null","44","59","null","null","69","55","null","null","0","null","12","null","14","null","22","null","328","83","null","null","0","12","null","null","14","22","null","null","115","null","62","null","83","null","57","null","116","83","null","null",
"1400000US53033027800","Census Tract 278, King County, Washington","1401","null","77","null","64","null","47","null","226","73","null","null","683","118","null","null","339","71","null","null","89","null","45","null","280","null","83","null","45","41","null","null","172","null","65","null","63","47","null","null","0","null","12","null","0","null","12","null","686","100","null","null","19","22","null","null","45","31","null","null","439","104","null","null","151","52","null","null","32","null","26","null","214","null","75","null","0","null","12","null","0","12","null","null","92","57","null","null","114","null","48","null","8","null","12","null","221","48","null","null","0","12","null","null","9","12","null","null","89","null","60","null","74","null","47","null","49","37","null","null",
"1400000US53033027900","Census Tract 279, King County, Washington","3183","null","177","null","275","null","128","null","1293","245","null","null","1210","276","null","null","259","139","null","null","146","null","70","null","1132","null","217","null","212","122","null","null","713","null","186","null","196","132","null","null","11","null","20","null","0","null","17","null","949","227","null","null","63","64","null","null","345","143","null","null","459","169","null","null","63","60","null","null","19","null","23","null","362","null","169","null","0","null","17","null","64","58","null","null","215","154","null","null","25","null","38","null","58","null","49","null","740","199","null","null","0","17","null","null","171","147","null","null","340","null","100","null","160","null","120","null","69","60","null","null",
"1400000US53033028000","Census Tract 280, King County, Washington","1557","null","81","null","252","null","102","null","615","132","null","null","568","116","null","null","62","45","null","null","60","null","34","null","438","null","115","null","112","49","null","null","273","null","92","null","53","61","null","null","0","null","12","null","0","null","12","null","402","129","null","null","88","85","null","null","154","75","null","null","146","52","null","null","14","16","null","null","0","null","12","null","383","null","120","null","34","null","31","null","135","86","null","null","168","85","null","null","28","null","32","null","18","null","21","null","334","84","null","null","18","31","null","null","53","53","null","null","201","null","77","null","20","null","25","null","42","34","null","null",
"1400000US53033028100","Census Tract 281, King County, Washington","829","null","40","null","78","null","45","null","265","74","null","null","272","78","null","null","124","56","null","null","90","null","44","null","197","null","71","null","73","45","null","null","79","null","53","null","35","28","null","null","10","null","10","null","0","null","12","null","158","51","null","null","0","12","null","null","81","43","null","null","59","25","null","null","13","16","null","null","5","null","8","null","240","null","60","null","5","null","7","null","67","44","null","null","93","51","null","null","51","null","39","null","24","null","20","null","234","49","null","null","0","12","null","null","38","28","null","null","85","null","49","null","50","null","30","null","61","40","null","null",
"1400000US53033028200","Census Tract 282, King County, Washington","1863","null","114","null","163","null","83","null","836","164","null","null","584","165","null","null","158","68","null","null","122","null","62","null","610","null","139","null","108","75","null","null","407","null","127","null","68","59","null","null","0","null","17","null","27","null","41","null","457","122","null","null","35","32","null","null","164","99","null","null","206","90","null","null","45","26","null","null","7","null","13","null","309","null","119","null","10","null","15","null","97","65","null","null","107","76","null","null","51","null","32","null","44","null","38","null","487","99","null","null","10","15","null","null","168","80","null","null","203","null","103","null","62","null","57","null","44","28","null","null",
"1400000US53033028300","Census Tract 283, King County, Washington","1925","null","101","null","96","null","56","null","479","136","null","null","799","154","null","null","327","95","null","null","224","null","85","null","542","null","138","null","44","31","null","null","358","null","121","null","97","70","null","null","8","null","12","null","35","null","46","null","600","123","null","null","28","34","null","null","43","33","null","null","375","106","null","null","82","43","null","null","72","null","51","null","245","null","91","null","0","null","17","null","38","35","null","null","100","54","null","null","97","null","72","null","10","null","15","null","538","108","null","null","24","29","null","null","40","30","null","null","227","null","91","null","140","null","55","null","107","64","null","null",
"1400000US53033028402","Census Tract 284.02, King County, Washington","1774","null","96","null","228","null","105","null","668","149","null","null","492","152","null","null","208","79","null","null","178","null","62","null","493","null","123","null","100","64","null","null","251","null","100","null","125","72","null","null","0","null","17","null","17","null","19","null","400","104","null","null","63","56","null","null","158","78","null","null","100","58","null","null","51","35","null","null","28","null","28","null","390","null","125","null","37","null","51","null","153","87","null","null","102","72","null","null","80","null","62","null","18","null","23","null","491","107","null","null","28","33","null","null","106","84","null","null","165","null","75","null","77","null","45","null","115","55","null","null",
"1400000US53033028403","Census Tract 284.03, King County, Washington","2290","null","110","null","204","null","112","null","1228","232","null","null","587","214","null","null","244","117","null","null","27","null","33","null","854","null","169","null","101","79","null","null","688","null","162","null","65","68","null","null","0","null","17","null","0","null","17","null","768","236","null","null","103","75","null","null","343","199","null","null","252","123","null","null","57","46","null","null","13","null","23","null","238","null","128","null","0","null","17","null","63","78","null","null","90","72","null","null","85","null","80","null","0","null","17","null","430","118","null","null","0","17","null","null","134","63","null","null","180","null","121","null","102","null","68","null","14","26","null","null",
"1400000US53033028500","Census Tract 285, King County, Washington","1631","null","92","null","109","null","81","null","488","133","null","null","673","136","null","null","295","108","null","null","66","null","47","null","403","null","105","null","38","46","null","null","308","null","92","null","47","41","null","null","10","null","15","null","0","null","12","null","640","157","null","null","34","40","null","null","167","100","null","null","339","113","null","null","89","63","null","null","11","null","16","null","230","null","110","null","37","null","57","null","0","12","null","null","108","75","null","null","81","null","57","null","4","null","6","null","358","93","null","null","0","12","null","null","13","24","null","null","179","null","80","null","115","null","55","null","51","46","null","null",
"1400000US53033028600","Census Tract 286, King County, Washington","2719","null","187","null","237","null","129","null","580","150","null","null","963","194","null","null","461","105","null","null","478","null","128","null","854","null","205","null","237","129","null","null","432","null","139","null","151","97","null","null","16","null","24","null","18","null","30","null","977","186","null","null","0","17","null","null","84","81","null","null","590","165","null","null","204","87","null","null","99","null","73","null","409","null","117","null","0","null","17","null","50","42","null","null","96","68","null","null","131","null","70","null","132","null","79","null","479","90","null","null","0","17","null","null","14","27","null","null","126","null","79","null","110","null","67","null","229","85","null","null",
"1400000US53033028700","Census Tract 287, King County, Washington","1844","null","112","null","40","null","43","null","428","117","null","null","697","127","null","null","413","97","null","null","266","null","73","null","426","null","117","null","17","19","null","null","285","null","106","null","91","50","null","null","33","null","27","null","0","null","17","null","622","96","null","null","23","38","null","null","70","42","null","null","294","82","null","null","165","58","null","null","70","null","47","null","293","null","95","null","0","null","17","null","42","44","null","null","135","82","null","null","67","null","42","null","49","null","35","null","503","85","null","null","0","17","null","null","31","30","null","null","177","null","85","null","148","null","60","null","147","55","null","null",
"1400000US53033028801","Census Tract 288.01, King County, Washington","730","null","51","null","91","null","34","null","166","48","null","null","256","56","null","null","151","35","null","null","66","null","27","null","247","null","51","null","87","34","null","null","111","null","40","null","37","31","null","null","12","null","14","null","0","null","12","null","193","53","null","null","4","7","null","null","27","19","null","null","114","42","null","null","33","24","null","null","15","null","13","null","76","null","32","null","0","null","12","null","13","13","null","null","34","23","null","null","29","null","23","null","0","null","12","null","214","58","null","null","0","12","null","null","15","17","null","null","71","null","38","null","77","null","25","null","51","28","null","null",
"1400000US53033028802","Census Tract 288.02, King County, Washington","2339","null","119","null","286","null","159","null","921","212","null","null","763","189","null","null","241","108","null","null","128","null","77","null","507","null","159","null","47","36","null","null","366","null","143","null","78","61","null","null","0","null","17","null","16","null","27","null","690","166","null","null","76","84","null","null","251","125","null","null","218","98","null","null","145","86","null","null","0","null","17","null","473","null","185","null","67","null","103","null","100","89","null","null","214","118","null","null","86","null","65","null","6","null","15","null","669","134","null","null","96","94","null","null","204","93","null","null","253","null","114","null","10","null","19","null","106","74","null","null",
"1400000US53033028901","Census Tract 289.01, King County, Washington","1604","null","98","null","77","null","54","null","788","121","null","null","369","104","null","null","253","97","null","null","117","null","48","null","655","null","106","null","51","33","null","null","514","null","105","null","55","48","null","null","35","null","54","null","0","null","12","null","668","128","null","null","26","40","null","null","196","76","null","null","264","89","null","null","137","72","null","null","45","null","34","null","109","null","56","null","0","null","12","null","34","42","null","null","22","23","null","null","41","null","30","null","12","null","17","null","172","44","null","null","0","12","null","null","44","38","null","null","28","null","25","null","40","null","40","null","60","40","null","null",
"1400000US53033028902","Census Tract 289.02, King County, Washington","2420","null","189","null","206","null","107","null","953","215","null","null","757","190","null","null","284","132","null","null","220","null","125","null","678","null","170","null","124","110","null","null","464","null","140","null","38","34","null","null","52","null","48","null","0","null","17","null","615","165","null","null","34","39","null","null","209","111","null","null","269","112","null","null","44","39","null","null","59","null","78","null","393","null","165","null","31","null","37","null","145","127","null","null","144","97","null","null","2","null","12","null","71","null","84","null","734","189","null","null","17","26","null","null","135","108","null","null","306","null","144","null","186","null","108","null","90","71","null","null",
"1400000US53033029001","Census Tract 290.01, King County, Washington","2002","null","112","null","89","null","56","null","806","135","null","null","524","117","null","null","370","106","null","null","213","null","94","null","697","null","119","null","82","55","null","null","539","null","110","null","48","46","null","null","25","null","39","null","3","null","6","null","674","119","null","null","7","11","null","null","167","66","null","null","284","61","null","null","170","69","null","null","46","null","62","null","223","null","86","null","0","null","12","null","48","38","null","null","66","60","null","null","80","null","53","null","29","null","42","null","408","116","null","null","0","12","null","null","52","54","null","null","126","null","100","null","95","null","45","null","135","60","null","null",
"1400000US53033029003","Census Tract 290.03, King County, Washington","1984","null","152","null","188","null","125","null","630","171","null","null","585","168","null","null","415","127","null","null","166","null","90","null","424","null","164","null","112","93","null","null","270","null","136","null","42","40","null","null","0","null","17","null","0","null","17","null","614","171","null","null","76","82","null","null","219","119","null","null","277","132","null","null","42","39","null","null","0","null","17","null","368","null","129","null","0","null","17","null","14","22","null","null","160","96","null","null","116","null","75","null","78","null","72","null","578","161","null","null","0","17","null","null","127","125","null","null","106","null","68","null","257","null","109","null","88","58","null","null",
"1400000US53033029004","Census Tract 290.04, King County, Washington","1314","null","73","null","163","null","80","null","496","96","null","null","412","91","null","null","182","65","null","null","61","null","39","null","370","null","86","null","57","49","null","null","207","null","73","null","61","46","null","null","45","null","39","null","0","null","12","null","307","85","null","null","25","27","null","null","104","59","null","null","138","64","null","null","33","26","null","null","7","null","12","null","159","null","78","null","29","null","36","null","61","45","null","null","42","34","null","null","7","null","10","null","20","null","24","null","478","92","null","null","52","41","null","null","124","53","null","null","171","null","66","null","97","null","64","null","34","32","null","null",
"1400000US53033029101","Census Tract 291.01, King County, Washington","1196","null","61","null","48","null","43","null","491","122","null","null","409","94","null","null","191","67","null","null","57","null","39","null","346","null","102","null","12","19","null","null","294","null","102","null","40","37","null","null","0","null","12","null","0","null","12","null","349","86","null","null","18","27","null","null","44","39","null","null","240","76","null","null","29","22","null","null","18","null","21","null","156","null","63","null","0","null","12","null","10","16","null","null","61","39","null","null","70","null","53","null","15","null","17","null","345","69","null","null","18","26","null","null","143","80","null","null","68","null","39","null","92","null","47","null","24","26","null","null",
"1400000US53033029102","Census Tract 291.02, King County, Washington","1388","null","97","null","31","null","28","null","279","69","null","null","546","111","null","null","205","82","null","null","327","null","91","null","286","null","82","null","20","22","null","null","195","null","67","null","60","38","null","null","0","null","12","null","11","null","17","null","393","104","null","null","11","17","null","null","73","51","null","null","219","83","null","null","65","52","null","null","25","null","23","null","251","null","126","null","0","null","12","null","11","17","null","null","91","84","null","null","25","null","22","null","124","null","87","null","458","83","null","null","0","12","null","null","0","12","null","null","176","null","69","null","115","null","58","null","167","79","null","null",
"1400000US53033029203","Census Tract 292.03, King County, Washington","1279","null","75","null","242","null","106","null","546","124","null","null","441","107","null","null","28","24","null","null","22","null","25","null","544","null","143","null","224","100","null","null","289","null","128","null","30","31","null","null","1","null","6","null","0","null","12","null","247","101","null","null","0","12","null","null","96","50","null","null","145","84","null","null","6","12","null","null","0","null","12","null","206","null","103","null","0","null","12","null","97","80","null","null","88","58","null","null","21","null","20","null","0","null","12","null","282","66","null","null","18","19","null","null","64","53","null","null","178","null","54","null","0","null","12","null","22","25","null","null",
"1400000US53033029204","Census Tract 292.04, King County, Washington","2554","null","94","null","140","null","106","null","1012","180","null","null","905","194","null","null","304","120","null","null","193","null","94","null","690","null","162","null","125","101","null","null","488","null","148","null","63","50","null","null","0","null","17","null","14","null","23","null","736","198","null","null","0","17","null","null","182","111","null","null","496","172","null","null","58","54","null","null","0","null","17","null","485","null","177","null","0","null","17","null","196","95","null","null","194","140","null","null","95","null","85","null","0","null","17","null","643","158","null","null","15","23","null","null","146","95","null","null","152","null","108","null","151","null","93","null","179","94","null","null",
"1400000US53033029205","Census Tract 292.05, King County, Washington","2129","null","95","null","150","null","89","null","935","224","null","null","854","208","null","null","152","105","null","null","38","null","48","null","793","null","184","null","114","83","null","null","632","null","186","null","47","42","null","null","0","null","12","null","0","null","12","null","821","174","null","null","36","31","null","null","200","126","null","null","481","158","null","null","75","77","null","null","29","null","45","null","284","null","153","null","0","null","12","null","48","49","null","null","202","133","null","null","34","null","42","null","0","null","12","null","231","96","null","null","0","12","null","null","55","53","null","null","124","null","83","null","43","null","39","null","9","15","null","null",
"1400000US53033029206","Census Tract 292.06, King County, Washington","1991","null","98","null","439","null","112","null","784","135","null","null","652","129","null","null","116","70","null","null","0","null","12","null","913","null","131","null","323","90","null","null","473","null","105","null","117","73","null","null","0","null","12","null","0","null","12","null","486","122","null","null","47","44","null","null","135","59","null","null","286","100","null","null","18","30","null","null","0","null","12","null","225","null","108","null","61","null","60","null","98","78","null","null","66","41","null","null","0","null","12","null","0","null","12","null","367","96","null","null","8","12","null","null","78","55","null","null","183","null","75","null","98","null","64","null","0","12","null","null",
"1400000US53033029303","Census Tract 293.03, King County, Washington","2950","null","152","null","139","null","73","null","1066","182","null","null","1151","190","null","null","386","124","null","null","208","null","93","null","886","null","176","null","91","66","null","null","674","null","154","null","102","71","null","null","0","null","17","null","19","null","29","null","898","175","null","null","23","27","null","null","161","76","null","null","515","153","null","null","113","78","null","null","86","null","57","null","465","null","128","null","0","null","17","null","117","90","null","null","162","83","null","null","159","null","78","null","27","null","29","null","701","139","null","null","25","28","null","null","114","86","null","null","372","null","130","null","114","null","91","null","76","66","null","null",
"1400000US53033029304","Census Tract 293.04, King County, Washington","1904","null","74","null","32","null","25","null","465","118","null","null","875","132","null","null","304","92","null","null","228","null","67","null","340","null","102","null","0","17","null","null","297","null","101","null","33","26","null","null","0","null","17","null","10","null","15","null","736","113","null","null","17","19","null","null","101","44","null","null","412","106","null","null","124","61","null","null","82","null","53","null","413","null","121","null","9","null","14","null","45","47","null","null","209","85","null","null","112","null","55","null","38","null","37","null","415","96","null","null","6","11","null","null","22","28","null","null","221","null","74","null","68","null","50","null","98","43","null","null",
"1400000US53033029305","Census Tract 293.05, King County, Washington","1332","null","105","null","32","null","35","null","345","112","null","null","573","118","null","null","280","101","null","null","102","null","47","null","203","null","76","null","26","30","null","null","135","null","65","null","34","32","null","null","8","null","13","null","0","null","12","null","482","118","null","null","0","12","null","null","103","69","null","null","310","101","null","null","59","40","null","null","10","null","16","null","166","null","61","null","0","null","12","null","24","28","null","null","60","35","null","null","47","null","32","null","35","null","27","null","481","96","null","null","6","16","null","null","83","68","null","null","169","null","82","null","166","null","89","null","57","35","null","null",
"1400000US53033029306","Census Tract 293.06, King County, Washington","1285","null","74","null","59","null","43","null","403","98","null","null","405","82","null","null","244","81","null","null","174","null","63","null","328","null","75","null","44","41","null","null","235","null","67","null","43","44","null","null","6","null","10","null","0","null","12","null","458","100","null","null","6","10","null","null","141","68","null","null","216","65","null","null","79","43","null","null","16","null","24","null","120","null","55","null","9","null","14","null","0","12","null","null","70","37","null","null","21","null","25","null","20","null","23","null","379","88","null","null","0","12","null","null","27","33","null","null","76","null","43","null","138","null","74","null","138","54","null","null",
"1400000US53033029307","Census Tract 293.07, King County, Washington","1312","null","65","null","22","null","23","null","200","71","null","null","527","99","null","null","332","101","null","null","231","null","79","null","188","null","70","null","0","12","null","null","113","null","63","null","75","44","null","null","0","null","12","null","0","null","12","null","389","83","null","null","12","18","null","null","27","19","null","null","207","70","null","null","96","47","null","null","47","null","36","null","247","null","82","null","0","null","12","null","39","41","null","null","51","36","null","null","111","null","56","null","46","null","35","null","488","88","null","null","10","15","null","null","21","25","null","null","194","null","63","null","125","null","59","null","138","74","null","null",
"1400000US53033029403","Census Tract 294.03, King County, Washington","1933","null","90","null","74","null","59","null","482","114","null","null","696","144","null","null","530","120","null","null","151","null","63","null","385","null","95","null","18","19","null","null","309","null","93","null","29","27","null","null","22","null","24","null","7","null","12","null","681","118","null","null","42","52","null","null","53","37","null","null","306","89","null","null","226","75","null","null","54","null","32","null","267","null","102","null","0","null","17","null","32","33","null","null","117","60","null","null","118","null","70","null","0","null","17","null","600","98","null","null","14","23","null","null","88","61","null","null","244","null","93","null","164","null","71","null","90","49","null","null",
"1400000US53033029405","Census Tract 294.05, King County, Washington","1767","null","68","null","13","null","16","null","250","102","null","null","702","123","null","null","521","123","null","null","281","null","86","null","158","null","70","null","6","10","null","null","93","null","59","null","47","31","null","null","12","null","18","null","0","null","17","null","471","97","null","null","0","17","null","null","104","58","null","null","265","83","null","null","94","41","null","null","8","null","12","null","484","null","107","null","7","null","12","null","25","39","null","null","245","87","null","null","147","null","54","null","60","null","49","null","654","122","null","null","0","17","null","null","28","43","null","null","145","null","62","null","268","null","116","null","213","80","null","null",
"1400000US53033029406","Census Tract 294.06, King County, Washington","1609","null","68","null","37","null","31","null","338","95","null","null","713","112","null","null","345","97","null","null","176","null","74","null","189","null","74","null","8","13","null","null","142","null","69","null","39","33","null","null","0","null","17","null","0","null","17","null","538","99","null","null","6","9","null","null","132","68","null","null","278","73","null","null","78","39","null","null","44","null","39","null","285","null","93","null","0","null","17","null","11","17","null","null","141","74","null","null","106","null","55","null","27","null","22","null","597","102","null","null","23","27","null","null","53","34","null","null","255","null","78","null","161","null","81","null","105","59","null","null",
"1400000US53033029407","Census Tract 294.07, King County, Washington","1632","null","59","null","199","null","87","null","587","107","null","null","503","115","null","null","231","70","null","null","112","null","48","null","361","null","88","null","95","49","null","null","234","null","78","null","25","29","null","null","0","null","12","null","7","null","10","null","519","120","null","null","63","51","null","null","201","104","null","null","190","77","null","null","58","39","null","null","7","null","11","null","359","null","104","null","41","null","41","null","87","63","null","null","104","67","null","null","106","null","49","null","21","null","28","null","393","92","null","null","0","12","null","null","65","39","null","null","184","null","86","null","67","null","47","null","77","41","null","null",
"1400000US53033029408","Census Tract 294.08, King County, Washington","1617","null","75","null","108","null","66","null","552","124","null","null","651","107","null","null","219","63","null","null","87","null","44","null","486","null","117","null","74","57","null","null","381","null","119","null","16","19","null","null","15","null","17","null","0","null","12","null","514","110","null","null","11","18","null","null","126","55","null","null","303","90","null","null","53","42","null","null","21","null","18","null","135","null","70","null","12","null","18","null","6","9","null","null","66","58","null","null","51","null","31","null","0","null","12","null","482","84","null","null","11","17","null","null","39","32","null","null","266","null","79","null","100","null","52","null","66","41","null","null",
"1400000US53033029502","Census Tract 295.02, King County, Washington","2138","null","111","null","14","null","22","null","306","103","null","null","1111","199","null","null","499","161","null","null","208","null","93","null","203","null","99","null","0","17","null","null","132","null","84","null","71","58","null","null","0","null","17","null","0","null","17","null","514","136","null","null","0","17","null","null","127","76","null","null","374","112","null","null","13","21","null","null","0","null","17","null","507","null","152","null","14","null","22","null","17","26","null","null","205","85","null","null","233","null","112","null","38","null","48","null","914","180","null","null","0","17","null","null","30","40","null","null","461","null","179","null","253","null","120","null","170","78","null","null",
"1400000US53033029503","Census Tract 295.03, King County, Washington","2921","null","157","null","448","null","159","null","1123","238","null","null","939","225","null","null","278","137","null","null","133","null","70","null","834","null","204","null","153","88","null","null","522","null","180","null","132","84","null","null","27","null","30","null","0","null","17","null","733","187","null","null","241","140","null","null","74","81","null","null","388","147","null","null","30","35","null","null","0","null","17","null","395","null","172","null","0","null","17","null","202","115","null","null","104","78","null","null","68","null","85","null","21","null","33","null","959","149","null","null","54","58","null","null","325","138","null","null","315","null","147","null","153","null","106","null","112","66","null","null",
"1400000US53033029504","Census Tract 295.04, King County, Washington","2088","null","171","null","268","null","151","null","739","219","null","null","625","170","null","null","353","151","null","null","103","null","80","null","356","null","144","null","113","72","null","null","231","null","125","null","12","21","null","null","0","null","17","null","0","null","17","null","622","182","null","null","137","124","null","null","213","145","null","null","200","98","null","null","72","53","null","null","0","null","17","null","622","null","178","null","0","null","17","null","245","126","null","null","201","108","null","null","169","null","121","null","7","null","15","null","488","163","null","null","18","34","null","null","50","63","null","null","212","null","110","null","112","null","109","null","96","78","null","null",
"1400000US53033029601","Census Tract 296.01, King County, Washington","2059","null","120","null","101","null","86","null","577","143","null","null","785","167","null","null","408","125","null","null","188","null","90","null","300","null","107","null","0","17","null","null","188","null","86","null","98","70","null","null","14","null","22","null","0","null","17","null","591","164","null","null","86","83","null","null","179","107","null","null","274","111","null","null","52","38","null","null","0","null","17","null","326","null","117","null","15","null","24","null","107","89","null","null","98","59","null","null","92","null","58","null","14","null","23","null","842","131","null","null","0","17","null","null","103","68","null","null","315","null","113","null","250","null","114","null","174","93","null","null",
"1400000US53033029602","Census Tract 296.02, King County, Washington","1979","null","109","null","0","null","17","null","288","83","null","null","766","122","null","null","527","122","null","null","398","null","102","null","182","null","68","null","0","17","null","null","124","null","56","null","47","29","null","null","0","null","17","null","11","null","18","null","760","148","null","null","0","17","null","null","113","57","null","null","375","120","null","null","179","68","null","null","93","null","61","null","434","null","129","null","0","null","17","null","42","43","null","null","126","66","null","null","184","null","86","null","82","null","50","null","603","115","null","null","0","17","null","null","9","13","null","null","218","null","79","null","164","null","76","null","212","79","null","null",
"1400000US53033029700","Census Tract 297, King County, Washington","2805","null","159","null","442","null","141","null","1013","219","null","null","851","200","null","null","310","143","null","null","189","null","118","null","1035","null","189","null","266","107","null","null","636","null","170","null","133","110","null","null","0","null","17","null","0","null","17","null","662","168","null","null","133","82","null","null","199","117","null","null","273","127","null","null","57","39","null","null","0","null","17","null","318","null","140","null","0","null","17","null","47","43","null","null","142","96","null","null","100","null","84","null","29","null","33","null","790","184","null","null","43","69","null","null","131","114","null","null","303","null","121","null","153","null","97","null","160","111","null","null",
"1400000US53033029801","Census Tract 298.01, King County, Washington","3075","null","107","null","83","null","74","null","923","220","null","null","1232","248","null","null","447","180","null","null","390","null","130","null","760","null","209","null","0","17","null","null","518","null","176","null","191","120","null","null","51","null","80","null","0","null","17","null","832","196","null","null","14","23","null","null","217","128","null","null","535","162","null","null","39","37","null","null","27","null","31","null","392","null","131","null","58","null","71","null","86","56","null","null","113","91","null","null","62","null","46","null","73","null","49","null","1091","178","null","null","11","19","null","null","102","101","null","null","393","null","115","null","295","null","154","null","290","115","null","null",
