"GEO_ID","NAME","B08201_001E","B08201_001EA","B08201_001M","B08201_001MA","B08201_002E","B08201_002M","B08201_002MA","B08201_002EA","B08201_003E","B08201_003EA","B08201_003M","B08201_003MA","B08201_004E","B08201_004EA","B08201_004M","B08201_004MA","B08201_005E","B08201_005EA","B08201_005M","B08201_005MA","B08201_006E","B08201_006M","B08201_006MA","B08201_006EA","B08201_007E","B08201_007M","B08201_007MA","B08201_007EA","B08201_008E","B08201_008M","B08201_008MA","B08201_008EA","B08201_009E","B08201_009EA","B08201_009M","B08201_009MA","B08201_010E","B08201_010M","B08201_010MA","B08201_010EA","B08201_011E","B08201_011M","B08201_011MA","B08201_011EA","B08201_012E","B08201_012M","B08201_012MA","B08201_012EA","B08201_013E","B08201_013M","B08201_013MA","B08201_013EA","B08201_014E","B08201_014EA","B08201_014M","B08201_014MA","B08201_015E","B08201_015M","B08201_015MA","B08201_015EA","B08201_016E","B08201_016EA","B08201_016M","B08201_016MA","B08201_017E","B08201_017EA","B08201_017M","B08201_017MA","B08201_018E","B08201_018M","B08201_018MA","B08201_018EA","B08201_019E","B08201_019M","B08201_019MA","B08201_019EA","B08201_020E","B08201_020M","B08201_020MA","B08201_020EA","B08201_021E","B08201_021M","B08201_021MA","B08201_021EA","B08201_022E","B08201_022EA","B08201_022M","B08201_022MA","B08201_023E","B08201_023M","B08201_023MA","B08201_023EA","B08201_024E","B08201_024M","B08201_024MA","B08201_024EA","B08201_025E","B08201_025M","B08201_025MA","B08201_025EA","B08201_026E","B08201_026M","B08201_026MA","B08201_026EA","B08201_027E","B08201_027EA","B08201_027M","B08201_027MA","B08201_028E","B08201_028EA","B08201_028M","B08201_028MA","B08201_029E","B08201_029M","B08201_029MA","B08201_029EA","B08201_030E","B08201_030M","B08201_030MA","B08201_030EA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!No vehicle available","Margin of Error!!Total!!No vehicle available","Annotation of Margin of Error!!Total!!No vehicle available","Annotation of Estimate!!Total!!No vehicle available","Estimate!!Total!!1 vehicle available","Annotation of Estimate!!Total!!1 vehicle available","Margin of Error!!Total!!1 vehicle available","Annotation of Margin of Error!!Total!!1 vehicle available","Estimate!!Total!!2 vehicles available","Annotation of Estimate!!Total!!2 vehicles available","Margin of Error!!Total!!2 vehicles available","Annotation of Margin of Error!!Total!!2 vehicles available","Estimate!!Total!!3 vehicles available","Annotation of Estimate!!Total!!3 vehicles available","Margin of Error!!Total!!3 vehicles available","Annotation of Margin of Error!!Total!!3 vehicles available","Estimate!!Total!!4 or more vehicles available","Margin of Error!!Total!!4 or more vehicles available","Annotation of Margin of Error!!Total!!4 or more vehicles available","Annotation of Estimate!!Total!!4 or more vehicles available","Estimate!!Total!!1-person household","Margin of Error!!Total!!1-person household","Annotation of Margin of Error!!Total!!1-person household","Annotation of Estimate!!Total!!1-person household","Estimate!!Total!!1-person household!!No vehicle available","Margin of Error!!Total!!1-person household!!No vehicle available","Annotation of Margin of Error!!Total!!1-person household!!No vehicle available","Annotation of Estimate!!Total!!1-person household!!No vehicle available","Estimate!!Total!!1-person household!!1 vehicle available","Annotation of Estimate!!Total!!1-person household!!1 vehicle available","Margin of Error!!Total!!1-person household!!1 vehicle available","Annotation of Margin of Error!!Total!!1-person household!!1 vehicle available","Estimate!!Total!!1-person household!!2 vehicles available","Margin of Error!!Total!!1-person household!!2 vehicles available","Annotation of Margin of Error!!Total!!1-person household!!2 vehicles available","Annotation of Estimate!!Total!!1-person household!!2 vehicles available","Estimate!!Total!!1-person household!!3 vehicles available","Margin of Error!!Total!!1-person household!!3 vehicles available","Annotation of Margin of Error!!Total!!1-person household!!3 vehicles available","Annotation of Estimate!!Total!!1-person household!!3 vehicles available","Estimate!!Total!!1-person household!!4 or more vehicles available","Margin of Error!!Total!!1-person household!!4 or more vehicles available","Annotation of Margin of Error!!Total!!1-person household!!4 or more vehicles available","Annotation of Estimate!!Total!!1-person household!!4 or more vehicles available","Estimate!!Total!!2-person household","Margin of Error!!Total!!2-person household","Annotation of Margin of Error!!Total!!2-person household","Annotation of Estimate!!Total!!2-person household","Estimate!!Total!!2-person household!!No vehicle available","Annotation of Estimate!!Total!!2-person household!!No vehicle available","Margin of Error!!Total!!2-person household!!No vehicle available","Annotation of Margin of Error!!Total!!2-person household!!No vehicle available","Estimate!!Total!!2-person household!!1 vehicle available","Margin of Error!!Total!!2-person household!!1 vehicle available","Annotation of Margin of Error!!Total!!2-person household!!1 vehicle available","Annotation of Estimate!!Total!!2-person household!!1 vehicle available","Estimate!!Total!!2-person household!!2 vehicles available","Annotation of Estimate!!Total!!2-person household!!2 vehicles available","Margin of Error!!Total!!2-person household!!2 vehicles available","Annotation of Margin of Error!!Total!!2-person household!!2 vehicles available","Estimate!!Total!!2-person household!!3 vehicles available","Annotation of Estimate!!Total!!2-person household!!3 vehicles available","Margin of Error!!Total!!2-person household!!3 vehicles available","Annotation of Margin of Error!!Total!!2-person household!!3 vehicles available","Estimate!!Total!!2-person household!!4 or more vehicles available","Margin of Error!!Total!!2-person household!!4 or more vehicles available","Annotation of Margin of Error!!Total!!2-person household!!4 or more vehicles available","Annotation of Estimate!!Total!!2-person household!!4 or more vehicles available","Estimate!!Total!!3-person household","Margin of Error!!Total!!3-person household","Annotation of Margin of Error!!Total!!3-person household","Annotation of Estimate!!Total!!3-person household","Estimate!!Total!!3-person household!!No vehicle available","Margin of Error!!Total!!3-person household!!No vehicle available","Annotation of Margin of Error!!Total!!3-person household!!No vehicle available","Annotation of Estimate!!Total!!3-person household!!No vehicle available","Estimate!!Total!!3-person household!!1 vehicle available","Margin of Error!!Total!!3-person household!!1 vehicle available","Annotation of Margin of Error!!Total!!3-person household!!1 vehicle available","Annotation of Estimate!!Total!!3-person household!!1 vehicle available","Estimate!!Total!!3-person household!!2 vehicles available","Annotation of Estimate!!Total!!3-person household!!2 vehicles available","Margin of Error!!Total!!3-person household!!2 vehicles available","Annotation of Margin of Error!!Total!!3-person household!!2 vehicles available","Estimate!!Total!!3-person household!!3 vehicles available","Margin of Error!!Total!!3-person household!!3 vehicles available","Annotation of Margin of Error!!Total!!3-person household!!3 vehicles available","Annotation of Estimate!!Total!!3-person household!!3 vehicles available","Estimate!!Total!!3-person household!!4 or more vehicles available","Margin of Error!!Total!!3-person household!!4 or more vehicles available","Annotation of Margin of Error!!Total!!3-person household!!4 or more vehicles available","Annotation of Estimate!!Total!!3-person household!!4 or more vehicles available","Estimate!!Total!!4-or-more-person household","Margin of Error!!Total!!4-or-more-person household","Annotation of Margin of Error!!Total!!4-or-more-person household","Annotation of Estimate!!Total!!4-or-more-person household","Estimate!!Total!!4-or-more-person household!!No vehicle available","Margin of Error!!Total!!4-or-more-person household!!No vehicle available","Annotation of Margin of Error!!Total!!4-or-more-person household!!No vehicle available","Annotation of Estimate!!Total!!4-or-more-person household!!No vehicle available","Estimate!!Total!!4-or-more-person household!!1 vehicle available","Annotation of Estimate!!Total!!4-or-more-person household!!1 vehicle available","Margin of Error!!Total!!4-or-more-person household!!1 vehicle available","Annotation of Margin of Error!!Total!!4-or-more-person household!!1 vehicle available","Estimate!!Total!!4-or-more-person household!!2 vehicles available","Annotation of Estimate!!Total!!4-or-more-person household!!2 vehicles available","Margin of Error!!Total!!4-or-more-person household!!2 vehicles available","Annotation of Margin of Error!!Total!!4-or-more-person household!!2 vehicles available","Estimate!!Total!!4-or-more-person household!!3 vehicles available","Margin of Error!!Total!!4-or-more-person household!!3 vehicles available","Annotation of Margin of Error!!Total!!4-or-more-person household!!3 vehicles available","Annotation of Estimate!!Total!!4-or-more-person household!!3 vehicles available","Estimate!!Total!!4-or-more-person household!!4 or more vehicles available","Margin of Error!!Total!!4-or-more-person household!!4 or more vehicles available","Annotation of Margin of Error!!Total!!4-or-more-person household!!4 or more vehicles available","Annotation of Estimate!!Total!!4-or-more-person household!!4 or more vehicles available",
"1400000US53001950100","Census Tract 9501, Adams County, Washington","989","null","77","null","54","28","null","null","281","null","57","null","363","null","66","null","193","null","46","null","98","38","null","null","348","66","null","null","32","22","null","null","181","null","48","null","94","45","null","null","36","26","null","null","5","7","null","null","368","50","null","null","22","null","17","null","77","24","null","null","152","null","37","null","87","null","32","null","30","18","null","null","96","40","null","null","0","12","null","null","7","12","null","null","43","null","24","null","26","20","null","null","20","18","null","null","177","37","null","null","0","12","null","null","16","null","12","null","74","null","33","null","44","28","null","null","43","28","null","null",
"1400000US53001950200","Census Tract 9502, Adams County, Washington","634","null","63","null","11","8","null","null","135","null","36","null","238","null","50","null","161","null","41","null","89","32","null","null","147","44","null","null","9","6","null","null","69","null","26","null","31","18","null","null","28","21","null","null","10","13","null","null","251","40","null","null","2","null","3","null","34","17","null","null","124","null","39","null","37","null","14","null","54","25","null","null","97","44","null","null","0","12","null","null","19","14","null","null","27","null","16","null","44","39","null","null","7","5","null","null","139","44","null","null","0","12","null","null","13","null","15","null","56","null","23","null","52","28","null","null","18","16","null","null",
"1400000US53001950300","Census Tract 9503, Adams County, Washington","1895","null","113","null","64","52","null","null","344","null","124","null","728","null","146","null","442","null","119","null","317","100","null","null","217","99","null","null","0","17","null","null","106","null","63","null","104","74","null","null","0","17","null","null","7","10","null","null","443","109","null","null","39","null","35","null","128","72","null","null","172","null","63","null","88","null","47","null","16","19","null","null","251","119","null","null","0","17","null","null","56","55","null","null","112","null","68","null","64","60","null","null","19","22","null","null","984","147","null","null","25","36","null","null","54","null","46","null","340","null","120","null","290","105","null","null","275","90","null","null",
"1400000US53001950400","Census Tract 9504, Adams County, Washington","890","null","83","null","120","55","null","null","268","null","83","null","287","null","63","null","118","null","53","null","97","42","null","null","196","65","null","null","58","30","null","null","105","null","49","null","28","36","null","null","5","7","null","null","0","12","null","null","212","65","null","null","39","null","39","null","79","46","null","null","85","null","33","null","3","null","6","null","6","10","null","null","61","34","null","null","6","8","null","null","24","25","null","null","16","null","14","null","4","7","null","null","11","13","null","null","421","68","null","null","17","22","null","null","60","null","46","null","158","null","50","null","106","53","null","null","80","42","null","null",
"1400000US53001950500","Census Tract 9505, Adams County, Washington","1394","null","98","null","20","21","null","null","297","null","107","null","633","null","149","null","369","null","107","null","75","43","null","null","153","81","null","null","10","17","null","null","60","null","45","null","74","63","null","null","9","16","null","null","0","12","null","null","366","95","null","null","10","null","14","null","72","42","null","null","157","null","73","null","98","null","64","null","29","22","null","null","234","98","null","null","0","12","null","null","123","92","null","null","53","null","47","null","45","34","null","null","13","19","null","null","641","91","null","null","0","12","null","null","42","null","38","null","349","null","107","null","217","80","null","null","33","29","null","null",
"1400000US53003960100","Census Tract 9601, Asotin County, Washington","1700","null","119","null","13","16","null","null","262","null","67","null","849","null","120","null","370","null","103","null","206","59","null","null","291","78","null","null","11","16","null","null","152","null","56","null","116","52","null","null","7","8","null","null","5","7","null","null","933","105","null","null","0","null","12","null","86","44","null","null","478","null","93","null","254","null","87","null","115","55","null","null","107","39","null","null","0","12","null","null","6","9","null","null","39","null","26","null","47","30","null","null","15","16","null","null","369","83","null","null","2","3","null","null","18","null","21","null","216","null","69","null","62","36","null","null","71","37","null","null",
"1400000US53003960200","Census Tract 9602, Asotin County, Washington","2128","null","83","null","60","51","null","null","543","null","144","null","868","null","189","null","346","null","116","null","311","118","null","null","570","127","null","null","49","45","null","null","313","null","117","null","154","103","null","null","6","10","null","null","48","72","null","null","1088","128","null","null","0","null","12","null","179","91","null","null","563","null","154","null","191","null","86","null","155","77","null","null","156","83","null","null","0","12","null","null","31","39","null","null","47","null","53","null","65","49","null","null","13","21","null","null","314","88","null","null","11","21","null","null","20","null","31","null","104","null","67","null","84","72","null","null","95","57","null","null",
"1400000US53003960300","Census Tract 9603, Asotin County, Washington","1510","null","129","null","212","86","null","null","571","null","151","null","578","null","120","null","91","null","47","null","58","41","null","null","645","134","null","null","183","91","null","null","353","null","105","null","99","58","null","null","0","12","null","null","10","19","null","null","447","127","null","null","29","null","35","null","126","84","null","null","226","null","94","null","56","null","37","null","10","14","null","null","213","90","null","null","0","12","null","null","66","53","null","null","110","null","65","null","28","25","null","null","9","15","null","null","205","82","null","null","0","12","null","null","26","null","24","null","143","null","71","null","7","13","null","null","29","28","null","null",
"1400000US53003960400","Census Tract 9604, Asotin County, Washington","978","null","70","null","44","32","null","null","355","null","83","null","323","null","67","null","190","null","58","null","66","53","null","null","310","59","null","null","20","16","null","null","205","null","57","null","85","38","null","null","0","12","null","null","0","12","null","null","326","65","null","null","5","null","8","null","57","31","null","null","157","null","44","null","103","null","44","null","4","7","null","null","212","79","null","null","19","27","null","null","55","42","null","null","49","null","41","null","48","31","null","null","41","49","null","null","130","40","null","null","0","12","null","null","38","null","30","null","32","null","24","null","39","24","null","null","21","20","null","null",
"1400000US53003960500","Census Tract 9605, Asotin County, Washington","1540","null","122","null","183","106","null","null","592","null","138","null","537","null","145","null","143","null","92","null","85","51","null","null","569","152","null","null","169","100","null","null","323","null","103","null","33","36","null","null","44","56","null","null","0","12","null","null","363","86","null","null","14","null","16","null","93","50","null","null","200","null","67","null","21","null","20","null","35","26","null","null","255","113","null","null","0","12","null","null","36","28","null","null","146","null","87","null","65","65","null","null","8","12","null","null","353","94","null","null","0","12","null","null","140","null","88","null","158","null","78","null","13","22","null","null","42","37","null","null",
"1400000US53003960600","Census Tract 9606, Asotin County, Washington","1485","null","82","null","47","31","null","null","442","null","125","null","631","null","128","null","223","null","96","null","142","72","null","null","429","99","null","null","28","23","null","null","232","null","79","null","130","56","null","null","30","33","null","null","9","14","null","null","574","111","null","null","11","null","17","null","146","84","null","null","275","null","94","null","103","null","51","null","39","35","null","null","257","98","null","null","0","12","null","null","64","58","null","null","51","null","40","null","75","57","null","null","67","51","null","null","225","69","null","null","8","12","null","null","0","null","12","null","175","null","71","null","15","23","null","null","27","33","null","null",
"1400000US53005010100","Census Tract 101, Benton County, Washington","1813","null","94","null","33","28","null","null","498","null","112","null","761","null","140","null","331","null","90","null","190","58","null","null","403","100","null","null","26","25","null","null","278","null","89","null","91","51","null","null","0","12","null","null","8","12","null","null","834","118","null","null","7","null","12","null","148","72","null","null","448","null","120","null","160","null","69","null","71","40","null","null","230","73","null","null","0","12","null","null","13","16","null","null","106","null","63","null","80","42","null","null","31","25","null","null","346","67","null","null","0","12","null","null","59","null","60","null","116","null","58","null","91","38","null","null","80","38","null","null",
"1400000US53005010201","Census Tract 102.01, Benton County, Washington","1935","null","90","null","109","59","null","null","441","null","92","null","811","null","119","null","357","null","88","null","217","88","null","null","419","100","null","null","61","49","null","null","212","null","72","null","140","56","null","null","0","17","null","null","6","11","null","null","839","109","null","null","28","null","27","null","105","57","null","null","416","null","88","null","232","null","74","null","58","40","null","null","275","93","null","null","0","17","null","null","80","53","null","null","57","null","37","null","70","43","null","null","68","64","null","null","402","77","null","null","20","20","null","null","44","null","53","null","198","null","68","null","55","34","null","null","85","41","null","null",
"1400000US53005010202","Census Tract 102.02, Benton County, Washington","2838","null","148","null","406","133","null","null","1073","null","206","null","1040","null","212","null","249","null","78","null","70","49","null","null","1149","175","null","null","313","124","null","null","680","null","169","null","147","87","null","null","9","16","null","null","0","17","null","null","946","226","null","null","88","null","73","null","159","84","null","null","627","null","187","null","55","null","42","null","17","29","null","null","344","105","null","null","0","17","null","null","104","67","null","null","125","null","67","null","92","53","null","null","23","26","null","null","399","98","null","null","5","13","null","null","130","null","83","null","141","null","89","null","93","59","null","null","30","36","null","null",
"1400000US53005010300","Census Tract 103, Benton County, Washington","2120","null","146","null","28","33","null","null","676","null","163","null","728","null","155","null","456","null","144","null","232","83","null","null","641","144","null","null","15","23","null","null","412","null","125","null","160","88","null","null","30","34","null","null","24","27","null","null","767","175","null","null","0","null","17","null","167","104","null","null","329","null","100","null","223","null","96","null","48","42","null","null","195","93","null","null","0","17","null","null","54","65","null","null","41","null","44","null","55","52","null","null","45","44","null","null","517","109","null","null","13","23","null","null","43","null","62","null","198","null","99","null","148","84","null","null","115","61","null","null",
"1400000US53005010400","Census Tract 104, Benton County, Washington","1497","null","89","null","106","45","null","null","594","null","106","null","487","null","112","null","217","null","81","null","93","50","null","null","504","95","null","null","37","32","null","null","310","null","79","null","117","62","null","null","40","33","null","null","0","12","null","null","455","95","null","null","47","null","35","null","169","65","null","null","133","null","53","null","81","null","44","null","25","26","null","null","345","100","null","null","11","18","null","null","58","40","null","null","200","null","87","null","41","42","null","null","35","33","null","null","193","60","null","null","11","16","null","null","57","null","54","null","37","null","28","null","55","39","null","null","33","30","null","null",
"1400000US53005010500","Census Tract 105, Benton County, Washington","1022","null","92","null","28","26","null","null","265","null","79","null","502","null","113","null","139","null","64","null","88","46","null","null","258","76","null","null","28","26","null","null","136","null","53","null","87","63","null","null","0","12","null","null","7","10","null","null","236","85","null","null","0","null","12","null","46","33","null","null","119","null","60","null","51","null","37","null","20","22","null","null","143","70","null","null","0","12","null","null","35","37","null","null","58","null","39","null","33","32","null","null","17","25","null","null","385","109","null","null","0","12","null","null","48","null","47","null","238","null","91","null","55","42","null","null","44","40","null","null",
"1400000US53005010600","Census Tract 106, Benton County, Washington","1752","null","85","null","37","31","null","null","789","null","130","null","738","null","119","null","119","null","60","null","69","44","null","null","676","121","null","null","19","24","null","null","553","null","118","null","88","49","null","null","16","18","null","null","0","12","null","null","545","115","null","null","8","null","13","null","152","77","null","null","358","null","96","null","11","null","18","null","16","24","null","null","198","79","null","null","10","15","null","null","55","40","null","null","82","null","55","null","21","19","null","null","30","38","null","null","333","81","null","null","0","12","null","null","29","null","25","null","210","null","80","null","71","44","null","null","23","25","null","null",
"1400000US53005010701","Census Tract 107.01, Benton County, Washington","802","null","76","null","0","12","null","null","71","null","32","null","396","null","77","null","226","null","60","null","109","56","null","null","129","60","null","null","0","12","null","null","20","null","17","null","87","53","null","null","7","13","null","null","15","23","null","null","380","69","null","null","0","null","12","null","35","23","null","null","187","null","66","null","123","null","44","null","35","32","null","null","63","27","null","null","0","12","null","null","7","9","null","null","11","null","12","null","40","20","null","null","5","10","null","null","230","50","null","null","0","12","null","null","9","null","13","null","111","null","34","null","56","36","null","null","54","40","null","null",
"1400000US53005010703","Census Tract 107.03, Benton County, Washington","1214","null","61","null","0","12","null","null","417","null","101","null","436","null","108","null","268","null","86","null","93","49","null","null","288","104","null","null","0","12","null","null","224","null","110","null","55","44","null","null","9","14","null","null","0","12","null","null","426","101","null","null","0","null","12","null","119","76","null","null","165","null","61","null","95","null","54","null","47","33","null","null","176","77","null","null","0","12","null","null","0","12","null","null","114","null","65","null","47","42","null","null","15","17","null","null","324","87","null","null","0","12","null","null","74","null","55","null","102","null","57","null","117","51","null","null","31","32","null","null",
"1400000US53005010705","Census Tract 107.05, Benton County, Washington","1821","null","75","null","9","14","null","null","245","null","87","null","819","null","139","null","447","null","97","null","301","117","null","null","260","99","null","null","0","17","null","null","134","null","74","null","126","62","null","null","0","17","null","null","0","17","null","null","719","131","null","null","0","null","17","null","83","43","null","null","311","null","88","null","188","null","73","null","137","102","null","null","323","107","null","null","9","14","null","null","9","15","null","null","173","null","81","null","88","63","null","null","44","32","null","null","519","77","null","null","0","17","null","null","19","null","20","null","209","null","64","null","171","61","null","null","120","53","null","null",
"1400000US53005010707","Census Tract 107.07, Benton County, Washington","943","null","52","null","0","12","null","null","168","null","64","null","401","null","82","null","260","null","57","null","114","43","null","null","149","62","null","null","0","12","null","null","78","null","46","null","16","14","null","null","55","45","null","null","0","12","null","null","282","74","null","null","0","null","12","null","35","24","null","null","172","null","63","null","60","null","36","null","15","14","null","null","148","48","null","null","0","12","null","null","27","30","null","null","53","null","28","null","61","31","null","null","7","11","null","null","364","51","null","null","0","12","null","null","28","null","37","null","160","null","57","null","84","38","null","null","92","44","null","null",
"1400000US53005010708","Census Tract 107.08, Benton County, Washington","941","null","59","null","17","23","null","null","225","null","61","null","432","null","79","null","151","null","41","null","116","53","null","null","200","76","null","null","5","8","null","null","72","null","43","null","117","60","null","null","6","9","null","null","0","12","null","null","379","71","null","null","12","null","22","null","103","52","null","null","181","null","54","null","69","null","23","null","14","13","null","null","170","55","null","null","0","12","null","null","30","31","null","null","65","null","37","null","22","21","null","null","53","38","null","null","192","45","null","null","0","12","null","null","20","null","23","null","69","null","43","null","54","30","null","null","49","32","null","null",
"1400000US53005010803","Census Tract 108.03, Benton County, Washington","2884","null","160","null","87","77","null","null","524","null","130","null","1310","null","179","null","788","null","161","null","175","84","null","null","581","159","null","null","74","75","null","null","280","null","108","null","113","82","null","null","114","106","null","null","0","17","null","null","1209","201","null","null","13","null","21","null","195","97","null","null","630","null","155","null","326","null","101","null","45","38","null","null","536","124","null","null","0","17","null","null","17","29","null","null","205","null","108","null","249","87","null","null","65","55","null","null","558","107","null","null","0","17","null","null","32","null","35","null","362","null","95","null","99","59","null","null","65","46","null","null",
"1400000US53005010805","Census Tract 108.05, Benton County, Washington","2597","null","185","null","91","96","null","null","764","null","197","null","1087","null","218","null","584","null","181","null","71","61","null","null","694","199","null","null","28","33","null","null","530","null","190","null","112","84","null","null","24","29","null","null","0","17","null","null","1105","201","null","null","14","null","24","null","124","65","null","null","677","null","176","null","252","null","118","null","38","37","null","null","439","200","null","null","0","17","null","null","83","91","null","null","168","null","118","null","155","100","null","null","33","51","null","null","359","156","null","null","49","78","null","null","27","null","35","null","130","null","85","null","153","101","null","null","0","17","null","null",
"1400000US53005010807","Census Tract 108.07, Benton County, Washington","361","null","45","null","10","11","null","null","17","null","19","null","139","null","46","null","117","null","49","null","78","37","null","null","40","28","null","null","0","12","null","null","5","null","9","null","5","7","null","null","18","23","null","null","12","20","null","null","142","51","null","null","5","null","7","null","0","12","null","null","77","null","32","null","53","null","36","null","7","12","null","null","49","24","null","null","0","12","null","null","0","12","null","null","12","null","14","null","20","13","null","null","17","17","null","null","130","31","null","null","5","8","null","null","12","null","16","null","45","null","30","null","26","15","null","null","42","22","null","null",
"1400000US53005010809","Census Tract 108.09, Benton County, Washington","2487","null","176","null","190","136","null","null","806","null","205","null","949","null","176","null","421","null","139","null","121","70","null","null","804","205","null","null","133","123","null","null","520","null","162","null","137","109","null","null","14","22","null","null","0","17","null","null","821","186","null","null","40","null","62","null","177","134","null","null","464","null","169","null","129","null","73","null","11","19","null","null","330","128","null","null","0","17","null","null","85","74","null","null","170","null","91","null","75","55","null","null","0","17","null","null","532","137","null","null","17","28","null","null","24","null","39","null","178","null","95","null","203","107","null","null","110","68","null","null",
"1400000US53005010810","Census Tract 108.10, Benton County, Washington","2122","null","85","null","132","52","null","null","513","null","121","null","979","null","161","null","389","null","101","null","109","55","null","null","633","127","null","null","132","52","null","null","333","null","100","null","168","93","null","null","0","17","null","null","0","17","null","null","788","106","null","null","0","null","17","null","144","74","null","null","513","null","108","null","131","null","68","null","0","17","null","null","274","104","null","null","0","17","null","null","36","44","null","null","104","null","84","null","97","52","null","null","37","29","null","null","427","88","null","null","0","17","null","null","0","null","17","null","194","null","104","null","161","84","null","null","72","43","null","null",
"1400000US53005010811","Census Tract 108.11, Benton County, Washington","1215","null","73","null","6","10","null","null","46","null","28","null","487","null","132","null","451","null","126","null","225","108","null","null","57","38","null","null","6","10","null","null","13","null","14","null","38","35","null","null","0","12","null","null","0","12","null","null","564","103","null","null","0","null","12","null","19","18","null","null","245","null","78","null","207","null","96","null","93","55","null","null","159","97","null","null","0","12","null","null","14","17","null","null","45","null","36","null","6","9","null","null","94","94","null","null","435","87","null","null","0","12","null","null","0","null","12","null","159","null","92","null","238","89","null","null","38","36","null","null",
"1400000US53005010813","Census Tract 108.13, Benton County, Washington","4029","null","198","null","108","95","null","null","851","null","201","null","1877","null","264","null","684","null","166","null","509","156","null","null","911","207","null","null","108","95","null","null","598","null","170","null","156","82","null","null","19","31","null","null","30","34","null","null","1587","241","null","null","0","null","19","null","161","74","null","null","1106","null","237","null","208","null","89","null","112","66","null","null","626","213","null","null","0","19","null","null","52","63","null","null","290","null","154","null","160","94","null","null","124","89","null","null","905","137","null","null","0","19","null","null","40","null","52","null","325","null","101","null","297","91","null","null","243","121","null","null",
"1400000US53005010814","Census Tract 108.14, Benton County, Washington","1026","null","65","null","15","12","null","null","162","null","88","null","361","null","79","null","302","null","79","null","186","56","null","null","144","81","null","null","10","12","null","null","72","null","78","null","54","39","null","null","4","7","null","null","4","7","null","null","424","76","null","null","0","null","12","null","53","48","null","null","166","null","67","null","123","null","48","null","82","36","null","null","175","60","null","null","5","7","null","null","32","29","null","null","49","null","35","null","67","39","null","null","22","14","null","null","283","57","null","null","0","12","null","null","5","null","8","null","92","null","44","null","108","54","null","null","78","49","null","null",
"1400000US53005010901","Census Tract 109.01, Benton County, Washington","2303","null","204","null","288","106","null","null","960","null","220","null","550","null","158","null","398","null","157","null","107","68","null","null","720","181","null","null","219","101","null","null","397","null","156","null","104","80","null","null","0","17","null","null","0","17","null","null","779","191","null","null","38","null","46","null","278","154","null","null","227","null","101","null","168","null","101","null","68","66","null","null","367","146","null","null","0","17","null","null","75","59","null","null","144","null","95","null","117","99","null","null","31","32","null","null","437","122","null","null","31","36","null","null","210","null","97","null","75","null","49","null","113","88","null","null","8","15","null","null",
"1400000US53005010902","Census Tract 109.02, Benton County, Washington","1802","null","126","null","79","65","null","null","752","null","151","null","563","null","130","null","246","null","85","null","162","70","null","null","466","122","null","null","20","22","null","null","353","null","105","null","75","47","null","null","18","16","null","null","0","17","null","null","386","100","null","null","7","null","12","null","98","51","null","null","214","null","77","null","55","null","39","null","12","19","null","null","386","149","null","null","0","17","null","null","218","128","null","null","61","null","39","null","68","45","null","null","39","34","null","null","564","145","null","null","52","62","null","null","83","null","69","null","213","null","86","null","105","58","null","null","111","66","null","null",
"1400000US53005011001","Census Tract 110.01, Benton County, Washington","2029","null","132","null","180","97","null","null","757","null","199","null","745","null","190","null","255","null","111","null","92","69","null","null","823","208","null","null","108","63","null","null","475","null","154","null","227","143","null","null","13","21","null","null","0","12","null","null","564","163","null","null","0","null","12","null","198","127","null","null","200","null","80","null","124","null","83","null","42","39","null","null","221","105","null","null","15","24","null","null","51","49","null","null","109","null","84","null","46","45","null","null","0","12","null","null","421","150","null","null","57","69","null","null","33","null","38","null","209","null","111","null","72","60","null","null","50","59","null","null",
"1400000US53005011002","Census Tract 110.02, Benton County, Washington","1814","null","111","null","169","72","null","null","676","null","145","null","654","null","122","null","204","null","69","null","111","54","null","null","646","124","null","null","154","70","null","null","405","null","112","null","65","45","null","null","22","22","null","null","0","12","null","null","496","115","null","null","15","null","17","null","106","65","null","null","255","null","89","null","113","null","58","null","7","11","null","null","302","112","null","null","0","12","null","null","118","79","null","null","109","null","69","null","31","35","null","null","44","38","null","null","370","85","null","null","0","12","null","null","47","null","40","null","225","null","81","null","38","37","null","null","60","42","null","null",
"1400000US53005011100","Census Tract 111, Benton County, Washington","2673","null","117","null","71","50","null","null","774","null","188","null","1008","null","195","null","647","null","187","null","173","78","null","null","670","141","null","null","45","41","null","null","378","null","108","null","159","88","null","null","88","79","null","null","0","17","null","null","774","196","null","null","14","null","23","null","214","112","null","null","334","null","111","null","156","null","93","null","56","47","null","null","439","135","null","null","0","17","null","null","90","66","null","null","128","null","73","null","186","110","null","null","35","32","null","null","790","177","null","null","12","19","null","null","92","null","102","null","387","null","157","null","217","129","null","null","82","55","null","null",
