"GEO_ID","NAME","B08201_001E","B08201_001EA","B08201_001M","B08201_001MA","B08201_002E","B08201_002M","B08201_002MA","B08201_002EA","B08201_003E","B08201_003EA","B08201_003M","B08201_003MA","B08201_004E","B08201_004EA","B08201_004M","B08201_004MA","B08201_005E","B08201_005EA","B08201_005M","B08201_005MA","B08201_006E","B08201_006M","B08201_006MA","B08201_006EA","B08201_007E","B08201_007M","B08201_007MA","B08201_007EA","B08201_008E","B08201_008M","B08201_008MA","B08201_008EA","B08201_009E","B08201_009EA","B08201_009M","B08201_009MA","B08201_010E","B08201_010M","B08201_010MA","B08201_010EA","B08201_011E","B08201_011M","B08201_011MA","B08201_011EA","B08201_012E","B08201_012M","B08201_012MA","B08201_012EA","B08201_013E","B08201_013M","B08201_013MA","B08201_013EA","B08201_014E","B08201_014EA","B08201_014M","B08201_014MA","B08201_015E","B08201_015M","B08201_015MA","B08201_015EA","B08201_016E","B08201_016EA","B08201_016M","B08201_016MA","B08201_017E","B08201_017EA","B08201_017M","B08201_017MA","B08201_018E","B08201_018M","B08201_018MA","B08201_018EA","B08201_019E","B08201_019M","B08201_019MA","B08201_019EA","B08201_020E","B08201_020M","B08201_020MA","B08201_020EA","B08201_021E","B08201_021M","B08201_021MA","B08201_021EA","B08201_022E","B08201_022EA","B08201_022M","B08201_022MA","B08201_023E","B08201_023M","B08201_023MA","B08201_023EA","B08201_024E","B08201_024M","B08201_024MA","B08201_024EA","B08201_025E","B08201_025M","B08201_025MA","B08201_025EA","B08201_026E","B08201_026M","B08201_026MA","B08201_026EA","B08201_027E","B08201_027EA","B08201_027M","B08201_027MA","B08201_028E","B08201_028EA","B08201_028M","B08201_028MA","B08201_029E","B08201_029M","B08201_029MA","B08201_029EA","B08201_030E","B08201_030M","B08201_030MA","B08201_030EA",
"1400000US53063014100","Census Tract 141, Spokane County, Washington","2255","null","121","null","22","26","null","null","633","null","146","null","962","null","187","null","389","null","112","null","249","110","null","null","549","143","null","null","0","17","null","null","373","null","132","null","104","58","null","null","39","30","null","null","33","52","null","null","835","172","null","null","11","null","16","null","143","76","null","null","486","null","158","null","125","null","70","null","70","61","null","null","360","157","null","null","11","20","null","null","70","54","null","null","179","null","118","null","100","77","null","null","0","17","null","null","511","88","null","null","0","17","null","null","47","null","45","null","193","null","87","null","125","67","null","null","146","80","null","null",
"1400000US53063014200","Census Tract 142, Spokane County, Washington","1342","null","100","null","29","26","null","null","285","null","100","null","490","null","109","null","333","null","93","null","205","86","null","null","296","94","null","null","29","26","null","null","125","null","61","null","109","61","null","null","33","42","null","null","0","12","null","null","611","117","null","null","0","null","12","null","95","59","null","null","287","null","79","null","149","null","63","null","80","44","null","null","192","68","null","null","0","12","null","null","40","47","null","null","44","null","26","null","47","30","null","null","61","42","null","null","243","70","null","null","0","12","null","null","25","null","33","null","50","null","36","null","104","45","null","null","64","60","null","null",
"1400000US53063014300","Census Tract 143, Spokane County, Washington","1139","null","78","null","56","38","null","null","206","null","53","null","448","null","84","null","237","null","52","null","192","54","null","null","287","67","null","null","24","20","null","null","134","null","52","null","111","47","null","null","11","10","null","null","7","9","null","null","433","75","null","null","9","null","12","null","45","17","null","null","178","null","46","null","86","null","31","null","115","50","null","null","211","57","null","null","23","30","null","null","23","16","null","null","52","null","34","null","70","37","null","null","43","22","null","null","208","54","null","null","0","12","null","null","4","null","5","null","107","null","44","null","70","30","null","null","27","17","null","null",
"1400000US53063014400","Census Tract 144, Spokane County, Washington","1834","null","107","null","120","55","null","null","454","null","116","null","757","null","154","null","298","null","114","null","205","87","null","null","460","117","null","null","85","48","null","null","276","null","97","null","52","36","null","null","0","12","null","null","47","58","null","null","701","130","null","null","24","null","25","null","124","74","null","null","396","null","122","null","126","null","78","null","31","28","null","null","228","69","null","null","11","18","null","null","12","18","null","null","126","null","54","null","41","31","null","null","38","25","null","null","445","92","null","null","0","12","null","null","42","null","31","null","183","null","85","null","131","76","null","null","89","48","null","null",
"1400000US53063014500","Census Tract 145, Spokane County, Washington","739","null","81","null","188","60","null","null","259","null","74","null","192","null","41","null","28","null","20","null","72","32","null","null","340","72","null","null","146","57","null","null","147","null","54","null","41","27","null","null","0","12","null","null","6","9","null","null","220","52","null","null","33","null","32","null","42","24","null","null","108","null","31","null","17","null","14","null","20","19","null","null","89","34","null","null","0","12","null","null","29","21","null","null","30","null","19","null","6","9","null","null","24","19","null","null","90","31","null","null","9","10","null","null","41","null","33","null","13","null","14","null","5","9","null","null","22","20","null","null",
"1400000US53065941000","Census Tract 9410, Stevens County, Washington","793","null","81","null","70","25","null","null","273","null","47","null","232","null","49","null","128","null","34","null","90","30","null","null","213","40","null","null","40","18","null","null","131","null","29","null","32","20","null","null","7","8","null","null","3","5","null","null","198","40","null","null","19","null","15","null","62","29","null","null","51","null","19","null","49","null","17","null","17","11","null","null","151","37","null","null","3","4","null","null","48","20","null","null","80","null","28","null","15","10","null","null","5","5","null","null","231","48","null","null","8","11","null","null","32","null","13","null","69","null","32","null","57","20","null","null","65","27","null","null",
"1400000US53065950100","Census Tract 9501, Stevens County, Washington","3073","null","147","null","108","45","null","null","696","null","122","null","1204","null","164","null","664","null","136","null","401","103","null","null","727","114","null","null","70","39","null","null","347","null","78","null","263","82","null","null","32","20","null","null","15","10","null","null","1363","163","null","null","18","null","12","null","223","85","null","null","537","null","96","null","302","null","108","null","283","98","null","null","403","85","null","null","20","20","null","null","58","38","null","null","201","null","63","null","88","43","null","null","36","30","null","null","580","122","null","null","0","17","null","null","68","null","47","null","203","null","90","null","242","104","null","null","67","26","null","null",
"1400000US53065950200","Census Tract 9502, Stevens County, Washington","1415","null","90","null","14","15","null","null","345","null","89","null","464","null","103","null","464","null","107","null","128","62","null","null","275","82","null","null","14","15","null","null","146","null","58","null","46","28","null","null","49","37","null","null","20","21","null","null","748","101","null","null","0","null","12","null","159","77","null","null","275","null","76","null","286","null","83","null","28","26","null","null","192","73","null","null","0","12","null","null","22","24","null","null","45","null","46","null","74","47","null","null","51","43","null","null","200","89","null","null","0","12","null","null","18","null","26","null","98","null","72","null","55","60","null","null","29","29","null","null",
"1400000US53065950300","Census Tract 9503, Stevens County, Washington","1248","null","108","null","145","56","null","null","545","null","99","null","382","null","107","null","144","null","61","null","32","23","null","null","615","122","null","null","133","49","null","null","396","null","92","null","86","69","null","null","0","12","null","null","0","12","null","null","367","95","null","null","0","null","12","null","75","40","null","null","201","null","89","null","78","null","47","null","13","16","null","null","88","42","null","null","12","19","null","null","20","20","null","null","8","null","12","null","29","25","null","null","19","22","null","null","178","47","null","null","0","12","null","null","54","null","44","null","87","null","47","null","37","28","null","null","0","12","null","null",
"1400000US53065950500","Census Tract 9505, Stevens County, Washington","1007","null","93","null","119","46","null","null","353","null","86","null","390","null","78","null","115","null","46","null","30","31","null","null","399","93","null","null","100","49","null","null","238","null","85","null","61","36","null","null","0","12","null","null","0","12","null","null","305","67","null","null","19","null","22","null","88","46","null","null","167","null","45","null","21","null","24","null","10","15","null","null","148","62","null","null","0","12","null","null","0","12","null","null","83","null","46","null","50","33","null","null","15","23","null","null","155","49","null","null","0","12","null","null","27","null","29","null","79","null","44","null","44","28","null","null","5","10","null","null",
"1400000US53065950600","Census Tract 9506, Stevens County, Washington","1001","null","59","null","14","13","null","null","153","null","42","null","384","null","70","null","251","null","43","null","199","56","null","null","197","56","null","null","4","7","null","null","90","null","31","null","76","39","null","null","12","11","null","null","15","13","null","null","459","69","null","null","5","null","7","null","48","32","null","null","205","null","48","null","143","null","37","null","58","35","null","null","188","54","null","null","0","12","null","null","15","12","null","null","48","null","34","null","67","32","null","null","58","39","null","null","157","51","null","null","5","8","null","null","0","null","12","null","55","null","33","null","29","19","null","null","68","44","null","null",
"1400000US53065950700","Census Tract 9507, Stevens County, Washington","1203","null","94","null","140","78","null","null","498","null","113","null","411","null","84","null","107","null","53","null","47","32","null","null","495","101","null","null","136","79","null","null","271","null","84","null","81","46","null","null","7","11","null","null","0","12","null","null","409","83","null","null","4","null","7","null","135","64","null","null","181","null","67","null","53","null","32","null","36","28","null","null","133","53","null","null","0","12","null","null","40","26","null","null","57","null","36","null","25","30","null","null","11","13","null","null","166","50","null","null","0","12","null","null","52","null","42","null","92","null","50","null","22","30","null","null","0","12","null","null",
"1400000US53065950800","Census Tract 9508, Stevens County, Washington","1258","null","92","null","34","53","null","null","288","null","92","null","528","null","115","null","232","null","72","null","176","57","null","null","284","76","null","null","0","12","null","null","157","null","63","null","74","39","null","null","30","26","null","null","23","21","null","null","527","99","null","null","0","null","12","null","122","62","null","null","222","null","89","null","132","null","66","null","51","26","null","null","237","80","null","null","34","53","null","null","0","12","null","null","128","null","70","null","42","28","null","null","33","30","null","null","210","53","null","null","0","12","null","null","9","null","13","null","104","null","38","null","28","21","null","null","69","37","null","null",
"1400000US53065950900","Census Tract 9509, Stevens County, Washington","664","null","58","null","37","20","null","null","140","null","43","null","214","null","40","null","197","null","42","null","76","28","null","null","155","33","null","null","13","8","null","null","62","null","25","null","46","23","null","null","24","13","null","null","10","11","null","null","347","45","null","null","14","null","14","null","40","23","null","null","135","null","30","null","132","null","33","null","26","13","null","null","42","20","null","null","10","11","null","null","3","4","null","null","8","null","7","null","9","6","null","null","12","17","null","null","120","35","null","null","0","12","null","null","35","null","34","null","25","null","13","null","32","17","null","null","28","12","null","null",
"1400000US53065951100","Census Tract 9511, Stevens County, Washington","1456","null","135","null","40","23","null","null","516","null","115","null","475","null","91","null","267","null","81","null","158","64","null","null","341","85","null","null","18","11","null","null","205","null","76","null","68","35","null","null","46","24","null","null","4","6","null","null","626","101","null","null","13","null","15","null","187","77","null","null","251","null","55","null","123","null","48","null","52","21","null","null","149","67","null","null","3","5","null","null","72","39","null","null","32","null","23","null","8","8","null","null","34","48","null","null","340","102","null","null","6","10","null","null","52","null","39","null","124","null","62","null","90","70","null","null","68","42","null","null",
"1400000US53065951300","Census Tract 9513, Stevens County, Washington","1569","null","115","null","24","22","null","null","404","null","103","null","630","null","108","null","315","null","73","null","196","64","null","null","343","80","null","null","8","11","null","null","190","null","59","null","113","51","null","null","29","22","null","null","3","5","null","null","766","99","null","null","7","null","11","null","136","70","null","null","402","null","78","null","164","null","57","null","57","27","null","null","203","74","null","null","9","14","null","null","41","35","null","null","42","null","36","null","45","42","null","null","66","50","null","null","257","90","null","null","0","12","null","null","37","null","41","null","73","null","48","null","77","32","null","null","70","46","null","null",
"1400000US53065951400","Census Tract 9514, Stevens County, Washington","2992","null","152","null","103","82","null","null","436","null","163","null","979","null","227","null","969","null","208","null","505","174","null","null","455","170","null","null","73","74","null","null","201","null","106","null","140","98","null","null","41","41","null","null","0","17","null","null","1222","213","null","null","0","null","17","null","202","113","null","null","436","null","142","null","458","null","142","null","126","74","null","null","456","148","null","null","0","17","null","null","33","37","null","null","162","null","101","null","215","93","null","null","46","36","null","null","859","218","null","null","30","33","null","null","0","null","17","null","241","null","143","null","255","140","null","null","333","152","null","null",
"1400000US53067010100","Census Tract 101, Thurston County, Washington","1970","null","113","null","554","129","null","null","924","null","135","null","408","null","107","null","61","null","40","null","23","25","null","null","1249","139","null","null","535","130","null","null","705","null","130","null","9","15","null","null","0","12","null","null","0","12","null","null","520","130","null","null","19","null","20","null","171","87","null","null","275","null","96","null","43","null","33","null","12","19","null","null","142","67","null","null","0","12","null","null","41","31","null","null","72","null","44","null","18","20","null","null","11","17","null","null","59","36","null","null","0","12","null","null","7","null","12","null","52","null","34","null","0","12","null","null","0","12","null","null",
"1400000US53067010200","Census Tract 102, Thurston County, Washington","2209","null","126","null","184","124","null","null","724","null","175","null","861","null","155","null","272","null","115","null","168","104","null","null","569","171","null","null","81","62","null","null","399","null","145","null","39","38","null","null","50","52","null","null","0","17","null","null","945","186","null","null","79","null","117","null","211","86","null","null","540","null","126","null","104","null","71","null","11","17","null","null","245","77","null","null","24","38","null","null","65","51","null","null","95","null","57","null","28","28","null","null","33","46","null","null","450","91","null","null","0","17","null","null","49","null","65","null","187","null","109","null","90","76","null","null","124","95","null","null",
"1400000US53067010300","Census Tract 103, Thurston County, Washington","2199","null","166","null","251","103","null","null","1189","null","203","null","580","null","156","null","136","null","79","null","43","48","null","null","846","174","null","null","183","90","null","null","598","null","162","null","65","45","null","null","0","12","null","null","0","12","null","null","692","182","null","null","68","null","62","null","394","161","null","null","196","null","84","null","34","null","32","null","0","12","null","null","399","159","null","null","0","12","null","null","79","53","null","null","212","null","135","null","91","74","null","null","17","27","null","null","262","129","null","null","0","12","null","null","118","null","92","null","107","null","84","null","11","17","null","null","26","40","null","null",
"1400000US53067010400","Census Tract 104, Thurston County, Washington","1504","null","47","null","52","37","null","null","585","null","97","null","481","null","83","null","303","null","92","null","83","40","null","null","462","86","null","null","35","31","null","null","374","null","76","null","44","32","null","null","9","13","null","null","0","12","null","null","504","105","null","null","17","null","18","null","143","76","null","null","177","null","66","null","135","null","55","null","32","22","null","null","219","62","null","null","0","12","null","null","51","31","null","null","92","null","39","null","63","36","null","null","13","16","null","null","319","64","null","null","0","12","null","null","17","null","18","null","168","null","54","null","96","54","null","null","38","31","null","null",
"1400000US53067010510","Census Tract 105.10, Thurston County, Washington","835","null","103","null","93","50","null","null","500","null","103","null","223","null","71","null","19","null","24","null","0","12","null","null","429","97","null","null","66","37","null","null","345","null","97","null","5","8","null","null","13","22","null","null","0","12","null","null","311","84","null","null","4","null","8","null","115","49","null","null","186","null","67","null","6","null","9","null","0","12","null","null","60","34","null","null","8","13","null","null","27","26","null","null","25","null","21","null","0","12","null","null","0","12","null","null","35","34","null","null","15","23","null","null","13","null","22","null","7","null","12","null","0","12","null","null","0","12","null","null",
"1400000US53067010520","Census Tract 105.20, Thurston County, Washington","2688","null","202","null","474","179","null","null","1338","null","233","null","710","null","152","null","166","null","80","null","0","17","null","null","1267","232","null","null","408","177","null","null","803","null","210","null","56","45","null","null","0","17","null","null","0","17","null","null","951","189","null","null","58","null","74","null","356","159","null","null","450","null","122","null","87","null","58","null","0","17","null","null","297","115","null","null","0","17","null","null","159","86","null","null","111","null","84","null","27","30","null","null","0","17","null","null","173","83","null","null","8","14","null","null","20","null","24","null","93","null","61","null","52","44","null","null","0","17","null","null",
"1400000US53067010600","Census Tract 106, Thurston County, Washington","2525","null","150","null","327","114","null","null","989","null","208","null","892","null","155","null","220","null","82","null","97","85","null","null","847","199","null","null","240","107","null","null","587","null","182","null","20","31","null","null","0","17","null","null","0","17","null","null","740","143","null","null","74","null","53","null","214","98","null","null","397","null","97","null","41","null","36","null","14","22","null","null","467","147","null","null","13","20","null","null","120","114","null","null","170","null","88","null","106","59","null","null","58","76","null","null","471","148","null","null","0","17","null","null","68","null","68","null","305","null","116","null","73","56","null","null","25","30","null","null",
"1400000US53067010700","Census Tract 107, Thurston County, Washington","2101","null","147","null","32","37","null","null","544","null","167","null","893","null","163","null","403","null","110","null","229","88","null","null","310","124","null","null","14","23","null","null","277","null","115","null","19","30","null","null","0","17","null","null","0","17","null","null","729","183","null","null","18","null","28","null","187","104","null","null","399","null","135","null","53","null","46","null","72","47","null","null","436","141","null","null","0","17","null","null","41","41","null","null","194","null","105","null","157","75","null","null","44","41","null","null","626","141","null","null","0","17","null","null","39","null","44","null","281","null","117","null","193","91","null","null","113","62","null","null",
"1400000US53067010800","Census Tract 108, Thurston County, Washington","2987","null","178","null","66","52","null","null","1298","null","257","null","1118","null","220","null","279","null","97","null","226","123","null","null","1094","201","null","null","66","52","null","null","817","null","203","null","153","117","null","null","0","17","null","null","58","95","null","null","1021","196","null","null","0","null","17","null","266","124","null","null","596","null","158","null","116","null","65","null","43","34","null","null","502","147","null","null","0","17","null","null","183","118","null","null","176","null","93","null","78","56","null","null","65","69","null","null","370","102","null","null","0","17","null","null","32","null","47","null","193","null","86","null","85","73","null","null","60","45","null","null",
"1400000US53067010910","Census Tract 109.10, Thurston County, Washington","3109","null","188","null","259","118","null","null","1101","null","212","null","1326","null","269","null","298","null","104","null","125","100","null","null","860","256","null","null","93","84","null","null","613","null","199","null","86","65","null","null","15","24","null","null","53","86","null","null","925","207","null","null","17","null","28","null","103","74","null","null","677","null","179","null","117","null","59","null","11","18","null","null","621","212","null","null","81","68","null","null","153","125","null","null","322","null","162","null","44","41","null","null","21","33","null","null","703","147","null","null","68","72","null","null","232","null","141","null","241","null","102","null","122","94","null","null","40","33","null","null",
"1400000US53067010920","Census Tract 109.20, Thurston County, Washington","1846","null","151","null","200","97","null","null","841","null","143","null","569","null","124","null","184","null","74","null","52","33","null","null","659","156","null","null","104","67","null","null","498","null","132","null","57","47","null","null","0","12","null","null","0","12","null","null","780","163","null","null","76","null","77","null","276","103","null","null","313","null","96","null","92","null","46","null","23","21","null","null","217","88","null","null","20","35","null","null","39","37","null","null","71","null","47","null","70","58","null","null","17","19","null","null","190","87","null","null","0","12","null","null","28","null","37","null","128","null","80","null","22","22","null","null","12","14","null","null",
"1400000US53067011000","Census Tract 110, Thurston County, Washington","1884","null","135","null","64","43","null","null","420","null","138","null","825","null","148","null","374","null","85","null","201","80","null","null","384","127","null","null","29","26","null","null","274","null","110","null","55","43","null","null","10","15","null","null","16","24","null","null","790","113","null","null","7","null","11","null","95","51","null","null","435","null","101","null","171","null","61","null","82","41","null","null","345","89","null","null","0","12","null","null","9","14","null","null","185","null","80","null","105","47","null","null","46","39","null","null","365","75","null","null","28","29","null","null","42","null","51","null","150","null","70","null","88","43","null","null","57","45","null","null",
"1400000US53067011100","Census Tract 111, Thurston County, Washington","1525","null","103","null","59","53","null","null","519","null","110","null","572","null","101","null","241","null","71","null","134","55","null","null","410","110","null","null","47","49","null","null","312","null","97","null","43","31","null","null","8","14","null","null","0","12","null","null","550","115","null","null","12","null","19","null","158","64","null","null","266","null","88","null","94","null","51","null","20","20","null","null","204","79","null","null","0","12","null","null","13","15","null","null","135","null","65","null","46","32","null","null","10","14","null","null","361","64","null","null","0","12","null","null","36","null","35","null","128","null","58","null","93","44","null","null","104","56","null","null",
"1400000US53067011200","Census Tract 112, Thurston County, Washington","2246","null","139","null","326","142","null","null","1157","null","184","null","602","null","176","null","148","null","84","null","13","21","null","null","1018","209","null","null","288","123","null","null","613","null","177","null","117","99","null","null","0","17","null","null","0","17","null","null","585","148","null","null","38","null","46","null","283","127","null","null","185","null","106","null","79","null","65","null","0","17","null","null","426","98","null","null","0","17","null","null","217","108","null","null","175","null","77","null","34","37","null","null","0","17","null","null","217","80","null","null","0","17","null","null","44","null","39","null","125","null","63","null","35","47","null","null","13","21","null","null",
"1400000US53067011300","Census Tract 113, Thurston County, Washington","2134","null","139","null","185","108","null","null","986","null","163","null","753","null","166","null","199","null","93","null","11","20","null","null","857","150","null","null","164","105","null","null","575","null","133","null","118","76","null","null","0","12","null","null","0","12","null","null","728","170","null","null","14","null","21","null","378","119","null","null","267","null","122","null","69","null","46","null","0","12","null","null","205","89","null","null","7","11","null","null","14","23","null","null","112","null","78","null","72","60","null","null","0","12","null","null","344","97","null","null","0","12","null","null","19","null","27","null","256","null","100","null","58","54","null","null","11","20","null","null",
"1400000US53067011410","Census Tract 114.10, Thurston County, Washington","1944","null","125","null","63","56","null","null","553","null","108","null","856","null","130","null","329","null","105","null","143","52","null","null","406","104","null","null","18","19","null","null","293","null","82","null","54","42","null","null","27","25","null","null","14","16","null","null","816","145","null","null","40","null","54","null","148","71","null","null","463","null","106","null","131","null","62","null","34","26","null","null","197","78","null","null","5","8","null","null","8","13","null","null","118","null","61","null","66","50","null","null","0","17","null","null","525","125","null","null","0","17","null","null","104","null","89","null","221","null","97","null","105","68","null","null","95","47","null","null",
"1400000US53067011420","Census Tract 114.20, Thurston County, Washington","2551","null","177","null","175","109","null","null","737","null","191","null","1138","null","203","null","336","null","112","null","165","87","null","null","470","162","null","null","121","94","null","null","277","null","124","null","56","54","null","null","16","27","null","null","0","17","null","null","1001","138","null","null","54","null","62","null","166","91","null","null","643","null","125","null","98","null","73","null","40","39","null","null","421","151","null","null","0","17","null","null","156","84","null","null","158","null","115","null","107","67","null","null","0","17","null","null","659","128","null","null","0","17","null","null","138","null","113","null","281","null","101","null","115","56","null","null","125","80","null","null",
"1400000US53067011500","Census Tract 115, Thurston County, Washington","2221","null","153","null","125","102","null","null","635","null","186","null","912","null","186","null","422","null","110","null","127","72","null","null","579","174","null","null","97","98","null","null","368","null","128","null","114","77","null","null","0","17","null","null","0","17","null","null","756","159","null","null","28","null","33","null","74","70","null","null","473","null","134","null","122","null","81","null","59","50","null","null","378","144","null","null","0","17","null","null","48","57","null","null","116","null","91","null","171","108","null","null","43","38","null","null","508","93","null","null","0","17","null","null","145","null","77","null","209","null","95","null","129","59","null","null","25","32","null","null",
"1400000US53067011610","Census Tract 116.10, Thurston County, Washington","2663","null","209","null","72","41","null","null","830","null","154","null","1043","null","191","null","423","null","145","null","295","106","null","null","718","176","null","null","46","33","null","null","476","null","130","null","143","95","null","null","53","62","null","null","0","17","null","null","1028","231","null","null","12","null","19","null","231","118","null","null","508","null","148","null","178","null","94","null","99","71","null","null","321","144","null","null","0","17","null","null","86","77","null","null","118","null","79","null","70","58","null","null","47","57","null","null","596","150","null","null","14","24","null","null","37","null","59","null","274","null","114","null","122","85","null","null","149","90","null","null",
"1400000US53067011621","Census Tract 116.21, Thurston County, Washington","3115","null","264","null","279","125","null","null","1254","null","325","null","1131","null","225","null","354","null","186","null","97","85","null","null","1217","337","null","null","175","99","null","null","860","null","315","null","165","115","null","null","17","28","null","null","0","17","null","null","909","232","null","null","66","null","71","null","285","148","null","null","457","null","173","null","101","null","90","null","0","17","null","null","339","126","null","null","20","32","null","null","27","38","null","null","139","null","76","null","62","55","null","null","91","85","null","null","650","230","null","null","18","28","null","null","82","null","81","null","370","null","130","null","174","175","null","null","6","17","null","null",
"1400000US53067011622","Census Tract 116.22, Thurston County, Washington","1582","null","76","null","0","12","null","null","444","null","112","null","801","null","124","null","279","null","90","null","58","37","null","null","197","70","null","null","0","12","null","null","149","null","60","null","48","45","null","null","0","12","null","null","0","12","null","null","614","135","null","null","0","null","12","null","161","70","null","null","362","null","105","null","75","null","55","null","16","17","null","null","341","120","null","null","0","12","null","null","81","62","null","null","98","null","75","null","134","80","null","null","28","27","null","null","430","88","null","null","0","12","null","null","53","null","59","null","293","null","81","null","70","43","null","null","14","21","null","null",
"1400000US53067011623","Census Tract 116.23, Thurston County, Washington","2330","null","159","null","76","65","null","null","841","null","194","null","1037","null","210","null","313","null","133","null","63","39","null","null","713","158","null","null","56","55","null","null","621","null","159","null","36","40","null","null","0","17","null","null","0","17","null","null","617","178","null","null","0","null","17","null","130","74","null","null","401","null","174","null","79","null","88","null","7","13","null","null","402","151","null","null","20","34","null","null","43","39","null","null","219","null","125","null","96","67","null","null","24","28","null","null","598","136","null","null","0","17","null","null","47","null","71","null","381","null","145","null","138","71","null","null","32","34","null","null",
"1400000US53067011624","Census Tract 116.24, Thurston County, Washington","1435","null","107","null","76","59","null","null","320","null","106","null","563","null","136","null","389","null","123","null","87","50","null","null","261","79","null","null","14","25","null","null","172","null","64","null","68","51","null","null","7","13","null","null","0","12","null","null","610","131","null","null","62","null","53","null","122","73","null","null","259","null","115","null","130","null","70","null","37","26","null","null","329","113","null","null","0","12","null","null","26","28","null","null","130","null","67","null","171","100","null","null","2","9","null","null","235","62","null","null","0","12","null","null","0","null","12","null","106","null","51","null","81","47","null","null","48","33","null","null",
"1400000US53067011710","Census Tract 117.10, Thurston County, Washington","3010","null","161","null","29","34","null","null","642","null","174","null","1576","null","216","null","603","null","123","null","160","91","null","null","537","175","null","null","29","34","null","null","399","null","151","null","94","92","null","null","15","23","null","null","0","17","null","null","1288","158","null","null","0","null","17","null","149","86","null","null","872","null","149","null","250","null","96","null","17","28","null","null","573","200","null","null","0","17","null","null","77","52","null","null","259","null","174","null","221","92","null","null","16","26","null","null","612","134","null","null","0","17","null","null","17","null","28","null","351","null","113","null","117","71","null","null","127","81","null","null",
"1400000US53067011720","Census Tract 117.20, Thurston County, Washington","1754","null","145","null","37","39","null","null","351","null","100","null","691","null","132","null","489","null","134","null","186","90","null","null","255","100","null","null","27","35","null","null","112","null","58","null","42","33","null","null","52","62","null","null","22","24","null","null","788","136","null","null","0","null","12","null","128","69","null","null","361","null","107","null","200","null","82","null","99","66","null","null","359","110","null","null","10","16","null","null","45","32","null","null","147","null","62","null","146","82","null","null","11","19","null","null","352","89","null","null","0","12","null","null","66","null","58","null","141","null","70","null","91","48","null","null","54","45","null","null",
"1400000US53067011810","Census Tract 118.10, Thurston County, Washington","1336","null","80","null","11","17","null","null","227","null","74","null","579","null","102","null","262","null","93","null","257","75","null","null","176","69","null","null","11","17","null","null","69","null","43","null","96","55","null","null","0","12","null","null","0","12","null","null","601","89","null","null","0","null","12","null","99","52","null","null","311","null","73","null","96","null","53","null","95","45","null","null","280","81","null","null","0","12","null","null","45","35","null","null","104","null","59","null","98","55","null","null","33","28","null","null","279","84","null","null","0","12","null","null","14","null","16","null","68","null","32","null","68","50","null","null","129","70","null","null",
"1400000US53067011821","Census Tract 118.21, Thurston County, Washington","1431","null","120","null","71","46","null","null","258","null","102","null","577","null","131","null","320","null","94","null","205","90","null","null","195","78","null","null","23","25","null","null","94","null","57","null","29","25","null","null","41","45","null","null","8","13","null","null","659","122","null","null","26","null","30","null","78","47","null","null","386","null","111","null","90","null","35","null","79","71","null","null","297","105","null","null","0","12","null","null","75","69","null","null","86","null","70","null","101","60","null","null","35","29","null","null","280","71","null","null","22","25","null","null","11","null","18","null","76","null","46","null","88","59","null","null","83","48","null","null",
"1400000US53067011822","Census Tract 118.22, Thurston County, Washington","1547","null","72","null","24","23","null","null","356","null","96","null","597","null","98","null","372","null","94","null","198","74","null","null","339","101","null","null","7","12","null","null","235","null","95","null","84","47","null","null","7","11","null","null","6","11","null","null","544","99","null","null","6","null","11","null","96","59","null","null","229","null","84","null","155","null","63","null","58","37","null","null","264","94","null","null","0","12","null","null","8","12","null","null","125","null","62","null","115","68","null","null","16","23","null","null","400","79","null","null","11","16","null","null","17","null","21","null","159","null","67","null","95","45","null","null","118","55","null","null",
"1400000US53067011900","Census Tract 119, Thurston County, Washington","3044","null","212","null","75","81","null","null","601","null","155","null","1256","null","210","null","689","null","176","null","423","145","null","null","741","202","null","null","60","76","null","null","412","null","140","null","196","117","null","null","0","17","null","null","73","73","null","null","1383","179","null","null","15","null","25","null","156","78","null","null","709","null","156","null","405","null","118","null","98","71","null","null","405","142","null","null","0","17","null","null","18","27","null","null","110","null","65","null","174","116","null","null","103","61","null","null","515","109","null","null","0","17","null","null","15","null","23","null","241","null","96","null","110","79","null","null","149","81","null","null",
"1400000US53067012000","Census Tract 120, Thurston County, Washington","2501","null","165","null","77","55","null","null","691","null","171","null","1084","null","161","null","447","null","127","null","202","69","null","null","582","174","null","null","64","54","null","null","449","null","155","null","69","52","null","null","0","17","null","null","0","17","null","null","964","176","null","null","0","null","17","null","143","92","null","null","554","null","135","null","237","null","93","null","30","33","null","null","399","136","null","null","13","22","null","null","61","66","null","null","185","null","103","null","99","59","null","null","41","40","null","null","556","90","null","null","0","17","null","null","38","null","44","null","276","null","77","null","111","75","null","null","131","53","null","null",
"1400000US53067012100","Census Tract 121, Thurston County, Washington","1727","null","90","null","17","18","null","null","275","null","71","null","803","null","112","null","431","null","92","null","201","59","null","null","399","89","null","null","10","15","null","null","173","null","62","null","189","74","null","null","27","28","null","null","0","12","null","null","805","101","null","null","7","null","11","null","69","41","null","null","453","null","93","null","192","null","69","null","84","41","null","null","283","77","null","null","0","12","null","null","33","24","null","null","59","null","34","null","158","58","null","null","33","26","null","null","240","51","null","null","0","12","null","null","0","null","12","null","102","null","48","null","54","37","null","null","84","43","null","null",
