"GEO_ID","NAME","B08201_001E","B08201_001EA","B08201_001M","B08201_001MA","B08201_002E","B08201_002M","B08201_002MA","B08201_002EA","B08201_003E","B08201_003EA","B08201_003M","B08201_003MA","B08201_004E","B08201_004EA","B08201_004M","B08201_004MA","B08201_005E","B08201_005EA","B08201_005M","B08201_005MA","B08201_006E","B08201_006EA","B08201_006M","B08201_006MA","B08201_007E","B08201_007M","B08201_007MA","B08201_007EA","B08201_008E","B08201_008EA","B08201_008M","B08201_008MA","B08201_009E","B08201_009M","B08201_009MA","B08201_009EA","B08201_010E","B08201_010M","B08201_010MA","B08201_010EA","B08201_011E","B08201_011EA","B08201_011M","B08201_011MA","B08201_012E","B08201_012M","B08201_012MA","B08201_012EA","B08201_013E","B08201_013M","B08201_013MA","B08201_013EA","B08201_014E","B08201_014EA","B08201_014M","B08201_014MA","B08201_015E","B08201_015M","B08201_015MA","B08201_015EA","B08201_016E","B08201_016M","B08201_016MA","B08201_016EA","B08201_017E","B08201_017M","B08201_017MA","B08201_017EA","B08201_018E","B08201_018M","B08201_018MA","B08201_018EA","B08201_019E","B08201_019EA","B08201_019M","B08201_019MA","B08201_020E","B08201_020M","B08201_020MA","B08201_020EA","B08201_021E","B08201_021M","B08201_021MA","B08201_021EA","B08201_022E","B08201_022EA","B08201_022M","B08201_022MA","B08201_023E","B08201_023EA","B08201_023M","B08201_023MA","B08201_024E","B08201_024M","B08201_024MA","B08201_024EA","B08201_025E","B08201_025M","B08201_025MA","B08201_025EA","B08201_026E","B08201_026M","B08201_026MA","B08201_026EA","B08201_027E","B08201_027EA","B08201_027M","B08201_027MA","B08201_028E","B08201_028EA","B08201_028M","B08201_028MA","B08201_029E","B08201_029M","B08201_029MA","B08201_029EA","B08201_030E","B08201_030M","B08201_030MA","B08201_030EA",
"1400000US53029971700","Census Tract 9717, Island County, Washington","1817","null","139","null","33","31","null","null","278","null","74","null","904","null","160","null","335","null","99","null","267","null","104","null","400","116","null","null","24","null","26","null","197","57","null","null","129","75","null","null","19","null","22","null","31","38","null","null","945","119","null","null","9","null","15","null","58","44","null","null","591","127","null","null","184","78","null","null","103","59","null","null","164","null","65","null","0","12","null","null","10","16","null","null","86","null","54","null","58","null","40","null","10","16","null","null","308","77","null","null","0","12","null","null","13","null","17","null","98","null","54","null","74","37","null","null","123","73","null","null",
"1400000US53029971800","Census Tract 9718, Island County, Washington","1120","null","121","null","11","17","null","null","355","null","112","null","512","null","100","null","161","null","63","null","81","null","43","null","365","120","null","null","11","null","17","null","287","109","null","null","67","51","null","null","0","null","12","null","0","12","null","null","502","104","null","null","0","null","12","null","30","22","null","null","333","96","null","null","119","56","null","null","20","22","null","null","153","null","68","null","0","12","null","null","38","27","null","null","56","null","40","null","38","null","32","null","21","25","null","null","100","41","null","null","0","12","null","null","0","null","12","null","56","null","37","null","4","9","null","null","40","32","null","null",
"1400000US53029971900","Census Tract 9719, Island County, Washington","1851","null","144","null","149","85","null","null","544","null","134","null","725","null","135","null","279","null","79","null","154","null","69","null","611","131","null","null","116","null","63","null","334","114","null","null","133","71","null","null","16","null","26","null","12","19","null","null","724","113","null","null","10","null","15","null","97","44","null","null","411","97","null","null","162","57","null","null","44","37","null","null","260","null","110","null","23","32","null","null","77","68","null","null","90","null","62","null","33","null","29","null","37","30","null","null","256","106","null","null","0","12","null","null","36","null","58","null","91","null","61","null","68","44","null","null","61","47","null","null",
"1400000US53029972000","Census Tract 9720, Island County, Washington","1754","null","130","null","59","35","null","null","468","null","97","null","689","null","123","null","376","null","120","null","162","null","69","null","478","117","null","null","40","null","24","null","273","79","null","null","147","74","null","null","15","null","18","null","3","6","null","null","742","156","null","null","14","null","22","null","118","53","null","null","390","112","null","null","156","59","null","null","64","49","null","null","332","null","131","null","0","12","null","null","45","32","null","null","111","null","84","null","131","null","98","null","45","42","null","null","202","54","null","null","5","8","null","null","32","null","26","null","41","null","30","null","74","40","null","null","50","40","null","null",
"1400000US53029972100","Census Tract 9721, Island County, Washington","1726","null","134","null","39","35","null","null","626","null","138","null","565","null","114","null","290","null","100","null","206","null","93","null","534","128","null","null","34","null","32","null","412","122","null","null","63","37","null","null","16","null","19","null","9","14","null","null","678","121","null","null","5","null","9","null","157","70","null","null","313","92","null","null","122","61","null","null","81","58","null","null","156","null","85","null","0","12","null","null","45","61","null","null","34","null","31","null","68","null","52","null","9","14","null","null","358","111","null","null","0","12","null","null","12","null","14","null","155","null","75","null","84","62","null","null","107","68","null","null",
"1400000US53029992201","Census Tract 9922.01, Island County, Washington","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US53031950202","Census Tract 9502.02, Jefferson County, Washington","797","null","80","null","14","15","null","null","153","null","49","null","341","null","66","null","155","null","48","null","134","null","45","null","224","61","null","null","14","null","15","null","100","44","null","null","77","38","null","null","15","null","13","null","18","21","null","null","342","59","null","null","0","null","12","null","47","22","null","null","188","51","null","null","75","31","null","null","32","22","null","null","103","null","43","null","0","12","null","null","0","12","null","null","39","null","30","null","45","null","23","null","19","15","null","null","128","34","null","null","0","12","null","null","6","null","9","null","37","null","24","null","20","21","null","null","65","30","null","null",
"1400000US53031950300","Census Tract 9503, Jefferson County, Washington","2821","null","201","null","36","37","null","null","545","null","141","null","1369","null","187","null","723","null","176","null","148","null","77","null","644","151","null","null","12","null","18","null","399","126","null","null","208","81","null","null","0","null","17","null","25","39","null","null","1637","168","null","null","18","null","29","null","134","65","null","null","995","170","null","null","428","140","null","null","62","58","null","null","296","null","123","null","6","9","null","null","0","17","null","null","110","null","65","null","180","null","114","null","0","17","null","null","244","94","null","null","0","17","null","null","12","null","26","null","56","null","57","null","115","58","null","null","61","38","null","null",
"1400000US53031950400","Census Tract 9504, Jefferson County, Washington","1880","null","143","null","114","77","null","null","348","null","95","null","766","null","166","null","446","null","114","null","206","null","103","null","558","149","null","null","94","null","75","null","221","76","null","null","169","101","null","null","24","null","22","null","50","56","null","null","724","133","null","null","20","null","23","null","97","53","null","null","400","126","null","null","161","71","null","null","46","33","null","null","391","null","119","null","0","12","null","null","8","14","null","null","158","null","82","null","164","null","76","null","61","56","null","null","207","74","null","null","0","12","null","null","22","null","24","null","39","null","34","null","97","59","null","null","49","45","null","null",
"1400000US53031950500","Census Tract 9505, Jefferson County, Washington","3124","null","227","null","21","26","null","null","784","null","196","null","1316","null","187","null","786","null","201","null","217","null","86","null","951","219","null","null","21","null","26","null","510","146","null","null","232","124","null","null","159","null","123","null","29","33","null","null","1620","250","null","null","0","null","17","null","227","131","null","null","778","155","null","null","491","135","null","null","124","66","null","null","214","null","92","null","0","17","null","null","0","17","null","null","94","null","68","null","97","null","65","null","23","26","null","null","339","88","null","null","0","17","null","null","47","null","61","null","212","null","73","null","39","39","null","null","41","34","null","null",
"1400000US53031950601","Census Tract 9506.01, Jefferson County, Washington","3297","null","152","null","430","136","null","null","1295","null","196","null","927","null","180","null","522","null","155","null","123","null","67","null","1512","197","null","null","404","null","134","null","902","182","null","null","154","82","null","null","43","null","39","null","9","14","null","null","1136","158","null","null","13","null","21","null","263","105","null","null","533","120","null","null","265","109","null","null","62","42","null","null","242","null","91","null","13","21","null","null","44","47","null","null","98","null","64","null","87","null","59","null","0","17","null","null","407","94","null","null","0","17","null","null","86","null","73","null","142","null","76","null","127","92","null","null","52","47","null","null",
"1400000US53031950602","Census Tract 9506.02, Jefferson County, Washington","1387","null","106","null","83","45","null","null","472","null","108","null","623","null","103","null","125","null","65","null","84","null","47","null","401","101","null","null","16","null","24","null","281","87","null","null","79","38","null","null","12","null","19","null","13","17","null","null","569","121","null","null","63","null","37","null","109","55","null","null","332","89","null","null","52","38","null","null","13","15","null","null","183","null","78","null","0","12","null","null","42","46","null","null","68","null","40","null","41","null","41","null","32","31","null","null","234","64","null","null","4","8","null","null","40","null","31","null","144","null","63","null","20","21","null","null","26","27","null","null",
"1400000US53031950702","Census Tract 9507.02, Jefferson County, Washington","875","null","105","null","31","24","null","null","333","null","91","null","334","null","64","null","98","null","41","null","79","null","37","null","335","77","null","null","28","null","23","null","232","74","null","null","57","31","null","null","8","null","8","null","10","13","null","null","356","62","null","null","3","null","4","null","87","43","null","null","171","40","null","null","50","28","null","null","45","28","null","null","84","null","42","null","0","12","null","null","4","7","null","null","51","null","34","null","25","null","23","null","4","6","null","null","100","36","null","null","0","12","null","null","10","null","11","null","55","null","23","null","15","15","null","null","20","19","null","null",
"1400000US53031990000","Census Tract 9900, Jefferson County, Washington","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US53033000100","Census Tract 1, King County, Washington","3058","null","193","null","416","177","null","null","1679","null","226","null","683","null","139","null","251","null","110","null","29","null","24","null","1700","243","null","null","386","null","174","null","1214","212","null","null","88","86","null","null","12","null","19","null","0","17","null","null","820","178","null","null","30","null","35","null","358","132","null","null","313","110","null","null","105","68","null","null","14","23","null","null","326","null","137","null","0","17","null","null","85","106","null","null","122","null","71","null","119","null","75","null","0","17","null","null","212","75","null","null","0","17","null","null","22","null","31","null","160","null","69","null","15","18","null","null","15","25","null","null",
"1400000US53033000200","Census Tract 2, King County, Washington","3568","null","143","null","390","155","null","null","1598","null","221","null","1186","null","199","null","347","null","113","null","47","null","38","null","1461","225","null","null","268","null","139","null","995","197","null","null","133","76","null","null","65","null","80","null","0","17","null","null","1019","169","null","null","64","null","55","null","334","145","null","null","541","156","null","null","80","54","null","null","0","17","null","null","499","null","139","null","58","67","null","null","123","70","null","null","227","null","94","null","70","null","44","null","21","25","null","null","589","146","null","null","0","17","null","null","146","null","108","null","285","null","91","null","132","63","null","null","26","31","null","null",
"1400000US53033000300","Census Tract 3, King County, Washington","1035","null","64","null","46","58","null","null","376","null","93","null","455","null","89","null","113","null","51","null","45","null","37","null","277","90","null","null","37","null","57","null","177","78","null","null","52","45","null","null","11","null","17","null","0","12","null","null","473","93","null","null","9","null","14","null","174","81","null","null","239","72","null","null","29","26","null","null","22","24","null","null","107","null","52","null","0","12","null","null","25","25","null","null","45","null","37","null","19","null","18","null","18","28","null","null","178","40","null","null","0","12","null","null","0","null","12","null","119","null","39","null","54","32","null","null","5","9","null","null",
"1400000US53033000401","Census Tract 4.01, King County, Washington","3073","null","185","null","730","183","null","null","1360","null","244","null","761","null","206","null","205","null","118","null","17","null","29","null","1476","238","null","null","598","null","154","null","804","199","null","null","39","40","null","null","35","null","40","null","0","17","null","null","930","202","null","null","115","null","96","null","375","148","null","null","383","157","null","null","57","64","null","null","0","17","null","null","421","null","153","null","17","29","null","null","120","84","null","null","253","null","129","null","14","null","24","null","17","29","null","null","246","115","null","null","0","17","null","null","61","null","71","null","86","null","64","null","99","102","null","null","0","17","null","null",
"1400000US53033000402","Census Tract 4.02, King County, Washington","2323","null","95","null","500","139","null","null","1000","null","183","null","639","null","138","null","149","null","74","null","35","null","34","null","1255","157","null","null","390","null","121","null","726","159","null","null","118","87","null","null","21","null","34","null","0","12","null","null","588","153","null","null","110","null","103","null","127","79","null","null","252","88","null","null","72","51","null","null","27","29","null","null","267","null","95","null","0","12","null","null","93","65","null","null","148","null","68","null","26","null","31","null","0","12","null","null","213","60","null","null","0","12","null","null","54","null","58","null","121","null","57","null","30","34","null","null","8","19","null","null",
"1400000US53033000500","Census Tract 5, King County, Washington","1287","null","65","null","0","12","null","null","364","null","73","null","505","null","101","null","320","null","74","null","98","null","57","null","257","73","null","null","0","null","12","null","217","74","null","null","40","31","null","null","0","null","12","null","0","12","null","null","592","95","null","null","0","null","12","null","109","52","null","null","305","93","null","null","129","61","null","null","49","46","null","null","159","null","54","null","0","12","null","null","25","24","null","null","59","null","31","null","57","null","37","null","18","19","null","null","279","55","null","null","0","12","null","null","13","null","15","null","101","null","46","null","134","42","null","null","31","28","null","null",
"1400000US53033000600","Census Tract 6, King County, Washington","3432","null","123","null","312","144","null","null","1261","null","243","null","1464","null","249","null","271","null","106","null","124","null","75","null","1210","218","null","null","222","null","123","null","785","219","null","null","164","106","null","null","0","null","17","null","39","38","null","null","1409","214","null","null","39","null","43","null","373","135","null","null","846","205","null","null","108","72","null","null","43","42","null","null","474","null","138","null","51","48","null","null","57","49","null","null","234","null","125","null","107","null","62","null","25","38","null","null","339","115","null","null","0","17","null","null","46","null","43","null","220","null","106","null","56","42","null","null","17","25","null","null",
"1400000US53033000700","Census Tract 7, King County, Washington","2089","null","121","null","309","117","null","null","948","null","162","null","577","null","125","null","184","null","104","null","71","null","47","null","728","153","null","null","151","null","69","null","525","145","null","null","52","40","null","null","0","null","12","null","0","12","null","null","774","180","null","null","146","null","103","null","298","128","null","null","261","95","null","null","42","36","null","null","27","36","null","null","381","null","139","null","12","20","null","null","106","85","null","null","168","null","71","null","84","null","64","null","11","17","null","null","206","88","null","null","0","12","null","null","19","null","26","null","96","null","55","null","58","72","null","null","33","33","null","null",
"1400000US53033000800","Census Tract 8, King County, Washington","1061","null","35","null","48","35","null","null","376","null","95","null","418","null","107","null","111","null","54","null","108","null","75","null","316","88","null","null","44","null","36","null","240","84","null","null","32","28","null","null","0","null","12","null","0","12","null","null","288","72","null","null","0","null","12","null","75","56","null","null","200","58","null","null","13","18","null","null","0","12","null","null","239","null","95","null","0","12","null","null","37","33","null","null","127","null","83","null","23","null","22","null","52","45","null","null","218","86","null","null","4","9","null","null","24","null","24","null","59","null","35","null","75","42","null","null","56","63","null","null",
"1400000US53033000900","Census Tract 9, King County, Washington","891","null","34","null","7","12","null","null","288","null","76","null","371","null","79","null","186","null","53","null","39","null","26","null","274","72","null","null","7","null","12","null","221","70","null","null","27","22","null","null","9","null","15","null","10","17","null","null","331","72","null","null","0","null","12","null","34","25","null","null","187","62","null","null","110","46","null","null","0","12","null","null","122","null","45","null","0","12","null","null","13","19","null","null","39","null","27","null","54","null","33","null","16","17","null","null","164","48","null","null","0","12","null","null","20","null","24","null","118","null","44","null","13","15","null","null","13","17","null","null",
"1400000US53033001000","Census Tract 10, King County, Washington","738","null","55","null","22","19","null","null","302","null","67","null","321","null","68","null","64","null","39","null","29","null","23","null","190","52","null","null","10","null","15","null","169","51","null","null","11","13","null","null","0","null","12","null","0","12","null","null","241","48","null","null","0","null","12","null","42","25","null","null","169","50","null","null","30","24","null","null","0","12","null","null","136","null","53","null","0","12","null","null","35","31","null","null","81","null","47","null","20","null","16","null","0","12","null","null","171","47","null","null","12","20","null","null","56","null","41","null","60","null","28","null","14","17","null","null","29","23","null","null",
"1400000US53033001100","Census Tract 11, King County, Washington","1080","null","81","null","76","78","null","null","409","null","93","null","505","null","102","null","35","null","37","null","55","null","39","null","363","99","null","null","76","null","78","null","258","85","null","null","17","27","null","null","0","null","12","null","12","18","null","null","356","97","null","null","0","null","12","null","86","51","null","null","270","87","null","null","0","12","null","null","0","12","null","null","204","null","67","null","0","12","null","null","18","23","null","null","157","null","59","null","14","null","18","null","15","23","null","null","157","61","null","null","0","12","null","null","47","null","30","null","61","null","40","null","21","30","null","null","28","31","null","null",
"1400000US53033001200","Census Tract 12, King County, Washington","3487","null","152","null","1032","194","null","null","1891","null","261","null","413","null","143","null","136","null","95","null","15","null","27","null","2084","256","null","null","924","null","188","null","1097","252","null","null","20","31","null","null","28","null","32","null","15","27","null","null","864","216","null","null","47","null","48","null","521","196","null","null","282","132","null","null","14","23","null","null","0","17","null","null","336","null","135","null","61","49","null","null","133","107","null","null","71","null","55","null","71","null","76","null","0","17","null","null","203","110","null","null","0","17","null","null","140","null","107","null","40","null","34","null","23","26","null","null","0","17","null","null",
"1400000US53033001300","Census Tract 13, King County, Washington","2183","null","95","null","344","118","null","null","1088","null","165","null","599","null","154","null","130","null","83","null","22","null","28","null","905","157","null","null","222","null","103","null","617","137","null","null","66","46","null","null","0","null","12","null","0","12","null","null","677","149","null","null","51","null","54","null","246","105","null","null","380","122","null","null","0","12","null","null","0","12","null","null","468","null","112","null","71","70","null","null","187","102","null","null","95","null","71","null","100","null","67","null","15","23","null","null","133","86","null","null","0","12","null","null","38","null","33","null","58","null","66","null","30","47","null","null","7","14","null","null",
"1400000US53033001400","Census Tract 14, King County, Washington","2155","null","101","null","57","47","null","null","948","null","172","null","803","null","148","null","295","null","143","null","52","null","40","null","603","133","null","null","11","null","18","null","418","140","null","null","159","100","null","null","15","null","24","null","0","12","null","null","827","160","null","null","46","null","43","null","385","120","null","null","278","101","null","null","106","63","null","null","12","20","null","null","401","null","127","null","0","12","null","null","80","52","null","null","217","null","101","null","88","null","61","null","16","26","null","null","324","116","null","null","0","12","null","null","65","null","53","null","149","null","65","null","86","115","null","null","24","26","null","null",
"1400000US53033001500","Census Tract 15, King County, Washington","1119","null","23","null","17","20","null","null","293","null","70","null","626","null","89","null","154","null","57","null","29","null","28","null","284","63","null","null","9","null","16","null","210","54","null","null","65","34","null","null","0","null","12","null","0","12","null","null","479","69","null","null","8","null","13","null","41","29","null","null","334","78","null","null","92","43","null","null","4","7","null","null","201","null","74","null","0","12","null","null","15","23","null","null","129","null","58","null","50","null","37","null","7","12","null","null","155","53","null","null","0","12","null","null","27","null","27","null","98","null","53","null","12","20","null","null","18","24","null","null",
"1400000US53033001600","Census Tract 16, King County, Washington","1829","null","47","null","79","44","null","null","573","null","95","null","879","null","100","null","228","null","75","null","70","null","41","null","583","78","null","null","50","null","36","null","405","75","null","null","78","39","null","null","31","null","38","null","19","21","null","null","744","97","null","null","10","null","17","null","131","56","null","null","485","84","null","null","97","52","null","null","21","22","null","null","235","null","94","null","19","22","null","null","10","16","null","null","150","null","80","null","47","null","34","null","9","16","null","null","267","83","null","null","0","12","null","null","27","null","40","null","166","null","67","null","53","35","null","null","21","24","null","null",
"1400000US53033001701","Census Tract 17.01, King County, Washington","1937","null","94","null","225","118","null","null","937","null","151","null","642","null","161","null","97","null","66","null","36","null","35","null","812","128","null","null","143","null","83","null","617","116","null","null","41","32","null","null","0","null","12","null","11","18","null","null","654","140","null","null","21","null","33","null","189","85","null","null","375","129","null","null","53","51","null","null","16","24","null","null","330","null","108","null","61","63","null","null","91","70","null","null","134","null","91","null","44","null","44","null","0","12","null","null","141","55","null","null","0","12","null","null","40","null","33","null","92","null","57","null","0","12","null","null","9","18","null","null",
"1400000US53033001702","Census Tract 17.02, King County, Washington","1923","null","105","null","141","78","null","null","838","null","172","null","660","null","142","null","222","null","92","null","62","null","59","null","709","155","null","null","83","null","52","null","523","144","null","null","71","53","null","null","32","null","48","null","0","12","null","null","786","125","null","null","58","null","58","null","226","85","null","null","324","105","null","null","124","65","null","null","54","56","null","null","140","null","67","null","0","12","null","null","23","28","null","null","81","null","43","null","36","null","33","null","0","12","null","null","288","96","null","null","0","12","null","null","66","null","50","null","184","null","92","null","30","36","null","null","8","14","null","null",
"1400000US53033001800","Census Tract 18, King County, Washington","2239","null","111","null","75","57","null","null","984","null","195","null","935","null","194","null","168","null","100","null","77","null","61","null","742","187","null","null","38","null","43","null","635","175","null","null","69","85","null","null","0","null","12","null","0","12","null","null","1046","217","null","null","37","null","39","null","253","106","null","null","645","197","null","null","99","90","null","null","12","20","null","null","311","null","121","null","0","12","null","null","80","57","null","null","137","null","79","null","51","null","48","null","43","46","null","null","140","69","null","null","0","12","null","null","16","null","26","null","84","null","61","null","18","22","null","null","22","29","null","null",
"1400000US53033001900","Census Tract 19, King County, Washington","1921","null","100","null","258","113","null","null","848","null","168","null","666","null","139","null","87","null","43","null","62","null","36","null","831","132","null","null","230","null","112","null","478","143","null","null","123","75","null","null","0","null","12","null","0","12","null","null","554","106","null","null","28","null","26","null","238","81","null","null","241","87","null","null","37","29","null","null","10","16","null","null","244","null","100","null","0","12","null","null","72","70","null","null","143","null","73","null","20","null","22","null","9","15","null","null","292","63","null","null","0","12","null","null","60","null","53","null","159","null","46","null","30","28","null","null","43","31","null","null",
"1400000US53033002000","Census Tract 20, King County, Washington","1568","null","74","null","148","68","null","null","568","null","103","null","694","null","113","null","126","null","55","null","32","null","28","null","485","100","null","null","97","null","48","null","332","87","null","null","42","31","null","null","14","null","23","null","0","12","null","null","664","122","null","null","51","null","53","null","173","71","null","null","352","93","null","null","75","43","null","null","13","19","null","null","224","null","74","null","0","12","null","null","48","38","null","null","143","null","63","null","33","null","24","null","0","12","null","null","195","53","null","null","0","12","null","null","15","null","24","null","157","null","53","null","4","8","null","null","19","21","null","null",
"1400000US53033002100","Census Tract 21, King County, Washington","1639","null","88","null","46","33","null","null","583","null","115","null","687","null","120","null","266","null","83","null","57","null","39","null","452","109","null","null","28","null","24","null","373","100","null","null","41","30","null","null","10","null","15","null","0","12","null","null","624","102","null","null","18","null","21","null","125","53","null","null","359","98","null","null","112","58","null","null","10","16","null","null","337","null","100","null","0","12","null","null","54","35","null","null","185","null","76","null","89","null","56","null","9","14","null","null","226","61","null","null","0","12","null","null","31","null","30","null","102","null","42","null","55","38","null","null","38","28","null","null",
"1400000US53033002200","Census Tract 22, King County, Washington","2124","null","91","null","37","36","null","null","587","null","122","null","1072","null","151","null","355","null","102","null","73","null","45","null","466","126","null","null","37","null","36","null","318","117","null","null","94","66","null","null","17","null","25","null","0","17","null","null","763","130","null","null","0","null","17","null","176","78","null","null","474","118","null","null","100","60","null","null","13","19","null","null","478","null","133","null","0","17","null","null","61","48","null","null","281","null","113","null","122","null","70","null","14","22","null","null","417","87","null","null","0","17","null","null","32","null","34","null","223","null","61","null","116","68","null","null","46","34","null","null",
"1400000US53033002400","Census Tract 24, King County, Washington","1185","null","81","null","97","55","null","null","493","null","94","null","385","null","83","null","168","null","63","null","42","null","39","null","393","83","null","null","56","null","37","null","310","82","null","null","27","25","null","null","0","null","12","null","0","12","null","null","274","86","null","null","31","null","38","null","102","51","null","null","117","53","null","null","24","24","null","null","0","12","null","null","317","null","74","null","10","16","null","null","55","38","null","null","120","null","51","null","108","null","53","null","24","35","null","null","201","58","null","null","0","12","null","null","26","null","29","null","121","null","46","null","36","26","null","null","18","19","null","null",
"1400000US53033002500","Census Tract 25, King County, Washington","1232","null","63","null","51","31","null","null","495","null","104","null","522","null","97","null","110","null","70","null","54","null","35","null","331","86","null","null","51","null","31","null","269","83","null","null","11","17","null","null","0","null","12","null","0","12","null","null","438","90","null","null","0","null","12","null","117","50","null","null","311","85","null","null","0","12","null","null","10","15","null","null","237","null","86","null","0","12","null","null","65","48","null","null","77","null","45","null","86","null","70","null","9","14","null","null","226","59","null","null","0","12","null","null","44","null","35","null","123","null","51","null","24","26","null","null","35","28","null","null",
"1400000US53033002600","Census Tract 26, King County, Washington","1944","null","77","null","123","71","null","null","706","null","132","null","764","null","120","null","289","null","106","null","62","null","43","null","524","119","null","null","106","null","68","null","352","95","null","null","51","55","null","null","0","null","12","null","15","23","null","null","697","132","null","null","14","null","21","null","233","90","null","null","364","100","null","null","86","58","null","null","0","12","null","null","315","null","109","null","0","12","null","null","40","43","null","null","195","null","80","null","73","null","57","null","7","11","null","null","408","83","null","null","3","6","null","null","81","null","38","null","154","null","50","null","130","69","null","null","40","34","null","null",
"1400000US53033002700","Census Tract 27, King County, Washington","2118","null","140","null","111","82","null","null","671","null","146","null","1034","null","184","null","274","null","111","null","28","null","35","null","459","125","null","null","82","null","73","null","337","114","null","null","10","18","null","null","30","null","24","null","0","12","null","null","981","165","null","null","19","null","30","null","300","89","null","null","590","163","null","null","72","71","null","null","0","12","null","null","429","null","124","null","0","12","null","null","22","31","null","null","313","null","100","null","78","null","69","null","16","28","null","null","249","87","null","null","10","16","null","null","12","null","20","null","121","null","64","null","94","55","null","null","12","20","null","null",
"1400000US53033002800","Census Tract 28, King County, Washington","1990","null","123","null","89","56","null","null","1123","null","169","null","557","null","112","null","191","null","80","null","30","null","33","null","683","161","null","null","43","null","39","null","591","158","null","null","17","26","null","null","32","null","35","null","0","12","null","null","752","152","null","null","30","null","32","null","330","103","null","null","310","103","null","null","82","64","null","null","0","12","null","null","332","null","126","null","0","12","null","null","111","88","null","null","152","null","75","null","69","null","45","null","0","12","null","null","223","78","null","null","16","26","null","null","91","null","69","null","78","null","47","null","8","13","null","null","30","33","null","null",
"1400000US53033002900","Census Tract 29, King County, Washington","1762","null","91","null","162","67","null","null","653","null","142","null","751","null","136","null","171","null","79","null","25","null","23","null","506","106","null","null","131","null","60","null","306","98","null","null","63","50","null","null","0","null","12","null","6","9","null","null","565","117","null","null","20","null","23","null","153","77","null","null","349","103","null","null","32","39","null","null","11","17","null","null","440","null","109","null","11","19","null","null","120","68","null","null","215","null","83","null","94","null","63","null","0","12","null","null","251","56","null","null","0","12","null","null","74","null","48","null","124","null","53","null","45","35","null","null","8","12","null","null",
"1400000US53033003000","Census Tract 30, King County, Washington","2453","null","71","null","88","60","null","null","1076","null","159","null","1014","null","161","null","227","null","101","null","48","null","38","null","805","146","null","null","53","null","51","null","684","153","null","null","68","48","null","null","0","null","17","null","0","17","null","null","860","171","null","null","21","null","33","null","218","104","null","null","521","124","null","null","87","55","null","null","13","22","null","null","348","null","123","null","14","23","null","null","122","84","null","null","176","null","82","null","25","null","29","null","11","19","null","null","440","93","null","null","0","17","null","null","52","null","40","null","249","null","69","null","115","75","null","null","24","26","null","null",
"1400000US53033003100","Census Tract 31, King County, Washington","2500","null","126","null","124","87","null","null","683","null","159","null","1066","null","152","null","398","null","118","null","229","null","128","null","526","144","null","null","102","null","82","null","321","110","null","null","69","49","null","null","34","null","53","null","0","17","null","null","1009","132","null","null","0","null","17","null","330","101","null","null","423","126","null","null","171","78","null","null","85","59","null","null","460","null","137","null","0","17","null","null","0","17","null","null","273","null","107","null","141","null","65","null","46","73","null","null","505","89","null","null","22","30","null","null","32","null","31","null","301","null","75","null","52","47","null","null","98","68","null","null",
"1400000US53033003200","Census Tract 32, King County, Washington","3932","null","146","null","448","133","null","null","1866","null","239","null","1204","null","210","null","264","null","103","null","150","null","92","null","1816","217","null","null","359","null","130","null","1320","192","null","null","137","72","null","null","0","null","17","null","0","17","null","null","1203","195","null","null","76","null","53","null","416","133","null","null","580","175","null","null","86","47","null","null","45","43","null","null","447","null","151","null","13","20","null","null","87","61","null","null","229","null","110","null","86","null","71","null","32","35","null","null","466","109","null","null","0","17","null","null","43","null","41","null","258","null","74","null","92","72","null","null","73","74","null","null",
"1400000US53033003300","Census Tract 33, King County, Washington","3157","null","92","null","314","119","null","null","1406","null","213","null","1180","null","209","null","244","null","109","null","13","null","20","null","981","166","null","null","176","null","74","null","557","145","null","null","195","102","null","null","53","null","64","null","0","17","null","null","1488","206","null","null","109","null","100","null","614","170","null","null","674","140","null","null","91","64","null","null","0","17","null","null","575","null","144","null","12","19","null","null","211","98","null","null","271","null","107","null","68","null","53","null","13","20","null","null","113","60","null","null","17","24","null","null","24","null","31","null","40","null","36","null","32","37","null","null","0","17","null","null",
