"GEO_ID","NAME","B08201_001E","B08201_001EA","B08201_001M","B08201_001MA","B08201_002E","B08201_002M","B08201_002MA","B08201_002EA","B08201_003E","B08201_003EA","B08201_003M","B08201_003MA","B08201_004E","B08201_004EA","B08201_004M","B08201_004MA","B08201_005E","B08201_005EA","B08201_005M","B08201_005MA","B08201_006E","B08201_006EA","B08201_006M","B08201_006MA","B08201_007E","B08201_007M","B08201_007MA","B08201_007EA","B08201_008E","B08201_008EA","B08201_008M","B08201_008MA","B08201_009E","B08201_009M","B08201_009MA","B08201_009EA","B08201_010E","B08201_010M","B08201_010MA","B08201_010EA","B08201_011E","B08201_011EA","B08201_011M","B08201_011MA","B08201_012E","B08201_012M","B08201_012MA","B08201_012EA","B08201_013E","B08201_013M","B08201_013MA","B08201_013EA","B08201_014E","B08201_014EA","B08201_014M","B08201_014MA","B08201_015E","B08201_015M","B08201_015MA","B08201_015EA","B08201_016E","B08201_016M","B08201_016MA","B08201_016EA","B08201_017E","B08201_017M","B08201_017MA","B08201_017EA","B08201_018E","B08201_018M","B08201_018MA","B08201_018EA","B08201_019E","B08201_019EA","B08201_019M","B08201_019MA","B08201_020E","B08201_020M","B08201_020MA","B08201_020EA","B08201_021E","B08201_021M","B08201_021MA","B08201_021EA","B08201_022E","B08201_022EA","B08201_022M","B08201_022MA","B08201_023E","B08201_023EA","B08201_023M","B08201_023MA","B08201_024E","B08201_024M","B08201_024MA","B08201_024EA","B08201_025E","B08201_025M","B08201_025MA","B08201_025EA","B08201_026E","B08201_026M","B08201_026MA","B08201_026EA","B08201_027E","B08201_027EA","B08201_027M","B08201_027MA","B08201_028E","B08201_028EA","B08201_028M","B08201_028MA","B08201_029E","B08201_029M","B08201_029MA","B08201_029EA","B08201_030E","B08201_030M","B08201_030MA","B08201_030EA",
"1400000US53041971200","Census Tract 9712, Lewis County, Washington","1249","null","109","null","0","12","null","null","236","null","87","null","479","null","115","null","355","null","100","null","179","null","66","null","369","113","null","null","0","null","12","null","158","86","null","null","125","78","null","null","81","null","63","null","5","10","null","null","426","80","null","null","0","null","12","null","41","42","null","null","187","57","null","null","149","67","null","null","49","32","null","null","224","null","98","null","0","12","null","null","31","28","null","null","65","null","60","null","94","null","67","null","34","28","null","null","230","55","null","null","0","12","null","null","6","null","9","null","102","null","60","null","31","27","null","null","91","51","null","null",
"1400000US53041971300","Census Tract 9713, Lewis County, Washington","2079","null","111","null","26","37","null","null","382","null","101","null","699","null","133","null","600","null","156","null","372","null","107","null","334","101","null","null","23","null","37","null","203","67","null","null","67","48","null","null","41","null","62","null","0","17","null","null","830","140","null","null","3","null","5","null","118","60","null","null","325","82","null","null","230","94","null","null","154","64","null","null","358","null","93","null","0","17","null","null","21","22","null","null","140","null","72","null","127","null","64","null","70","47","null","null","557","128","null","null","0","17","null","null","40","null","32","null","167","null","70","null","202","108","null","null","148","76","null","null",
"1400000US53041971400","Census Tract 9714, Lewis County, Washington","925","null","77","null","12","16","null","null","162","null","54","null","417","null","91","null","239","null","74","null","95","null","64","null","107","48","null","null","2","null","4","null","89","43","null","null","16","19","null","null","0","null","12","null","0","12","null","null","394","62","null","null","10","null","16","null","42","31","null","null","192","53","null","null","139","51","null","null","11","13","null","null","139","null","61","null","0","12","null","null","5","8","null","null","50","null","27","null","30","null","21","null","54","59","null","null","285","65","null","null","0","12","null","null","26","null","20","null","159","null","65","null","70","51","null","null","30","25","null","null",
"1400000US53041971500","Census Tract 9715, Lewis County, Washington","2706","null","127","null","84","39","null","null","532","null","102","null","972","null","120","null","623","null","89","null","495","null","112","null","451","90","null","null","52","null","33","null","237","63","null","null","147","49","null","null","13","null","9","null","2","4","null","null","1202","165","null","null","27","null","20","null","191","85","null","null","518","103","null","null","264","62","null","null","202","92","null","null","455","null","109","null","3","5","null","null","75","44","null","null","140","null","80","null","149","null","47","null","88","42","null","null","598","99","null","null","2","4","null","null","29","null","21","null","167","null","59","null","197","67","null","null","203","102","null","null",
"1400000US53041971600","Census Tract 9716, Lewis County, Washington","1428","null","111","null","62","40","null","null","271","null","81","null","573","null","112","null","321","null","78","null","201","null","56","null","391","97","null","null","17","null","16","null","162","69","null","null","141","74","null","null","32","null","29","null","39","32","null","null","509","100","null","null","22","null","24","null","55","37","null","null","218","75","null","null","135","61","null","null","79","40","null","null","255","null","68","null","0","12","null","null","25","20","null","null","109","null","59","null","78","null","41","null","43","26","null","null","273","75","null","null","23","32","null","null","29","null","26","null","105","null","47","null","76","38","null","null","40","29","null","null",
"1400000US53041971700","Census Tract 9717, Lewis County, Washington","1985","null","130","null","45","29","null","null","452","null","139","null","802","null","127","null","406","null","128","null","280","null","74","null","591","127","null","null","31","null","25","null","282","109","null","null","162","67","null","null","81","null","67","null","35","31","null","null","860","148","null","null","5","null","7","null","109","56","null","null","432","115","null","null","215","85","null","null","99","51","null","null","243","null","84","null","9","13","null","null","61","66","null","null","81","null","40","null","47","null","37","null","45","31","null","null","291","89","null","null","0","12","null","null","0","null","12","null","127","null","75","null","63","55","null","null","101","42","null","null",
"1400000US53041971800","Census Tract 9718, Lewis County, Washington","1761","null","166","null","21","20","null","null","573","null","153","null","553","null","124","null","447","null","114","null","167","null","87","null","585","143","null","null","21","null","20","null","435","132","null","null","108","65","null","null","21","null","24","null","0","12","null","null","748","158","null","null","0","null","12","null","103","62","null","null","339","106","null","null","229","97","null","null","77","65","null","null","196","null","105","null","0","12","null","null","26","20","null","null","67","null","62","null","86","null","64","null","17","19","null","null","232","62","null","null","0","12","null","null","9","null","16","null","39","null","36","null","111","42","null","null","73","46","null","null",
"1400000US53041971900","Census Tract 9719, Lewis County, Washington","1120","null","119","null","36","27","null","null","318","null","82","null","306","null","84","null","300","null","87","null","160","null","64","null","359","92","null","null","19","null","18","null","209","74","null","null","96","53","null","null","7","null","12","null","28","30","null","null","437","107","null","null","0","null","12","null","59","37","null","null","188","69","null","null","136","59","null","null","54","52","null","null","100","null","53","null","17","20","null","null","3","5","null","null","15","null","13","null","58","null","45","null","7","11","null","null","224","89","null","null","0","12","null","null","47","null","38","null","7","null","15","null","99","61","null","null","71","60","null","null",
"1400000US53041972000","Census Tract 9720, Lewis County, Washington","1502","null","148","null","41","35","null","null","489","null","142","null","455","null","114","null","320","null","111","null","197","null","93","null","581","148","null","null","17","null","18","null","356","121","null","null","112","68","null","null","75","null","52","null","21","24","null","null","630","153","null","null","24","null","29","null","133","73","null","null","223","75","null","null","145","70","null","null","105","75","null","null","158","null","82","null","0","12","null","null","0","12","null","null","70","null","56","null","63","null","62","null","25","24","null","null","133","73","null","null","0","12","null","null","0","null","12","null","50","null","42","null","37","29","null","null","46","57","null","null",
"1400000US53043960100","Census Tract 9601, Lincoln County, Washington","787","null","57","null","49","31","null","null","210","null","54","null","287","null","59","null","135","null","54","null","106","null","47","null","224","54","null","null","35","null","25","null","138","48","null","null","47","31","null","null","0","null","12","null","4","6","null","null","234","57","null","null","14","null","21","null","39","26","null","null","103","37","null","null","39","20","null","null","39","30","null","null","104","null","53","null","0","12","null","null","7","11","null","null","37","null","26","null","35","null","36","null","25","29","null","null","225","57","null","null","0","12","null","null","26","null","12","null","100","null","48","null","61","37","null","null","38","25","null","null",
"1400000US53043960200","Census Tract 9602, Lincoln County, Washington","1265","null","102","null","0","12","null","null","246","null","71","null","467","null","96","null","310","null","86","null","242","null","90","null","269","74","null","null","0","null","12","null","156","63","null","null","59","29","null","null","40","null","35","null","14","15","null","null","585","104","null","null","0","null","12","null","49","40","null","null","256","78","null","null","160","67","null","null","120","63","null","null","143","null","60","null","0","12","null","null","8","13","null","null","52","null","44","null","69","null","40","null","14","15","null","null","268","97","null","null","0","12","null","null","33","null","24","null","100","null","56","null","41","24","null","null","94","71","null","null",
"1400000US53043960300","Census Tract 9603, Lincoln County, Washington","1194","null","98","null","28","22","null","null","330","null","76","null","395","null","72","null","303","null","82","null","138","null","33","null","351","60","null","null","25","null","22","null","194","54","null","null","93","31","null","null","27","null","26","null","12","11","null","null","508","71","null","null","3","null","5","null","59","32","null","null","229","51","null","null","154","57","null","null","63","20","null","null","152","null","63","null","0","12","null","null","55","32","null","null","16","null","17","null","63","null","48","null","18","12","null","null","183","33","null","null","0","12","null","null","22","null","17","null","57","null","23","null","59","24","null","null","45","19","null","null",
"1400000US53043960400","Census Tract 9604, Lincoln County, Washington","1364","null","79","null","39","22","null","null","299","null","77","null","603","null","93","null","259","null","73","null","164","null","46","null","415","86","null","null","35","null","21","null","193","61","null","null","133","44","null","null","9","null","9","null","45","32","null","null","579","84","null","null","4","null","7","null","86","50","null","null","286","64","null","null","148","50","null","null","55","23","null","null","161","null","47","null","0","12","null","null","7","7","null","null","82","null","42","null","45","null","24","null","27","21","null","null","209","64","null","null","0","12","null","null","13","null","15","null","102","null","52","null","57","32","null","null","37","17","null","null",
"1400000US53045940000","Census Tract 9400, Mason County, Washington","215","null","48","null","16","11","null","null","84","null","28","null","70","null","23","null","29","null","16","null","16","null","10","null","45","18","null","null","10","null","9","null","24","11","null","null","9","8","null","null","2","null","4","null","0","12","null","null","57","18","null","null","3","null","3","null","12","7","null","null","29","14","null","null","8","6","null","null","5","5","null","null","45","null","18","null","3","5","null","null","20","13","null","null","6","null","5","null","12","null","10","null","4","5","null","null","68","25","null","null","0","12","null","null","28","null","18","null","26","null","14","null","7","9","null","null","7","7","null","null",
"1400000US53045960100","Census Tract 9601, Mason County, Washington","361","null","65","null","20","19","null","null","52","null","28","null","158","null","49","null","77","null","43","null","54","null","29","null","69","43","null","null","4","null","6","null","23","15","null","null","35","39","null","null","7","null","7","null","0","12","null","null","201","53","null","null","16","null","18","null","19","20","null","null","117","39","null","null","33","14","null","null","16","17","null","null","32","null","24","null","0","12","null","null","0","12","null","null","6","null","9","null","3","null","5","null","23","22","null","null","59","44","null","null","0","12","null","null","10","null","15","null","0","null","12","null","34","40","null","null","15","14","null","null",
"1400000US53045960200","Census Tract 9602, Mason County, Washington","2425","null","281","null","30","27","null","null","709","null","237","null","914","null","218","null","484","null","129","null","288","null","132","null","734","234","null","null","5","null","9","null","521","208","null","null","169","102","null","null","25","null","32","null","14","19","null","null","1023","198","null","null","6","null","8","null","32","32","null","null","504","158","null","null","363","121","null","null","118","88","null","null","299","null","125","null","19","29","null","null","70","73","null","null","121","null","80","null","45","null","44","null","44","48","null","null","369","151","null","null","0","17","null","null","86","null","91","null","120","null","78","null","51","31","null","null","112","96","null","null",
"1400000US53045960300","Census Tract 9603, Mason County, Washington","2637","null","253","null","11","19","null","null","745","null","227","null","846","null","210","null","596","null","186","null","439","null","165","null","425","152","null","null","0","null","17","null","303","142","null","null","43","39","null","null","32","null","38","null","47","48","null","null","1263","218","null","null","0","null","17","null","209","89","null","null","549","184","null","null","299","104","null","null","206","124","null","null","408","null","157","null","0","17","null","null","56","89","null","null","83","null","74","null","157","null","115","null","112","66","null","null","541","153","null","null","11","19","null","null","177","null","120","null","171","null","109","null","108","59","null","null","74","62","null","null",
"1400000US53045960400","Census Tract 9604, Mason County, Washington","3287","null","234","null","94","59","null","null","461","null","119","null","1571","null","253","null","844","null","230","null","317","null","151","null","746","219","null","null","61","null","54","null","293","99","null","null","291","166","null","null","38","null","63","null","63","91","null","null","1672","190","null","null","33","null","27","null","143","77","null","null","925","179","null","null","411","129","null","null","160","101","null","null","317","null","151","null","0","17","null","null","0","17","null","null","160","null","111","null","116","null","88","null","41","46","null","null","552","211","null","null","0","17","null","null","25","null","39","null","195","null","114","null","279","170","null","null","53","44","null","null",
"1400000US53045960500","Census Tract 9605, Mason County, Washington","2145","null","218","null","38","27","null","null","557","null","180","null","831","null","172","null","410","null","129","null","309","null","153","null","547","183","null","null","27","null","22","null","335","144","null","null","138","89","null","null","47","null","43","null","0","12","null","null","995","157","null","null","11","null","17","null","160","85","null","null","512","119","null","null","241","110","null","null","71","56","null","null","241","null","126","null","0","12","null","null","11","19","null","null","70","null","56","null","104","null","63","null","56","88","null","null","362","138","null","null","0","12","null","null","51","null","57","null","111","null","60","null","18","28","null","null","182","118","null","null",
"1400000US53045960600","Census Tract 9606, Mason County, Washington","1306","null","114","null","33","26","null","null","271","null","99","null","561","null","128","null","289","null","95","null","152","null","69","null","320","116","null","null","20","null","17","null","196","87","null","null","72","61","null","null","11","null","16","null","21","24","null","null","400","91","null","null","0","null","12","null","47","35","null","null","255","87","null","null","69","43","null","null","29","21","null","null","228","null","94","null","0","12","null","null","0","12","null","null","125","null","80","null","86","null","61","null","17","18","null","null","358","92","null","null","13","20","null","null","28","null","29","null","109","null","59","null","123","66","null","null","85","58","null","null",
"1400000US53045960700","Census Tract 9607, Mason County, Washington","552","null","68","null","4","6","null","null","203","null","78","null","200","null","69","null","103","null","64","null","42","null","31","null","163","69","null","null","4","null","6","null","112","56","null","null","9","13","null","null","38","null","48","null","0","12","null","null","112","45","null","null","0","null","12","null","6","9","null","null","77","39","null","null","20","21","null","null","9","13","null","null","97","null","50","null","0","12","null","null","5","8","null","null","61","null","44","null","10","null","16","null","21","22","null","null","180","69","null","null","0","12","null","null","80","null","50","null","53","null","42","null","35","35","null","null","12","19","null","null",
"1400000US53045960800","Census Tract 9608, Mason County, Washington","1410","null","112","null","355","95","null","null","514","null","104","null","320","null","77","null","117","null","51","null","104","null","52","null","680","107","null","null","284","null","76","null","328","87","null","null","52","34","null","null","8","null","13","null","8","13","null","null","424","95","null","null","71","null","58","null","109","59","null","null","144","53","null","null","59","35","null","null","41","42","null","null","146","null","63","null","0","12","null","null","66","50","null","null","39","null","35","null","26","null","25","null","15","19","null","null","160","59","null","null","0","12","null","null","11","null","18","null","85","null","53","null","24","21","null","null","40","29","null","null",
"1400000US53045960900","Census Tract 9609, Mason County, Washington","1621","null","145","null","97","49","null","null","499","null","129","null","622","null","138","null","260","null","91","null","143","null","63","null","348","87","null","null","87","null","47","null","159","55","null","null","102","57","null","null","0","null","12","null","0","12","null","null","528","111","null","null","10","null","16","null","160","79","null","null","256","100","null","null","95","52","null","null","7","11","null","null","271","null","91","null","0","12","null","null","72","54","null","null","110","null","51","null","55","null","37","null","34","34","null","null","474","96","null","null","0","12","null","null","108","null","62","null","154","null","74","null","110","61","null","null","102","55","null","null",
"1400000US53045961000","Census Tract 9610, Mason County, Washington","1935","null","127","null","75","51","null","null","316","null","84","null","794","null","130","null","442","null","102","null","308","null","99","null","398","102","null","null","36","null","27","null","177","72","null","null","146","59","null","null","36","null","34","null","3","6","null","null","850","115","null","null","29","null","42","null","55","37","null","null","445","98","null","null","181","56","null","null","140","83","null","null","288","null","104","null","10","16","null","null","73","59","null","null","74","null","65","null","86","null","46","null","45","28","null","null","399","85","null","null","0","17","null","null","11","null","12","null","129","null","71","null","139","58","null","null","120","47","null","null",
"1400000US53045961100","Census Tract 9611, Mason County, Washington","2390","null","223","null","103","75","null","null","727","null","196","null","835","null","164","null","520","null","169","null","205","null","83","null","703","197","null","null","35","null","36","null","532","163","null","null","117","71","null","null","19","null","29","null","0","17","null","null","988","150","null","null","27","null","32","null","117","66","null","null","462","104","null","null","306","125","null","null","76","53","null","null","346","null","121","null","16","26","null","null","62","78","null","null","130","null","64","null","87","null","57","null","51","44","null","null","353","122","null","null","25","39","null","null","16","null","25","null","126","null","78","null","108","79","null","null","78","53","null","null",
"1400000US53045961200","Census Tract 9612, Mason County, Washington","1429","null","139","null","67","35","null","null","388","null","105","null","554","null","135","null","294","null","74","null","126","null","68","null","371","112","null","null","53","null","32","null","243","85","null","null","67","41","null","null","8","null","12","null","0","12","null","null","618","145","null","null","14","null","16","null","71","43","null","null","321","103","null","null","175","76","null","null","37","28","null","null","204","null","82","null","0","12","null","null","26","23","null","null","103","null","73","null","67","null","45","null","8","12","null","null","236","89","null","null","0","12","null","null","48","null","59","null","63","null","50","null","44","44","null","null","81","54","null","null",
"1400000US53045961300","Census Tract 9613, Mason County, Washington","1561","null","110","null","80","63","null","null","264","null","73","null","701","null","115","null","281","null","81","null","235","null","71","null","445","99","null","null","8","null","13","null","194","67","null","null","178","83","null","null","22","null","32","null","43","37","null","null","648","112","null","null","64","null","59","null","46","34","null","null","285","83","null","null","190","73","null","null","63","33","null","null","169","null","63","null","8","14","null","null","17","16","null","null","65","null","40","null","12","null","18","null","67","51","null","null","299","73","null","null","0","12","null","null","7","null","8","null","173","null","70","null","57","42","null","null","62","39","null","null",
"1400000US53047940100","Census Tract 9401, Okanogan County, Washington","1028","null","124","null","56","30","null","null","350","null","78","null","326","null","68","null","202","null","61","null","94","null","40","null","278","56","null","null","30","null","22","null","173","43","null","null","52","29","null","null","13","null","15","null","10","14","null","null","300","55","null","null","22","null","19","null","74","32","null","null","125","32","null","null","69","26","null","null","10","8","null","null","135","null","51","null","0","12","null","null","24","19","null","null","54","null","34","null","33","null","23","null","24","21","null","null","315","79","null","null","4","8","null","null","79","null","43","null","95","null","39","null","87","57","null","null","50","35","null","null",
"1400000US53047940200","Census Tract 9402, Okanogan County, Washington","886","null","138","null","51","36","null","null","328","null","98","null","274","null","91","null","196","null","87","null","37","null","28","null","130","66","null","null","29","null","30","null","83","54","null","null","18","22","null","null","0","null","12","null","0","12","null","null","333","104","null","null","22","null","26","null","111","60","null","null","119","65","null","null","74","54","null","null","7","13","null","null","194","null","80","null","0","12","null","null","56","49","null","null","74","null","47","null","56","null","43","null","8","13","null","null","229","114","null","null","0","12","null","null","78","null","68","null","63","null","47","null","66","59","null","null","22","25","null","null",
"1400000US53047970300","Census Tract 9703, Okanogan County, Washington","3151","null","256","null","105","58","null","null","749","null","176","null","1341","null","222","null","680","null","197","null","276","null","137","null","1004","212","null","null","38","null","26","null","514","149","null","null","301","116","null","null","139","null","95","null","12","20","null","null","1244","173","null","null","34","null","32","null","146","69","null","null","616","137","null","null","301","100","null","null","147","105","null","null","318","null","168","null","17","27","null","null","54","47","null","null","85","null","67","null","111","null","134","null","51","42","null","null","585","177","null","null","16","25","null","null","35","null","32","null","339","null","141","null","129","84","null","null","66","55","null","null",
"1400000US53047970400","Census Tract 9704, Okanogan County, Washington","1544","null","153","null","133","63","null","null","414","null","92","null","585","null","143","null","239","null","102","null","173","null","74","null","455","105","null","null","100","null","42","null","234","66","null","null","93","46","null","null","28","null","38","null","0","12","null","null","538","116","null","null","33","null","50","null","107","51","null","null","261","87","null","null","99","50","null","null","38","28","null","null","171","null","94","null","0","12","null","null","28","26","null","null","92","null","80","null","9","null","10","null","42","30","null","null","380","122","null","null","0","12","null","null","45","null","52","null","139","null","65","null","103","78","null","null","93","77","null","null",
"1400000US53047970500","Census Tract 9705, Okanogan County, Washington","1104","null","111","null","71","48","null","null","196","null","87","null","373","null","98","null","369","null","105","null","95","null","53","null","255","91","null","null","19","null","23","null","152","86","null","null","57","37","null","null","27","null","29","null","0","12","null","null","482","112","null","null","3","null","5","null","19","18","null","null","179","77","null","null","251","95","null","null","30","35","null","null","171","null","60","null","49","39","null","null","21","15","null","null","34","null","35","null","31","null","23","null","36","31","null","null","196","87","null","null","0","12","null","null","4","null","7","null","103","null","74","null","60","37","null","null","29","29","null","null",
"1400000US53047970600","Census Tract 9706, Okanogan County, Washington","2617","null","209","null","193","98","null","null","666","null","173","null","814","null","186","null","571","null","173","null","373","null","147","null","605","176","null","null","181","null","98","null","319","123","null","null","68","51","null","null","29","null","35","null","8","14","null","null","984","181","null","null","0","null","17","null","234","97","null","null","409","128","null","null","216","111","null","null","125","79","null","null","467","null","154","null","12","18","null","null","113","76","null","null","71","null","53","null","138","null","82","null","133","82","null","null","561","155","null","null","0","17","null","null","0","null","17","null","266","null","116","null","188","122","null","null","107","83","null","null",
"1400000US53047970700","Census Tract 9707, Okanogan County, Washington","1639","null","166","null","139","72","null","null","479","null","136","null","663","null","135","null","307","null","100","null","51","null","39","null","553","152","null","null","70","null","61","null","360","114","null","null","53","39","null","null","70","null","69","null","0","12","null","null","664","124","null","null","41","null","41","null","81","56","null","null","393","107","null","null","114","53","null","null","35","32","null","null","163","null","80","null","28","27","null","null","22","35","null","null","88","null","57","null","15","null","17","null","10","16","null","null","259","80","null","null","0","12","null","null","16","null","18","null","129","null","62","null","108","67","null","null","6","11","null","null",
"1400000US53047970800","Census Tract 9708, Okanogan County, Washington","1293","null","173","null","97","54","null","null","258","null","81","null","499","null","126","null","319","null","102","null","120","null","72","null","232","66","null","null","62","null","47","null","89","41","null","null","76","48","null","null","5","null","8","null","0","12","null","null","352","96","null","null","17","null","19","null","41","32","null","null","153","59","null","null","92","45","null","null","49","53","null","null","269","null","97","null","11","18","null","null","78","42","null","null","91","null","65","null","67","null","38","null","22","21","null","null","440","142","null","null","7","12","null","null","50","null","44","null","179","null","86","null","155","83","null","null","49","44","null","null",
"1400000US53047970900","Census Tract 9709, Okanogan County, Washington","932","null","149","null","8","11","null","null","130","null","52","null","471","null","116","null","203","null","85","null","120","null","69","null","212","78","null","null","8","null","11","null","117","52","null","null","70","58","null","null","13","null","15","null","4","7","null","null","430","101","null","null","0","null","12","null","9","8","null","null","248","83","null","null","119","58","null","null","54","34","null","null","164","null","99","null","0","12","null","null","4","6","null","null","68","null","45","null","35","null","56","null","57","58","null","null","126","59","null","null","0","12","null","null","0","null","12","null","85","null","58","null","36","27","null","null","5","9","null","null",
"1400000US53047971000","Census Tract 9710, Okanogan County, Washington","1546","null","161","null","28","27","null","null","419","null","92","null","635","null","127","null","375","null","107","null","89","null","43","null","467","101","null","null","23","null","26","null","257","86","null","null","149","54","null","null","30","null","25","null","8","12","null","null","681","140","null","null","5","null","8","null","114","60","null","null","350","104","null","null","193","73","null","null","19","17","null","null","192","null","70","null","0","12","null","null","34","29","null","null","91","null","47","null","47","null","28","null","20","21","null","null","206","79","null","null","0","12","null","null","14","null","18","null","45","null","31","null","105","66","null","null","42","28","null","null",
"1400000US53049950200","Census Tract 9502, Pacific County, Washington","1990","null","153","null","145","56","null","null","561","null","103","null","701","null","118","null","376","null","113","null","207","null","67","null","597","108","null","null","99","null","43","null","321","88","null","null","147","60","null","null","19","null","22","null","11","16","null","null","620","106","null","null","21","null","26","null","147","59","null","null","253","70","null","null","114","50","null","null","85","49","null","null","389","null","96","null","10","15","null","null","33","25","null","null","225","null","84","null","85","null","60","null","36","28","null","null","384","102","null","null","15","22","null","null","60","null","42","null","76","null","40","null","158","76","null","null","75","43","null","null",
"1400000US53049950300","Census Tract 9503, Pacific County, Washington","1485","null","137","null","79","43","null","null","498","null","115","null","547","null","117","null","211","null","71","null","150","null","59","null","503","107","null","null","46","null","34","null","305","99","null","null","105","65","null","null","13","null","15","null","34","32","null","null","645","98","null","null","18","null","22","null","132","48","null","null","319","77","null","null","100","42","null","null","76","45","null","null","154","null","67","null","8","12","null","null","21","18","null","null","31","null","24","null","69","null","51","null","25","26","null","null","183","53","null","null","7","12","null","null","40","null","21","null","92","null","39","null","29","28","null","null","15","13","null","null",
"1400000US53049950400","Census Tract 9504, Pacific County, Washington","1541","null","126","null","65","39","null","null","221","null","69","null","747","null","117","null","331","null","72","null","177","null","66","null","291","85","null","null","61","null","40","null","135","61","null","null","83","48","null","null","8","null","12","null","4","7","null","null","725","139","null","null","4","null","6","null","60","33","null","null","414","110","null","null","192","68","null","null","55","46","null","null","167","null","51","null","0","12","null","null","4","6","null","null","72","null","38","null","42","null","27","null","49","28","null","null","358","94","null","null","0","12","null","null","22","null","20","null","178","null","75","null","89","50","null","null","69","46","null","null",
"1400000US53049950500","Census Tract 9505, Pacific County, Washington","1221","null","125","null","70","45","null","null","359","null","92","null","483","null","107","null","194","null","86","null","115","null","53","null","443","93","null","null","64","null","41","null","264","72","null","null","82","43","null","null","25","null","23","null","8","12","null","null","411","81","null","null","6","null","9","null","38","27","null","null","232","71","null","null","90","50","null","null","45","33","null","null","163","null","70","null","0","12","null","null","26","30","null","null","67","null","42","null","45","null","49","null","25","34","null","null","204","81","null","null","0","12","null","null","31","null","32","null","102","null","69","null","34","29","null","null","37","23","null","null",
"1400000US53049950600","Census Tract 9506, Pacific County, Washington","723","null","86","null","68","32","null","null","357","null","66","null","196","null","51","null","72","null","36","null","30","null","25","null","315","74","null","null","49","null","28","null","228","59","null","null","31","19","null","null","0","null","12","null","7","7","null","null","272","62","null","null","15","null","12","null","79","39","null","null","121","45","null","null","46","28","null","null","11","17","null","null","72","null","37","null","0","12","null","null","43","28","null","null","13","null","16","null","16","null","20","null","0","12","null","null","64","35","null","null","4","6","null","null","7","null","10","null","31","null","22","null","10","14","null","null","12","15","null","null",
"1400000US53049950700","Census Tract 9507, Pacific County, Washington","1171","null","178","null","41","39","null","null","267","null","92","null","524","null","136","null","222","null","89","null","117","null","73","null","347","120","null","null","41","null","39","null","187","82","null","null","85","71","null","null","14","null","22","null","20","32","null","null","583","158","null","null","0","null","12","null","57","33","null","null","376","127","null","null","87","68","null","null","63","55","null","null","110","null","49","null","0","12","null","null","23","26","null","null","38","null","29","null","49","null","40","null","0","12","null","null","131","80","null","null","0","12","null","null","0","null","12","null","25","null","39","null","72","62","null","null","34","33","null","null",
"1400000US53049950800","Census Tract 9508, Pacific County, Washington","1232","null","178","null","51","55","null","null","433","null","133","null","465","null","172","null","167","null","82","null","116","null","79","null","492","148","null","null","14","null","18","null","342","123","null","null","76","74","null","null","22","null","29","null","38","60","null","null","477","120","null","null","0","null","12","null","77","48","null","null","294","110","null","null","106","75","null","null","0","12","null","null","111","null","65","null","0","12","null","null","14","22","null","null","51","null","45","null","11","null","22","null","35","34","null","null","152","67","null","null","37","55","null","null","0","null","12","null","44","null","41","null","28","23","null","null","43","34","null","null",
"1400000US53049990100","Census Tract 9901, Pacific County, Washington","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US53051970100","Census Tract 9701, Pend Oreille County, Washington","977","null","102","null","57","38","null","null","243","null","70","null","399","null","87","null","161","null","64","null","117","null","60","null","260","61","null","null","13","null","11","null","136","51","null","null","92","43","null","null","15","null","15","null","4","6","null","null","429","79","null","null","25","null","18","null","68","31","null","null","223","68","null","null","71","33","null","null","42","37","null","null","176","null","55","null","19","29","null","null","8","8","null","null","70","null","43","null","50","null","49","null","29","26","null","null","112","44","null","null","0","12","null","null","31","null","32","null","14","null","12","null","25","17","null","null","42","32","null","null",
"1400000US53051970200","Census Tract 9702, Pend Oreille County, Washington","1096","null","111","null","16","21","null","null","268","null","76","null","394","null","81","null","200","null","63","null","218","null","52","null","255","77","null","null","13","null","21","null","102","47","null","null","118","55","null","null","17","null","15","null","5","8","null","null","502","93","null","null","3","null","5","null","53","31","null","null","247","79","null","null","153","58","null","null","46","26","null","null","118","null","57","null","0","12","null","null","60","50","null","null","12","null","10","null","20","null","21","null","26","21","null","null","221","58","null","null","0","12","null","null","53","null","32","null","17","null","17","null","10","11","null","null","141","40","null","null",
"1400000US53051970300","Census Tract 9703, Pend Oreille County, Washington","1364","null","115","null","147","54","null","null","460","null","107","null","469","null","98","null","149","null","55","null","139","null","50","null","378","95","null","null","117","null","48","null","141","52","null","null","120","61","null","null","0","null","12","null","0","12","null","null","539","96","null","null","5","null","8","null","149","86","null","null","234","71","null","null","62","37","null","null","89","39","null","null","187","null","64","null","14","20","null","null","87","43","null","null","30","null","27","null","36","null","24","null","20","24","null","null","260","76","null","null","11","16","null","null","83","null","46","null","85","null","55","null","51","35","null","null","30","19","null","null",
