"GEO_ID","NAME","B08201_001E","B08201_001M","B08201_001MA","B08201_001EA","B08201_002E","B08201_002M","B08201_002MA","B08201_002EA","B08201_003E","B08201_003EA","B08201_003M","B08201_003MA","B08201_004E","B08201_004EA","B08201_004M","B08201_004MA","B08201_005E","B08201_005EA","B08201_005M","B08201_005MA","B08201_006E","B08201_006EA","B08201_006M","B08201_006MA","B08201_007E","B08201_007EA","B08201_007M","B08201_007MA","B08201_008E","B08201_008EA","B08201_008M","B08201_008MA","B08201_009E","B08201_009EA","B08201_009M","B08201_009MA","B08201_010E","B08201_010EA","B08201_010M","B08201_010MA","B08201_011E","B08201_011EA","B08201_011M","B08201_011MA","B08201_012E","B08201_012M","B08201_012MA","B08201_012EA","B08201_013E","B08201_013EA","B08201_013M","B08201_013MA","B08201_014E","B08201_014EA","B08201_014M","B08201_014MA","B08201_015E","B08201_015EA","B08201_015M","B08201_015MA","B08201_016E","B08201_016EA","B08201_016M","B08201_016MA","B08201_017E","B08201_017EA","B08201_017M","B08201_017MA","B08201_018E","B08201_018EA","B08201_018M","B08201_018MA","B08201_019E","B08201_019EA","B08201_019M","B08201_019MA","B08201_020E","B08201_020EA","B08201_020M","B08201_020MA","B08201_021E","B08201_021M","B08201_021MA","B08201_021EA","B08201_022E","B08201_022EA","B08201_022M","B08201_022MA","B08201_023E","B08201_023EA","B08201_023M","B08201_023MA","B08201_024E","B08201_024EA","B08201_024M","B08201_024MA","B08201_025E","B08201_025EA","B08201_025M","B08201_025MA","B08201_026E","B08201_026EA","B08201_026M","B08201_026MA","B08201_027E","B08201_027EA","B08201_027M","B08201_027MA","B08201_028E","B08201_028EA","B08201_028M","B08201_028MA","B08201_029E","B08201_029EA","B08201_029M","B08201_029MA","B08201_030E","B08201_030EA","B08201_030M","B08201_030MA",
"1400000US53061041808","Census Tract 418.08, Snohomish County, Washington","1702","103","null","null","56","42","null","null","721","null","154","null","578","null","116","null","222","null","117","null","125","null","75","null","564","null","115","null","48","null","41","null","393","null","105","null","108","null","58","null","0","null","12","null","15","25","null","null","445","null","108","null","8","null","11","null","132","null","81","null","299","null","87","null","0","null","12","null","6","null","12","null","313","null","134","null","0","null","12","null","92","74","null","null","66","null","44","null","140","null","107","null","15","null","23","null","380","null","87","null","0","null","12","null","104","null","59","null","105","null","62","null","82","null","69","null","89","null","69","null",
"1400000US53061041809","Census Tract 418.09, Snohomish County, Washington","2115","153","null","null","206","137","null","null","872","null","241","null","757","null","247","null","159","null","108","null","121","null","71","null","623","null","178","null","157","null","113","null","346","null","162","null","120","null","79","null","0","null","17","null","0","17","null","null","579","null","221","null","0","null","17","null","164","null","101","null","345","null","189","null","30","null","54","null","40","null","49","null","386","null","136","null","49","null","64","null","229","145","null","null","86","null","82","null","22","null","28","null","0","null","17","null","527","null","171","null","0","null","17","null","133","null","124","null","206","null","154","null","107","null","88","null","81","null","63","null",
"1400000US53061041810","Census Tract 418.10, Snohomish County, Washington","2237","147","null","null","190","118","null","null","926","null","180","null","673","null","169","null","432","null","161","null","16","null","27","null","673","null","176","null","155","null","113","null","492","null","157","null","26","null","30","null","0","null","17","null","0","17","null","null","755","null","198","null","35","null","47","null","258","null","133","null","286","null","131","null","176","null","117","null","0","null","17","null","329","null","158","null","0","null","17","null","27","55","null","null","128","null","109","null","174","null","126","null","0","null","17","null","480","null","113","null","0","null","17","null","149","null","103","null","233","null","110","null","82","null","54","null","16","null","27","null",
"1400000US53061041811","Census Tract 418.11, Snohomish County, Washington","2697","201","null","null","96","60","null","null","744","null","194","null","1302","null","225","null","360","null","131","null","195","null","89","null","716","null","195","null","53","null","42","null","594","null","192","null","59","null","53","null","0","null","17","null","10","20","null","null","879","null","205","null","43","null","49","null","98","null","56","null","559","null","178","null","161","null","98","null","18","null","22","null","377","null","145","null","0","null","17","null","40","39","null","null","279","null","130","null","52","null","47","null","6","null","12","null","725","null","104","null","0","null","17","null","12","null","22","null","405","null","107","null","147","null","102","null","161","null","87","null",
"1400000US53061041812","Census Tract 418.12, Snohomish County, Washington","2712","135","null","null","310","119","null","null","1074","null","209","null","993","null","194","null","266","null","116","null","69","null","48","null","946","null","187","null","284","null","115","null","565","null","159","null","97","null","85","null","0","null","17","null","0","17","null","null","694","null","185","null","16","null","26","null","245","null","149","null","368","null","123","null","65","null","60","null","0","null","17","null","402","null","132","null","0","null","17","null","162","127","null","null","164","null","80","null","55","null","49","null","21","null","28","null","670","null","163","null","10","null","18","null","102","null","111","null","364","null","144","null","146","null","91","null","48","null","38","null",
"1400000US53061041901","Census Tract 419.01, Snohomish County, Washington","1979","80","null","null","100","72","null","null","656","null","151","null","776","null","159","null","312","null","109","null","135","null","72","null","418","null","113","null","61","null","61","null","298","null","99","null","47","null","32","null","12","null","20","null","0","17","null","null","612","null","129","null","0","null","17","null","181","null","85","null","359","null","117","null","47","null","31","null","25","null","24","null","229","null","88","null","13","null","20","null","58","61","null","null","117","null","57","null","41","null","35","null","0","null","17","null","720","null","115","null","26","null","40","null","119","null","67","null","253","null","101","null","212","null","94","null","110","null","67","null",
"1400000US53061041903","Census Tract 419.03, Snohomish County, Washington","3100","162","null","null","282","133","null","null","1548","null","272","null","902","null","203","null","175","null","91","null","193","null","136","null","945","null","198","null","176","null","117","null","657","null","189","null","112","null","77","null","0","null","17","null","0","17","null","null","889","null","204","null","52","null","48","null","340","null","159","null","395","null","139","null","30","null","43","null","72","null","78","null","533","null","175","null","19","null","31","null","276","144","null","null","145","null","98","null","80","null","68","null","13","null","26","null","733","null","170","null","35","null","38","null","275","null","137","null","250","null","119","null","65","null","50","null","108","null","108","null",
"1400000US53061041904","Census Tract 419.04, Snohomish County, Washington","2360","128","null","null","378","151","null","null","1058","null","228","null","599","null","180","null","223","null","93","null","102","null","72","null","987","null","205","null","253","null","114","null","676","null","204","null","58","null","55","null","0","null","17","null","0","17","null","null","635","null","182","null","57","null","57","null","278","null","142","null","190","null","120","null","110","null","71","null","0","null","17","null","145","null","95","null","23","null","35","null","44","58","null","null","24","null","38","null","38","null","45","null","16","null","27","null","593","null","161","null","45","null","62","null","60","null","64","null","327","null","146","null","75","null","58","null","86","null","71","null",
"1400000US53061041905","Census Tract 419.05, Snohomish County, Washington","2336","146","null","null","33","37","null","null","1061","null","196","null","603","null","162","null","370","null","118","null","269","null","125","null","660","null","151","null","33","null","37","null","559","null","143","null","68","null","45","null","0","null","17","null","0","17","null","null","611","null","158","null","0","null","17","null","263","null","140","null","223","null","103","null","111","null","52","null","14","null","23","null","413","null","162","null","0","null","17","null","193","128","null","null","94","null","71","null","54","null","51","null","72","null","61","null","652","null","175","null","0","null","17","null","46","null","72","null","218","null","126","null","205","null","88","null","183","null","118","null",
"1400000US53061042001","Census Tract 420.01, Snohomish County, Washington","2336","141","null","null","194","107","null","null","317","null","123","null","1049","null","193","null","590","null","156","null","186","null","77","null","445","null","141","null","166","null","112","null","196","null","110","null","83","null","59","null","0","null","17","null","0","17","null","null","840","null","170","null","28","null","33","null","75","null","54","null","577","null","141","null","145","null","69","null","15","null","26","null","526","null","153","null","0","null","17","null","30","34","null","null","251","null","119","null","175","null","109","null","70","null","54","null","525","null","103","null","0","null","17","null","16","null","26","null","138","null","56","null","270","null","105","null","101","null","59","null",
"1400000US53061042003","Census Tract 420.03, Snohomish County, Washington","1158","89","null","null","13","20","null","null","257","null","73","null","508","null","96","null","260","null","91","null","120","null","66","null","235","null","75","null","0","null","12","null","198","null","66","null","19","null","22","null","10","null","16","null","8","12","null","null","483","null","84","null","0","null","12","null","59","null","38","null","300","null","87","null","86","null","38","null","38","null","40","null","194","null","79","null","0","null","12","null","0","12","null","null","52","null","40","null","82","null","57","null","60","null","49","null","246","null","61","null","13","null","20","null","0","null","12","null","137","null","46","null","82","null","47","null","14","null","22","null",
"1400000US53061042004","Census Tract 420.04, Snohomish County, Washington","1636","91","null","null","60","53","null","null","427","null","113","null","651","null","103","null","278","null","86","null","220","null","66","null","360","null","94","null","60","null","53","null","235","null","87","null","58","null","37","null","7","null","13","null","0","12","null","null","501","null","114","null","0","null","12","null","89","null","70","null","257","null","89","null","133","null","71","null","22","null","21","null","442","null","124","null","0","null","12","null","92","78","null","null","185","null","66","null","59","null","38","null","106","null","65","null","333","null","103","null","0","null","12","null","11","null","16","null","151","null","64","null","79","null","47","null","92","null","58","null",
"1400000US53061042005","Census Tract 420.05, Snohomish County, Washington","1941","74","null","null","18","20","null","null","236","null","70","null","987","null","102","null","492","null","98","null","208","null","69","null","218","null","80","null","0","null","17","null","86","null","38","null","121","null","73","null","11","null","17","null","0","17","null","null","787","null","108","null","10","null","15","null","110","null","53","null","461","null","83","null","177","null","78","null","29","null","27","null","373","null","90","null","0","null","17","null","20","23","null","null","133","null","54","null","184","null","64","null","36","null","29","null","563","null","86","null","8","null","12","null","20","null","22","null","272","null","67","null","120","null","57","null","143","null","61","null",
"1400000US53061042006","Census Tract 420.06, Snohomish County, Washington","2065","169","null","null","17","28","null","null","897","null","180","null","884","null","182","null","190","null","82","null","77","null","75","null","697","null","166","null","17","null","28","null","631","null","164","null","49","null","46","null","0","null","12","null","0","12","null","null","731","null","161","null","0","null","12","null","168","null","86","null","491","null","156","null","72","null","53","null","0","null","12","null","217","null","89","null","0","null","12","null","33","36","null","null","105","null","66","null","59","null","51","null","20","null","32","null","420","null","145","null","0","null","12","null","65","null","49","null","239","null","133","null","59","null","56","null","57","null","65","null",
"1400000US53061050101","Census Tract 501.01, Snohomish County, Washington","995","40","null","null","30","21","null","null","204","null","67","null","406","null","68","null","197","null","55","null","158","null","50","null","113","null","40","null","13","null","13","null","76","null","35","null","24","null","16","null","0","null","12","null","0","12","null","null","384","null","64","null","4","null","8","null","57","null","38","null","250","null","59","null","46","null","24","null","27","null","20","null","212","null","56","null","7","null","11","null","31","25","null","null","67","null","29","null","83","null","38","null","24","null","22","null","286","null","49","null","6","null","8","null","40","null","38","null","65","null","29","null","68","null","28","null","107","null","43","null",
"1400000US53061050102","Census Tract 501.02, Snohomish County, Washington","2396","117","null","null","50","58","null","null","786","null","210","null","1063","null","220","null","408","null","163","null","89","null","61","null","585","null","194","null","20","null","34","null","425","null","176","null","85","null","64","null","55","null","87","null","0","17","null","null","1019","null","190","null","14","null","22","null","302","null","132","null","525","null","165","null","132","null","79","null","46","null","43","null","248","null","125","null","0","null","17","null","19","31","null","null","195","null","120","null","10","null","15","null","24","null","36","null","544","null","159","null","16","null","27","null","40","null","50","null","258","null","149","null","211","null","120","null","19","null","28","null",
"1400000US53061050200","Census Tract 502, Snohomish County, Washington","1585","84","null","null","19","21","null","null","220","null","80","null","720","null","100","null","444","null","82","null","182","null","59","null","220","null","75","null","10","null","16","null","149","null","69","null","50","null","35","null","11","null","17","null","0","12","null","null","833","null","118","null","0","null","12","null","71","null","41","null","482","null","87","null","221","null","62","null","59","null","36","null","227","null","71","null","9","null","14","null","0","12","null","null","81","null","53","null","123","null","50","null","14","null","16","null","305","null","71","null","0","null","12","null","0","null","12","null","107","null","44","null","89","null","45","null","109","null","54","null",
"1400000US53061050300","Census Tract 503, Snohomish County, Washington","1990","140","null","null","28","32","null","null","317","null","104","null","962","null","195","null","426","null","112","null","257","null","101","null","266","null","106","null","14","null","23","null","198","null","92","null","54","null","52","null","0","null","17","null","0","17","null","null","890","null","156","null","0","null","17","null","101","null","63","null","615","null","157","null","130","null","84","null","44","null","40","null","411","null","140","null","14","null","23","null","18","28","null","null","144","null","98","null","155","null","66","null","80","null","75","null","423","null","108","null","0","null","17","null","0","null","17","null","149","null","82","null","141","null","74","null","133","null","64","null",
"1400000US53061050401","Census Tract 504.01, Snohomish County, Washington","2874","138","null","null","98","62","null","null","657","null","173","null","1522","null","216","null","373","null","118","null","224","null","91","null","635","null","164","null","82","null","57","null","408","null","150","null","130","null","81","null","15","null","23","null","0","17","null","null","1205","null","209","null","0","null","17","null","216","null","115","null","840","null","174","null","117","null","74","null","32","null","33","null","471","null","127","null","16","null","26","null","8","14","null","null","230","null","123","null","116","null","73","null","101","null","67","null","563","null","93","null","0","null","17","null","25","null","40","null","322","null","93","null","125","null","71","null","91","null","54","null",
"1400000US53061050402","Census Tract 504.02, Snohomish County, Washington","2423","111","null","null","57","52","null","null","727","null","172","null","1027","null","181","null","546","null","158","null","66","null","52","null","647","null","175","null","37","null","42","null","444","null","142","null","130","null","98","null","36","null","41","null","0","17","null","null","985","null","201","null","20","null","32","null","148","null","79","null","622","null","174","null","195","null","109","null","0","null","17","null","324","null","116","null","0","null","17","null","99","88","null","null","128","null","71","null","81","null","65","null","16","null","27","null","467","null","127","null","0","null","17","null","36","null","38","null","147","null","80","null","234","null","118","null","50","null","49","null",
"1400000US53061050500","Census Tract 505, Snohomish County, Washington","3706","178","null","null","163","78","null","null","1757","null","203","null","1393","null","195","null","303","null","92","null","90","null","68","null","1621","null","194","null","69","null","51","null","1452","null","191","null","77","null","55","null","12","null","19","null","11","18","null","null","1473","null","202","null","65","null","52","null","248","null","114","null","1045","null","179","null","93","null","63","null","22","null","33","null","242","null","117","null","29","null","44","null","19","30","null","null","144","null","101","null","50","null","39","null","0","null","17","null","370","null","111","null","0","null","17","null","38","null","37","null","127","null","62","null","148","null","85","null","57","null","55","null",
"1400000US53061050600","Census Tract 506, Snohomish County, Washington","420","45","null","null","5","6","null","null","70","null","22","null","172","null","38","null","94","null","27","null","79","null","23","null","66","null","25","null","0","null","12","null","44","null","23","null","17","null","9","null","5","null","7","null","0","12","null","null","170","null","28","null","5","null","6","null","15","null","10","null","79","null","21","null","58","null","21","null","13","null","8","null","73","null","23","null","0","null","12","null","8","8","null","null","20","null","12","null","8","null","8","null","37","null","17","null","111","null","31","null","0","null","12","null","3","null","5","null","56","null","26","null","23","null","13","null","29","null","16","null",
"1400000US53061050700","Census Tract 507, Snohomish County, Washington","2660","130","null","null","69","70","null","null","875","null","199","null","1130","null","272","null","431","null","145","null","155","null","103","null","890","null","202","null","59","null","68","null","638","null","185","null","169","null","111","null","24","null","34","null","0","17","null","null","857","null","219","null","10","null","18","null","151","null","106","null","598","null","184","null","73","null","56","null","25","null","30","null","449","null","186","null","0","null","17","null","35","59","null","null","192","null","131","null","197","null","126","null","25","null","35","null","464","null","112","null","0","null","17","null","51","null","81","null","171","null","134","null","137","null","113","null","105","null","94","null",
"1400000US53061050800","Census Tract 508, Snohomish County, Washington","2671","130","null","null","56","57","null","null","874","null","207","null","968","null","219","null","358","null","136","null","415","null","163","null","871","null","203","null","0","null","17","null","753","null","194","null","41","null","37","null","30","null","37","null","47","75","null","null","736","null","204","null","24","null","40","null","50","null","50","null","499","null","186","null","88","null","59","null","75","null","64","null","432","null","150","null","0","null","17","null","12","20","null","null","256","null","128","null","92","null","80","null","72","null","58","null","632","null","151","null","32","null","39","null","59","null","74","null","172","null","99","null","148","null","86","null","221","null","119","null",
"1400000US53061050900","Census Tract 509, Snohomish County, Washington","1486","100","null","null","91","58","null","null","655","null","128","null","503","null","120","null","157","null","59","null","80","null","51","null","448","null","100","null","46","null","46","null","367","null","91","null","17","null","26","null","18","null","27","null","0","12","null","null","485","null","123","null","37","null","53","null","145","null","73","null","238","null","96","null","65","null","43","null","0","null","12","null","214","null","85","null","0","null","12","null","48","34","null","null","139","null","77","null","7","null","11","null","20","null","23","null","339","null","96","null","8","null","16","null","95","null","81","null","109","null","71","null","67","null","41","null","60","null","46","null",
"1400000US53061051000","Census Tract 510, Snohomish County, Washington","1730","111","null","null","58","45","null","null","690","null","137","null","650","null","126","null","186","null","75","null","146","null","68","null","427","null","117","null","42","null","46","null","370","null","115","null","10","null","17","null","5","null","8","null","0","12","null","null","693","null","116","null","8","null","12","null","183","null","64","null","417","null","101","null","68","null","39","null","17","null","19","null","317","null","102","null","0","null","12","null","85","62","null","null","149","null","69","null","52","null","43","null","31","null","34","null","293","null","65","null","8","null","12","null","52","null","45","null","74","null","43","null","61","null","47","null","98","null","52","null",
"1400000US53061051100","Census Tract 511, Snohomish County, Washington","1716","98","null","null","186","72","null","null","555","null","112","null","549","null","130","null","320","null","101","null","106","null","61","null","680","null","116","null","164","null","67","null","418","null","108","null","77","null","57","null","21","null","23","null","0","12","null","null","433","null","88","null","22","null","28","null","72","null","48","null","183","null","70","null","112","null","49","null","44","null","34","null","336","null","102","null","0","null","12","null","43","35","null","null","177","null","80","null","107","null","71","null","9","null","16","null","267","null","66","null","0","null","12","null","22","null","24","null","112","null","50","null","80","null","57","null","53","null","51","null",
"1400000US53061051200","Census Tract 512, Snohomish County, Washington","1815","85","null","null","78","54","null","null","598","null","110","null","781","null","123","null","224","null","71","null","134","null","84","null","445","null","105","null","16","null","18","null","310","null","92","null","94","null","55","null","25","null","30","null","0","12","null","null","605","null","138","null","23","null","27","null","194","null","85","null","331","null","98","null","52","null","39","null","5","null","9","null","392","null","93","null","15","null","23","null","74","48","null","null","166","null","69","null","101","null","53","null","36","null","32","null","373","null","93","null","24","null","37","null","20","null","30","null","190","null","67","null","46","null","34","null","93","null","79","null",
"1400000US53061051300","Census Tract 513, Snohomish County, Washington","2921","139","null","null","12","20","null","null","1101","null","221","null","1167","null","243","null","459","null","182","null","182","null","97","null","698","null","177","null","12","null","20","null","624","null","182","null","13","null","21","null","49","null","49","null","0","17","null","null","1184","null","195","null","0","null","17","null","309","null","125","null","687","null","196","null","141","null","117","null","47","null","37","null","525","null","165","null","0","null","17","null","83","53","null","null","235","null","133","null","133","null","96","null","74","null","64","null","514","null","100","null","0","null","17","null","85","null","85","null","232","null","90","null","136","null","86","null","61","null","49","null",
"1400000US53061051400","Census Tract 514, Snohomish County, Washington","3437","194","null","null","626","187","null","null","1485","null","305","null","885","null","242","null","285","null","101","null","156","null","109","null","1177","null","239","null","334","null","119","null","712","null","214","null","131","null","94","null","0","null","17","null","0","17","null","null","1072","null","266","null","209","null","123","null","480","null","192","null","352","null","164","null","21","null","26","null","10","null","20","null","563","null","198","null","0","null","17","null","248","168","null","null","184","null","100","null","120","null","73","null","11","null","17","null","625","null","204","null","83","null","79","null","45","null","58","null","218","null","119","null","144","null","100","null","135","null","105","null",
"1400000US53061051500","Census Tract 515, Snohomish County, Washington","2246","130","null","null","442","144","null","null","807","null","178","null","635","null","158","null","260","null","137","null","102","null","64","null","690","null","160","null","309","null","119","null","354","null","145","null","27","null","30","null","0","null","17","null","0","17","null","null","771","null","177","null","43","null","49","null","237","null","118","null","431","null","141","null","29","null","31","null","31","null","33","null","344","null","150","null","22","null","33","null","97","84","null","null","93","null","64","null","120","null","116","null","12","null","20","null","441","null","89","null","68","null","78","null","119","null","65","null","84","null","52","null","111","null","58","null","59","null","49","null",
"1400000US53061051601","Census Tract 516.01, Snohomish County, Washington","1634","104","null","null","90","70","null","null","449","null","125","null","703","null","139","null","296","null","91","null","96","null","46","null","324","null","125","null","23","null","23","null","221","null","121","null","69","null","35","null","0","null","12","null","11","16","null","null","476","null","110","null","5","null","9","null","88","null","55","null","290","null","89","null","67","null","41","null","26","null","24","null","301","null","103","null","54","null","67","null","27","27","null","null","150","null","79","null","65","null","46","null","5","null","8","null","533","null","119","null","8","null","13","null","113","null","60","null","194","null","85","null","164","null","76","null","54","null","40","null",
"1400000US53061051602","Census Tract 516.02, Snohomish County, Washington","1529","79","null","null","56","41","null","null","441","null","94","null","620","null","113","null","294","null","95","null","118","null","68","null","272","null","78","null","23","null","24","null","169","null","63","null","61","null","35","null","19","null","22","null","0","12","null","null","749","null","111","null","10","null","16","null","223","null","87","null","377","null","100","null","79","null","43","null","60","null","57","null","254","null","83","null","14","null","22","null","19","20","null","null","66","null","51","null","155","null","75","null","0","null","12","null","254","null","84","null","9","null","14","null","30","null","34","null","116","null","54","null","41","null","34","null","58","null","34","null",
"1400000US53061051701","Census Tract 517.01, Snohomish County, Washington","2398","165","null","null","147","94","null","null","815","null","171","null","950","null","204","null","267","null","111","null","219","null","91","null","707","null","164","null","104","null","82","null","447","null","123","null","121","null","87","null","35","null","40","null","0","17","null","null","674","null","198","null","32","null","36","null","257","null","141","null","366","null","128","null","19","null","29","null","0","null","17","null","364","null","129","null","11","null","16","null","44","43","null","null","159","null","88","null","87","null","70","null","63","null","57","null","653","null","170","null","0","null","17","null","67","null","78","null","304","null","163","null","126","null","79","null","156","null","101","null",
"1400000US53061051702","Census Tract 517.02, Snohomish County, Washington","1876","131","null","null","236","95","null","null","530","null","124","null","760","null","135","null","187","null","72","null","163","null","60","null","620","null","135","null","179","null","79","null","332","null","107","null","74","null","65","null","35","null","33","null","0","12","null","null","531","null","110","null","10","null","16","null","102","null","55","null","345","null","99","null","45","null","28","null","29","null","28","null","260","null","82","null","47","null","42","null","52","38","null","null","96","null","52","null","47","null","31","null","18","null","22","null","465","null","69","null","0","null","12","null","44","null","46","null","245","null","74","null","60","null","47","null","116","null","51","null",
"1400000US53061051802","Census Tract 518.02, Snohomish County, Washington","2475","145","null","null","31","39","null","null","552","null","173","null","1400","null","182","null","305","null","118","null","187","null","75","null","441","null","139","null","0","null","17","null","318","null","125","null","90","null","59","null","33","null","38","null","0","17","null","null","886","null","175","null","0","null","17","null","114","null","63","null","649","null","158","null","71","null","56","null","52","null","41","null","554","null","173","null","0","null","17","null","87","68","null","null","355","null","137","null","100","null","70","null","12","null","19","null","594","null","106","null","31","null","39","null","33","null","48","null","306","null","76","null","101","null","70","null","123","null","58","null",
"1400000US53061051803","Census Tract 518.03, Snohomish County, Washington","2811","137","null","null","206","96","null","null","1200","null","230","null","918","null","213","null","353","null","157","null","134","null","104","null","898","null","208","null","134","null","77","null","650","null","199","null","114","null","64","null","0","null","17","null","0","17","null","null","788","null","205","null","57","null","67","null","276","null","133","null","408","null","143","null","47","null","47","null","0","null","17","null","451","null","175","null","0","null","17","null","108","97","null","null","184","null","110","null","103","null","101","null","56","null","51","null","674","null","146","null","15","null","24","null","166","null","93","null","212","null","113","null","203","null","115","null","78","null","79","null",
"1400000US53061051804","Census Tract 518.04, Snohomish County, Washington","2440","89","null","null","80","58","null","null","650","null","181","null","1032","null","216","null","451","null","171","null","227","null","107","null","545","null","166","null","70","null","55","null","382","null","130","null","14","null","24","null","43","null","65","null","36","58","null","null","733","null","181","null","0","null","17","null","166","null","95","null","410","null","128","null","128","null","91","null","29","null","35","null","618","null","200","null","0","null","17","null","102","78","null","null","356","null","195","null","123","null","85","null","37","null","37","null","544","null","137","null","10","null","15","null","0","null","17","null","252","null","92","null","157","null","102","null","125","null","77","null",
"1400000US53061051905","Census Tract 519.05, Snohomish County, Washington","3445","139","null","null","225","176","null","null","897","null","228","null","1258","null","248","null","492","null","152","null","573","null","179","null","564","null","154","null","40","null","48","null","439","null","135","null","65","null","51","null","0","null","17","null","20","31","null","null","1348","null","248","null","170","null","171","null","340","null","160","null","692","null","217","null","81","null","57","null","65","null","48","null","770","null","203","null","15","null","24","null","14","22","null","null","290","null","115","null","209","null","115","null","242","null","143","null","763","null","154","null","0","null","17","null","104","null","79","null","211","null","88","null","202","null","102","null","246","null","112","null",
"1400000US53061051912","Census Tract 519.12, Snohomish County, Washington","859","45","null","null","20","24","null","null","56","null","24","null","352","null","59","null","251","null","66","null","180","null","45","null","93","null","36","null","20","null","24","null","38","null","23","null","35","null","21","null","0","null","12","null","0","12","null","null","380","null","50","null","0","null","12","null","18","null","13","null","165","null","41","null","160","null","48","null","37","null","25","null","147","null","40","null","0","null","12","null","0","12","null","null","50","null","30","null","36","null","20","null","61","null","27","null","239","null","46","null","0","null","12","null","0","null","12","null","102","null","31","null","55","null","30","null","82","null","41","null",
"1400000US53061051913","Census Tract 519.13, Snohomish County, Washington","1681","81","null","null","0","12","null","null","191","null","66","null","838","null","121","null","449","null","107","null","203","null","64","null","172","null","52","null","0","null","12","null","110","null","48","null","50","null","33","null","0","null","12","null","12","19","null","null","673","null","103","null","0","null","12","null","65","null","42","null","412","null","100","null","122","null","56","null","74","null","42","null","352","null","88","null","0","null","12","null","7","13","null","null","169","null","66","null","142","null","58","null","34","null","29","null","484","null","61","null","0","null","12","null","9","null","14","null","207","null","59","null","185","null","71","null","83","null","45","null",
"1400000US53061051914","Census Tract 519.14, Snohomish County, Washington","1610","102","null","null","77","76","null","null","223","null","83","null","788","null","132","null","330","null","94","null","192","null","65","null","300","null","97","null","46","null","69","null","128","null","57","null","102","null","57","null","24","null","27","null","0","12","null","null","671","null","119","null","15","null","22","null","79","null","44","null","429","null","100","null","114","null","54","null","34","null","31","null","235","null","66","null","8","null","12","null","0","12","null","null","53","null","35","null","104","null","50","null","70","null","43","null","404","null","63","null","8","null","14","null","16","null","19","null","204","null","60","null","88","null","52","null","88","null","38","null",
"1400000US53061051915","Census Tract 519.15, Snohomish County, Washington","2635","129","null","null","21","23","null","null","415","null","101","null","1375","null","185","null","551","null","149","null","273","null","120","null","277","null","82","null","12","null","18","null","205","null","72","null","60","null","51","null","0","null","17","null","0","17","null","null","1003","null","158","null","9","null","14","null","149","null","92","null","546","null","138","null","276","null","104","null","23","null","36","null","540","null","143","null","0","null","17","null","26","33","null","null","302","null","130","null","153","null","77","null","59","null","50","null","815","null","144","null","0","null","17","null","35","null","34","null","467","null","91","null","122","null","82","null","191","null","99","null",
"1400000US53061051916","Census Tract 519.16, Snohomish County, Washington","1324","94","null","null","15","16","null","null","211","null","79","null","653","null","92","null","279","null","76","null","166","null","70","null","187","null","75","null","8","null","13","null","87","null","42","null","76","null","54","null","16","null","18","null","0","12","null","null","437","null","83","null","0","null","12","null","107","null","58","null","252","null","58","null","64","null","37","null","14","null","17","null","268","null","72","null","7","null","11","null","0","12","null","null","113","null","60","null","79","null","43","null","69","null","48","null","432","null","69","null","0","null","12","null","17","null","19","null","212","null","61","null","120","null","51","null","83","null","48","null",
"1400000US53061051917","Census Tract 519.17, Snohomish County, Washington","1564","86","null","null","41","34","null","null","432","null","91","null","693","null","113","null","305","null","81","null","93","null","55","null","307","null","71","null","17","null","19","null","266","null","69","null","15","null","17","null","0","null","12","null","9","14","null","null","531","null","88","null","11","null","17","null","100","null","52","null","334","null","72","null","86","null","40","null","0","null","12","null","339","null","86","null","13","null","19","null","66","45","null","null","179","null","68","null","73","null","38","null","8","null","12","null","387","null","80","null","0","null","12","null","0","null","12","null","165","null","60","null","146","null","67","null","76","null","50","null",
"1400000US53061051918","Census Tract 519.18, Snohomish County, Washington","2050","136","null","null","48","44","null","null","589","null","155","null","935","null","175","null","316","null","105","null","162","null","91","null","431","null","128","null","48","null","44","null","348","null","122","null","35","null","40","null","0","null","17","null","0","17","null","null","782","null","180","null","0","null","17","null","147","null","91","null","526","null","155","null","90","null","68","null","19","null","31","null","305","null","112","null","0","null","17","null","27","33","null","null","97","null","68","null","181","null","85","null","0","null","17","null","532","null","105","null","0","null","17","null","67","null","66","null","277","null","58","null","45","null","40","null","143","null","86","null",
"1400000US53061051921","Census Tract 519.21, Snohomish County, Washington","2088","90","null","null","30","30","null","null","639","null","131","null","948","null","123","null","251","null","106","null","220","null","69","null","422","null","111","null","0","null","17","null","332","null","101","null","81","null","45","null","0","null","17","null","9","14","null","null","745","null","132","null","20","null","23","null","167","null","93","null","434","null","102","null","65","null","72","null","59","null","39","null","334","null","86","null","10","null","18","null","94","48","null","null","148","null","65","null","56","null","40","null","26","null","24","null","587","null","115","null","0","null","17","null","46","null","56","null","285","null","64","null","130","null","71","null","126","null","60","null",
