"GEO_ID","NAME","B08201_001E","B08201_001M","B08201_001MA","B08201_001EA","B08201_002E","B08201_002M","B08201_002MA","B08201_002EA","B08201_003E","B08201_003EA","B08201_003M","B08201_003MA","B08201_004E","B08201_004EA","B08201_004M","B08201_004MA","B08201_005E","B08201_005EA","B08201_005M","B08201_005MA","B08201_006E","B08201_006EA","B08201_006M","B08201_006MA","B08201_007E","B08201_007EA","B08201_007M","B08201_007MA","B08201_008E","B08201_008EA","B08201_008M","B08201_008MA","B08201_009E","B08201_009EA","B08201_009M","B08201_009MA","B08201_010E","B08201_010EA","B08201_010M","B08201_010MA","B08201_011E","B08201_011EA","B08201_011M","B08201_011MA","B08201_012E","B08201_012M","B08201_012MA","B08201_012EA","B08201_013E","B08201_013EA","B08201_013M","B08201_013MA","B08201_014E","B08201_014EA","B08201_014M","B08201_014MA","B08201_015E","B08201_015EA","B08201_015M","B08201_015MA","B08201_016E","B08201_016EA","B08201_016M","B08201_016MA","B08201_017E","B08201_017EA","B08201_017M","B08201_017MA","B08201_018E","B08201_018EA","B08201_018M","B08201_018MA","B08201_019E","B08201_019EA","B08201_019M","B08201_019MA","B08201_020E","B08201_020EA","B08201_020M","B08201_020MA","B08201_021E","B08201_021M","B08201_021MA","B08201_021EA","B08201_022E","B08201_022EA","B08201_022M","B08201_022MA","B08201_023E","B08201_023EA","B08201_023M","B08201_023MA","B08201_024E","B08201_024EA","B08201_024M","B08201_024MA","B08201_025E","B08201_025EA","B08201_025M","B08201_025MA","B08201_026E","B08201_026EA","B08201_026M","B08201_026MA","B08201_027E","B08201_027EA","B08201_027M","B08201_027MA","B08201_028E","B08201_028EA","B08201_028M","B08201_028MA","B08201_029E","B08201_029EA","B08201_029M","B08201_029MA","B08201_030E","B08201_030EA","B08201_030M","B08201_030MA",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Annotation of Estimate!!Total:","Estimate!!Total:!!No vehicle available","Margin of Error!!Total:!!No vehicle available","Annotation of Margin of Error!!Total:!!No vehicle available","Annotation of Estimate!!Total:!!No vehicle available","Estimate!!Total:!!1 vehicle available","Annotation of Estimate!!Total:!!1 vehicle available","Margin of Error!!Total:!!1 vehicle available","Annotation of Margin of Error!!Total:!!1 vehicle available","Estimate!!Total:!!2 vehicles available","Annotation of Estimate!!Total:!!2 vehicles available","Margin of Error!!Total:!!2 vehicles available","Annotation of Margin of Error!!Total:!!2 vehicles available","Estimate!!Total:!!3 vehicles available","Annotation of Estimate!!Total:!!3 vehicles available","Margin of Error!!Total:!!3 vehicles available","Annotation of Margin of Error!!Total:!!3 vehicles available","Estimate!!Total:!!4 or more vehicles available","Annotation of Estimate!!Total:!!4 or more vehicles available","Margin of Error!!Total:!!4 or more vehicles available","Annotation of Margin of Error!!Total:!!4 or more vehicles available","Estimate!!Total:!!1-person household:","Annotation of Estimate!!Total:!!1-person household:","Margin of Error!!Total:!!1-person household:","Annotation of Margin of Error!!Total:!!1-person household:","Estimate!!Total:!!1-person household:!!No vehicle available","Annotation of Estimate!!Total:!!1-person household:!!No vehicle available","Margin of Error!!Total:!!1-person household:!!No vehicle available","Annotation of Margin of Error!!Total:!!1-person household:!!No vehicle available","Estimate!!Total:!!1-person household:!!1 vehicle available","Annotation of Estimate!!Total:!!1-person household:!!1 vehicle available","Margin of Error!!Total:!!1-person household:!!1 vehicle available","Annotation of Margin of Error!!Total:!!1-person household:!!1 vehicle available","Estimate!!Total:!!1-person household:!!2 vehicles available","Annotation of Estimate!!Total:!!1-person household:!!2 vehicles available","Margin of Error!!Total:!!1-person household:!!2 vehicles available","Annotation of Margin of Error!!Total:!!1-person household:!!2 vehicles available","Estimate!!Total:!!1-person household:!!3 vehicles available","Annotation of Estimate!!Total:!!1-person household:!!3 vehicles available","Margin of Error!!Total:!!1-person household:!!3 vehicles available","Annotation of Margin of Error!!Total:!!1-person household:!!3 vehicles available","Estimate!!Total:!!1-person household:!!4 or more vehicles available","Margin of Error!!Total:!!1-person household:!!4 or more vehicles available","Annotation of Margin of Error!!Total:!!1-person household:!!4 or more vehicles available","Annotation of Estimate!!Total:!!1-person household:!!4 or more vehicles available","Estimate!!Total:!!2-person household:","Annotation of Estimate!!Total:!!2-person household:","Margin of Error!!Total:!!2-person household:","Annotation of Margin of Error!!Total:!!2-person household:","Estimate!!Total:!!2-person household:!!No vehicle available","Annotation of Estimate!!Total:!!2-person household:!!No vehicle available","Margin of Error!!Total:!!2-person household:!!No vehicle available","Annotation of Margin of Error!!Total:!!2-person household:!!No vehicle available","Estimate!!Total:!!2-person household:!!1 vehicle available","Annotation of Estimate!!Total:!!2-person household:!!1 vehicle available","Margin of Error!!Total:!!2-person household:!!1 vehicle available","Annotation of Margin of Error!!Total:!!2-person household:!!1 vehicle available","Estimate!!Total:!!2-person household:!!2 vehicles available","Annotation of Estimate!!Total:!!2-person household:!!2 vehicles available","Margin of Error!!Total:!!2-person household:!!2 vehicles available","Annotation of Margin of Error!!Total:!!2-person household:!!2 vehicles available","Estimate!!Total:!!2-person household:!!3 vehicles available","Annotation of Estimate!!Total:!!2-person household:!!3 vehicles available","Margin of Error!!Total:!!2-person household:!!3 vehicles available","Annotation of Margin of Error!!Total:!!2-person household:!!3 vehicles available","Estimate!!Total:!!2-person household:!!4 or more vehicles available","Annotation of Estimate!!Total:!!2-person household:!!4 or more vehicles available","Margin of Error!!Total:!!2-person household:!!4 or more vehicles available","Annotation of Margin of Error!!Total:!!2-person household:!!4 or more vehicles available","Estimate!!Total:!!3-person household:","Annotation of Estimate!!Total:!!3-person household:","Margin of Error!!Total:!!3-person household:","Annotation of Margin of Error!!Total:!!3-person household:","Estimate!!Total:!!3-person household:!!No vehicle available","Annotation of Estimate!!Total:!!3-person household:!!No vehicle available","Margin of Error!!Total:!!3-person household:!!No vehicle available","Annotation of Margin of Error!!Total:!!3-person household:!!No vehicle available","Estimate!!Total:!!3-person household:!!1 vehicle available","Margin of Error!!Total:!!3-person household:!!1 vehicle available","Annotation of Margin of Error!!Total:!!3-person household:!!1 vehicle available","Annotation of Estimate!!Total:!!3-person household:!!1 vehicle available","Estimate!!Total:!!3-person household:!!2 vehicles available","Annotation of Estimate!!Total:!!3-person household:!!2 vehicles available","Margin of Error!!Total:!!3-person household:!!2 vehicles available","Annotation of Margin of Error!!Total:!!3-person household:!!2 vehicles available","Estimate!!Total:!!3-person household:!!3 vehicles available","Annotation of Estimate!!Total:!!3-person household:!!3 vehicles available","Margin of Error!!Total:!!3-person household:!!3 vehicles available","Annotation of Margin of Error!!Total:!!3-person household:!!3 vehicles available","Estimate!!Total:!!3-person household:!!4 or more vehicles available","Annotation of Estimate!!Total:!!3-person household:!!4 or more vehicles available","Margin of Error!!Total:!!3-person household:!!4 or more vehicles available","Annotation of Margin of Error!!Total:!!3-person household:!!4 or more vehicles available","Estimate!!Total:!!4-or-more-person household:","Annotation of Estimate!!Total:!!4-or-more-person household:","Margin of Error!!Total:!!4-or-more-person household:","Annotation of Margin of Error!!Total:!!4-or-more-person household:","Estimate!!Total:!!4-or-more-person household:!!No vehicle available","Annotation of Estimate!!Total:!!4-or-more-person household:!!No vehicle available","Margin of Error!!Total:!!4-or-more-person household:!!No vehicle available","Annotation of Margin of Error!!Total:!!4-or-more-person household:!!No vehicle available","Estimate!!Total:!!4-or-more-person household:!!1 vehicle available","Annotation of Estimate!!Total:!!4-or-more-person household:!!1 vehicle available","Margin of Error!!Total:!!4-or-more-person household:!!1 vehicle available","Annotation of Margin of Error!!Total:!!4-or-more-person household:!!1 vehicle available","Estimate!!Total:!!4-or-more-person household:!!2 vehicles available","Annotation of Estimate!!Total:!!4-or-more-person household:!!2 vehicles available","Margin of Error!!Total:!!4-or-more-person household:!!2 vehicles available","Annotation of Margin of Error!!Total:!!4-or-more-person household:!!2 vehicles available","Estimate!!Total:!!4-or-more-person household:!!3 vehicles available","Annotation of Estimate!!Total:!!4-or-more-person household:!!3 vehicles available","Margin of Error!!Total:!!4-or-more-person household:!!3 vehicles available","Annotation of Margin of Error!!Total:!!4-or-more-person household:!!3 vehicles available","Estimate!!Total:!!4-or-more-person household:!!4 or more vehicles available","Annotation of Estimate!!Total:!!4-or-more-person household:!!4 or more vehicles available","Margin of Error!!Total:!!4-or-more-person household:!!4 or more vehicles available","Annotation of Margin of Error!!Total:!!4-or-more-person household:!!4 or more vehicles available",
"1400000US53001950100","Census Tract 9501, Adams County, Washington","1050","86","null","null","91","39","null","null","303","null","53","null","376","null","58","null","165","null","40","null","115","null","39","null","373","null","57","null","72","null","38","null","175","null","39","null","107","null","37","null","9","null","10","null","10","10","null","null","336","null","47","null","5","null","6","null","78","null","33","null","132","null","34","null","86","null","26","null","35","null","23","null","113","null","42","null","10","null","10","null","27","23","null","null","53","null","33","null","16","null","14","null","7","null","9","null","228","null","48","null","4","null","6","null","23","null","17","null","84","null","33","null","54","null","25","null","63","null","33","null",
"1400000US53001950200","Census Tract 9502, Adams County, Washington","615","57","null","null","9","10","null","null","115","null","38","null","185","null","45","null","197","null","50","null","109","null","40","null","135","null","40","null","9","null","10","null","66","null","33","null","24","null","13","null","29","null","24","null","7","7","null","null","278","null","60","null","0","null","12","null","36","null","20","null","100","null","35","null","85","null","35","null","57","null","26","null","58","null","27","null","0","null","12","null","1","2","null","null","26","null","19","null","16","null","12","null","15","null","15","null","144","null","47","null","0","null","12","null","12","null","14","null","35","null","21","null","67","null","34","null","30","null","24","null",
"1400000US53001950300","Census Tract 9503, Adams County, Washington","1655","113","null","null","92","69","null","null","274","null","116","null","451","null","130","null","605","null","106","null","233","null","93","null","147","null","73","null","18","null","20","null","86","null","65","null","13","null","16","null","17","null","25","null","13","15","null","null","385","null","115","null","70","null","65","null","50","null","51","null","106","null","62","null","129","null","76","null","30","null","28","null","261","null","104","null","4","null","7","null","44","46","null","null","113","null","83","null","70","null","42","null","30","null","34","null","862","null","123","null","0","null","17","null","94","null","80","null","219","null","90","null","389","null","98","null","160","null","80","null",
"1400000US53001950400","Census Tract 9504, Adams County, Washington","974","88","null","null","143","69","null","null","268","null","119","null","273","null","89","null","186","null","63","null","104","null","54","null","261","null","119","null","84","null","49","null","166","null","107","null","11","null","15","null","0","null","12","null","0","12","null","null","239","null","82","null","37","null","55","null","22","null","20","null","121","null","50","null","44","null","33","null","15","null","16","null","126","null","73","null","7","null","11","null","64","59","null","null","9","null","15","null","27","null","21","null","19","null","30","null","348","null","75","null","15","null","25","null","16","null","26","null","132","null","68","null","115","null","55","null","70","null","41","null",
"1400000US53001950500","Census Tract 9505, Adams County, Washington","1679","142","null","null","25","32","null","null","362","null","144","null","785","null","140","null","266","null","120","null","241","null","140","null","226","null","116","null","15","null","24","null","112","null","86","null","40","null","35","null","14","null","23","null","45","67","null","null","501","null","112","null","0","null","17","null","38","null","36","null","341","null","103","null","81","null","53","null","41","null","58","null","327","null","149","null","0","null","17","null","154","112","null","null","151","null","91","null","0","null","17","null","22","null","27","null","625","null","121","null","10","null","17","null","58","null","58","null","253","null","92","null","171","null","100","null","133","null","91","null",
"1400000US53003960100","Census Tract 9601, Asotin County, Washington","1706","129","null","null","18","20","null","null","255","null","89","null","811","null","144","null","412","null","106","null","210","null","78","null","350","null","107","null","18","null","20","null","202","null","91","null","111","null","51","null","19","null","22","null","0","12","null","null","851","null","142","null","0","null","12","null","41","null","30","null","436","null","100","null","285","null","100","null","89","null","50","null","142","null","64","null","0","null","12","null","1","6","null","null","55","null","36","null","42","null","38","null","44","null","38","null","363","null","99","null","0","null","12","null","11","null","13","null","209","null","107","null","66","null","46","null","77","null","50","null",
"1400000US53003960200","Census Tract 9602, Asotin County, Washington","2045","123","null","null","11","18","null","null","549","null","177","null","880","null","176","null","361","null","120","null","244","null","121","null","443","null","137","null","0","null","12","null","286","null","116","null","125","null","82","null","19","null","31","null","13","20","null","null","1160","null","145","null","11","null","18","null","226","null","123","null","649","null","153","null","164","null","95","null","110","null","60","null","175","null","89","null","0","null","12","null","13","22","null","null","13","null","20","null","72","null","49","null","77","null","65","null","267","null","84","null","0","null","12","null","24","null","32","null","93","null","67","null","106","null","71","null","44","null","69","null",
"1400000US53003960300","Census Tract 9603, Asotin County, Washington","1433","136","null","null","95","51","null","null","432","null","135","null","519","null","129","null","197","null","77","null","190","null","79","null","491","null","124","null","44","null","35","null","277","null","104","null","139","null","78","null","15","null","23","null","16","14","null","null","408","null","108","null","39","null","35","null","86","null","74","null","178","null","72","null","41","null","29","null","64","null","51","null","226","null","89","null","12","null","19","null","23","22","null","null","92","null","65","null","80","null","59","null","19","null","22","null","308","null","81","null","0","null","12","null","46","null","51","null","110","null","53","null","61","null","51","null","91","null","60","null",
"1400000US53003960400","Census Tract 9604, Asotin County, Washington","954","74","null","null","78","52","null","null","375","null","81","null","317","null","80","null","146","null","51","null","38","null","24","null","265","null","65","null","17","null","14","null","210","null","61","null","33","null","20","null","0","null","12","null","5","7","null","null","423","null","86","null","61","null","51","null","90","null","44","null","194","null","73","null","63","null","29","null","15","null","14","null","97","null","46","null","0","null","12","null","32","31","null","null","41","null","26","null","12","null","12","null","12","null","17","null","169","null","44","null","0","null","12","null","43","null","28","null","49","null","36","null","71","null","35","null","6","null","9","null",
"1400000US53003960500","Census Tract 9605, Asotin County, Washington","1471","134","null","null","101","52","null","null","547","null","113","null","569","null","128","null","139","null","55","null","115","null","61","null","603","null","110","null","88","null","54","null","404","null","101","null","95","null","47","null","10","null","15","null","6","9","null","null","412","null","97","null","13","null","14","null","72","null","40","null","273","null","97","null","25","null","23","null","29","null","25","null","226","null","88","null","0","null","12","null","54","41","null","null","113","null","67","null","32","null","30","null","27","null","26","null","230","null","68","null","0","null","12","null","17","null","27","null","88","null","51","null","72","null","50","null","53","null","50","null",
"1400000US53003960600","Census Tract 9606, Asotin County, Washington","1492","101","null","null","27","22","null","null","313","null","92","null","668","null","142","null","347","null","109","null","137","null","60","null","395","null","116","null","7","null","11","null","265","null","97","null","88","null","44","null","35","null","32","null","0","12","null","null","616","null","126","null","9","null","13","null","48","null","50","null","377","null","111","null","141","null","84","null","41","null","30","null","183","null","67","null","0","null","12","null","0","12","null","null","100","null","61","null","24","null","23","null","59","null","41","null","298","null","68","null","11","null","18","null","0","null","12","null","103","null","66","null","147","null","62","null","37","null","36","null",
"1400000US53005010100","Census Tract 101, Benton County, Washington","1848","75","null","null","7","10","null","null","347","null","86","null","845","null","129","null","485","null","101","null","164","null","66","null","392","null","107","null","0","null","12","null","264","null","91","null","99","null","66","null","19","null","22","null","10","15","null","null","776","null","121","null","7","null","10","null","44","null","33","null","469","null","98","null","215","null","76","null","41","null","29","null","266","null","83","null","0","null","12","null","6","10","null","null","71","null","39","null","149","null","70","null","40","null","32","null","414","null","83","null","0","null","12","null","33","null","33","null","206","null","75","null","102","null","51","null","73","null","43","null",
"1400000US53005010201","Census Tract 102.01, Benton County, Washington","2163","118","null","null","25","27","null","null","421","null","138","null","814","null","154","null","586","null","153","null","317","null","105","null","628","null","170","null","13","null","22","null","360","null","132","null","160","null","102","null","14","null","24","null","81","102","null","null","749","null","143","null","0","null","17","null","61","null","53","null","419","null","127","null","216","null","83","null","53","null","40","null","342","null","130","null","0","null","17","null","0","17","null","null","40","null","39","null","291","null","121","null","11","null","17","null","444","null","79","null","12","null","19","null","0","null","17","null","195","null","73","null","65","null","38","null","172","null","72","null",
"1400000US53005010202","Census Tract 102.02, Benton County, Washington","2799","168","null","null","340","126","null","null","1040","null","224","null","1029","null","220","null","350","null","124","null","40","null","41","null","1185","null","217","null","206","null","94","null","763","null","210","null","204","null","116","null","12","null","21","null","0","17","null","null","949","null","215","null","93","null","72","null","152","null","82","null","557","null","199","null","132","null","75","null","15","null","24","null","271","null","128","null","15","null","24","null","13","23","null","null","139","null","81","null","98","null","88","null","6","null","14","null","394","null","127","null","26","null","28","null","112","null","84","null","129","null","84","null","108","null","69","null","19","null","23","null",
"1400000US53005010300","Census Tract 103, Benton County, Washington","2352","127","null","null","29","46","null","null","776","null","182","null","938","null","204","null","390","null","137","null","219","null","91","null","629","null","183","null","0","null","17","null","456","null","158","null","139","null","95","null","16","null","26","null","18","27","null","null","913","null","196","null","0","null","17","null","156","null","97","null","480","null","167","null","187","null","109","null","90","null","60","null","379","null","152","null","0","null","17","null","151","104","null","null","137","null","92","null","56","null","50","null","35","null","44","null","431","null","122","null","29","null","46","null","13","null","24","null","182","null","101","null","131","null","84","null","76","null","63","null",
"1400000US53005010400","Census Tract 104, Benton County, Washington","1371","103","null","null","106","58","null","null","440","null","115","null","455","null","121","null","151","null","68","null","219","null","98","null","442","null","106","null","51","null","33","null","261","null","94","null","98","null","62","null","32","null","46","null","0","12","null","null","448","null","120","null","48","null","43","null","97","null","52","null","186","null","69","null","32","null","28","null","85","null","72","null","188","null","82","null","7","null","12","null","41","40","null","null","77","null","53","null","15","null","18","null","48","null","55","null","293","null","63","null","0","null","12","null","41","null","31","null","94","null","48","null","72","null","44","null","86","null","56","null",
"1400000US53005010500","Census Tract 105, Benton County, Washington","997","99","null","null","28","29","null","null","308","null","87","null","478","null","107","null","147","null","77","null","36","null","28","null","300","null","74","null","20","null","22","null","212","null","66","null","55","null","37","null","7","null","11","null","6","10","null","null","186","null","70","null","8","null","13","null","29","null","26","null","110","null","60","null","39","null","30","null","0","null","12","null","147","null","77","null","0","null","12","null","0","12","null","null","130","null","73","null","17","null","20","null","0","null","12","null","364","null","92","null","0","null","12","null","67","null","51","null","183","null","76","null","84","null","63","null","30","null","25","null",
"1400000US53005010600","Census Tract 106, Benton County, Washington","1822","76","null","null","29","27","null","null","752","null","151","null","601","null","133","null","292","null","91","null","148","null","69","null","508","null","110","null","8","null","12","null","428","null","107","null","33","null","31","null","29","null","33","null","10","16","null","null","688","null","108","null","21","null","24","null","236","null","92","null","310","null","98","null","68","null","33","null","53","null","48","null","203","null","70","null","0","null","12","null","38","27","null","null","94","null","57","null","48","null","38","null","23","null","18","null","423","null","76","null","0","null","12","null","50","null","40","null","164","null","79","null","147","null","70","null","62","null","42","null",
"1400000US53005010701","Census Tract 107.01, Benton County, Washington","864","59","null","null","6","10","null","null","165","null","48","null","256","null","66","null","313","null","70","null","124","null","48","null","195","null","56","null","0","null","12","null","79","null","31","null","61","null","36","null","49","null","33","null","6","11","null","null","348","null","61","null","0","null","12","null","45","null","22","null","84","null","35","null","171","null","50","null","48","null","36","null","111","null","42","null","6","null","10","null","23","24","null","null","33","null","18","null","32","null","18","null","17","null","15","null","210","null","68","null","0","null","12","null","18","null","23","null","78","null","58","null","61","null","31","null","53","null","31","null",
"1400000US53005010703","Census Tract 107.03, Benton County, Washington","1120","81","null","null","24","37","null","null","315","null","76","null","354","null","103","null","252","null","71","null","175","null","59","null","329","null","92","null","24","null","37","null","181","null","68","null","80","null","60","null","16","null","17","null","28","29","null","null","325","null","87","null","0","null","12","null","50","null","35","null","126","null","48","null","105","null","52","null","44","null","32","null","180","null","76","null","0","null","12","null","0","12","null","null","65","null","56","null","63","null","34","null","52","null","39","null","286","null","81","null","0","null","12","null","84","null","54","null","83","null","63","null","68","null","34","null","51","null","32","null",
"1400000US53005010705","Census Tract 107.05, Benton County, Washington","1777","90","null","null","6","9","null","null","276","null","94","null","754","null","117","null","422","null","86","null","319","null","75","null","265","null","79","null","0","null","17","null","187","null","70","null","63","null","33","null","0","null","17","null","15","16","null","null","587","null","100","null","6","null","9","null","51","null","41","null","325","null","92","null","109","null","49","null","96","null","43","null","353","null","91","null","0","null","17","null","8","13","null","null","173","null","71","null","126","null","55","null","46","null","28","null","572","null","73","null","0","null","17","null","30","null","21","null","193","null","56","null","187","null","60","null","162","null","60","null",
"1400000US53005010707","Census Tract 107.07, Benton County, Washington","1058","71","null","null","7","12","null","null","113","null","59","null","551","null","102","null","256","null","66","null","131","null","56","null","88","null","38","null","0","null","12","null","46","null","24","null","39","null","29","null","3","null","6","null","0","12","null","null","333","null","63","null","0","null","12","null","29","null","21","null","220","null","58","null","59","null","32","null","25","null","41","null","148","null","53","null","0","null","12","null","0","12","null","null","47","null","38","null","72","null","34","null","29","null","20","null","489","null","81","null","7","null","12","null","38","null","47","null","245","null","73","null","122","null","52","null","77","null","38","null",
"1400000US53005010708","Census Tract 107.08, Benton County, Washington","1278","98","null","null","21","32","null","null","269","null","88","null","611","null","103","null","207","null","75","null","170","null","59","null","253","null","85","null","0","null","12","null","151","null","77","null","90","null","57","null","0","null","12","null","12","19","null","null","509","null","90","null","21","null","32","null","70","null","44","null","270","null","71","null","78","null","38","null","70","null","41","null","193","null","82","null","0","null","12","null","37","36","null","null","77","null","45","null","50","null","51","null","29","null","25","null","323","null","51","null","0","null","12","null","11","null","17","null","174","null","58","null","79","null","38","null","59","null","36","null",
"1400000US53005010803","Census Tract 108.03, Benton County, Washington","3248","179","null","null","183","91","null","null","711","null","177","null","1327","null","185","null","886","null","194","null","141","null","78","null","672","null","171","null","97","null","65","null","454","null","140","null","66","null","51","null","55","null","52","null","0","17","null","null","1196","null","187","null","47","null","46","null","143","null","100","null","640","null","148","null","349","null","119","null","17","null","22","null","527","null","154","null","39","null","44","null","107","95","null","null","196","null","97","null","185","null","89","null","0","null","17","null","853","null","172","null","0","null","17","null","7","null","15","null","425","null","121","null","297","null","164","null","124","null","74","null",
"1400000US53005010805","Census Tract 108.05, Benton County, Washington","2848","112","null","null","149","90","null","null","640","null","167","null","1206","null","205","null","665","null","153","null","188","null","84","null","834","null","187","null","149","null","90","null","473","null","151","null","166","null","110","null","31","null","37","null","15","24","null","null","1169","null","192","null","0","null","17","null","140","null","66","null","741","null","162","null","235","null","98","null","53","null","39","null","372","null","124","null","0","null","17","null","14","23","null","null","78","null","71","null","241","null","113","null","39","null","34","null","473","null","149","null","0","null","17","null","13","null","22","null","221","null","116","null","158","null","86","null","81","null","62","null",
"1400000US53005010807","Census Tract 108.07, Benton County, Washington","447","57","null","null","8","13","null","null","55","null","36","null","186","null","58","null","125","null","65","null","73","null","38","null","67","null","46","null","0","null","12","null","21","null","22","null","41","null","34","null","5","null","7","null","0","12","null","null","142","null","55","null","8","null","13","null","9","null","10","null","65","null","35","null","31","null","21","null","29","null","25","null","75","null","48","null","0","null","12","null","11","18","null","null","0","null","12","null","56","null","46","null","8","null","9","null","163","null","45","null","0","null","12","null","14","null","20","null","80","null","39","null","33","null","34","null","36","null","29","null",
"1400000US53005010809","Census Tract 108.09, Benton County, Washington","2504","197","null","null","42","46","null","null","787","null","167","null","1196","null","215","null","365","null","163","null","114","null","68","null","635","null","174","null","10","null","19","null","437","null","144","null","164","null","81","null","14","null","22","null","10","17","null","null","1018","null","191","null","0","null","17","null","323","null","125","null","540","null","165","null","134","null","83","null","21","null","33","null","391","null","160","null","14","null","25","null","27","31","null","null","203","null","121","null","121","null","90","null","26","null","29","null","460","null","106","null","18","null","29","null","0","null","17","null","289","null","115","null","96","null","88","null","57","null","53","null",
"1400000US53005010810","Census Tract 108.10, Benton County, Washington","2214","108","null","null","45","42","null","null","612","null","150","null","960","null","167","null","506","null","137","null","91","null","57","null","583","null","145","null","45","null","42","null","398","null","140","null","123","null","85","null","17","null","28","null","0","17","null","null","985","null","147","null","0","null","17","null","161","null","74","null","591","null","137","null","212","null","114","null","21","null","24","null","373","null","124","null","0","null","17","null","53","43","null","null","116","null","71","null","190","null","105","null","14","null","24","null","273","null","59","null","0","null","17","null","0","null","17","null","130","null","44","null","87","null","41","null","56","null","44","null",
"1400000US53005010811","Census Tract 108.11, Benton County, Washington","1533","110","null","null","0","12","null","null","61","null","56","null","674","null","110","null","498","null","103","null","300","null","85","null","116","null","71","null","0","null","12","null","18","null","23","null","68","null","45","null","30","null","47","null","0","12","null","null","706","null","102","null","0","null","12","null","32","null","38","null","382","null","88","null","188","null","72","null","104","null","53","null","208","null","72","null","0","null","12","null","0","12","null","null","55","null","40","null","94","null","53","null","59","null","41","null","503","null","70","null","0","null","12","null","11","null","16","null","169","null","54","null","186","null","68","null","137","null","53","null",
"1400000US53005010813","Census Tract 108.13, Benton County, Washington","5080","234","null","null","311","204","null","null","1467","null","275","null","1855","null","296","null","949","null","207","null","498","null","217","null","1462","null","286","null","285","null","206","null","937","null","238","null","161","null","111","null","31","null","53","null","48","54","null","null","1805","null","238","null","26","null","39","null","281","null","140","null","1102","null","204","null","283","null","126","null","113","null","105","null","733","null","257","null","0","null","19","null","210","148","null","null","161","null","113","null","248","null","113","null","114","null","87","null","1080","null","194","null","0","null","19","null","39","null","46","null","431","null","148","null","387","null","148","null","223","null","138","null",
"1400000US53005010814","Census Tract 108.14, Benton County, Washington","1403","90","null","null","30","23","null","null","44","null","33","null","489","null","99","null","528","null","90","null","312","null","88","null","69","null","45","null","10","null","17","null","3","null","8","null","35","null","32","null","21","null","25","null","0","12","null","null","499","null","95","null","9","null","15","null","32","null","27","null","241","null","69","null","95","null","38","null","122","null","48","null","272","null","84","null","0","null","12","null","0","12","null","null","41","null","31","null","175","null","83","null","56","null","56","null","563","null","86","null","11","null","18","null","9","null","17","null","172","null","56","null","237","null","83","null","134","null","56","null",
"1400000US53005010901","Census Tract 109.01, Benton County, Washington","2615","122","null","null","363","131","null","null","1107","null","234","null","666","null","193","null","279","null","139","null","200","null","115","null","1074","null","256","null","184","null","87","null","650","null","189","null","192","null","133","null","48","null","81","null","0","17","null","null","698","null","195","null","154","null","98","null","234","null","137","null","235","null","138","null","56","null","52","null","19","null","35","null","375","null","166","null","0","null","17","null","126","113","null","null","126","null","93","null","101","null","124","null","22","null","37","null","468","null","128","null","25","null","39","null","97","null","78","null","113","null","95","null","74","null","62","null","159","null","103","null",
"1400000US53005010902","Census Tract 109.02, Benton County, Washington","1747","127","null","null","69","59","null","null","597","null","141","null","605","null","140","null","287","null","122","null","189","null","83","null","442","null","129","null","32","null","51","null","326","null","118","null","84","null","44","null","0","null","17","null","0","17","null","null","471","null","115","null","12","null","18","null","89","null","74","null","234","null","92","null","96","null","52","null","40","null","29","null","266","null","115","null","12","null","19","null","67","66","null","null","56","null","43","null","66","null","77","null","65","null","38","null","568","null","103","null","13","null","20","null","115","null","80","null","231","null","97","null","125","null","81","null","84","null","57","null",
"1400000US53005011001","Census Tract 110.01, Benton County, Washington","2111","137","null","null","134","82","null","null","582","null","200","null","975","null","225","null","308","null","107","null","112","null","80","null","666","null","152","null","134","null","82","null","293","null","115","null","216","null","130","null","10","null","18","null","13","21","null","null","570","null","155","null","0","null","17","null","211","null","149","null","237","null","97","null","100","null","70","null","22","null","33","null","427","null","153","null","0","null","17","null","67","71","null","null","253","null","134","null","48","null","57","null","59","null","68","null","448","null","137","null","0","null","17","null","11","null","19","null","269","null","131","null","150","null","79","null","18","null","27","null",
"1400000US53005011002","Census Tract 110.02, Benton County, Washington","1887","116","null","null","115","66","null","null","774","null","132","null","575","null","116","null","326","null","110","null","97","null","49","null","541","null","121","null","52","null","45","null","436","null","110","null","26","null","20","null","27","null","23","null","0","17","null","null","548","null","129","null","35","null","39","null","139","null","83","null","199","null","72","null","162","null","72","null","13","null","16","null","331","null","104","null","28","null","33","null","94","52","null","null","104","null","65","null","59","null","41","null","46","null","29","null","467","null","116","null","0","null","17","null","105","null","66","null","246","null","99","null","78","null","72","null","38","null","38","null",
"1400000US53005011100","Census Tract 111, Benton County, Washington","2768","112","null","null","79","77","null","null","519","null","160","null","1302","null","219","null","598","null","169","null","270","null","106","null","791","null","184","null","64","null","71","null","413","null","141","null","301","null","163","null","13","null","22","null","0","17","null","null","882","null","173","null","15","null","24","null","88","null","63","null","414","null","141","null","284","null","139","null","81","null","58","null","365","null","159","null","0","null","17","null","18","28","null","null","77","null","68","null","177","null","122","null","93","null","64","null","730","null","155","null","0","null","17","null","0","null","17","null","510","null","117","null","124","null","80","null","96","null","70","null",
