"GEO_ID","NAME","B08201_001E","B08201_001EA","B08201_001M","B08201_001MA","B08201_002E","B08201_002M","B08201_002MA","B08201_002EA","B08201_003E","B08201_003M","B08201_003MA","B08201_003EA","B08201_004E","B08201_004EA","B08201_004M","B08201_004MA","B08201_005E","B08201_005M","B08201_005MA","B08201_005EA","B08201_006E","B08201_006EA","B08201_006M","B08201_006MA","B08201_007E","B08201_007EA","B08201_007M","B08201_007MA","B08201_008E","B08201_008M","B08201_008MA","B08201_008EA","B08201_009E","B08201_009EA","B08201_009M","B08201_009MA","B08201_010E","B08201_010M","B08201_010MA","B08201_010EA","B08201_011E","B08201_011M","B08201_011MA","B08201_011EA","B08201_012E","B08201_012M","B08201_012MA","B08201_012EA","B08201_013E","B08201_013M","B08201_013MA","B08201_013EA","B08201_014E","B08201_014M","B08201_014MA","B08201_014EA","B08201_015E","B08201_015EA","B08201_015M","B08201_015MA","B08201_016E","B08201_016EA","B08201_016M","B08201_016MA","B08201_017E","B08201_017M","B08201_017MA","B08201_017EA","B08201_018E","B08201_018M","B08201_018MA","B08201_018EA","B08201_019E","B08201_019EA","B08201_019M","B08201_019MA","B08201_020E","B08201_020EA","B08201_020M","B08201_020MA","B08201_021E","B08201_021EA","B08201_021M","B08201_021MA","B08201_022E","B08201_022M","B08201_022MA","B08201_022EA","B08201_023E","B08201_023M","B08201_023MA","B08201_023EA","B08201_024E","B08201_024M","B08201_024MA","B08201_024EA","B08201_025E","B08201_025M","B08201_025MA","B08201_025EA","B08201_026E","B08201_026EA","B08201_026M","B08201_026MA","B08201_027E","B08201_027EA","B08201_027M","B08201_027MA","B08201_028E","B08201_028M","B08201_028MA","B08201_028EA","B08201_029E","B08201_029M","B08201_029MA","B08201_029EA","B08201_030E","B08201_030M","B08201_030MA","B08201_030EA",
"1400000US53033031603","Census Tract 316.03, King County, Washington","2060","null","133","null","55","44","null","null","400","142","null","null","981","null","150","null","390","118","null","null","234","null","79","null","394","null","125","null","11","17","null","null","250","null","117","null","101","49","null","null","13","21","null","null","19","24","null","null","629","106","null","null","0","17","null","null","70","null","60","null","355","null","89","null","148","69","null","null","56","37","null","null","360","null","122","null","30","null","35","null","60","null","68","null","142","77","null","null","54","36","null","null","74","45","null","null","677","119","null","null","14","null","22","null","20","null","23","null","383","118","null","null","175","87","null","null","85","50","null","null",
"1400000US53033031604","Census Tract 316.04, King County, Washington","1613","null","84","null","0","17","null","null","345","103","null","null","747","null","136","null","392","111","null","null","129","null","65","null","172","null","76","null","0","17","null","null","135","null","73","null","37","28","null","null","0","17","null","null","0","17","null","null","445","103","null","null","0","17","null","null","167","null","84","null","150","null","77","null","120","72","null","null","8","12","null","null","315","null","109","null","0","null","17","null","12","null","18","null","183","93","null","null","86","51","null","null","34","26","null","null","681","104","null","null","0","null","17","null","31","null","31","null","377","77","null","null","186","85","null","null","87","54","null","null",
"1400000US53033031605","Census Tract 316.05, King County, Washington","1314","null","126","null","48","44","null","null","170","89","null","null","505","null","116","null","479","106","null","null","112","null","65","null","237","null","106","null","32","36","null","null","79","null","68","null","100","76","null","null","13","20","null","null","13","20","null","null","484","127","null","null","13","21","null","null","24","null","28","null","205","null","101","null","219","77","null","null","23","28","null","null","244","null","89","null","3","null","9","null","33","null","35","null","63","48","null","null","135","77","null","null","10","15","null","null","349","66","null","null","0","null","12","null","34","null","42","null","137","63","null","null","112","47","null","null","66","54","null","null",
"1400000US53033031703","Census Tract 317.03, King County, Washington","2558","null","106","null","38","36","null","null","904","165","null","null","1013","null","159","null","435","117","null","null","168","null","83","null","785","null","149","null","38","36","null","null","714","null","150","null","33","38","null","null","0","17","null","null","0","17","null","null","804","167","null","null","0","17","null","null","98","null","69","null","558","null","117","null","148","78","null","null","0","17","null","null","561","null","160","null","0","null","17","null","62","null","73","null","272","110","null","null","193","87","null","null","34","38","null","null","408","118","null","null","0","null","17","null","30","null","36","null","150","67","null","null","94","56","null","null","134","82","null","null",
"1400000US53033031704","Census Tract 317.04, King County, Washington","1588","null","100","null","32","33","null","null","385","88","null","null","706","null","113","null","331","107","null","null","134","null","61","null","301","null","86","null","6","11","null","null","194","null","78","null","56","48","null","null","36","39","null","null","9","14","null","null","462","101","null","null","26","31","null","null","72","null","55","null","255","null","77","null","90","58","null","null","19","22","null","null","288","null","90","null","0","null","12","null","41","null","30","null","157","66","null","null","69","42","null","null","21","24","null","null","537","93","null","null","0","null","12","null","78","null","43","null","238","79","null","null","136","65","null","null","85","54","null","null",
"1400000US53033031705","Census Tract 317.05, King County, Washington","1274","null","127","null","12","20","null","null","139","89","null","null","555","null","119","null","325","107","null","null","243","null","97","null","74","null","73","null","0","12","null","null","68","null","73","null","6","10","null","null","0","12","null","null","0","12","null","null","549","134","null","null","0","12","null","null","36","null","38","null","360","null","100","null","81","52","null","null","72","66","null","null","390","null","107","null","12","null","20","null","29","null","45","null","101","61","null","null","176","86","null","null","72","46","null","null","261","89","null","null","0","null","12","null","6","null","11","null","88","49","null","null","68","52","null","null","99","68","null","null",
"1400000US53033031706","Census Tract 317.06, King County, Washington","2224","null","152","null","62","55","null","null","471","155","null","null","1087","null","197","null","460","123","null","null","144","null","81","null","372","null","134","null","45","45","null","null","195","null","106","null","99","67","null","null","33","38","null","null","0","17","null","null","592","127","null","null","0","17","null","null","132","null","78","null","338","null","96","null","83","52","null","null","39","37","null","null","367","null","130","null","0","null","17","null","120","null","87","null","133","83","null","null","49","48","null","null","65","53","null","null","893","132","null","null","17","null","29","null","24","null","34","null","517","155","null","null","295","115","null","null","40","46","null","null",
"1400000US53033031800","Census Tract 318, King County, Washington","1786","null","70","null","46","34","null","null","252","83","null","null","585","null","118","null","561","108","null","null","342","null","79","null","376","null","90","null","7","11","null","null","184","null","87","null","125","71","null","null","43","39","null","null","17","20","null","null","752","127","null","null","39","38","null","null","43","null","29","null","344","null","94","null","272","76","null","null","54","40","null","null","139","null","59","null","0","null","12","null","16","null","24","null","15","23","null","null","48","39","null","null","60","39","null","null","519","114","null","null","0","null","12","null","9","null","14","null","101","53","null","null","198","85","null","null","211","69","null","null",
"1400000US53033031903","Census Tract 319.03, King County, Washington","2510","null","93","null","61","77","null","null","297","106","null","null","1253","null","201","null","573","153","null","null","326","null","103","null","338","null","108","null","17","26","null","null","218","null","90","null","70","56","null","null","17","28","null","null","16","26","null","null","1192","185","null","null","0","17","null","null","47","null","42","null","770","null","185","null","244","135","null","null","131","74","null","null","314","null","102","null","0","null","17","null","16","null","25","null","138","70","null","null","119","69","null","null","41","39","null","null","666","112","null","null","44","null","71","null","16","null","26","null","275","101","null","null","193","87","null","null","138","72","null","null",
"1400000US53033031904","Census Tract 319.04, King County, Washington","1326","null","75","null","19","17","null","null","164","70","null","null","600","null","104","null","334","98","null","null","209","null","60","null","186","null","77","null","11","16","null","null","122","null","66","null","37","29","null","null","16","26","null","null","0","12","null","null","446","99","null","null","0","12","null","null","22","null","18","null","307","null","92","null","89","45","null","null","28","25","null","null","231","null","80","null","0","null","12","null","9","null","15","null","56","42","null","null","127","63","null","null","39","28","null","null","463","68","null","null","8","null","14","null","11","null","16","null","200","57","null","null","102","71","null","null","142","51","null","null",
"1400000US53033031906","Census Tract 319.06, King County, Washington","1390","null","80","null","31","30","null","null","304","89","null","null","576","null","126","null","376","111","null","null","103","null","61","null","283","null","88","null","0","12","null","null","176","null","72","null","76","55","null","null","31","34","null","null","0","12","null","null","543","104","null","null","13","22","null","null","114","null","61","null","250","null","78","null","128","61","null","null","38","37","null","null","230","null","90","null","18","null","24","null","0","null","12","null","99","71","null","null","102","64","null","null","11","17","null","null","334","85","null","null","0","null","12","null","14","null","23","null","151","60","null","null","115","76","null","null","54","43","null","null",
"1400000US53033031907","Census Tract 319.07, King County, Washington","2898","null","130","null","28","33","null","null","529","146","null","null","1588","null","209","null","546","177","null","null","207","null","93","null","556","null","148","null","28","33","null","null","349","null","124","null","164","123","null","null","15","23","null","null","0","17","null","null","1152","201","null","null","0","17","null","null","131","null","80","null","781","null","189","null","206","117","null","null","34","39","null","null","414","null","132","null","0","null","17","null","32","null","28","null","185","89","null","null","117","79","null","null","80","62","null","null","776","154","null","null","0","null","17","null","17","null","28","null","458","129","null","null","208","101","null","null","93","55","null","null",
"1400000US53033031908","Census Tract 319.08, King County, Washington","2068","null","84","null","161","78","null","null","917","125","null","null","686","null","118","null","266","80","null","null","38","null","46","null","650","null","134","null","81","51","null","null","473","null","104","null","81","66","null","null","15","17","null","null","0","17","null","null","702","151","null","null","53","42","null","null","211","null","81","null","340","null","102","null","98","48","null","null","0","17","null","null","368","null","121","null","0","null","17","null","152","null","97","null","103","40","null","null","75","50","null","null","38","46","null","null","348","132","null","null","27","null","44","null","81","null","82","null","162","92","null","null","78","46","null","null","0","17","null","null",
"1400000US53033031909","Census Tract 319.09, King County, Washington","1245","null","43","null","51","35","null","null","288","79","null","null","549","null","112","null","306","85","null","null","51","null","43","null","182","null","82","null","27","23","null","null","101","null","58","null","54","57","null","null","0","12","null","null","0","12","null","null","373","104","null","null","24","30","null","null","104","null","60","null","200","null","72","null","45","37","null","null","0","12","null","null","345","null","105","null","0","null","12","null","65","null","62","null","168","73","null","null","112","62","null","null","0","12","null","null","345","66","null","null","0","null","12","null","18","null","19","null","127","50","null","null","149","67","null","null","51","43","null","null",
"1400000US53033032002","Census Tract 320.02, King County, Washington","1244","null","67","null","12","19","null","null","222","92","null","null","328","null","91","null","390","95","null","null","292","null","101","null","271","null","97","null","12","19","null","null","153","null","79","null","80","50","null","null","0","12","null","null","26","28","null","null","475","105","null","null","0","12","null","null","3","null","9","null","181","null","65","null","171","78","null","null","120","64","null","null","209","null","67","null","0","null","12","null","20","null","23","null","34","30","null","null","113","56","null","null","42","32","null","null","289","89","null","null","0","null","12","null","46","null","59","null","33","36","null","null","106","60","null","null","104","61","null","null",
"1400000US53033032003","Census Tract 320.03, King County, Washington","1983","null","120","null","82","60","null","null","281","103","null","null","681","null","160","null","587","143","null","null","352","null","104","null","392","null","117","null","11","17","null","null","165","null","73","null","132","78","null","null","58","55","null","null","26","36","null","null","700","135","null","null","22","33","null","null","35","null","40","null","322","null","104","null","226","93","null","null","95","55","null","null","424","null","130","null","29","null","42","null","73","null","82","null","106","96","null","null","120","68","null","null","96","51","null","null","467","114","null","null","20","null","31","null","8","null","15","null","121","72","null","null","183","87","null","null","135","66","null","null",
"1400000US53033032005","Census Tract 320.05, King County, Washington","2259","null","146","null","13","21","null","null","369","175","null","null","1019","null","198","null","533","148","null","null","325","null","103","null","327","null","175","null","0","17","null","null","255","null","164","null","42","51","null","null","0","17","null","null","30","48","null","null","603","146","null","null","0","17","null","null","50","null","47","null","390","null","127","null","115","72","null","null","48","45","null","null","588","null","161","null","0","null","17","null","41","null","51","null","289","118","null","null","143","78","null","null","115","75","null","null","741","128","null","null","13","null","21","null","23","null","39","null","298","128","null","null","275","84","null","null","132","64","null","null",
"1400000US53033032006","Census Tract 320.06, King County, Washington","1719","null","96","null","57","41","null","null","340","103","null","null","599","null","104","null","503","109","null","null","220","null","75","null","321","null","98","null","32","30","null","null","200","null","91","null","79","44","null","null","10","16","null","null","0","12","null","null","707","102","null","null","13","20","null","null","93","null","51","null","344","null","76","null","175","66","null","null","82","52","null","null","287","null","77","null","12","null","18","null","9","null","15","null","35","27","null","null","169","63","null","null","62","42","null","null","404","91","null","null","0","null","12","null","38","null","37","null","141","64","null","null","149","69","null","null","76","47","null","null",
"1400000US53033032007","Census Tract 320.07, King County, Washington","1376","null","66","null","17","19","null","null","283","84","null","null","548","null","101","null","387","96","null","null","141","null","66","null","248","null","82","null","9","15","null","null","186","null","79","null","53","43","null","null","0","12","null","null","0","12","null","null","470","92","null","null","8","13","null","null","64","null","40","null","268","null","83","null","101","56","null","null","29","27","null","null","280","null","103","null","0","null","12","null","19","null","20","null","43","34","null","null","157","87","null","null","61","53","null","null","378","80","null","null","0","null","12","null","14","null","24","null","184","64","null","null","129","65","null","null","51","38","null","null",
"1400000US53033032008","Census Tract 320.08, King County, Washington","1405","null","99","null","8","14","null","null","303","92","null","null","509","null","124","null","382","85","null","null","203","null","74","null","206","null","76","null","8","14","null","null","179","null","71","null","9","15","null","null","10","17","null","null","0","12","null","null","469","108","null","null","0","12","null","null","16","null","20","null","292","null","91","null","144","66","null","null","17","20","null","null","304","null","87","null","0","null","12","null","49","null","39","null","69","42","null","null","84","44","null","null","102","57","null","null","426","69","null","null","0","null","12","null","59","null","40","null","139","66","null","null","144","59","null","null","84","49","null","null",
"1400000US53033032010","Census Tract 320.10, King County, Washington","2024","null","95","null","91","75","null","null","622","140","null","null","872","null","140","null","302","90","null","null","137","null","58","null","546","null","130","null","91","75","null","null","333","null","130","null","107","74","null","null","0","17","null","null","15","24","null","null","593","134","null","null","0","17","null","null","199","null","79","null","271","null","108","null","104","60","null","null","19","28","null","null","212","null","80","null","0","null","17","null","37","null","32","null","48","41","null","null","114","63","null","null","13","21","null","null","673","83","null","null","0","null","17","null","53","null","39","null","446","86","null","null","84","51","null","null","90","52","null","null",
"1400000US53033032011","Census Tract 320.11, King County, Washington","1359","null","64","null","20","23","null","null","207","93","null","null","807","null","112","null","278","96","null","null","47","null","38","null","166","null","80","null","0","12","null","null","118","null","75","null","48","40","null","null","0","12","null","null","0","12","null","null","461","99","null","null","8","13","null","null","89","null","55","null","307","null","82","null","45","37","null","null","12","19","null","null","132","null","71","null","0","null","12","null","0","null","12","null","78","61","null","null","48","34","null","null","6","10","null","null","600","89","null","null","12","null","18","null","0","null","12","null","374","98","null","null","185","85","null","null","29","31","null","null",
"1400000US53033032102","Census Tract 321.02, King County, Washington","1890","null","87","null","30","28","null","null","233","87","null","null","827","null","151","null","540","116","null","null","260","null","91","null","268","null","92","null","0","17","null","null","133","null","68","null","97","53","null","null","38","30","null","null","0","17","null","null","767","141","null","null","9","14","null","null","67","null","51","null","352","null","101","null","217","83","null","null","122","69","null","null","490","null","142","null","10","null","17","null","24","null","25","null","243","124","null","null","154","75","null","null","59","45","null","null","365","80","null","null","11","null","18","null","9","null","14","null","135","80","null","null","131","50","null","null","79","50","null","null",
"1400000US53033032103","Census Tract 321.03, King County, Washington","1975","null","163","null","197","105","null","null","774","162","null","null","656","null","154","null","261","91","null","null","87","null","69","null","774","null","186","null","118","86","null","null","566","null","178","null","83","92","null","null","7","13","null","null","0","12","null","null","752","170","null","null","22","35","null","null","147","null","94","null","445","null","131","null","106","64","null","null","32","38","null","null","310","null","125","null","49","null","60","null","31","null","35","null","90","53","null","null","105","75","null","null","35","49","null","null","139","63","null","null","8","null","14","null","30","null","32","null","38","46","null","null","43","39","null","null","20","33","null","null",
"1400000US53033032104","Census Tract 321.04, King County, Washington","2535","null","126","null","177","100","null","null","654","171","null","null","1241","null","203","null","329","117","null","null","134","null","71","null","601","null","181","null","93","81","null","null","424","null","136","null","75","58","null","null","9","16","null","null","0","17","null","null","947","190","null","null","32","46","null","null","189","null","96","null","552","null","162","null","138","78","null","null","36","34","null","null","599","null","172","null","52","null","81","null","41","null","48","null","435","152","null","null","61","44","null","null","10","18","null","null","388","138","null","null","0","null","17","null","0","null","17","null","179","107","null","null","121","89","null","null","88","56","null","null",
"1400000US53033032203","Census Tract 322.03, King County, Washington","2370","null","101","null","56","48","null","null","407","124","null","null","1140","null","165","null","532","147","null","null","235","null","129","null","323","null","117","null","0","17","null","null","251","null","103","null","60","49","null","null","12","19","null","null","0","17","null","null","699","155","null","null","45","45","null","null","88","null","71","null","389","null","132","null","166","89","null","null","11","19","null","null","561","null","167","null","0","null","17","null","15","null","23","null","319","116","null","null","139","111","null","null","88","93","null","null","787","130","null","null","11","null","17","null","53","null","62","null","372","97","null","null","215","87","null","null","136","81","null","null",
"1400000US53033032207","Census Tract 322.07, King County, Washington","1113","null","60","null","13","19","null","null","145","61","null","null","559","null","107","null","291","90","null","null","105","null","54","null","128","null","57","null","0","12","null","null","89","null","46","null","32","26","null","null","7","11","null","null","0","12","null","null","349","70","null","null","0","12","null","null","29","null","26","null","219","null","75","null","93","49","null","null","8","13","null","null","325","null","77","null","0","null","12","null","27","null","25","null","134","52","null","null","109","56","null","null","55","36","null","null","311","82","null","null","13","null","19","null","0","null","12","null","174","82","null","null","82","49","null","null","42","40","null","null",
"1400000US53033032208","Census Tract 322.08, King County, Washington","3758","null","197","null","326","129","null","null","1724","214","null","null","1250","null","203","null","369","110","null","null","89","null","51","null","1613","null","240","null","326","129","null","null","1110","null","194","null","160","106","null","null","17","28","null","null","0","17","null","null","1101","187","null","null","0","17","null","null","427","null","140","null","535","null","150","null","139","77","null","null","0","17","null","null","476","null","143","null","0","null","17","null","139","null","117","null","168","77","null","null","124","64","null","null","45","36","null","null","568","125","null","null","0","null","17","null","48","null","43","null","387","107","null","null","89","50","null","null","44","35","null","null",
"1400000US53033032210","Census Tract 322.10, King County, Washington","3892","null","239","null","32","35","null","null","1082","226","null","null","2145","null","231","null","449","142","null","null","184","null","100","null","604","null","186","null","0","19","null","null","530","null","174","null","74","77","null","null","0","19","null","null","0","19","null","null","1226","253","null","null","22","26","null","null","400","null","180","null","649","null","190","null","96","68","null","null","59","63","null","null","813","null","190","null","0","null","19","null","124","null","84","null","514","152","null","null","167","95","null","null","8","14","null","null","1249","209","null","null","10","null","16","null","28","null","32","null","908","169","null","null","186","93","null","null","117","103","null","null",
"1400000US53033032211","Census Tract 322.11, King County, Washington","1837","null","50","null","30","45","null","null","475","105","null","null","1069","null","129","null","153","56","null","null","110","null","53","null","324","null","88","null","0","17","null","null","240","null","88","null","84","57","null","null","0","17","null","null","0","17","null","null","537","120","null","null","0","17","null","null","128","null","63","null","382","null","99","null","27","24","null","null","0","17","null","null","395","null","116","null","0","null","17","null","86","null","66","null","225","84","null","null","64","33","null","null","20","21","null","null","581","78","null","null","30","null","45","null","21","null","21","null","378","72","null","null","62","37","null","null","90","59","null","null",
"1400000US53033032212","Census Tract 322.12, King County, Washington","3112","null","124","null","41","47","null","null","868","179","null","null","1838","null","197","null","288","129","null","null","77","null","51","null","515","null","158","null","20","31","null","null","461","null","159","null","34","41","null","null","0","17","null","null","0","17","null","null","903","200","null","null","0","17","null","null","114","null","68","null","741","null","175","null","33","36","null","null","15","24","null","null","600","null","167","null","21","null","35","null","156","null","93","null","297","107","null","null","105","61","null","null","21","33","null","null","1094","185","null","null","0","null","17","null","137","null","113","null","766","107","null","null","150","118","null","null","41","35","null","null",
"1400000US53033032213","Census Tract 322.13, King County, Washington","1409","null","71","null","6","10","null","null","270","97","null","null","673","null","119","null","371","113","null","null","89","null","78","null","137","null","81","null","6","10","null","null","116","null","76","null","8","13","null","null","7","12","null","null","0","12","null","null","254","84","null","null","0","12","null","null","56","null","50","null","153","null","69","null","36","30","null","null","9","16","null","null","331","null","125","null","0","null","12","null","98","null","84","null","117","74","null","null","68","50","null","null","48","74","null","null","687","102","null","null","0","null","12","null","0","null","12","null","395","94","null","null","260","101","null","null","32","34","null","null",
"1400000US53033032214","Census Tract 322.14, King County, Washington","2009","null","71","null","20","22","null","null","336","120","null","null","1143","null","173","null","403","118","null","null","107","null","74","null","171","null","80","null","0","17","null","null","142","null","80","null","12","18","null","null","17","27","null","null","0","17","null","null","470","104","null","null","11","18","null","null","102","null","77","null","232","null","96","null","65","50","null","null","60","65","null","null","411","null","114","null","9","null","14","null","58","null","45","null","230","97","null","null","90","45","null","null","24","31","null","null","957","116","null","null","0","null","17","null","34","null","43","null","669","136","null","null","231","92","null","null","23","24","null","null",
"1400000US53033032215","Census Tract 322.15, King County, Washington","1388","null","71","null","0","17","null","null","56","41","null","null","906","null","99","null","354","111","null","null","72","null","55","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","221","97","null","null","0","17","null","null","9","null","14","null","82","null","46","null","124","90","null","null","6","12","null","null","429","null","135","null","0","null","17","null","38","null","35","null","243","104","null","null","109","64","null","null","39","46","null","null","738","96","null","null","0","null","17","null","9","null","13","null","581","92","null","null","121","55","null","null","27","32","null","null",
"1400000US53033032307","Census Tract 323.07, King County, Washington","2452","null","56","null","0","17","null","null","466","120","null","null","861","null","170","null","774","175","null","null","351","null","121","null","363","null","123","null","0","17","null","null","209","null","91","null","62","55","null","null","44","63","null","null","48","45","null","null","801","137","null","null","0","17","null","null","118","null","76","null","391","null","106","null","245","107","null","null","47","44","null","null","592","null","161","null","0","null","17","null","31","null","37","null","168","80","null","null","236","109","null","null","157","85","null","null","696","158","null","null","0","null","17","null","108","null","97","null","240","101","null","null","249","106","null","null","99","67","null","null",
"1400000US53033032309","Census Tract 323.09, King County, Washington","2802","null","202","null","302","111","null","null","1652","244","null","null","705","null","195","null","55","43","null","null","88","null","91","null","1283","null","226","null","222","123","null","null","990","null","203","null","71","79","null","null","0","17","null","null","0","17","null","null","861","204","null","null","39","45","null","null","414","null","151","null","373","null","157","null","35","34","null","null","0","17","null","null","348","null","142","null","0","null","17","null","144","null","113","null","177","93","null","null","12","20","null","null","15","24","null","null","310","154","null","null","41","null","67","null","104","null","82","null","84","66","null","null","8","19","null","null","73","85","null","null",
"1400000US53033032311","Census Tract 323.11, King County, Washington","2095","null","110","null","62","55","null","null","276","135","null","null","876","null","165","null","540","162","null","null","341","null","147","null","255","null","118","null","30","36","null","null","132","null","94","null","72","54","null","null","21","32","null","null","0","17","null","null","762","154","null","null","0","17","null","null","118","null","82","null","314","null","131","null","251","117","null","null","79","70","null","null","416","null","127","null","32","null","40","null","0","null","17","null","122","77","null","null","133","73","null","null","129","70","null","null","662","153","null","null","0","null","17","null","26","null","31","null","368","114","null","null","135","59","null","null","133","111","null","null",
"1400000US53033032313","Census Tract 323.13, King County, Washington","2572","null","151","null","77","80","null","null","1052","200","null","null","1076","null","177","null","216","110","null","null","151","null","100","null","689","null","173","null","52","64","null","null","574","null","161","null","23","28","null","null","40","56","null","null","0","17","null","null","785","184","null","null","9","17","null","null","252","null","127","null","452","null","137","null","72","68","null","null","0","17","null","null","509","null","137","null","0","null","17","null","139","null","60","null","281","109","null","null","29","47","null","null","60","68","null","null","589","143","null","null","16","null","24","null","87","null","70","null","320","90","null","null","75","63","null","null","91","91","null","null",
"1400000US53033032315","Census Tract 323.15, King County, Washington","2084","null","102","null","47","40","null","null","275","91","null","null","852","null","151","null","574","128","null","null","336","null","126","null","307","null","95","null","23","32","null","null","191","null","79","null","51","40","null","null","14","22","null","null","28","34","null","null","774","108","null","null","24","28","null","null","33","null","29","null","397","null","103","null","196","76","null","null","124","82","null","null","441","null","116","null","0","null","17","null","25","null","29","null","156","78","null","null","161","73","null","null","99","53","null","null","562","102","null","null","0","null","17","null","26","null","28","null","248","92","null","null","203","90","null","null","85","63","null","null",
"1400000US53033032316","Census Tract 323.16, King County, Washington","1812","null","69","null","0","17","null","null","227","81","null","null","1089","null","116","null","395","79","null","null","101","null","45","null","154","null","70","null","0","17","null","null","128","null","64","null","26","27","null","null","0","17","null","null","0","17","null","null","638","94","null","null","0","17","null","null","75","null","44","null","448","null","86","null","106","54","null","null","9","15","null","null","275","null","86","null","0","null","17","null","11","null","17","null","161","71","null","null","80","47","null","null","23","21","null","null","745","82","null","null","0","null","17","null","13","null","20","null","454","76","null","null","209","56","null","null","69","40","null","null",
"1400000US53033032317","Census Tract 323.17, King County, Washington","2162","null","63","null","59","87","null","null","387","119","null","null","1222","null","168","null","313","118","null","null","181","null","74","null","270","null","109","null","0","17","null","null","224","null","100","null","46","43","null","null","0","17","null","null","0","17","null","null","718","130","null","null","59","87","null","null","84","null","52","null","427","null","107","null","86","58","null","null","62","51","null","null","481","null","128","null","0","null","17","null","50","null","58","null","308","100","null","null","47","38","null","null","76","48","null","null","693","133","null","null","0","null","17","null","29","null","34","null","441","128","null","null","180","90","null","null","43","41","null","null",
"1400000US53033032318","Census Tract 323.18, King County, Washington","1853","null","78","null","17","19","null","null","317","88","null","null","1111","null","122","null","377","96","null","null","31","null","24","null","171","null","53","null","6","9","null","null","91","null","39","null","42","28","null","null","32","40","null","null","0","17","null","null","555","98","null","null","0","17","null","null","97","null","60","null","415","null","79","null","43","32","null","null","0","17","null","null","362","null","87","null","0","null","17","null","57","null","36","null","160","65","null","null","135","58","null","null","10","15","null","null","765","91","null","null","11","null","17","null","72","null","65","null","494","90","null","null","167","64","null","null","21","22","null","null",
"1400000US53033032319","Census Tract 323.19, King County, Washington","2386","null","167","null","402","151","null","null","862","178","null","null","668","null","162","null","326","129","null","null","128","null","80","null","1102","null","224","null","308","130","null","null","645","null","185","null","149","98","null","null","0","12","null","null","0","12","null","null","700","161","null","null","78","78","null","null","159","null","86","null","323","null","118","null","123","75","null","null","17","26","null","null","360","null","130","null","16","null","26","null","43","null","45","null","128","105","null","null","75","61","null","null","98","72","null","null","224","118","null","null","0","null","12","null","15","null","25","null","68","55","null","null","128","111","null","null","13","21","null","null",
"1400000US53033032320","Census Tract 323.20, King County, Washington","1438","null","98","null","8","13","null","null","168","67","null","null","565","null","121","null","480","103","null","null","217","null","63","null","155","null","74","null","8","13","null","null","49","null","35","null","71","60","null","null","18","20","null","null","9","14","null","null","539","117","null","null","0","12","null","null","45","null","37","null","266","null","97","null","166","62","null","null","62","36","null","null","265","null","78","null","0","null","12","null","37","null","31","null","96","59","null","null","89","47","null","null","43","30","null","null","479","83","null","null","0","null","12","null","37","null","45","null","132","65","null","null","207","71","null","null","103","52","null","null",
"1400000US53033032321","Census Tract 323.21, King County, Washington","1703","null","118","null","39","44","null","null","128","64","null","null","871","null","118","null","498","120","null","null","167","null","67","null","174","null","89","null","31","42","null","null","43","null","42","null","34","28","null","null","57","68","null","null","9","15","null","null","600","118","null","null","0","12","null","null","42","null","32","null","327","null","82","null","191","86","null","null","40","33","null","null","395","null","98","null","8","null","14","null","33","null","31","null","190","75","null","null","127","62","null","null","37","24","null","null","534","76","null","null","0","null","12","null","10","null","16","null","320","65","null","null","123","56","null","null","81","46","null","null",
"1400000US53033032322","Census Tract 323.22, King County, Washington","1219","null","64","null","0","12","null","null","103","57","null","null","599","null","90","null","401","94","null","null","116","null","48","null","98","null","54","null","0","12","null","null","46","null","38","null","52","40","null","null","0","12","null","null","0","12","null","null","374","88","null","null","0","12","null","null","8","null","14","null","226","null","88","null","140","69","null","null","0","12","null","null","294","null","78","null","0","null","12","null","34","null","26","null","97","55","null","null","149","56","null","null","14","21","null","null","453","82","null","null","0","null","12","null","15","null","18","null","224","59","null","null","112","59","null","null","102","44","null","null",
"1400000US53033032323","Census Tract 323.23, King County, Washington","2175","null","66","null","115","52","null","null","589","134","null","null","1177","null","165","null","269","93","null","null","25","null","32","null","538","null","147","null","76","47","null","null","351","null","125","null","111","67","null","null","0","17","null","null","0","17","null","null","783","149","null","null","39","51","null","null","181","null","77","null","502","null","132","null","61","41","null","null","0","17","null","null","296","null","130","null","0","null","17","null","22","null","30","null","186","109","null","null","88","64","null","null","0","17","null","null","558","100","null","null","0","null","17","null","35","null","39","null","378","82","null","null","120","81","null","null","25","32","null","null",
"1400000US53033032324","Census Tract 323.24, King County, Washington","2203","null","110","null","217","119","null","null","885","174","null","null","779","null","159","null","252","93","null","null","70","null","53","null","647","null","167","null","105","92","null","null","505","null","146","null","30","29","null","null","7","13","null","null","0","12","null","null","844","191","null","null","96","85","null","null","195","null","80","null","464","null","153","null","89","61","null","null","0","12","null","null","422","null","144","null","16","null","28","null","132","null","91","null","119","79","null","null","136","78","null","null","19","24","null","null","290","72","null","null","0","null","12","null","53","null","48","null","166","62","null","null","20","33","null","null","51","43","null","null",
