"GEO_ID","NAME","B08201_001E","B08201_001EA","B08201_001M","B08201_001MA","B08201_002E","B08201_002M","B08201_002MA","B08201_002EA","B08201_003E","B08201_003M","B08201_003MA","B08201_003EA","B08201_004E","B08201_004EA","B08201_004M","B08201_004MA","B08201_005E","B08201_005M","B08201_005MA","B08201_005EA","B08201_006E","B08201_006EA","B08201_006M","B08201_006MA","B08201_007E","B08201_007EA","B08201_007M","B08201_007MA","B08201_008E","B08201_008M","B08201_008MA","B08201_008EA","B08201_009E","B08201_009EA","B08201_009M","B08201_009MA","B08201_010E","B08201_010M","B08201_010MA","B08201_010EA","B08201_011E","B08201_011M","B08201_011MA","B08201_011EA","B08201_012E","B08201_012M","B08201_012MA","B08201_012EA","B08201_013E","B08201_013M","B08201_013MA","B08201_013EA","B08201_014E","B08201_014M","B08201_014MA","B08201_014EA","B08201_015E","B08201_015EA","B08201_015M","B08201_015MA","B08201_016E","B08201_016EA","B08201_016M","B08201_016MA","B08201_017E","B08201_017M","B08201_017MA","B08201_017EA","B08201_018E","B08201_018M","B08201_018MA","B08201_018EA","B08201_019E","B08201_019EA","B08201_019M","B08201_019MA","B08201_020E","B08201_020EA","B08201_020M","B08201_020MA","B08201_021E","B08201_021EA","B08201_021M","B08201_021MA","B08201_022E","B08201_022M","B08201_022MA","B08201_022EA","B08201_023E","B08201_023M","B08201_023MA","B08201_023EA","B08201_024E","B08201_024M","B08201_024MA","B08201_024EA","B08201_025E","B08201_025M","B08201_025MA","B08201_025EA","B08201_026E","B08201_026EA","B08201_026M","B08201_026MA","B08201_027E","B08201_027EA","B08201_027M","B08201_027MA","B08201_028E","B08201_028M","B08201_028MA","B08201_028EA","B08201_029E","B08201_029M","B08201_029MA","B08201_029EA","B08201_030E","B08201_030M","B08201_030MA","B08201_030EA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!No vehicle available","Margin of Error!!Total!!No vehicle available","Annotation of Margin of Error!!Total!!No vehicle available","Annotation of Estimate!!Total!!No vehicle available","Estimate!!Total!!1 vehicle available","Margin of Error!!Total!!1 vehicle available","Annotation of Margin of Error!!Total!!1 vehicle available","Annotation of Estimate!!Total!!1 vehicle available","Estimate!!Total!!2 vehicles available","Annotation of Estimate!!Total!!2 vehicles available","Margin of Error!!Total!!2 vehicles available","Annotation of Margin of Error!!Total!!2 vehicles available","Estimate!!Total!!3 vehicles available","Margin of Error!!Total!!3 vehicles available","Annotation of Margin of Error!!Total!!3 vehicles available","Annotation of Estimate!!Total!!3 vehicles available","Estimate!!Total!!4 or more vehicles available","Annotation of Estimate!!Total!!4 or more vehicles available","Margin of Error!!Total!!4 or more vehicles available","Annotation of Margin of Error!!Total!!4 or more vehicles available","Estimate!!Total!!1-person household","Annotation of Estimate!!Total!!1-person household","Margin of Error!!Total!!1-person household","Annotation of Margin of Error!!Total!!1-person household","Estimate!!Total!!1-person household!!No vehicle available","Margin of Error!!Total!!1-person household!!No vehicle available","Annotation of Margin of Error!!Total!!1-person household!!No vehicle available","Annotation of Estimate!!Total!!1-person household!!No vehicle available","Estimate!!Total!!1-person household!!1 vehicle available","Annotation of Estimate!!Total!!1-person household!!1 vehicle available","Margin of Error!!Total!!1-person household!!1 vehicle available","Annotation of Margin of Error!!Total!!1-person household!!1 vehicle available","Estimate!!Total!!1-person household!!2 vehicles available","Margin of Error!!Total!!1-person household!!2 vehicles available","Annotation of Margin of Error!!Total!!1-person household!!2 vehicles available","Annotation of Estimate!!Total!!1-person household!!2 vehicles available","Estimate!!Total!!1-person household!!3 vehicles available","Margin of Error!!Total!!1-person household!!3 vehicles available","Annotation of Margin of Error!!Total!!1-person household!!3 vehicles available","Annotation of Estimate!!Total!!1-person household!!3 vehicles available","Estimate!!Total!!1-person household!!4 or more vehicles available","Margin of Error!!Total!!1-person household!!4 or more vehicles available","Annotation of Margin of Error!!Total!!1-person household!!4 or more vehicles available","Annotation of Estimate!!Total!!1-person household!!4 or more vehicles available","Estimate!!Total!!2-person household","Margin of Error!!Total!!2-person household","Annotation of Margin of Error!!Total!!2-person household","Annotation of Estimate!!Total!!2-person household","Estimate!!Total!!2-person household!!No vehicle available","Margin of Error!!Total!!2-person household!!No vehicle available","Annotation of Margin of Error!!Total!!2-person household!!No vehicle available","Annotation of Estimate!!Total!!2-person household!!No vehicle available","Estimate!!Total!!2-person household!!1 vehicle available","Annotation of Estimate!!Total!!2-person household!!1 vehicle available","Margin of Error!!Total!!2-person household!!1 vehicle available","Annotation of Margin of Error!!Total!!2-person household!!1 vehicle available","Estimate!!Total!!2-person household!!2 vehicles available","Annotation of Estimate!!Total!!2-person household!!2 vehicles available","Margin of Error!!Total!!2-person household!!2 vehicles available","Annotation of Margin of Error!!Total!!2-person household!!2 vehicles available","Estimate!!Total!!2-person household!!3 vehicles available","Margin of Error!!Total!!2-person household!!3 vehicles available","Annotation of Margin of Error!!Total!!2-person household!!3 vehicles available","Annotation of Estimate!!Total!!2-person household!!3 vehicles available","Estimate!!Total!!2-person household!!4 or more vehicles available","Margin of Error!!Total!!2-person household!!4 or more vehicles available","Annotation of Margin of Error!!Total!!2-person household!!4 or more vehicles available","Annotation of Estimate!!Total!!2-person household!!4 or more vehicles available","Estimate!!Total!!3-person household","Annotation of Estimate!!Total!!3-person household","Margin of Error!!Total!!3-person household","Annotation of Margin of Error!!Total!!3-person household","Estimate!!Total!!3-person household!!No vehicle available","Annotation of Estimate!!Total!!3-person household!!No vehicle available","Margin of Error!!Total!!3-person household!!No vehicle available","Annotation of Margin of Error!!Total!!3-person household!!No vehicle available","Estimate!!Total!!3-person household!!1 vehicle available","Annotation of Estimate!!Total!!3-person household!!1 vehicle available","Margin of Error!!Total!!3-person household!!1 vehicle available","Annotation of Margin of Error!!Total!!3-person household!!1 vehicle available","Estimate!!Total!!3-person household!!2 vehicles available","Margin of Error!!Total!!3-person household!!2 vehicles available","Annotation of Margin of Error!!Total!!3-person household!!2 vehicles available","Annotation of Estimate!!Total!!3-person household!!2 vehicles available","Estimate!!Total!!3-person household!!3 vehicles available","Margin of Error!!Total!!3-person household!!3 vehicles available","Annotation of Margin of Error!!Total!!3-person household!!3 vehicles available","Annotation of Estimate!!Total!!3-person household!!3 vehicles available","Estimate!!Total!!3-person household!!4 or more vehicles available","Margin of Error!!Total!!3-person household!!4 or more vehicles available","Annotation of Margin of Error!!Total!!3-person household!!4 or more vehicles available","Annotation of Estimate!!Total!!3-person household!!4 or more vehicles available","Estimate!!Total!!4-or-more-person household","Margin of Error!!Total!!4-or-more-person household","Annotation of Margin of Error!!Total!!4-or-more-person household","Annotation of Estimate!!Total!!4-or-more-person household","Estimate!!Total!!4-or-more-person household!!No vehicle available","Annotation of Estimate!!Total!!4-or-more-person household!!No vehicle available","Margin of Error!!Total!!4-or-more-person household!!No vehicle available","Annotation of Margin of Error!!Total!!4-or-more-person household!!No vehicle available","Estimate!!Total!!4-or-more-person household!!1 vehicle available","Annotation of Estimate!!Total!!4-or-more-person household!!1 vehicle available","Margin of Error!!Total!!4-or-more-person household!!1 vehicle available","Annotation of Margin of Error!!Total!!4-or-more-person household!!1 vehicle available","Estimate!!Total!!4-or-more-person household!!2 vehicles available","Margin of Error!!Total!!4-or-more-person household!!2 vehicles available","Annotation of Margin of Error!!Total!!4-or-more-person household!!2 vehicles available","Annotation of Estimate!!Total!!4-or-more-person household!!2 vehicles available","Estimate!!Total!!4-or-more-person household!!3 vehicles available","Margin of Error!!Total!!4-or-more-person household!!3 vehicles available","Annotation of Margin of Error!!Total!!4-or-more-person household!!3 vehicles available","Annotation of Estimate!!Total!!4-or-more-person household!!3 vehicles available","Estimate!!Total!!4-or-more-person household!!4 or more vehicles available","Margin of Error!!Total!!4-or-more-person household!!4 or more vehicles available","Annotation of Margin of Error!!Total!!4-or-more-person household!!4 or more vehicles available","Annotation of Estimate!!Total!!4-or-more-person household!!4 or more vehicles available",
"1400000US53001950100","Census Tract 9501, Adams County, Washington","1003","null","75","null","76","47","null","null","247","51","null","null","393","null","69","null","189","54","null","null","98","null","34","null","322","null","73","null","56","42","null","null","165","null","48","null","91","36","null","null","10","11","null","null","0","12","null","null","382","64","null","null","11","13","null","null","59","null","24","null","194","null","53","null","89","33","null","null","29","14","null","null","137","null","55","null","0","null","12","null","3","null","5","null","35","18","null","null","60","38","null","null","39","29","null","null","162","38","null","null","9","null","14","null","20","null","19","null","73","32","null","null","30","20","null","null","30","18","null","null",
"1400000US53001950200","Census Tract 9502, Adams County, Washington","659","null","63","null","8","6","null","null","137","51","null","null","219","null","53","null","195","62","null","null","100","null","42","null","140","null","57","null","8","6","null","null","78","null","49","null","15","10","null","null","35","28","null","null","4","7","null","null","255","49","null","null","0","12","null","null","29","null","18","null","119","null","49","null","55","24","null","null","52","25","null","null","121","null","59","null","0","null","12","null","19","null","15","null","31","20","null","null","54","52","null","null","17","15","null","null","143","48","null","null","0","null","12","null","11","null","11","null","54","20","null","null","51","30","null","null","27","23","null","null",
"1400000US53001950300","Census Tract 9503, Adams County, Washington","1822","null","117","null","3","7","null","null","251","80","null","null","942","null","164","null","359","114","null","null","267","null","112","null","186","null","95","null","0","17","null","null","58","null","43","null","128","83","null","null","0","17","null","null","0","17","null","null","468","122","null","null","3","7","null","null","87","null","54","null","278","null","97","null","45","37","null","null","55","40","null","null","276","null","116","null","0","null","17","null","74","null","56","null","113","72","null","null","57","50","null","null","32","46","null","null","892","127","null","null","0","null","17","null","32","null","30","null","423","147","null","null","257","99","null","null","180","88","null","null",
"1400000US53001950400","Census Tract 9504, Adams County, Washington","908","null","69","null","136","66","null","null","295","79","null","null","291","null","82","null","108","53","null","null","78","null","42","null","208","null","74","null","56","40","null","null","125","null","67","null","27","34","null","null","0","12","null","null","0","12","null","null","251","76","null","null","49","40","null","null","80","null","43","null","84","null","47","null","18","24","null","null","20","23","null","null","70","null","40","null","13","null","13","null","18","null","25","null","24","23","null","null","5","8","null","null","10","11","null","null","379","68","null","null","18","null","29","null","72","null","43","null","156","71","null","null","85","44","null","null","48","31","null","null",
"1400000US53001950500","Census Tract 9505, Adams County, Washington","1346","null","94","null","54","44","null","null","332","102","null","null","535","null","128","null","359","106","null","null","66","null","40","null","165","null","71","null","18","26","null","null","97","null","57","null","31","27","null","null","19","27","null","null","0","12","null","null","308","88","null","null","9","15","null","null","69","null","41","null","114","null","56","null","87","54","null","null","29","21","null","null","184","null","78","null","0","null","12","null","111","null","72","null","25","28","null","null","48","33","null","null","0","12","null","null","689","108","null","null","27","null","38","null","55","null","46","null","365","118","null","null","205","85","null","null","37","34","null","null",
"1400000US53003960100","Census Tract 9601, Asotin County, Washington","1620","null","115","null","9","14","null","null","275","81","null","null","737","null","109","null","346","86","null","null","253","null","79","null","358","null","86","null","9","14","null","null","161","null","54","null","133","49","null","null","32","30","null","null","23","31","null","null","747","102","null","null","0","12","null","null","87","null","48","null","378","null","89","null","203","70","null","null","79","45","null","null","121","null","54","null","0","null","12","null","7","null","11","null","41","30","null","null","32","23","null","null","41","41","null","null","394","82","null","null","0","null","12","null","20","null","24","null","185","60","null","null","79","38","null","null","110","46","null","null",
"1400000US53003960200","Census Tract 9602, Asotin County, Washington","1996","null","109","null","66","50","null","null","527","117","null","null","664","null","123","null","430","117","null","null","309","null","88","null","582","null","114","null","48","45","null","null","343","null","91","null","147","88","null","null","8","12","null","null","36","35","null","null","891","112","null","null","9","15","null","null","136","null","64","null","392","null","94","null","266","105","null","null","88","49","null","null","247","null","84","null","0","null","12","null","30","null","39","null","85","54","null","null","107","57","null","null","25","28","null","null","276","64","null","null","9","null","14","null","18","null","27","null","40","33","null","null","49","41","null","null","160","57","null","null",
"1400000US53003960300","Census Tract 9603, Asotin County, Washington","1499","null","126","null","202","88","null","null","640","128","null","null","491","null","117","null","97","43","null","null","69","null","37","null","661","null","115","null","142","66","null","null","409","null","104","null","102","57","null","null","0","12","null","null","8","13","null","null","394","101","null","null","45","54","null","null","121","null","63","null","180","null","61","null","48","35","null","null","0","12","null","null","195","null","90","null","0","null","12","null","82","null","63","null","76","55","null","null","26","26","null","null","11","18","null","null","249","81","null","null","15","null","23","null","28","null","25","null","133","83","null","null","23","22","null","null","50","31","null","null",
"1400000US53003960400","Census Tract 9604, Asotin County, Washington","954","null","78","null","58","38","null","null","331","87","null","null","334","null","87","null","142","62","null","null","89","null","51","null","296","null","79","null","23","22","null","null","223","null","75","null","38","28","null","null","0","12","null","null","12","18","null","null","318","63","null","null","9","15","null","null","48","null","31","null","190","null","59","null","57","33","null","null","14","15","null","null","135","null","69","null","26","null","28","null","35","null","40","null","34","37","null","null","20","20","null","null","20","25","null","null","205","56","null","null","0","null","12","null","25","null","21","null","72","48","null","null","65","48","null","null","43","34","null","null",
"1400000US53003960500","Census Tract 9605, Asotin County, Washington","1542","null","124","null","166","68","null","null","708","148","null","null","416","null","104","null","165","69","null","null","87","null","41","null","638","null","129","null","156","67","null","null","381","null","123","null","45","34","null","null","45","43","null","null","11","17","null","null","407","93","null","null","10","16","null","null","112","null","66","null","192","null","70","null","66","40","null","null","27","26","null","null","223","null","79","null","0","null","12","null","87","null","52","null","78","48","null","null","41","41","null","null","17","18","null","null","274","75","null","null","0","null","12","null","128","null","86","null","101","57","null","null","13","21","null","null","32","22","null","null",
"1400000US53003960600","Census Tract 9606, Asotin County, Washington","1447","null","101","null","23","22","null","null","390","119","null","null","643","null","103","null","263","85","null","null","128","null","63","null","331","null","80","null","23","22","null","null","193","null","77","null","70","44","null","null","35","33","null","null","10","16","null","null","556","110","null","null","0","12","null","null","95","null","58","null","301","null","85","null","138","56","null","null","22","21","null","null","312","null","129","null","0","null","12","null","65","null","63","null","147","83","null","null","43","40","null","null","57","44","null","null","248","97","null","null","0","null","12","null","37","null","44","null","125","84","null","null","47","44","null","null","39","38","null","null",
"1400000US53005010100","Census Tract 101, Benton County, Washington","1784","null","86","null","13","17","null","null","464","110","null","null","698","null","93","null","413","84","null","null","196","null","65","null","403","null","98","null","13","17","null","null","284","null","93","null","74","42","null","null","7","11","null","null","25","32","null","null","805","117","null","null","0","12","null","null","107","null","57","null","435","null","84","null","215","69","null","null","48","35","null","null","204","null","74","null","0","null","12","null","25","null","24","null","67","44","null","null","75","40","null","null","37","29","null","null","372","77","null","null","0","null","12","null","48","null","57","null","122","56","null","null","116","47","null","null","86","45","null","null",
"1400000US53005010201","Census Tract 102.01, Benton County, Washington","1819","null","88","null","104","62","null","null","495","120","null","null","727","null","123","null","314","90","null","null","179","null","85","null","426","null","118","null","53","46","null","null","200","null","80","null","165","78","null","null","0","12","null","null","8","13","null","null","755","83","null","null","38","41","null","null","138","null","69","null","348","null","73","null","185","68","null","null","46","39","null","null","264","null","98","null","0","null","12","null","91","null","64","null","72","53","null","null","52","36","null","null","49","62","null","null","374","87","null","null","13","null","20","null","66","null","70","null","142","58","null","null","77","37","null","null","76","39","null","null",
"1400000US53005010202","Census Tract 102.02, Benton County, Washington","2777","null","147","null","381","134","null","null","1219","192","null","null","895","null","162","null","217","117","null","null","65","null","47","null","1243","null","170","null","259","116","null","null","772","null","159","null","201","103","null","null","11","15","null","null","0","17","null","null","672","150","null","null","99","73","null","null","134","null","97","null","401","null","124","null","10","17","null","null","28","30","null","null","469","null","128","null","23","null","35","null","217","null","105","null","127","62","null","null","79","53","null","null","23","25","null","null","393","117","null","null","0","null","17","null","96","null","69","null","166","93","null","null","117","95","null","null","14","24","null","null",
"1400000US53005010300","Census Tract 103, Benton County, Washington","2290","null","139","null","9","16","null","null","777","172","null","null","986","null","207","null","363","132","null","null","155","null","57","null","699","null","163","null","9","16","null","null","461","null","155","null","189","93","null","null","28","33","null","null","12","21","null","null","933","182","null","null","0","17","null","null","187","null","103","null","569","null","165","null","136","81","null","null","41","38","null","null","152","null","90","null","0","null","17","null","30","null","35","null","48","45","null","null","50","59","null","null","24","35","null","null","506","89","null","null","0","null","17","null","99","null","82","null","180","84","null","null","149","75","null","null","78","44","null","null",
"1400000US53005010400","Census Tract 104, Benton County, Washington","1509","null","80","null","105","53","null","null","639","94","null","null","451","null","105","null","194","78","null","null","120","null","56","null","483","null","109","null","34","33","null","null","353","null","119","null","45","32","null","null","32","27","null","null","19","21","null","null","492","117","null","null","59","41","null","null","204","null","82","null","196","null","76","null","24","23","null","null","9","14","null","null","319","null","89","null","5","null","10","null","35","null","37","null","157","63","null","null","73","58","null","null","49","36","null","null","215","48","null","null","7","null","12","null","47","null","33","null","53","33","null","null","65","40","null","null","43","36","null","null",
"1400000US53005010500","Census Tract 105, Benton County, Washington","1008","null","82","null","56","37","null","null","267","93","null","null","411","null","89","null","158","89","null","null","116","null","60","null","240","null","75","null","34","24","null","null","111","null","46","null","58","54","null","null","37","57","null","null","0","12","null","null","264","77","null","null","0","12","null","null","90","null","55","null","120","null","61","null","46","34","null","null","8","13","null","null","162","null","77","null","0","null","12","null","32","null","42","null","72","50","null","null","43","47","null","null","15","19","null","null","342","95","null","null","22","null","26","null","34","null","36","null","161","77","null","null","32","27","null","null","93","58","null","null",
"1400000US53005010600","Census Tract 106, Benton County, Washington","1690","null","98","null","51","31","null","null","722","144","null","null","579","null","125","null","178","72","null","null","160","null","70","null","557","null","139","null","17","18","null","null","431","null","126","null","100","53","null","null","9","16","null","null","0","12","null","null","565","132","null","null","25","24","null","null","186","null","104","null","292","null","101","null","35","32","null","null","27","31","null","null","210","null","84","null","9","null","13","null","52","null","47","null","58","35","null","null","48","39","null","null","43","46","null","null","358","79","null","null","0","null","12","null","53","null","47","null","129","63","null","null","86","50","null","null","90","49","null","null",
"1400000US53005010701","Census Tract 107.01, Benton County, Washington","723","null","87","null","0","12","null","null","69","41","null","null","309","null","94","null","237","87","null","null","108","null","58","null","141","null","75","null","0","12","null","null","23","null","24","null","99","62","null","null","6","11","null","null","13","20","null","null","301","86","null","null","0","12","null","null","18","null","15","null","151","null","69","null","117","65","null","null","15","13","null","null","55","null","36","null","0","null","12","null","4","null","7","null","4","7","null","null","21","19","null","null","26","30","null","null","226","52","null","null","0","null","12","null","24","null","28","null","55","39","null","null","93","67","null","null","54","50","null","null",
"1400000US53005010703","Census Tract 107.03, Benton County, Washington","1227","null","83","null","14","22","null","null","484","142","null","null","342","null","106","null","201","78","null","null","186","null","74","null","388","null","133","null","14","22","null","null","306","null","131","null","53","44","null","null","15","24","null","null","0","12","null","null","426","113","null","null","0","12","null","null","158","null","91","null","126","null","66","null","82","46","null","null","60","39","null","null","232","null","87","null","0","null","12","null","0","null","12","null","95","63","null","null","65","59","null","null","72","58","null","null","181","100","null","null","0","null","12","null","20","null","27","null","68","62","null","null","39","35","null","null","54","40","null","null",
"1400000US53005010705","Census Tract 107.05, Benton County, Washington","1780","null","96","null","0","17","null","null","202","66","null","null","706","null","132","null","435","125","null","null","437","null","143","null","163","null","72","null","0","17","null","null","104","null","55","null","59","39","null","null","0","17","null","null","0","17","null","null","684","147","null","null","0","17","null","null","84","null","45","null","309","null","105","null","122","75","null","null","169","124","null","null","373","null","137","null","0","null","17","null","0","null","17","null","156","99","null","null","129","78","null","null","88","55","null","null","560","89","null","null","0","null","17","null","14","null","19","null","182","75","null","null","184","73","null","null","180","82","null","null",
"1400000US53005010707","Census Tract 107.07, Benton County, Washington","930","null","54","null","0","12","null","null","195","86","null","null","447","null","91","null","209","69","null","null","79","null","42","null","179","null","93","null","0","12","null","null","114","null","79","null","18","24","null","null","47","47","null","null","0","12","null","null","349","94","null","null","0","12","null","null","45","null","53","null","249","null","76","null","44","37","null","null","11","15","null","null","102","null","51","null","0","null","12","null","20","null","21","null","15","15","null","null","45","30","null","null","22","31","null","null","300","59","null","null","0","null","12","null","16","null","25","null","165","50","null","null","73","52","null","null","46","31","null","null",
"1400000US53005010708","Census Tract 107.08, Benton County, Washington","843","null","85","null","0","12","null","null","201","75","null","null","383","null","88","null","144","55","null","null","115","null","65","null","195","null","79","null","0","12","null","null","110","null","68","null","80","52","null","null","5","8","null","null","0","12","null","null","354","90","null","null","0","12","null","null","76","null","45","null","201","null","66","null","56","32","null","null","21","23","null","null","99","null","47","null","0","null","12","null","0","null","12","null","53","39","null","null","22","23","null","null","24","23","null","null","195","54","null","null","0","null","12","null","15","null","25","null","49","36","null","null","61","45","null","null","70","53","null","null",
"1400000US53005010803","Census Tract 108.03, Benton County, Washington","2532","null","167","null","70","61","null","null","438","119","null","null","1020","null","158","null","798","148","null","null","206","null","89","null","502","null","143","null","70","61","null","null","253","null","91","null","52","39","null","null","98","75","null","null","29","46","null","null","967","169","null","null","0","17","null","null","135","null","77","null","513","null","144","null","284","83","null","null","35","34","null","null","444","null","134","null","0","null","17","null","26","null","31","null","165","91","null","null","205","98","null","null","48","38","null","null","619","106","null","null","0","null","17","null","24","null","28","null","290","88","null","null","211","85","null","null","94","56","null","null",
"1400000US53005010805","Census Tract 108.05, Benton County, Washington","2325","null","161","null","68","54","null","null","702","166","null","null","988","null","190","null","460","130","null","null","107","null","58","null","567","null","168","null","34","25","null","null","469","null","141","null","64","87","null","null","0","17","null","null","0","17","null","null","1006","180","null","null","0","17","null","null","142","null","81","null","615","null","167","null","219","93","null","null","30","35","null","null","391","null","115","null","0","null","17","null","78","null","75","null","196","101","null","null","83","49","null","null","34","32","null","null","361","114","null","null","34","null","50","null","13","null","23","null","113","71","null","null","158","94","null","null","43","39","null","null",
"1400000US53005010807","Census Tract 108.07, Benton County, Washington","391","null","25","null","8","12","null","null","8","13","null","null","233","null","42","null","102","51","null","null","40","null","29","null","29","null","33","null","0","12","null","null","0","null","12","null","13","24","null","null","16","22","null","null","0","12","null","null","152","65","null","null","5","9","null","null","0","null","12","null","99","null","53","null","43","34","null","null","5","11","null","null","116","null","67","null","0","null","12","null","0","null","12","null","74","60","null","null","18","19","null","null","24","23","null","null","94","32","null","null","3","null","8","null","8","null","13","null","47","38","null","null","25","20","null","null","11","13","null","null",
"1400000US53005010809","Census Tract 108.09, Benton County, Washington","2448","null","152","null","128","121","null","null","850","226","null","null","843","null","203","null","452","113","null","null","175","null","106","null","729","null","187","null","75","87","null","null","545","null","195","null","93","79","null","null","16","24","null","null","0","17","null","null","700","172","null","null","53","80","null","null","181","null","105","null","284","null","126","null","167","84","null","null","15","24","null","null","324","null","110","null","0","null","17","null","91","null","69","null","132","78","null","null","83","48","null","null","18","27","null","null","695","152","null","null","0","null","17","null","33","null","55","null","334","121","null","null","186","99","null","null","142","91","null","null",
"1400000US53005010810","Census Tract 108.10, Benton County, Washington","2020","null","124","null","160","60","null","null","391","127","null","null","1024","null","164","null","350","124","null","null","95","null","50","null","465","null","138","null","160","60","null","null","192","null","87","null","113","82","null","null","0","17","null","null","0","17","null","null","929","159","null","null","0","17","null","null","133","null","77","null","643","null","150","null","139","73","null","null","14","23","null","null","247","null","143","null","0","null","17","null","59","null","59","null","81","98","null","null","99","64","null","null","8","14","null","null","379","120","null","null","0","null","17","null","7","null","13","null","187","106","null","null","112","69","null","null","73","47","null","null",
"1400000US53005010811","Census Tract 108.11, Benton County, Washington","1135","null","73","null","6","10","null","null","36","27","null","null","409","null","118","null","456","104","null","null","228","null","112","null","65","null","46","null","6","10","null","null","28","null","27","null","20","32","null","null","11","16","null","null","0","12","null","null","453","101","null","null","0","12","null","null","0","null","12","null","180","null","72","null","193","76","null","null","80","54","null","null","285","null","110","null","0","null","12","null","8","null","13","null","67","42","null","null","101","63","null","null","109","94","null","null","332","91","null","null","0","null","12","null","0","null","12","null","142","76","null","null","151","68","null","null","39","37","null","null",
"1400000US53005010813","Census Tract 108.13, Benton County, Washington","3501","null","189","null","85","94","null","null","824","208","null","null","1484","null","238","null","626","156","null","null","482","null","151","null","788","null","210","null","85","94","null","null","541","null","158","null","127","74","null","null","35","40","null","null","0","17","null","null","1295","184","null","null","0","17","null","null","190","null","80","null","761","null","146","null","244","99","null","null","100","69","null","null","510","null","150","null","0","null","17","null","18","null","30","null","218","100","null","null","133","78","null","null","141","103","null","null","908","141","null","null","0","null","17","null","75","null","78","null","378","130","null","null","214","96","null","null","241","108","null","null",
"1400000US53005010814","Census Tract 108.14, Benton County, Washington","953","null","59","null","5","9","null","null","95","83","null","null","365","null","88","null","345","104","null","null","143","null","61","null","104","null","75","null","0","12","null","null","47","null","63","null","36","32","null","null","15","19","null","null","6","10","null","null","398","88","null","null","0","12","null","null","31","null","49","null","190","null","71","null","109","62","null","null","68","41","null","null","126","null","59","null","5","null","9","null","13","null","20","null","30","25","null","null","70","47","null","null","8","12","null","null","325","83","null","null","0","null","12","null","4","null","8","null","109","45","null","null","151","75","null","null","61","47","null","null",
"1400000US53005010901","Census Tract 109.01, Benton County, Washington","2290","null","148","null","200","103","null","null","750","217","null","null","910","null","190","null","288","116","null","null","142","null","106","null","733","null","161","null","179","101","null","null","403","null","161","null","142","84","null","null","0","17","null","null","9","15","null","null","713","138","null","null","0","17","null","null","200","null","109","null","316","null","81","null","170","98","null","null","27","33","null","null","418","null","143","null","10","null","17","null","110","null","89","null","198","114","null","null","86","60","null","null","14","18","null","null","426","143","null","null","11","null","18","null","37","null","46","null","254","124","null","null","32","32","null","null","92","99","null","null",
"1400000US53005010902","Census Tract 109.02, Benton County, Washington","1781","null","112","null","109","72","null","null","692","139","null","null","691","null","136","null","176","77","null","null","113","null","60","null","517","null","138","null","60","50","null","null","410","null","131","null","32","30","null","null","15","18","null","null","0","12","null","null","442","100","null","null","7","11","null","null","106","null","67","null","271","null","83","null","49","33","null","null","9","14","null","null","339","null","92","null","7","null","12","null","59","null","64","null","157","90","null","null","66","47","null","null","50","37","null","null","483","128","null","null","35","null","40","null","117","null","85","null","231","89","null","null","46","43","null","null","54","42","null","null",
"1400000US53005011001","Census Tract 110.01, Benton County, Washington","1999","null","165","null","128","68","null","null","878","176","null","null","727","null","161","null","189","107","null","null","77","null","56","null","866","null","185","null","84","45","null","null","481","null","154","null","271","131","null","null","30","35","null","null","0","12","null","null","469","140","null","null","0","12","null","null","131","null","93","null","237","null","93","null","63","58","null","null","38","36","null","null","194","null","98","null","0","null","12","null","94","null","68","null","54","52","null","null","31","34","null","null","15","26","null","null","470","163","null","null","44","null","53","null","172","null","131","null","165","102","null","null","65","60","null","null","24","28","null","null",
"1400000US53005011002","Census Tract 110.02, Benton County, Washington","1781","null","107","null","149","78","null","null","698","154","null","null","626","null","139","null","202","78","null","null","106","null","64","null","657","null","132","null","132","67","null","null","438","null","122","null","78","47","null","null","9","14","null","null","0","12","null","null","512","110","null","null","0","12","null","null","93","null","47","null","272","null","93","null","139","62","null","null","8","13","null","null","337","null","126","null","17","null","29","null","118","null","73","null","124","63","null","null","32","41","null","null","46","56","null","null","275","96","null","null","0","null","12","null","49","null","42","null","152","82","null","null","22","27","null","null","52","34","null","null",
"1400000US53005011100","Census Tract 111, Benton County, Washington","2798","null","99","null","55","44","null","null","935","213","null","null","899","null","174","null","638","173","null","null","271","null","104","null","740","null","161","null","43","40","null","null","534","null","149","null","104","65","null","null","59","72","null","null","0","17","null","null","879","178","null","null","0","17","null","null","241","null","121","null","359","null","128","null","140","75","null","null","139","91","null","null","463","null","149","null","0","null","17","null","58","null","44","null","159","93","null","null","180","96","null","null","66","60","null","null","716","150","null","null","12","null","19","null","102","null","116","null","277","117","null","null","259","118","null","null","66","47","null","null",
