"GEO_ID","NAME","B08201_001E","B08201_001M","B08201_001MA","B08201_001EA","B08201_002E","B08201_002EA","B08201_002M","B08201_002MA","B08201_003E","B08201_003EA","B08201_003M","B08201_003MA","B08201_004E","B08201_004M","B08201_004MA","B08201_004EA","B08201_005E","B08201_005M","B08201_005MA","B08201_005EA","B08201_006E","B08201_006EA","B08201_006M","B08201_006MA","B08201_007E","B08201_007EA","B08201_007M","B08201_007MA","B08201_008E","B08201_008EA","B08201_008M","B08201_008MA","B08201_009E","B08201_009M","B08201_009MA","B08201_009EA","B08201_010E","B08201_010M","B08201_010MA","B08201_010EA","B08201_011E","B08201_011M","B08201_011MA","B08201_011EA","B08201_012E","B08201_012EA","B08201_012M","B08201_012MA","B08201_013E","B08201_013EA","B08201_013M","B08201_013MA","B08201_014E","B08201_014EA","B08201_014M","B08201_014MA","B08201_015E","B08201_015M","B08201_015MA","B08201_015EA","B08201_016E","B08201_016EA","B08201_016M","B08201_016MA","B08201_017E","B08201_017EA","B08201_017M","B08201_017MA","B08201_018E","B08201_018EA","B08201_018M","B08201_018MA","B08201_019E","B08201_019EA","B08201_019M","B08201_019MA","B08201_020E","B08201_020M","B08201_020MA","B08201_020EA","B08201_021E","B08201_021EA","B08201_021M","B08201_021MA","B08201_022E","B08201_022M","B08201_022MA","B08201_022EA","B08201_023E","B08201_023EA","B08201_023M","B08201_023MA","B08201_024E","B08201_024EA","B08201_024M","B08201_024MA","B08201_025E","B08201_025EA","B08201_025M","B08201_025MA","B08201_026E","B08201_026EA","B08201_026M","B08201_026MA","B08201_027E","B08201_027M","B08201_027MA","B08201_027EA","B08201_028E","B08201_028EA","B08201_028M","B08201_028MA","B08201_029E","B08201_029EA","B08201_029M","B08201_029MA","B08201_030E","B08201_030EA","B08201_030M","B08201_030MA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!No vehicle available","Annotation of Estimate!!Total!!No vehicle available","Margin of Error!!Total!!No vehicle available","Annotation of Margin of Error!!Total!!No vehicle available","Estimate!!Total!!1 vehicle available","Annotation of Estimate!!Total!!1 vehicle available","Margin of Error!!Total!!1 vehicle available","Annotation of Margin of Error!!Total!!1 vehicle available","Estimate!!Total!!2 vehicles available","Margin of Error!!Total!!2 vehicles available","Annotation of Margin of Error!!Total!!2 vehicles available","Annotation of Estimate!!Total!!2 vehicles available","Estimate!!Total!!3 vehicles available","Margin of Error!!Total!!3 vehicles available","Annotation of Margin of Error!!Total!!3 vehicles available","Annotation of Estimate!!Total!!3 vehicles available","Estimate!!Total!!4 or more vehicles available","Annotation of Estimate!!Total!!4 or more vehicles available","Margin of Error!!Total!!4 or more vehicles available","Annotation of Margin of Error!!Total!!4 or more vehicles available","Estimate!!Total!!1-person household","Annotation of Estimate!!Total!!1-person household","Margin of Error!!Total!!1-person household","Annotation of Margin of Error!!Total!!1-person household","Estimate!!Total!!1-person household!!No vehicle available","Annotation of Estimate!!Total!!1-person household!!No vehicle available","Margin of Error!!Total!!1-person household!!No vehicle available","Annotation of Margin of Error!!Total!!1-person household!!No vehicle available","Estimate!!Total!!1-person household!!1 vehicle available","Margin of Error!!Total!!1-person household!!1 vehicle available","Annotation of Margin of Error!!Total!!1-person household!!1 vehicle available","Annotation of Estimate!!Total!!1-person household!!1 vehicle available","Estimate!!Total!!1-person household!!2 vehicles available","Margin of Error!!Total!!1-person household!!2 vehicles available","Annotation of Margin of Error!!Total!!1-person household!!2 vehicles available","Annotation of Estimate!!Total!!1-person household!!2 vehicles available","Estimate!!Total!!1-person household!!3 vehicles available","Margin of Error!!Total!!1-person household!!3 vehicles available","Annotation of Margin of Error!!Total!!1-person household!!3 vehicles available","Annotation of Estimate!!Total!!1-person household!!3 vehicles available","Estimate!!Total!!1-person household!!4 or more vehicles available","Annotation of Estimate!!Total!!1-person household!!4 or more vehicles available","Margin of Error!!Total!!1-person household!!4 or more vehicles available","Annotation of Margin of Error!!Total!!1-person household!!4 or more vehicles available","Estimate!!Total!!2-person household","Annotation of Estimate!!Total!!2-person household","Margin of Error!!Total!!2-person household","Annotation of Margin of Error!!Total!!2-person household","Estimate!!Total!!2-person household!!No vehicle available","Annotation of Estimate!!Total!!2-person household!!No vehicle available","Margin of Error!!Total!!2-person household!!No vehicle available","Annotation of Margin of Error!!Total!!2-person household!!No vehicle available","Estimate!!Total!!2-person household!!1 vehicle available","Margin of Error!!Total!!2-person household!!1 vehicle available","Annotation of Margin of Error!!Total!!2-person household!!1 vehicle available","Annotation of Estimate!!Total!!2-person household!!1 vehicle available","Estimate!!Total!!2-person household!!2 vehicles available","Annotation of Estimate!!Total!!2-person household!!2 vehicles available","Margin of Error!!Total!!2-person household!!2 vehicles available","Annotation of Margin of Error!!Total!!2-person household!!2 vehicles available","Estimate!!Total!!2-person household!!3 vehicles available","Annotation of Estimate!!Total!!2-person household!!3 vehicles available","Margin of Error!!Total!!2-person household!!3 vehicles available","Annotation of Margin of Error!!Total!!2-person household!!3 vehicles available","Estimate!!Total!!2-person household!!4 or more vehicles available","Annotation of Estimate!!Total!!2-person household!!4 or more vehicles available","Margin of Error!!Total!!2-person household!!4 or more vehicles available","Annotation of Margin of Error!!Total!!2-person household!!4 or more vehicles available","Estimate!!Total!!3-person household","Annotation of Estimate!!Total!!3-person household","Margin of Error!!Total!!3-person household","Annotation of Margin of Error!!Total!!3-person household","Estimate!!Total!!3-person household!!No vehicle available","Margin of Error!!Total!!3-person household!!No vehicle available","Annotation of Margin of Error!!Total!!3-person household!!No vehicle available","Annotation of Estimate!!Total!!3-person household!!No vehicle available","Estimate!!Total!!3-person household!!1 vehicle available","Annotation of Estimate!!Total!!3-person household!!1 vehicle available","Margin of Error!!Total!!3-person household!!1 vehicle available","Annotation of Margin of Error!!Total!!3-person household!!1 vehicle available","Estimate!!Total!!3-person household!!2 vehicles available","Margin of Error!!Total!!3-person household!!2 vehicles available","Annotation of Margin of Error!!Total!!3-person household!!2 vehicles available","Annotation of Estimate!!Total!!3-person household!!2 vehicles available","Estimate!!Total!!3-person household!!3 vehicles available","Annotation of Estimate!!Total!!3-person household!!3 vehicles available","Margin of Error!!Total!!3-person household!!3 vehicles available","Annotation of Margin of Error!!Total!!3-person household!!3 vehicles available","Estimate!!Total!!3-person household!!4 or more vehicles available","Annotation of Estimate!!Total!!3-person household!!4 or more vehicles available","Margin of Error!!Total!!3-person household!!4 or more vehicles available","Annotation of Margin of Error!!Total!!3-person household!!4 or more vehicles available","Estimate!!Total!!4-or-more-person household","Annotation of Estimate!!Total!!4-or-more-person household","Margin of Error!!Total!!4-or-more-person household","Annotation of Margin of Error!!Total!!4-or-more-person household","Estimate!!Total!!4-or-more-person household!!No vehicle available","Annotation of Estimate!!Total!!4-or-more-person household!!No vehicle available","Margin of Error!!Total!!4-or-more-person household!!No vehicle available","Annotation of Margin of Error!!Total!!4-or-more-person household!!No vehicle available","Estimate!!Total!!4-or-more-person household!!1 vehicle available","Margin of Error!!Total!!4-or-more-person household!!1 vehicle available","Annotation of Margin of Error!!Total!!4-or-more-person household!!1 vehicle available","Annotation of Estimate!!Total!!4-or-more-person household!!1 vehicle available","Estimate!!Total!!4-or-more-person household!!2 vehicles available","Annotation of Estimate!!Total!!4-or-more-person household!!2 vehicles available","Margin of Error!!Total!!4-or-more-person household!!2 vehicles available","Annotation of Margin of Error!!Total!!4-or-more-person household!!2 vehicles available","Estimate!!Total!!4-or-more-person household!!3 vehicles available","Annotation of Estimate!!Total!!4-or-more-person household!!3 vehicles available","Margin of Error!!Total!!4-or-more-person household!!3 vehicles available","Annotation of Margin of Error!!Total!!4-or-more-person household!!3 vehicles available","Estimate!!Total!!4-or-more-person household!!4 or more vehicles available","Annotation of Estimate!!Total!!4-or-more-person household!!4 or more vehicles available","Margin of Error!!Total!!4-or-more-person household!!4 or more vehicles available","Annotation of Margin of Error!!Total!!4-or-more-person household!!4 or more vehicles available",
"1400000US53001950100","Census Tract 9501, Adams County, Washington","990","63","null","null","47","null","19","null","267","null","62","null","382","69","null","null","185","54","null","null","109","null","38","null","338","null","64","null","24","null","14","null","162","49","null","null","116","41","null","null","31","26","null","null","5","null","7","null","374","null","50","null","19","null","12","null","81","25","null","null","152","null","32","null","94","null","34","null","28","null","15","null","96","null","31","null","0","12","null","null","7","null","12","null","48","24","null","null","19","null","17","null","22","null","17","null","182","null","35","null","4","null","7","null","17","11","null","null","66","null","33","null","41","null","28","null","54","null","30","null",
"1400000US53001950200","Census Tract 9502, Adams County, Washington","648","57","null","null","8","null","6","null","147","null","39","null","204","47","null","null","186","52","null","null","103","null","39","null","149","null","44","null","6","null","5","null","64","25","null","null","31","20","null","null","35","22","null","null","13","null","15","null","252","null","48","null","2","null","3","null","42","20","null","null","112","null","40","null","44","null","17","null","52","null","28","null","114","null","43","null","0","12","null","null","18","null","16","null","27","16","null","null","49","null","45","null","20","null","17","null","133","null","40","null","0","null","12","null","23","18","null","null","34","null","18","null","58","null","29","null","18","null","12","null",
"1400000US53001950300","Census Tract 9503, Adams County, Washington","1747","139","null","null","80","null","64","null","308","null","116","null","597","112","null","null","491","107","null","null","271","null","80","null","178","null","82","null","0","null","17","null","98","63","null","null","50","40","null","null","20","29","null","null","10","null","13","null","409","null","101","null","54","null","53","null","119","75","null","null","128","null","48","null","73","null","48","null","35","null","28","null","300","null","130","null","3","6","null","null","47","null","49","null","102","70","null","null","99","null","76","null","49","null","46","null","860","null","103","null","23","null","34","null","44","45","null","null","317","null","93","null","299","null","94","null","177","null","67","null",
"1400000US53001950400","Census Tract 9504, Adams County, Washington","949","103","null","null","120","null","40","null","309","null","90","null","321","93","null","null","123","61","null","null","76","null","45","null","230","null","88","null","40","null","21","null","141","73","null","null","42","53","null","null","7","10","null","null","0","null","12","null","219","null","74","null","25","null","23","null","84","50","null","null","106","null","41","null","4","null","8","null","0","null","12","null","67","null","41","null","12","15","null","null","29","null","34","null","8","9","null","null","10","null","12","null","8","null","13","null","433","null","81","null","43","null","41","null","55","45","null","null","165","null","51","null","102","null","58","null","68","null","45","null",
"1400000US53001950500","Census Tract 9505, Adams County, Washington","1399","95","null","null","11","null","18","null","258","null","121","null","602","135","null","null","374","111","null","null","154","null","86","null","174","null","89","null","0","null","12","null","64","50","null","null","67","54","null","null","7","12","null","null","36","null","57","null","391","null","86","null","11","null","18","null","68","41","null","null","204","null","77","null","87","null","56","null","21","null","24","null","242","null","131","null","0","12","null","null","104","null","96","null","79","68","null","null","43","null","31","null","16","null","25","null","592","null","101","null","0","null","12","null","22","30","null","null","252","null","94","null","237","null","94","null","81","null","58","null",
"1400000US53003960100","Census Tract 9601, Asotin County, Washington","1670","106","null","null","14","null","18","null","270","null","86","null","856","135","null","null","354","112","null","null","176","null","57","null","316","null","94","null","11","null","17","null","169","71","null","null","121","49","null","null","15","18","null","null","0","null","12","null","902","null","106","null","0","null","12","null","89","46","null","null","476","null","102","null","247","null","93","null","90","null","45","null","121","null","46","null","0","12","null","null","6","null","11","null","52","33","null","null","42","null","27","null","21","null","18","null","331","null","86","null","3","null","5","null","6","10","null","null","207","null","74","null","50","null","32","null","65","null","32","null",
"1400000US53003960200","Census Tract 9602, Asotin County, Washington","2137","114","null","null","68","null","58","null","488","null","137","null","830","176","null","null","450","149","null","null","301","null","136","null","543","null","136","null","28","null","34","null","324","123","null","null","128","82","null","null","6","10","null","null","57","null","66","null","1109","null","149","null","19","null","30","null","139","78","null","null","552","null","148","null","251","null","100","null","148","null","89","null","114","null","75","null","0","12","null","null","22","null","26","null","36","45","null","null","54","null","46","null","2","null","13","null","371","null","91","null","21","null","37","null","3","11","null","null","114","null","67","null","139","null","101","null","94","null","81","null",
"1400000US53003960300","Census Tract 9603, Asotin County, Washington","1580","114","null","null","210","null","95","null","554","null","120","null","578","131","null","null","131","88","null","null","107","null","69","null","700","null","126","null","175","null","89","null","359","100","null","null","140","75","null","null","26","41","null","null","0","null","12","null","467","null","130","null","26","null","37","null","132","84","null","null","231","null","89","null","28","null","25","null","50","null","53","null","185","null","89","null","9","14","null","null","57","null","46","null","89","61","null","null","22","null","24","null","8","null","13","null","228","null","100","null","0","null","12","null","6","11","null","null","118","null","56","null","55","null","69","null","49","null","37","null",
"1400000US53003960400","Census Tract 9604, Asotin County, Washington","957","53","null","null","70","null","41","null","363","null","74","null","313","78","null","null","165","57","null","null","46","null","42","null","298","null","64","null","29","null","18","null","193","54","null","null","76","44","null","null","0","12","null","null","0","null","12","null","366","null","74","null","26","null","27","null","78","40","null","null","181","null","45","null","77","null","47","null","4","null","6","null","157","null","70","null","15","22","null","null","52","null","45","null","19","17","null","null","39","null","32","null","32","null","39","null","136","null","39","null","0","null","12","null","40","30","null","null","37","null","26","null","49","null","28","null","10","null","12","null",
"1400000US53003960500","Census Tract 9605, Asotin County, Washington","1510","133","null","null","188","null","93","null","611","null","144","null","493","119","null","null","139","70","null","null","79","null","51","null","612","null","143","null","173","null","91","null","351","120","null","null","41","23","null","null","47","47","null","null","0","null","12","null","361","null","82","null","15","null","15","null","122","63","null","null","161","null","58","null","29","null","24","null","34","null","28","null","184","null","77","null","0","12","null","null","49","null","36","null","95","60","null","null","32","null","28","null","8","null","13","null","353","null","91","null","0","null","12","null","89","77","null","null","196","null","83","null","31","null","29","null","37","null","40","null",
"1400000US53003960600","Census Tract 9606, Asotin County, Washington","1443","71","null","null","35","null","29","null","376","null","115","null","615","129","null","null","281","85","null","null","136","null","63","null","414","null","88","null","22","null","22","null","220","83","null","null","125","69","null","null","39","32","null","null","8","null","13","null","531","null","89","null","7","null","13","null","129","71","null","null","266","null","82","null","97","null","51","null","32","null","30","null","217","null","82","null","0","12","null","null","27","null","44","null","69","40","null","null","51","null","39","null","70","null","41","null","281","null","74","null","6","null","11","null","0","12","null","null","155","null","71","null","94","null","56","null","26","null","33","null",
"1400000US53005010100","Census Tract 101, Benton County, Washington","1810","90","null","null","29","null","27","null","402","null","102","null","789","94","null","null","382","87","null","null","208","null","76","null","406","null","108","null","23","null","24","null","279","95","null","null","97","53","null","null","0","12","null","null","7","null","12","null","798","null","121","null","6","null","10","null","101","58","null","null","439","null","93","null","184","null","64","null","68","null","39","null","246","null","78","null","0","12","null","null","7","null","12","null","88","52","null","null","128","null","56","null","23","null","22","null","360","null","76","null","0","null","12","null","15","19","null","null","165","null","59","null","70","null","34","null","110","null","56","null",
"1400000US53005010201","Census Tract 102.01, Benton County, Washington","1866","97","null","null","56","null","33","null","414","null","106","null","734","112","null","null","373","91","null","null","289","null","100","null","408","null","118","null","30","null","24","null","235","93","null","null","113","57","null","null","0","17","null","null","30","null","28","null","740","null","98","null","19","null","22","null","93","52","null","null","384","null","69","null","193","null","59","null","51","null","40","null","270","null","89","null","0","17","null","null","58","null","44","null","40","29","null","null","111","null","54","null","61","null","60","null","448","null","83","null","7","null","12","null","28","42","null","null","197","null","76","null","69","null","48","null","147","null","62","null",
"1400000US53005010202","Census Tract 102.02, Benton County, Washington","2833","141","null","null","362","null","127","null","1138","null","185","null","1027","226","null","null","254","111","null","null","52","null","42","null","1214","null","212","null","305","null","123","null","794","192","null","null","115","79","null","null","0","17","null","null","0","null","17","null","989","null","214","null","56","null","49","null","207","90","null","null","567","null","179","null","159","null","94","null","0","null","17","null","340","null","137","null","0","17","null","null","51","null","44","null","220","116","null","null","43","null","32","null","26","null","31","null","290","null","114","null","1","null","9","null","86","55","null","null","125","null","80","null","52","null","53","null","26","null","30","null",
"1400000US53005010300","Census Tract 103, Benton County, Washington","2210","144","null","null","42","null","51","null","769","null","217","null","719","154","null","null","468","144","null","null","212","null","86","null","653","null","182","null","14","null","21","null","470","172","null","null","128","78","null","null","16","25","null","null","25","null","30","null","729","null","161","null","0","null","17","null","139","87","null","null","282","null","100","null","253","null","116","null","55","null","53","null","283","null","132","null","0","17","null","null","113","null","114","null","88","71","null","null","47","null","43","null","35","null","33","null","545","null","131","null","28","null","45","null","47","67","null","null","221","null","109","null","152","null","72","null","97","null","64","null",
"1400000US53005010400","Census Tract 104, Benton County, Washington","1449","94","null","null","111","null","51","null","551","null","123","null","486","101","null","null","210","64","null","null","91","null","50","null","484","null","110","null","27","null","18","null","284","89","null","null","154","71","null","null","19","22","null","null","0","null","12","null","477","null","107","null","64","null","45","null","159","74","null","null","105","null","46","null","106","null","53","null","43","null","35","null","264","null","88","null","14","17","null","null","43","null","38","null","155","73","null","null","34","null","36","null","18","null","22","null","224","null","74","null","6","null","10","null","65","70","null","null","72","null","37","null","51","null","29","null","30","null","30","null",
"1400000US53005010500","Census Tract 105, Benton County, Washington","1050","82","null","null","6","null","10","null","307","null","78","null","485","105","null","null","147","76","null","null","105","null","50","null","245","null","66","null","6","null","10","null","179","62","null","null","53","43","null","null","0","12","null","null","7","null","12","null","259","null","87","null","0","null","12","null","43","37","null","null","129","null","62","null","61","null","41","null","26","null","27","null","186","null","84","null","0","12","null","null","27","null","33","null","120","69","null","null","23","null","26","null","16","null","28","null","360","null","94","null","0","null","12","null","58","43","null","null","183","null","71","null","63","null","46","null","56","null","43","null",
"1400000US53005010600","Census Tract 106, Benton County, Washington","1709","102","null","null","29","null","26","null","757","null","132","null","677","138","null","null","132","61","null","null","114","null","58","null","676","null","128","null","21","null","22","null","546","125","null","null","79","45","null","null","18","20","null","null","12","null","20","null","494","null","111","null","8","null","12","null","133","71","null","null","316","null","93","null","23","null","25","null","14","null","22","null","228","null","89","null","0","12","null","null","50","null","39","null","102","61","null","null","11","null","13","null","65","null","59","null","311","null","94","null","0","null","12","null","28","24","null","null","180","null","86","null","80","null","49","null","23","null","23","null",
"1400000US53005010701","Census Tract 107.01, Benton County, Washington","889","44","null","null","0","null","12","null","127","null","44","null","335","77","null","null","280","71","null","null","147","null","77","null","169","null","60","null","0","null","12","null","49","30","null","null","82","43","null","null","17","19","null","null","21","null","32","null","392","null","63","null","0","null","12","null","54","23","null","null","144","null","52","null","157","null","51","null","37","null","32","null","69","null","28","null","0","12","null","null","11","null","12","null","11","13","null","null","39","null","21","null","8","null","11","null","259","null","70","null","0","null","12","null","13","15","null","null","98","null","41","null","67","null","48","null","81","null","63","null",
"1400000US53005010703","Census Tract 107.03, Benton County, Washington","1115","66","null","null","0","null","12","null","321","null","92","null","390","101","null","null","271","66","null","null","133","null","51","null","262","null","78","null","0","null","12","null","165","70","null","null","69","52","null","null","9","15","null","null","19","null","29","null","421","null","82","null","0","null","12","null","91","61","null","null","170","null","65","null","85","null","44","null","75","null","40","null","132","null","60","null","0","12","null","null","0","null","12","null","53","41","null","null","64","null","42","null","15","null","16","null","300","null","59","null","0","null","12","null","65","44","null","null","98","null","54","null","113","null","40","null","24","null","17","null",
"1400000US53005010705","Census Tract 107.05, Benton County, Washington","1739","76","null","null","7","null","12","null","269","null","79","null","877","111","null","null","358","75","null","null","228","null","57","null","292","null","79","null","0","null","17","null","157","67","null","null","116","45","null","null","0","17","null","null","19","null","20","null","618","null","96","null","0","null","17","null","82","35","null","null","326","null","84","null","132","null","40","null","78","null","34","null","305","null","84","null","7","12","null","null","9","null","13","null","212","77","null","null","44","null","26","null","33","null","25","null","524","null","79","null","0","null","17","null","21","18","null","null","223","null","69","null","182","null","61","null","98","null","37","null",
"1400000US53005010707","Census Tract 107.07, Benton County, Washington","998","45","null","null","0","null","12","null","143","null","53","null","484","76","null","null","250","59","null","null","121","null","42","null","133","null","55","null","0","null","12","null","74","33","null","null","15","13","null","null","44","46","null","null","0","null","12","null","305","null","64","null","0","null","12","null","37","22","null","null","215","null","65","null","40","null","23","null","13","null","12","null","175","null","60","null","0","12","null","null","27","null","28","null","76","42","null","null","66","null","33","null","6","null","9","null","385","null","60","null","0","null","12","null","5","8","null","null","178","null","51","null","100","null","41","null","102","null","41","null",
"1400000US53005010708","Census Tract 107.08, Benton County, Washington","1079","66","null","null","21","null","27","null","274","null","62","null","526","79","null","null","167","40","null","null","91","null","41","null","186","null","67","null","4","null","6","null","95","48","null","null","83","47","null","null","4","6","null","null","0","null","12","null","477","null","70","null","17","null","26","null","102","49","null","null","256","null","55","null","86","null","31","null","16","null","16","null","196","null","60","null","0","12","null","null","54","null","42","null","71","33","null","null","27","null","18","null","44","null","27","null","220","null","55","null","0","null","12","null","23","28","null","null","116","null","46","null","50","null","29","null","31","null","24","null",
"1400000US53005010803","Census Tract 108.03, Benton County, Washington","2977","123","null","null","114","null","79","null","583","null","170","null","1431","225","null","null","690","141","null","null","159","null","84","null","597","null","141","null","84","null","73","null","389","132","null","null","124","91","null","null","0","17","null","null","0","null","17","null","1221","null","195","null","13","null","21","null","146","104","null","null","728","null","183","null","302","null","103","null","32","null","29","null","525","null","127","null","17","27","null","null","18","null","29","null","207","98","null","null","233","null","88","null","50","null","50","null","634","null","116","null","0","null","17","null","30","34","null","null","372","null","116","null","155","null","88","null","77","null","55","null",
"1400000US53005010805","Census Tract 108.05, Benton County, Washington","2740","146","null","null","124","null","91","null","736","null","159","null","1177","193","null","null","627","185","null","null","76","null","55","null","702","null","177","null","56","null","42","null","470","129","null","null","132","101","null","null","44","41","null","null","0","null","17","null","1147","null","183","null","17","null","27","null","147","61","null","null","671","null","155","null","275","null","130","null","37","null","37","null","467","null","148","null","0","17","null","null","88","null","79","null","133","80","null","null","207","null","115","null","39","null","44","null","424","null","148","null","51","null","78","null","31","32","null","null","241","null","120","null","101","null","67","null","0","null","17","null",
"1400000US53005010807","Census Tract 108.07, Benton County, Washington","425","57","null","null","10","null","12","null","63","null","43","null","161","54","null","null","118","35","null","null","73","null","30","null","71","null","43","null","0","null","12","null","30","28","null","null","19","27","null","null","17","20","null","null","5","null","9","null","107","null","39","null","6","null","8","null","2","4","null","null","55","null","33","null","33","null","20","null","11","null","12","null","86","null","46","null","0","12","null","null","14","null","23","null","10","13","null","null","45","null","32","null","17","null","18","null","161","null","35","null","4","null","7","null","17","18","null","null","77","null","29","null","23","null","13","null","40","null","23","null",
"1400000US53005010809","Census Tract 108.09, Benton County, Washington","2442","148","null","null","147","null","102","null","732","null","176","null","1032","192","null","null","427","129","null","null","104","null","56","null","690","null","184","null","101","null","89","null","451","147","null","null","125","102","null","null","13","20","null","null","0","null","17","null","933","null","185","null","34","null","55","null","203","112","null","null","520","null","152","null","163","null","80","null","13","null","21","null","360","null","110","null","0","17","null","null","63","null","51","null","156","79","null","null","117","null","78","null","24","null","28","null","459","null","125","null","12","null","21","null","15","24","null","null","231","null","93","null","134","null","73","null","67","null","48","null",
"1400000US53005010810","Census Tract 108.10, Benton County, Washington","2037","76","null","null","113","null","40","null","466","null","95","null","948","125","null","null","371","90","null","null","139","null","47","null","581","null","98","null","113","null","40","null","313","78","null","null","138","76","null","null","17","27","null","null","0","null","17","null","770","null","101","null","0","null","17","null","114","43","null","null","509","null","106","null","126","null","58","null","21","null","24","null","283","null","104","null","0","17","null","null","39","null","41","null","96","67","null","null","113","null","65","null","35","null","26","null","403","null","87","null","0","null","17","null","0","17","null","null","205","null","79","null","115","null","41","null","83","null","43","null",
"1400000US53005010811","Census Tract 108.11, Benton County, Washington","1290","89","null","null","9","null","14","null","88","null","48","null","527","100","null","null","429","93","null","null","237","null","67","null","85","null","43","null","9","null","14","null","48","35","null","null","28","26","null","null","0","12","null","null","0","null","12","null","620","null","99","null","0","null","12","null","25","29","null","null","319","null","75","null","191","null","71","null","85","null","57","null","117","null","59","null","0","12","null","null","15","null","18","null","46","34","null","null","7","null","12","null","49","null","38","null","468","null","98","null","0","null","12","null","0","12","null","null","134","null","65","null","231","null","81","null","103","null","49","null",
"1400000US53005010813","Census Tract 108.13, Benton County, Washington","4504","188","null","null","119","null","95","null","1091","null","214","null","2006","256","null","null","819","164","null","null","469","null","158","null","1169","null","225","null","119","null","95","null","775","175","null","null","230","121","null","null","17","26","null","null","28","null","32","null","1586","null","251","null","0","null","19","null","216","106","null","null","1042","null","215","null","240","null","96","null","88","null","59","null","742","null","203","null","0","19","null","null","88","null","80","null","331","153","null","null","224","null","109","null","99","null","50","null","1007","null","162","null","0","null","19","null","12","20","null","null","403","null","138","null","338","null","105","null","254","null","125","null",
"1400000US53005010814","Census Tract 108.14, Benton County, Washington","1089","84","null","null","35","null","23","null","110","null","63","null","416","79","null","null","316","79","null","null","212","null","58","null","109","null","48","null","22","null","19","null","29","30","null","null","48","39","null","null","7","10","null","null","3","null","7","null","389","null","63","null","8","null","12","null","37","29","null","null","154","null","43","null","99","null","42","null","91","null","36","null","221","null","65","null","5","8","null","null","38","null","40","null","56","28","null","null","96","null","46","null","26","null","19","null","370","null","61","null","0","null","12","null","6","10","null","null","158","null","54","null","114","null","53","null","92","null","46","null",
"1400000US53005010901","Census Tract 109.01, Benton County, Washington","2258","151","null","null","255","null","111","null","913","null","214","null","561","176","null","null","424","153","null","null","105","null","78","null","692","null","170","null","185","null","96","null","341","145","null","null","138","94","null","null","28","51","null","null","0","null","17","null","819","null","195","null","31","null","38","null","298","155","null","null","268","null","121","null","145","null","103","null","77","null","75","null","306","null","182","null","0","17","null","null","77","null","75","null","88","85","null","null","113","null","103","null","28","null","30","null","441","null","135","null","39","null","49","null","197","103","null","null","67","null","64","null","138","null","101","null","0","null","17","null",
"1400000US53005010902","Census Tract 109.02, Benton County, Washington","1662","145","null","null","43","null","35","null","724","null","150","null","508","125","null","null","206","74","null","null","181","null","87","null","424","null","131","null","24","null","27","null","325","118","null","null","69","39","null","null","6","11","null","null","0","null","12","null","411","null","112","null","9","null","15","null","120","71","null","null","197","null","71","null","72","null","44","null","13","null","18","null","293","null","125","null","0","12","null","null","169","null","111","null","44","35","null","null","41","null","33","null","39","null","30","null","534","null","142","null","10","null","17","null","110","71","null","null","198","null","89","null","87","null","57","null","129","null","88","null",
"1400000US53005011001","Census Tract 110.01, Benton County, Washington","2033","120","null","null","152","null","76","null","688","null","188","null","699","160","null","null","222","95","null","null","272","null","135","null","759","null","180","null","127","null","73","null","450","132","null","null","182","114","null","null","0","17","null","null","0","null","17","null","533","null","146","null","0","null","17","null","181","109","null","null","215","null","108","null","81","null","60","null","56","null","55","null","352","null","181","null","13","20","null","null","29","null","39","null","128","94","null","null","73","null","67","null","109","null","128","null","389","null","166","null","12","null","20","null","28","35","null","null","174","null","100","null","68","null","47","null","107","null","103","null",
"1400000US53005011002","Census Tract 110.02, Benton County, Washington","1774","104","null","null","136","null","60","null","679","null","122","null","643","109","null","null","230","88","null","null","86","null","48","null","597","null","120","null","93","null","53","null","420","109","null","null","59","42","null","null","25","23","null","null","0","null","12","null","536","null","106","null","43","null","33","null","99","48","null","null","266","null","76","null","119","null","59","null","9","null","13","null","277","null","107","null","0","12","null","null","107","null","79","null","87","52","null","null","44","null","49","null","39","null","37","null","364","null","106","null","0","null","12","null","53","44","null","null","231","null","94","null","42","null","31","null","38","null","27","null",
"1400000US53005011100","Census Tract 111, Benton County, Washington","2618","101","null","null","104","null","88","null","698","null","186","null","1067","169","null","null","503","164","null","null","246","null","102","null","747","null","154","null","80","null","84","null","392","123","null","null","202","94","null","null","73","75","null","null","0","null","17","null","924","null","163","null","14","null","22","null","236","133","null","null","428","null","129","null","134","null","84","null","112","null","73","null","349","null","133","null","0","17","null","null","70","null","60","null","75","46","null","null","171","null","110","null","33","null","36","null","598","null","130","null","10","null","17","null","0","17","null","null","362","null","103","null","125","null","83","null","101","null","72","null",
