"GEO_ID","NAME","B08201_001E","B08201_001M","B08201_001MA","B08201_001EA","B08201_002E","B08201_002EA","B08201_002M","B08201_002MA","B08201_003E","B08201_003EA","B08201_003M","B08201_003MA","B08201_004E","B08201_004M","B08201_004MA","B08201_004EA","B08201_005E","B08201_005M","B08201_005MA","B08201_005EA","B08201_006E","B08201_006EA","B08201_006M","B08201_006MA","B08201_007E","B08201_007EA","B08201_007M","B08201_007MA","B08201_008E","B08201_008EA","B08201_008M","B08201_008MA","B08201_009E","B08201_009M","B08201_009MA","B08201_009EA","B08201_010E","B08201_010M","B08201_010MA","B08201_010EA","B08201_011E","B08201_011M","B08201_011MA","B08201_011EA","B08201_012E","B08201_012EA","B08201_012M","B08201_012MA","B08201_013E","B08201_013EA","B08201_013M","B08201_013MA","B08201_014E","B08201_014EA","B08201_014M","B08201_014MA","B08201_015E","B08201_015M","B08201_015MA","B08201_015EA","B08201_016E","B08201_016EA","B08201_016M","B08201_016MA","B08201_017E","B08201_017EA","B08201_017M","B08201_017MA","B08201_018E","B08201_018EA","B08201_018M","B08201_018MA","B08201_019E","B08201_019EA","B08201_019M","B08201_019MA","B08201_020E","B08201_020M","B08201_020MA","B08201_020EA","B08201_021E","B08201_021EA","B08201_021M","B08201_021MA","B08201_022E","B08201_022M","B08201_022MA","B08201_022EA","B08201_023E","B08201_023EA","B08201_023M","B08201_023MA","B08201_024E","B08201_024EA","B08201_024M","B08201_024MA","B08201_025E","B08201_025EA","B08201_025M","B08201_025MA","B08201_026E","B08201_026EA","B08201_026M","B08201_026MA","B08201_027E","B08201_027M","B08201_027MA","B08201_027EA","B08201_028E","B08201_028EA","B08201_028M","B08201_028MA","B08201_029E","B08201_029EA","B08201_029M","B08201_029MA","B08201_030E","B08201_030EA","B08201_030M","B08201_030MA",
"1400000US53035092000","Census Tract 920, Kitsap County, Washington","2112","124","null","null","61","null","72","null","316","null","127","null","989","173","null","null","371","122","null","null","375","null","111","null","448","null","150","null","41","null","64","null","187","103","null","null","178","114","null","null","13","22","null","null","29","null","34","null","976","null","173","null","20","null","33","null","116","71","null","null","556","null","140","null","177","null","96","null","107","null","73","null","195","null","110","null","0","17","null","null","13","null","20","null","42","53","null","null","61","null","52","null","79","null","64","null","493","null","147","null","0","null","17","null","0","17","null","null","213","null","105","null","120","null","93","null","160","null","79","null",
"1400000US53035092100","Census Tract 921, Kitsap County, Washington","2689","217","null","null","48","null","38","null","517","null","168","null","1301","215","null","null","586","130","null","null","237","null","98","null","516","null","169","null","37","null","35","null","263","139","null","null","150","95","null","null","14","23","null","null","52","null","52","null","1021","null","172","null","11","null","17","null","133","75","null","null","676","null","127","null","130","null","58","null","71","null","48","null","573","null","198","null","0","17","null","null","77","null","56","null","280","161","null","null","180","null","95","null","36","null","33","null","579","null","140","null","0","null","17","null","44","64","null","null","195","null","114","null","262","null","119","null","78","null","53","null",
"1400000US53035092200","Census Tract 922, Kitsap County, Washington","2348","201","null","null","194","null","106","null","917","null","194","null","817","175","null","null","365","127","null","null","55","null","40","null","669","null","175","null","93","null","66","null","464","137","null","null","87","53","null","null","25","30","null","null","0","null","17","null","700","null","166","null","89","null","83","null","159","83","null","null","302","null","118","null","132","null","87","null","18","null","18","null","473","null","178","null","0","17","null","null","164","null","133","null","202","106","null","null","94","null","68","null","13","null","19","null","506","null","151","null","12","null","19","null","130","97","null","null","226","null","108","null","114","null","62","null","24","null","30","null",
"1400000US53035092300","Census Tract 923, Kitsap County, Washington","2383","145","null","null","319","null","135","null","789","null","177","null","737","163","null","null","333","139","null","null","205","null","133","null","783","null","196","null","267","null","119","null","430","154","null","null","69","58","null","null","17","28","null","null","0","null","17","null","601","null","146","null","0","null","17","null","130","79","null","null","274","null","117","null","166","null","71","null","31","null","43","null","342","null","143","null","0","17","null","null","103","null","85","null","123","75","null","null","102","null","109","null","14","null","23","null","657","null","123","null","52","null","59","null","126","80","null","null","271","null","117","null","48","null","46","null","160","null","119","null",
"1400000US53035092400","Census Tract 924, Kitsap County, Washington","2106","220","null","null","175","null","112","null","713","null","212","null","689","166","null","null","412","151","null","null","117","null","68","null","377","null","131","null","133","null","100","null","230","96","null","null","14","21","null","null","0","17","null","null","0","null","17","null","892","null","165","null","42","null","46","null","237","111","null","null","400","null","132","null","174","null","91","null","39","null","37","null","530","null","172","null","0","17","null","null","185","null","135","null","189","102","null","null","94","null","65","null","62","null","43","null","307","null","127","null","0","null","17","null","61","76","null","null","86","null","58","null","144","null","105","null","16","null","28","null",
"1400000US53035092500","Census Tract 925, Kitsap County, Washington","1978","178","null","null","56","null","55","null","573","null","136","null","921","159","null","null","268","114","null","null","160","null","81","null","572","null","162","null","41","null","50","null","331","113","null","null","178","101","null","null","12","20","null","null","10","null","18","null","597","null","135","null","0","null","17","null","110","58","null","null","322","null","124","null","111","null","68","null","54","null","47","null","395","null","133","null","15","24","null","null","120","null","75","null","152","84","null","null","81","null","57","null","27","null","38","null","414","null","97","null","0","null","17","null","12","26","null","null","269","null","78","null","64","null","59","null","69","null","50","null",
"1400000US53035092600","Census Tract 926, Kitsap County, Washington","2098","195","null","null","44","null","45","null","641","null","200","null","789","145","null","null","392","134","null","null","232","null","112","null","519","null","163","null","23","null","37","null","334","148","null","null","97","66","null","null","65","81","null","null","0","null","17","null","665","null","146","null","10","null","18","null","170","104","null","null","246","null","90","null","178","null","78","null","61","null","41","null","321","null","129","null","11","19","null","null","28","null","31","null","171","85","null","null","52","null","47","null","59","null","57","null","593","null","168","null","0","null","17","null","109","86","null","null","275","null","106","null","97","null","70","null","112","null","91","null",
"1400000US53035092701","Census Tract 927.01, Kitsap County, Washington","1568","127","null","null","15","null","17","null","263","null","92","null","616","91","null","null","351","110","null","null","323","null","84","null","280","null","83","null","7","null","11","null","119","49","null","null","133","66","null","null","7","11","null","null","14","null","16","null","743","null","136","null","8","null","13","null","72","59","null","null","312","null","76","null","215","null","89","null","136","null","64","null","169","null","78","null","0","12","null","null","7","null","13","null","52","42","null","null","42","null","51","null","68","null","42","null","376","null","100","null","0","null","12","null","65","47","null","null","119","null","66","null","87","null","46","null","105","null","51","null",
"1400000US53035092704","Census Tract 927.04, Kitsap County, Washington","1311","81","null","null","30","null","29","null","220","null","89","null","524","119","null","null","335","96","null","null","202","null","63","null","193","null","73","null","9","null","15","null","142","73","null","null","26","25","null","null","10","17","null","null","6","null","9","null","724","null","116","null","21","null","24","null","72","60","null","null","422","null","120","null","133","null","56","null","76","null","47","null","192","null","73","null","0","12","null","null","0","null","12","null","24","29","null","null","99","null","54","null","69","null","33","null","202","null","66","null","0","null","12","null","6","10","null","null","52","null","32","null","93","null","49","null","51","null","37","null",
"1400000US53035092801","Census Tract 928.01, Kitsap County, Washington","1580","104","null","null","49","null","33","null","345","null","107","null","695","131","null","null","353","88","null","null","138","null","49","null","356","null","113","null","16","null","18","null","229","89","null","null","111","66","null","null","0","12","null","null","0","null","12","null","602","null","92","null","17","null","19","null","63","38","null","null","279","null","89","null","185","null","69","null","58","null","33","null","208","null","77","null","0","12","null","null","9","null","13","null","106","67","null","null","78","null","40","null","15","null","17","null","414","null","76","null","16","null","18","null","44","44","null","null","199","null","58","null","90","null","39","null","65","null","36","null",
"1400000US53035092802","Census Tract 928.02, Kitsap County, Washington","1459","113","null","null","5","null","9","null","160","null","58","null","669","116","null","null","328","100","null","null","297","null","83","null","222","null","76","null","0","null","12","null","68","35","null","null","85","52","null","null","41","33","null","null","28","null","35","null","636","null","106","null","5","null","9","null","55","33","null","null","289","null","90","null","161","null","68","null","126","null","55","null","276","null","88","null","0","12","null","null","37","null","36","null","123","69","null","null","92","null","64","null","24","null","23","null","325","null","92","null","0","null","12","null","0","12","null","null","172","null","75","null","34","null","28","null","119","null","53","null",
"1400000US53035092803","Census Tract 928.03, Kitsap County, Washington","943","98","null","null","32","null","31","null","92","null","49","null","332","109","null","null","275","86","null","null","212","null","74","null","205","null","79","null","11","null","18","null","57","39","null","null","63","64","null","null","63","52","null","null","11","null","17","null","419","null","103","null","15","null","23","null","35","26","null","null","216","null","92","null","133","null","68","null","20","null","20","null","122","null","67","null","0","12","null","null","0","null","12","null","31","48","null","null","47","null","32","null","44","null","34","null","197","null","85","null","6","null","10","null","0","12","null","null","22","null","23","null","32","null","28","null","137","null","76","null",
"1400000US53035092901","Census Tract 929.01, Kitsap County, Washington","1999","176","null","null","95","null","85","null","286","null","116","null","785","168","null","null","512","149","null","null","321","null","103","null","342","null","117","null","0","null","17","null","139","81","null","null","149","80","null","null","39","61","null","null","15","null","24","null","847","null","176","null","58","null","72","null","82","60","null","null","378","null","130","null","180","null","102","null","149","null","76","null","355","null","131","null","37","44","null","null","34","null","39","null","120","84","null","null","86","null","64","null","78","null","46","null","455","null","136","null","0","null","17","null","31","36","null","null","138","null","81","null","207","null","123","null","79","null","55","null",
"1400000US53035092902","Census Tract 929.02, Kitsap County, Washington","1934","98","null","null","14","null","16","null","310","null","92","null","748","132","null","null","510","122","null","null","352","null","78","null","301","null","87","null","14","null","16","null","154","69","null","null","78","43","null","null","46","47","null","null","9","null","13","null","829","null","121","null","0","null","17","null","113","52","null","null","385","null","106","null","222","null","86","null","109","null","62","null","318","null","94","null","0","17","null","null","30","null","29","null","117","66","null","null","99","null","54","null","72","null","40","null","486","null","80","null","0","null","17","null","13","20","null","null","168","null","61","null","143","null","72","null","162","null","54","null",
"1400000US53035940000","Census Tract 9400, Kitsap County, Washington","1397","44","null","null","20","null","10","null","307","null","36","null","627","45","null","null","300","32","null","null","143","null","22","null","314","null","34","null","18","null","9","null","189","28","null","null","84","19","null","null","18","8","null","null","5","null","5","null","595","null","42","null","0","null","12","null","76","17","null","null","348","null","32","null","136","null","25","null","35","null","13","null","227","null","32","null","2","3","null","null","17","null","12","null","90","20","null","null","65","null","18","null","53","null","15","null","261","null","29","null","0","null","12","null","25","9","null","null","105","null","17","null","81","null","17","null","50","null","17","null",
"1400000US53035940100","Census Tract 9401, Kitsap County, Washington","2524","99","null","null","91","null","24","null","673","null","79","null","1069","119","null","null","477","71","null","null","214","null","53","null","739","null","92","null","59","null","19","null","427","66","null","null","222","83","null","null","25","12","null","null","6","null","6","null","1055","null","101","null","15","null","8","null","168","37","null","null","603","null","86","null","210","null","58","null","59","null","23","null","267","null","38","null","7","6","null","null","41","null","15","null","93","20","null","null","76","null","23","null","50","null","27","null","463","null","60","null","10","null","11","null","37","26","null","null","151","null","32","null","166","null","46","null","99","null","36","null",
"1400000US53035990100","Census Tract 9901, Kitsap County, Washington","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null",
"1400000US53037975100","Census Tract 9751, Kittitas County, Washington","2958","266","null","null","53","null","32","null","849","null","193","null","1211","232","null","null","559","117","null","null","286","null","99","null","986","null","220","null","53","null","32","null","508","144","null","null","337","167","null","null","59","35","null","null","29","null","31","null","1286","null","198","null","0","null","17","null","221","93","null","null","650","null","142","null","262","null","88","null","153","null","82","null","255","null","90","null","0","17","null","null","8","null","11","null","82","51","null","null","115","null","66","null","50","null","40","null","431","null","89","null","0","null","17","null","112","59","null","null","142","null","63","null","123","null","58","null","54","null","37","null",
"1400000US53037975200","Census Tract 9752, Kittitas County, Washington","2142","196","null","null","69","null","94","null","351","null","96","null","685","128","null","null","563","144","null","null","474","null","136","null","498","null","129","null","5","null","6","null","206","74","null","null","203","82","null","null","69","43","null","null","15","null","19","null","973","null","188","null","62","null","94","null","104","48","null","null","325","null","82","null","298","null","106","null","184","null","68","null","296","null","105","null","2","4","null","null","35","null","33","null","47","34","null","null","109","null","65","null","103","null","82","null","375","null","96","null","0","null","17","null","6","10","null","null","110","null","43","null","87","null","58","null","172","null","93","null",
"1400000US53037975300","Census Tract 9753, Kittitas County, Washington","1837","118","null","null","29","null","27","null","213","null","101","null","788","133","null","null","498","101","null","null","309","null","110","null","378","null","118","null","9","null","14","null","174","93","null","null","134","75","null","null","0","12","null","null","61","null","57","null","820","null","118","null","10","null","16","null","30","25","null","null","418","null","109","null","295","null","86","null","67","null","47","null","252","null","102","null","0","12","null","null","9","null","15","null","99","57","null","null","69","null","53","null","75","null","68","null","387","null","91","null","10","null","17","null","0","12","null","null","137","null","73","null","134","null","66","null","106","null","63","null",
"1400000US53037975401","Census Tract 9754.01, Kittitas County, Washington","2522","237","null","null","197","null","100","null","1081","null","228","null","809","216","null","null","319","131","null","null","116","null","99","null","678","null","206","null","149","null","95","null","457","169","null","null","72","76","null","null","0","17","null","null","0","null","17","null","886","null","208","null","48","null","38","null","364","163","null","null","404","null","128","null","44","null","33","null","26","null","24","null","665","null","172","null","0","17","null","null","236","null","114","null","164","118","null","null","187","null","106","null","78","null","92","null","293","null","106","null","0","null","17","null","24","25","null","null","169","null","112","null","88","null","52","null","12","null","21","null",
"1400000US53037975402","Census Tract 9754.02, Kittitas County, Washington","2476","200","null","null","352","null","132","null","984","null","221","null","740","189","null","null","295","119","null","null","105","null","77","null","1140","null","240","null","320","null","126","null","645","201","null","null","167","134","null","null","8","16","null","null","0","null","17","null","668","null","164","null","32","null","37","null","173","95","null","null","285","null","110","null","162","null","95","null","16","null","26","null","274","null","123","null","0","17","null","null","73","null","90","null","117","67","null","null","49","null","46","null","35","null","43","null","394","null","112","null","0","null","17","null","93","71","null","null","171","null","100","null","76","null","50","null","54","null","62","null",
"1400000US53037975500","Census Tract 9755, Kittitas County, Washington","2401","185","null","null","77","null","60","null","817","null","206","null","997","222","null","null","320","126","null","null","190","null","96","null","730","null","168","null","53","null","46","null","519","167","null","null","158","128","null","null","0","17","null","null","0","null","17","null","786","null","163","null","24","null","36","null","197","103","null","null","409","null","128","null","136","null","100","null","20","null","31","null","305","null","131","null","0","17","null","null","0","null","17","null","184","111","null","null","80","null","61","null","41","null","42","null","580","null","144","null","0","null","17","null","101","76","null","null","246","null","134","null","104","null","71","null","129","null","89","null",
"1400000US53037975600","Census Tract 9756, Kittitas County, Washington","1127","134","null","null","142","null","81","null","472","null","144","null","356","132","null","null","128","65","null","null","29","null","38","null","559","null","137","null","94","null","63","null","386","137","null","null","79","58","null","null","0","12","null","null","0","null","12","null","302","null","113","null","11","null","17","null","61","46","null","null","156","null","95","null","74","null","54","null","0","null","12","null","187","null","95","null","37","46","null","null","0","null","12","null","100","78","null","null","28","null","31","null","22","null","36","null","79","null","31","null","0","null","12","null","25","25","null","null","21","null","26","null","26","null","27","null","7","null","11","null",
"1400000US53037975700","Census Tract 9757, Kittitas County, Washington","1701","114","null","null","43","null","31","null","366","null","111","null","613","116","null","null","410","98","null","null","269","null","90","null","304","null","83","null","17","null","21","null","175","77","null","null","76","52","null","null","27","23","null","null","9","null","13","null","666","null","112","null","19","null","20","null","92","51","null","null","257","null","67","null","183","null","62","null","115","null","54","null","270","null","89","null","7","10","null","null","25","null","23","null","99","47","null","null","94","null","59","null","45","null","29","null","461","null","85","null","0","null","12","null","74","49","null","null","181","null","58","null","106","null","61","null","100","null","52","null",
"1400000US53039950100","Census Tract 9501, Klickitat County, Washington","3269","214","null","null","182","null","106","null","815","null","208","null","1186","210","null","null","674","158","null","null","412","null","123","null","906","null","195","null","174","null","105","null","411","142","null","null","231","107","null","null","63","61","null","null","27","null","28","null","1353","null","218","null","8","null","11","null","246","130","null","null","576","null","149","null","323","null","107","null","200","null","80","null","438","null","147","null","0","17","null","null","105","null","84","null","105","62","null","null","144","null","89","null","84","null","59","null","572","null","125","null","0","null","17","null","53","49","null","null","274","null","122","null","144","null","62","null","101","null","65","null",
"1400000US53039950200","Census Tract 9502, Klickitat County, Washington","1848","134","null","null","69","null","37","null","566","null","118","null","618","132","null","null","294","85","null","null","301","null","99","null","536","null","114","null","54","null","38","null","329","95","null","null","121","58","null","null","23","16","null","null","9","null","8","null","861","null","133","null","2","null","4","null","117","53","null","null","366","null","108","null","209","null","72","null","167","null","75","null","198","null","88","null","12","15","null","null","23","null","22","null","54","40","null","null","41","null","35","null","68","null","65","null","253","null","86","null","1","null","3","null","97","64","null","null","77","null","48","null","21","null","18","null","57","null","32","null",
"1400000US53039950300","Census Tract 9503, Klickitat County, Washington","2952","209","null","null","43","null","33","null","708","null","135","null","1243","187","null","null","733","195","null","null","225","null","106","null","760","null","163","null","34","null","31","null","517","131","null","null","131","80","null","null","78","63","null","null","0","null","17","null","1252","null","226","null","7","null","11","null","125","61","null","null","681","null","168","null","350","null","132","null","89","null","45","null","261","null","120","null","0","17","null","null","7","null","11","null","129","79","null","null","102","null","92","null","23","null","23","null","679","null","107","null","2","null","3","null","59","47","null","null","302","null","114","null","203","null","103","null","113","null","92","null",
"1400000US53041970100","Census Tract 9701, Lewis County, Washington","1228","71","null","null","6","null","7","null","207","null","68","null","484","117","null","null","367","100","null","null","164","null","63","null","260","null","72","null","3","null","5","null","139","54","null","null","104","50","null","null","9","13","null","null","5","null","8","null","508","null","73","null","0","null","12","null","36","27","null","null","271","null","82","null","159","null","57","null","42","null","29","null","162","null","74","null","0","12","null","null","17","null","24","null","26","25","null","null","103","null","73","null","16","null","16","null","298","null","72","null","3","null","5","null","15","20","null","null","83","null","61","null","96","null","54","null","101","null","51","null",
"1400000US53041970200","Census Tract 9702, Lewis County, Washington","1482","130","null","null","203","null","77","null","528","null","115","null","396","85","null","null","218","76","null","null","137","null","64","null","508","null","107","null","174","null","73","null","281","71","null","null","34","27","null","null","19","15","null","null","0","null","12","null","565","null","114","null","0","null","12","null","165","84","null","null","229","null","71","null","112","null","54","null","59","null","39","null","128","null","62","null","21","23","null","null","14","null","24","null","53","42","null","null","30","null","27","null","10","null","16","null","281","null","85","null","8","null","14","null","68","59","null","null","80","null","52","null","57","null","39","null","68","null","53","null",
"1400000US53041970300","Census Tract 9703, Lewis County, Washington","1989","151","null","null","239","null","82","null","606","null","172","null","733","191","null","null","288","148","null","null","123","null","67","null","833","null","175","null","215","null","77","null","378","120","null","null","184","110","null","null","56","78","null","null","0","null","12","null","632","null","170","null","24","null","28","null","163","120","null","null","336","null","127","null","54","null","58","null","55","null","38","null","93","null","76","null","0","12","null","null","23","null","34","null","50","50","null","null","0","null","12","null","20","null","33","null","431","null","140","null","0","null","12","null","42","65","null","null","163","null","96","null","178","null","122","null","48","null","49","null",
"1400000US53041970400","Census Tract 9704, Lewis County, Washington","2220","163","null","null","116","null","66","null","756","null","169","null","742","174","null","null","405","135","null","null","201","null","109","null","646","null","201","null","62","null","51","null","386","144","null","null","198","120","null","null","0","17","null","null","0","null","17","null","619","null","160","null","54","null","43","null","207","118","null","null","239","null","102","null","91","null","64","null","28","null","46","null","214","null","93","null","0","17","null","null","45","null","53","null","39","39","null","null","82","null","59","null","48","null","49","null","741","null","156","null","0","null","17","null","118","91","null","null","266","null","136","null","232","null","104","null","125","null","80","null",
"1400000US53041970500","Census Tract 9705, Lewis County, Washington","756","64","null","null","44","null","26","null","214","null","55","null","308","62","null","null","95","32","null","null","95","null","38","null","230","null","57","null","40","null","25","null","88","33","null","null","85","38","null","null","17","24","null","null","0","null","12","null","270","null","65","null","4","null","6","null","97","51","null","null","107","null","42","null","26","null","18","null","36","null","30","null","107","null","40","null","0","12","null","null","17","null","16","null","55","31","null","null","18","null","16","null","17","null","16","null","149","null","26","null","0","null","12","null","12","13","null","null","61","null","27","null","34","null","20","null","42","null","25","null",
"1400000US53041970600","Census Tract 9706, Lewis County, Washington","811","80","null","null","71","null","28","null","334","null","80","null","236","75","null","null","114","52","null","null","56","null","25","null","290","null","56","null","52","null","22","null","213","54","null","null","12","19","null","null","13","14","null","null","0","null","12","null","223","null","63","null","5","null","8","null","89","50","null","null","90","null","41","null","20","null","19","null","19","null","17","null","133","null","55","null","5","9","null","null","9","null","12","null","73","46","null","null","40","null","31","null","6","null","8","null","165","null","48","null","9","null","14","null","23","22","null","null","61","null","41","null","41","null","31","null","31","null","17","null",
"1400000US53041970700","Census Tract 9707, Lewis County, Washington","1713","119","null","null","89","null","43","null","585","null","125","null","603","136","null","null","331","98","null","null","105","null","48","null","479","null","108","null","63","null","36","null","313","80","null","null","17","17","null","null","80","64","null","null","6","null","10","null","531","null","120","null","17","null","18","null","118","55","null","null","284","null","109","null","74","null","45","null","38","null","32","null","255","null","78","null","0","12","null","null","77","null","55","null","98","54","null","null","57","null","33","null","23","null","22","null","448","null","111","null","9","null","14","null","77","57","null","null","204","null","109","null","120","null","64","null","38","null","28","null",
"1400000US53041970800","Census Tract 9708, Lewis County, Washington","1610","128","null","null","250","null","116","null","392","null","102","null","579","133","null","null","267","89","null","null","122","null","58","null","458","null","115","null","169","null","93","null","233","84","null","null","56","36","null","null","0","12","null","null","0","null","12","null","555","null","104","null","28","null","26","null","102","55","null","null","317","null","92","null","71","null","36","null","37","null","26","null","196","null","88","null","30","44","null","null","10","null","11","null","40","49","null","null","86","null","54","null","30","null","25","null","401","null","82","null","23","null","26","null","47","38","null","null","166","null","77","null","110","null","62","null","55","null","40","null",
"1400000US53041970900","Census Tract 9709, Lewis County, Washington","641","72","null","null","121","null","47","null","286","null","56","null","150","52","null","null","52","23","null","null","32","null","39","null","270","null","57","null","63","null","38","null","181","44","null","null","20","15","null","null","6","8","null","null","0","null","12","null","197","null","57","null","44","null","29","null","60","43","null","null","66","null","31","null","27","null","16","null","0","null","12","null","74","null","47","null","5","8","null","null","19","null","18","null","14","12","null","null","7","null","8","null","29","null","38","null","100","null","35","null","9","null","15","null","26","24","null","null","50","null","33","null","12","null","15","null","3","null","6","null",
"1400000US53041971000","Census Tract 9710, Lewis County, Washington","1107","110","null","null","99","null","49","null","422","null","113","null","445","106","null","null","112","48","null","null","29","null","29","null","285","null","102","null","55","null","45","null","203","82","null","null","15","18","null","null","12","17","null","null","0","null","12","null","502","null","111","null","34","null","30","null","135","72","null","null","248","null","84","null","67","null","37","null","18","null","26","null","128","null","74","null","0","12","null","null","36","null","34","null","77","73","null","null","15","null","16","null","0","null","12","null","192","null","65","null","10","null","16","null","48","46","null","null","105","null","49","null","18","null","18","null","11","null","13","null",
"1400000US53041971100","Census Tract 9711, Lewis County, Washington","1433","93","null","null","0","null","12","null","193","null","69","null","589","117","null","null","363","91","null","null","288","null","95","null","264","null","96","null","0","null","12","null","95","52","null","null","169","74","null","null","0","12","null","null","0","null","12","null","605","null","111","null","0","null","12","null","57","41","null","null","242","null","82","null","228","null","73","null","78","null","58","null","242","null","87","null","0","12","null","null","8","null","13","null","100","73","null","null","99","null","47","null","35","null","28","null","322","null","64","null","0","null","12","null","33","35","null","null","78","null","44","null","36","null","27","null","175","null","73","null",
"1400000US53041971200","Census Tract 9712, Lewis County, Washington","1106","117","null","null","29","null","27","null","195","null","72","null","371","74","null","null","340","101","null","null","171","null","73","null","243","null","89","null","10","null","16","null","123","66","null","null","59","44","null","null","51","57","null","null","0","null","12","null","536","null","112","null","7","null","11","null","52","36","null","null","170","null","52","null","206","null","73","null","101","null","66","null","145","null","66","null","0","12","null","null","14","null","15","null","52","35","null","null","50","null","51","null","29","null","24","null","182","null","62","null","12","null","20","null","6","10","null","null","90","null","51","null","33","null","28","null","41","null","29","null",
"1400000US53041971300","Census Tract 9713, Lewis County, Washington","2121","92","null","null","0","null","17","null","472","null","131","null","672","145","null","null","689","155","null","null","288","null","94","null","418","null","139","null","0","null","17","null","267","88","null","null","105","94","null","null","39","55","null","null","7","null","12","null","815","null","138","null","0","null","17","null","122","86","null","null","334","null","98","null","292","null","122","null","67","null","45","null","457","null","121","null","0","17","null","null","34","null","25","null","136","67","null","null","168","null","97","null","119","null","81","null","431","null","93","null","0","null","17","null","49","50","null","null","97","null","52","null","190","null","91","null","95","null","48","null",
"1400000US53041971400","Census Tract 9714, Lewis County, Washington","1070","53","null","null","36","null","26","null","240","null","78","null","375","78","null","null","188","64","null","null","231","null","78","null","235","null","76","null","8","null","9","null","141","53","null","null","49","34","null","null","9","14","null","null","28","null","36","null","467","null","96","null","28","null","26","null","56","54","null","null","169","null","56","null","90","null","49","null","124","null","79","null","144","null","48","null","0","12","null","null","18","null","19","null","49","33","null","null","37","null","27","null","40","null","30","null","224","null","59","null","0","null","12","null","25","26","null","null","108","null","54","null","52","null","32","null","39","null","31","null",
"1400000US53041971500","Census Tract 9715, Lewis County, Washington","2596","118","null","null","111","null","38","null","498","null","132","null","986","130","null","null","701","137","null","null","300","null","79","null","578","null","118","null","73","null","32","null","241","91","null","null","174","64","null","null","79","53","null","null","11","null","12","null","955","null","104","null","14","null","9","null","122","50","null","null","501","null","92","null","211","null","72","null","107","null","49","null","482","null","118","null","10","10","null","null","48","null","29","null","145","58","null","null","190","null","99","null","89","null","45","null","581","null","81","null","14","null","19","null","87","56","null","null","166","null","67","null","221","null","56","null","93","null","44","null",
"1400000US53041971600","Census Tract 9716, Lewis County, Washington","1466","91","null","null","63","null","34","null","413","null","86","null","490","89","null","null","297","79","null","null","203","null","58","null","397","null","76","null","29","null","21","null","288","66","null","null","75","50","null","null","4","9","null","null","1","null","3","null","591","null","90","null","26","null","19","null","70","36","null","null","257","null","73","null","150","null","59","null","88","null","43","null","208","null","69","null","8","13","null","null","17","null","16","null","63","53","null","null","78","null","48","null","42","null","27","null","270","null","64","null","0","null","12","null","38","36","null","null","95","null","40","null","65","null","36","null","72","null","40","null",
"1400000US53041971700","Census Tract 9717, Lewis County, Washington","1916","166","null","null","108","null","61","null","375","null","108","null","797","162","null","null","361","105","null","null","275","null","91","null","458","null","109","null","85","null","59","null","204","84","null","null","127","65","null","null","42","38","null","null","0","null","12","null","881","null","151","null","23","null","22","null","133","65","null","null","495","null","117","null","129","null","54","null","101","null","48","null","373","null","92","null","0","12","null","null","18","null","18","null","115","51","null","null","111","null","79","null","129","null","74","null","204","null","78","null","0","null","12","null","20","21","null","null","60","null","59","null","79","null","48","null","45","null","32","null",
"1400000US53041971800","Census Tract 9718, Lewis County, Washington","1746","145","null","null","23","null","23","null","446","null","138","null","525","117","null","null","452","128","null","null","300","null","116","null","364","null","98","null","23","null","23","null","237","81","null","null","104","59","null","null","0","12","null","null","0","null","12","null","838","null","131","null","0","null","12","null","114","78","null","null","303","null","82","null","298","null","94","null","123","null","67","null","280","null","110","null","0","12","null","null","47","null","54","null","60","38","null","null","106","null","88","null","67","null","37","null","264","null","109","null","0","null","12","null","48","76","null","null","58","null","61","null","48","null","41","null","110","null","83","null",
"1400000US53041971900","Census Tract 9719, Lewis County, Washington","1192","93","null","null","53","null","35","null","429","null","97","null","386","75","null","null","250","67","null","null","74","null","42","null","390","null","104","null","31","null","23","null","224","78","null","null","98","60","null","null","29","34","null","null","8","null","9","null","486","null","96","null","8","null","13","null","138","64","null","null","187","null","66","null","148","null","58","null","5","null","7","null","172","null","71","null","14","21","null","null","42","null","33","null","47","41","null","null","38","null","27","null","31","null","38","null","144","null","46","null","0","null","12","null","25","26","null","null","54","null","32","null","35","null","20","null","30","null","25","null",
"1400000US53041972000","Census Tract 9720, Lewis County, Washington","1223","147","null","null","90","null","60","null","296","null","112","null","375","104","null","null","235","89","null","null","227","null","91","null","303","null","107","null","52","null","40","null","165","85","null","null","48","31","null","null","10","16","null","null","28","null","46","null","728","null","125","null","38","null","45","null","122","75","null","null","279","null","97","null","158","null","75","null","131","null","62","null","95","null","56","null","0","12","null","null","9","null","13","null","38","31","null","null","15","null","18","null","33","null","44","null","97","null","56","null","0","null","12","null","0","12","null","null","10","null","15","null","52","null","33","null","35","null","49","null",
