"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001EA","S1901_C01_001M","S1901_C01_001MA","S1901_C02_001E","S1901_C02_001M","S1901_C02_001EA","S1901_C02_001MA","S1901_C03_001E","S1901_C03_001EA","S1901_C03_001M","S1901_C03_001MA","S1901_C04_001E","S1901_C04_001EA","S1901_C04_001M","S1901_C04_001MA","S1901_C01_002E","S1901_C01_002M","S1901_C01_002EA","S1901_C01_002MA","S1901_C02_002E","S1901_C02_002EA","S1901_C02_002M","S1901_C02_002MA","S1901_C03_002E","S1901_C03_002M","S1901_C03_002EA","S1901_C03_002MA","S1901_C04_002E","S1901_C04_002M","S1901_C04_002EA","S1901_C04_002MA","S1901_C01_003E","S1901_C01_003EA","S1901_C01_003M","S1901_C01_003MA","S1901_C02_003E","S1901_C02_003EA","S1901_C02_003M","S1901_C02_003MA","S1901_C03_003E","S1901_C03_003EA","S1901_C03_003M","S1901_C03_003MA","S1901_C04_003E","S1901_C04_003EA","S1901_C04_003M","S1901_C04_003MA","S1901_C01_004E","S1901_C01_004EA","S1901_C01_004M","S1901_C01_004MA","S1901_C02_004E","S1901_C02_004M","S1901_C02_004EA","S1901_C02_004MA","S1901_C03_004E","S1901_C03_004EA","S1901_C03_004M","S1901_C03_004MA","S1901_C04_004E","S1901_C04_004EA","S1901_C04_004M","S1901_C04_004MA","S1901_C01_005E","S1901_C01_005EA","S1901_C01_005M","S1901_C01_005MA","S1901_C02_005E","S1901_C02_005M","S1901_C02_005EA","S1901_C02_005MA","S1901_C03_005E","S1901_C03_005EA","S1901_C03_005M","S1901_C03_005MA","S1901_C04_005E","S1901_C04_005EA","S1901_C04_005M","S1901_C04_005MA","S1901_C01_006E","S1901_C01_006EA","S1901_C01_006M","S1901_C01_006MA","S1901_C02_006E","S1901_C02_006M","S1901_C02_006EA","S1901_C02_006MA","S1901_C03_006E","S1901_C03_006EA","S1901_C03_006M","S1901_C03_006MA","S1901_C04_006E","S1901_C04_006EA","S1901_C04_006M","S1901_C04_006MA","S1901_C01_007E","S1901_C01_007M","S1901_C01_007EA","S1901_C01_007MA","S1901_C02_007E","S1901_C02_007EA","S1901_C02_007M","S1901_C02_007MA","S1901_C03_007E","S1901_C03_007M","S1901_C03_007EA","S1901_C03_007MA","S1901_C04_007E","S1901_C04_007M","S1901_C04_007EA","S1901_C04_007MA","S1901_C01_008E","S1901_C01_008M","S1901_C01_008EA","S1901_C01_008MA","S1901_C02_008E","S1901_C02_008EA","S1901_C02_008M","S1901_C02_008MA","S1901_C03_008E","S1901_C03_008EA","S1901_C03_008M","S1901_C03_008MA","S1901_C04_008E","S1901_C04_008EA","S1901_C04_008M","S1901_C04_008MA","S1901_C01_009E","S1901_C01_009EA","S1901_C01_009M","S1901_C01_009MA","S1901_C02_009E","S1901_C02_009M","S1901_C02_009EA","S1901_C02_009MA","S1901_C03_009E","S1901_C03_009M","S1901_C03_009EA","S1901_C03_009MA","S1901_C04_009E","S1901_C04_009M","S1901_C04_009EA","S1901_C04_009MA","S1901_C01_010E","S1901_C01_010EA","S1901_C01_010M","S1901_C01_010MA","S1901_C02_010E","S1901_C02_010M","S1901_C02_010EA","S1901_C02_010MA","S1901_C03_010E","S1901_C03_010EA","S1901_C03_010M","S1901_C03_010MA","S1901_C04_010E","S1901_C04_010EA","S1901_C04_010M","S1901_C04_010MA","S1901_C01_011E","S1901_C01_011M","S1901_C01_011EA","S1901_C01_011MA","S1901_C02_011E","S1901_C02_011EA","S1901_C02_011M","S1901_C02_011MA","S1901_C03_011E","S1901_C03_011M","S1901_C03_011EA","S1901_C03_011MA","S1901_C04_011E","S1901_C04_011M","S1901_C04_011EA","S1901_C04_011MA","S1901_C01_012E","S1901_C01_012EA","S1901_C01_012M","S1901_C01_012MA","S1901_C02_012E","S1901_C02_012EA","S1901_C02_012M","S1901_C02_012MA","S1901_C03_012E","S1901_C03_012EA","S1901_C03_012M","S1901_C03_012MA","S1901_C04_012E","S1901_C04_012M","S1901_C04_012EA","S1901_C04_012MA","S1901_C01_013E","S1901_C01_013M","S1901_C01_013EA","S1901_C01_013MA","S1901_C02_013E","S1901_C02_013M","S1901_C02_013EA","S1901_C02_013MA","S1901_C03_013E","S1901_C03_013EA","S1901_C03_013M","S1901_C03_013MA","S1901_C04_013E","S1901_C04_013EA","S1901_C04_013M","S1901_C04_013MA","S1901_C01_014E","S1901_C01_014EA","S1901_C01_014M","S1901_C01_014MA","S1901_C02_014E","S1901_C02_014EA","S1901_C02_014M","S1901_C02_014MA","S1901_C03_014E","S1901_C03_014EA","S1901_C03_014M","S1901_C03_014MA","S1901_C04_014E","S1901_C04_014M","S1901_C04_014EA","S1901_C04_014MA","S1901_C01_015E","S1901_C01_015EA","S1901_C01_015M","S1901_C01_015MA","S1901_C02_015E","S1901_C02_015EA","S1901_C02_015M","S1901_C02_015MA","S1901_C03_015E","S1901_C03_015M","S1901_C03_015EA","S1901_C03_015MA","S1901_C04_015E","S1901_C04_015M","S1901_C04_015EA","S1901_C04_015MA","S1901_C01_016E","S1901_C01_016EA","S1901_C01_016M","S1901_C01_016MA","S1901_C02_016E","S1901_C02_016EA","S1901_C02_016M","S1901_C02_016MA","S1901_C03_016E","S1901_C03_016M","S1901_C03_016EA","S1901_C03_016MA","S1901_C04_016E","S1901_C04_016M","S1901_C04_016EA","S1901_C04_016MA",
"Geography","Geographic Area Name","Households!!Estimate!!Total","Annotation of Households!!Estimate!!Total","Households!!Margin of Error!!Total","Annotation of Households!!Margin of Error!!Total","Families!!Estimate!!Total","Families!!Margin of Error!!Total","Annotation of Families!!Estimate!!Total","Annotation of Families!!Margin of Error!!Total","Married-couple families!!Estimate!!Total","Annotation of Married-couple families!!Estimate!!Total","Married-couple families!!Margin of Error!!Total","Annotation of Married-couple families!!Margin of Error!!Total","Nonfamily households!!Estimate!!Total","Annotation of Nonfamily households!!Estimate!!Total","Nonfamily households!!Margin of Error!!Total","Annotation of Nonfamily households!!Margin of Error!!Total","Households!!Estimate!!Less than $10,000","Households!!Margin of Error!!Less than $10,000","Annotation of Households!!Estimate!!Less than $10,000","Annotation of Households!!Margin of Error!!Less than $10,000","Families!!Estimate!!Less than $10,000","Annotation of Families!!Estimate!!Less than $10,000","Families!!Margin of Error!!Less than $10,000","Annotation of Families!!Margin of Error!!Less than $10,000","Married-couple families!!Estimate!!Less than $10,000","Married-couple families!!Margin of Error!!Less than $10,000","Annotation of Married-couple families!!Estimate!!Less than $10,000","Annotation of Married-couple families!!Margin of Error!!Less than $10,000","Nonfamily households!!Estimate!!Less than $10,000","Nonfamily households!!Margin of Error!!Less than $10,000","Annotation of Nonfamily households!!Estimate!!Less than $10,000","Annotation of Nonfamily households!!Margin of Error!!Less than $10,000","Households!!Estimate!!$10,000 to $14,999","Annotation of Households!!Estimate!!$10,000 to $14,999","Households!!Margin of Error!!$10,000 to $14,999","Annotation of Households!!Margin of Error!!$10,000 to $14,999","Families!!Estimate!!$10,000 to $14,999","Annotation of Families!!Estimate!!$10,000 to $14,999","Families!!Margin of Error!!$10,000 to $14,999","Annotation of Families!!Margin of Error!!$10,000 to $14,999","Married-couple families!!Estimate!!$10,000 to $14,999","Annotation of Married-couple families!!Estimate!!$10,000 to $14,999","Married-couple families!!Margin of Error!!$10,000 to $14,999","Annotation of Married-couple families!!Margin of Error!!$10,000 to $14,999","Nonfamily households!!Estimate!!$10,000 to $14,999","Annotation of Nonfamily households!!Estimate!!$10,000 to $14,999","Nonfamily households!!Margin of Error!!$10,000 to $14,999","Annotation of Nonfamily households!!Margin of Error!!$10,000 to $14,999","Households!!Estimate!!$15,000 to $24,999","Annotation of Households!!Estimate!!$15,000 to $24,999","Households!!Margin of Error!!$15,000 to $24,999","Annotation of Households!!Margin of Error!!$15,000 to $24,999","Families!!Estimate!!$15,000 to $24,999","Families!!Margin of Error!!$15,000 to $24,999","Annotation of Families!!Estimate!!$15,000 to $24,999","Annotation of Families!!Margin of Error!!$15,000 to $24,999","Married-couple families!!Estimate!!$15,000 to $24,999","Annotation of Married-couple families!!Estimate!!$15,000 to $24,999","Married-couple families!!Margin of Error!!$15,000 to $24,999","Annotation of Married-couple families!!Margin of Error!!$15,000 to $24,999","Nonfamily households!!Estimate!!$15,000 to $24,999","Annotation of Nonfamily households!!Estimate!!$15,000 to $24,999","Nonfamily households!!Margin of Error!!$15,000 to $24,999","Annotation of Nonfamily households!!Margin of Error!!$15,000 to $24,999","Households!!Estimate!!$25,000 to $34,999","Annotation of Households!!Estimate!!$25,000 to $34,999","Households!!Margin of Error!!$25,000 to $34,999","Annotation of Households!!Margin of Error!!$25,000 to $34,999","Families!!Estimate!!$25,000 to $34,999","Families!!Margin of Error!!$25,000 to $34,999","Annotation of Families!!Estimate!!$25,000 to $34,999","Annotation of Families!!Margin of Error!!$25,000 to $34,999","Married-couple families!!Estimate!!$25,000 to $34,999","Annotation of Married-couple families!!Estimate!!$25,000 to $34,999","Married-couple families!!Margin of Error!!$25,000 to $34,999","Annotation of Married-couple families!!Margin of Error!!$25,000 to $34,999","Nonfamily households!!Estimate!!$25,000 to $34,999","Annotation of Nonfamily households!!Estimate!!$25,000 to $34,999","Nonfamily households!!Margin of Error!!$25,000 to $34,999","Annotation of Nonfamily households!!Margin of Error!!$25,000 to $34,999","Households!!Estimate!!$35,000 to $49,999","Annotation of Households!!Estimate!!$35,000 to $49,999","Households!!Margin of Error!!$35,000 to $49,999","Annotation of Households!!Margin of Error!!$35,000 to $49,999","Families!!Estimate!!$35,000 to $49,999","Families!!Margin of Error!!$35,000 to $49,999","Annotation of Families!!Estimate!!$35,000 to $49,999","Annotation of Families!!Margin of Error!!$35,000 to $49,999","Married-couple families!!Estimate!!$35,000 to $49,999","Annotation of Married-couple families!!Estimate!!$35,000 to $49,999","Married-couple families!!Margin of Error!!$35,000 to $49,999","Annotation of Married-couple families!!Margin of Error!!$35,000 to $49,999","Nonfamily households!!Estimate!!$35,000 to $49,999","Annotation of Nonfamily households!!Estimate!!$35,000 to $49,999","Nonfamily households!!Margin of Error!!$35,000 to $49,999","Annotation of Nonfamily households!!Margin of Error!!$35,000 to $49,999","Households!!Estimate!!$50,000 to $74,999","Households!!Margin of Error!!$50,000 to $74,999","Annotation of Households!!Estimate!!$50,000 to $74,999","Annotation of Households!!Margin of Error!!$50,000 to $74,999","Families!!Estimate!!$50,000 to $74,999","Annotation of Families!!Estimate!!$50,000 to $74,999","Families!!Margin of Error!!$50,000 to $74,999","Annotation of Families!!Margin of Error!!$50,000 to $74,999","Married-couple families!!Estimate!!$50,000 to $74,999","Married-couple families!!Margin of Error!!$50,000 to $74,999","Annotation of Married-couple families!!Estimate!!$50,000 to $74,999","Annotation of Married-couple families!!Margin of Error!!$50,000 to $74,999","Nonfamily households!!Estimate!!$50,000 to $74,999","Nonfamily households!!Margin of Error!!$50,000 to $74,999","Annotation of Nonfamily households!!Estimate!!$50,000 to $74,999","Annotation of Nonfamily households!!Margin of Error!!$50,000 to $74,999","Households!!Estimate!!$75,000 to $99,999","Households!!Margin of Error!!$75,000 to $99,999","Annotation of Households!!Estimate!!$75,000 to $99,999","Annotation of Households!!Margin of Error!!$75,000 to $99,999","Families!!Estimate!!$75,000 to $99,999","Annotation of Families!!Estimate!!$75,000 to $99,999","Families!!Margin of Error!!$75,000 to $99,999","Annotation of Families!!Margin of Error!!$75,000 to $99,999","Married-couple families!!Estimate!!$75,000 to $99,999","Annotation of Married-couple families!!Estimate!!$75,000 to $99,999","Married-couple families!!Margin of Error!!$75,000 to $99,999","Annotation of Married-couple families!!Margin of Error!!$75,000 to $99,999","Nonfamily households!!Estimate!!$75,000 to $99,999","Annotation of Nonfamily households!!Estimate!!$75,000 to $99,999","Nonfamily households!!Margin of Error!!$75,000 to $99,999","Annotation of Nonfamily households!!Margin of Error!!$75,000 to $99,999","Households!!Estimate!!$100,000 to $149,999","Annotation of Households!!Estimate!!$100,000 to $149,999","Households!!Margin of Error!!$100,000 to $149,999","Annotation of Households!!Margin of Error!!$100,000 to $149,999","Families!!Estimate!!$100,000 to $149,999","Families!!Margin of Error!!$100,000 to $149,999","Annotation of Families!!Estimate!!$100,000 to $149,999","Annotation of Families!!Margin of Error!!$100,000 to $149,999","Married-couple families!!Estimate!!$100,000 to $149,999","Married-couple families!!Margin of Error!!$100,000 to $149,999","Annotation of Married-couple families!!Estimate!!$100,000 to $149,999","Annotation of Married-couple families!!Margin of Error!!$100,000 to $149,999","Nonfamily households!!Estimate!!$100,000 to $149,999","Nonfamily households!!Margin of Error!!$100,000 to $149,999","Annotation of Nonfamily households!!Estimate!!$100,000 to $149,999","Annotation of Nonfamily households!!Margin of Error!!$100,000 to $149,999","Households!!Estimate!!$150,000 to $199,999","Annotation of Households!!Estimate!!$150,000 to $199,999","Households!!Margin of Error!!$150,000 to $199,999","Annotation of Households!!Margin of Error!!$150,000 to $199,999","Families!!Estimate!!$150,000 to $199,999","Families!!Margin of Error!!$150,000 to $199,999","Annotation of Families!!Estimate!!$150,000 to $199,999","Annotation of Families!!Margin of Error!!$150,000 to $199,999","Married-couple families!!Estimate!!$150,000 to $199,999","Annotation of Married-couple families!!Estimate!!$150,000 to $199,999","Married-couple families!!Margin of Error!!$150,000 to $199,999","Annotation of Married-couple families!!Margin of Error!!$150,000 to $199,999","Nonfamily households!!Estimate!!$150,000 to $199,999","Annotation of Nonfamily households!!Estimate!!$150,000 to $199,999","Nonfamily households!!Margin of Error!!$150,000 to $199,999","Annotation of Nonfamily households!!Margin of Error!!$150,000 to $199,999","Households!!Estimate!!$200,000 or more","Households!!Margin of Error!!$200,000 or more","Annotation of Households!!Estimate!!$200,000 or more","Annotation of Households!!Margin of Error!!$200,000 or more","Families!!Estimate!!$200,000 or more","Annotation of Families!!Estimate!!$200,000 or more","Families!!Margin of Error!!$200,000 or more","Annotation of Families!!Margin of Error!!$200,000 or more","Married-couple families!!Estimate!!$200,000 or more","Married-couple families!!Margin of Error!!$200,000 or more","Annotation of Married-couple families!!Estimate!!$200,000 or more","Annotation of Married-couple families!!Margin of Error!!$200,000 or more","Nonfamily households!!Estimate!!$200,000 or more","Nonfamily households!!Margin of Error!!$200,000 or more","Annotation of Nonfamily households!!Estimate!!$200,000 or more","Annotation of Nonfamily households!!Margin of Error!!$200,000 or more","Households!!Estimate!!Median income (dollars)","Annotation of Households!!Estimate!!Median income (dollars)","Households!!Margin of Error!!Median income (dollars)","Annotation of Households!!Margin of Error!!Median income (dollars)","Families!!Estimate!!Median income (dollars)","Annotation of Families!!Estimate!!Median income (dollars)","Families!!Margin of Error!!Median income (dollars)","Annotation of Families!!Margin of Error!!Median income (dollars)","Married-couple families!!Estimate!!Median income (dollars)","Annotation of Married-couple families!!Estimate!!Median income (dollars)","Married-couple families!!Margin of Error!!Median income (dollars)","Annotation of Married-couple families!!Margin of Error!!Median income (dollars)","Nonfamily households!!Estimate!!Median income (dollars)","Nonfamily households!!Margin of Error!!Median income (dollars)","Annotation of Nonfamily households!!Estimate!!Median income (dollars)","Annotation of Nonfamily households!!Margin of Error!!Median income (dollars)","Households!!Estimate!!Mean income (dollars)","Households!!Margin of Error!!Mean income (dollars)","Annotation of Households!!Estimate!!Mean income (dollars)","Annotation of Households!!Margin of Error!!Mean income (dollars)","Families!!Estimate!!Mean income (dollars)","Families!!Margin of Error!!Mean income (dollars)","Annotation of Families!!Estimate!!Mean income (dollars)","Annotation of Families!!Margin of Error!!Mean income (dollars)","Married-couple families!!Estimate!!Mean income (dollars)","Annotation of Married-couple families!!Estimate!!Mean income (dollars)","Married-couple families!!Margin of Error!!Mean income (dollars)","Annotation of Married-couple families!!Margin of Error!!Mean income (dollars)","Nonfamily households!!Estimate!!Mean income (dollars)","Annotation of Nonfamily households!!Estimate!!Mean income (dollars)","Nonfamily households!!Margin of Error!!Mean income (dollars)","Annotation of Nonfamily households!!Margin of Error!!Mean income (dollars)","Households!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Households!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Households!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Households!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Families!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Families!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Families!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Families!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Married-couple families!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Married-couple families!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Nonfamily households!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Nonfamily households!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Households!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Households!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Households!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Households!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Families!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Families!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Families!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Families!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Married-couple families!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Married-couple families!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Nonfamily households!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Nonfamily households!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Households!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Households!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Households!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Households!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Families!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Families!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Families!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Families!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Married-couple families!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Married-couple families!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Nonfamily households!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Nonfamily households!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months",
"1400000US53001950100","Census Tract 9501, Adams County, Washington","942","null","84","null","673","74","null","null","518","null","71","null","269","null","51","null","6.4","2.5","null","null","2.7","null","1.7","null","2.9","2.0","null","null","16.7","7.6","null","null","4.5","null","2.0","null","2.1","null","1.6","null","1.9","null","2.0","null","10.4","null","6.3","null","15.6","null","3.8","null","16.9","4.9","null","null","9.1","null","4.0","null","17.8","null","7.1","null","11.6","null","3.4","null","8.5","3.1","null","null","8.7","null","3.7","null","16.4","null","7.5","null","20.8","null","4.7","null","19.0","5.4","null","null","18.3","null","5.8","null","21.6","null","7.0","null","19.0","4.8","null","null","21.1","null","5.5","null","22.2","6.1","null","null","14.9","9.3","null","null","12.5","3.2","null","null","16.2","null","4.3","null","21.0","null","5.2","null","2.2","null","2.6","null","8.1","null","3.1","null","11.3","4.3","null","null","14.1","5.3","null","null","0.0","12.2","null","null","1.3","null","1.4","null","1.8","1.9","null","null","1.2","null","1.4","null","0.0","null","12.2","null","0.3","0.6","null","null","0.4","null","0.8","null","0.6","1.0","null","null","0.0","12.2","null","null","42039","null","3177","null","51964","null","9611","null","61250","null","4791","null","27250","6095","null","null","52489","4148","null","null","59784","5475","null","null","N","N","-666666666","N","31922","null","4983","null","24.6","null","-888888888.0","(X)","(X)","(X)","-888888888","(X)","(X)","(X)","-888888888","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.2","null","-888888888.0","(X)","(X)","-888888888","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","-888888888","(X)","(X)","-888888888","(X)","(X)","18.2","(X)","null","(X)",
"1400000US53001950200","Census Tract 9502, Adams County, Washington","680","null","70","null","483","62","null","null","401","null","60","null","197","null","61","null","10.1","6.3","null","null","5.0","null","4.2","null","5.5","4.8","null","null","22.8","16.7","null","null","3.8","null","2.5","null","1.9","null","1.9","null","0.0","null","8.4","null","8.6","null","7.3","null","10.9","null","4.7","null","9.3","5.9","null","null","8.5","null","6.2","null","14.7","null","8.9","null","12.1","null","4.6","null","12.2","6.2","null","null","6.0","null","3.9","null","20.3","null","10.7","null","19.4","null","6.3","null","21.9","6.8","null","null","25.7","null","7.4","null","14.2","null","11.0","null","18.2","6.2","null","null","17.6","null","6.1","null","15.7","5.5","null","null","13.7","9.7","null","null","10.0","4.1","null","null","12.0","null","5.5","null","14.5","null","6.5","null","1.5","null","2.1","null","11.0","null","6.0","null","15.5","7.7","null","null","18.7","8.7","null","null","0.0","16.2","null","null","1.0","null","1.0","null","0.6","0.9","null","null","0.7","null","1.1","null","2.0","null","2.9","null","3.4","1.9","null","null","3.9","null","2.2","null","4.7","2.6","null","null","2.0","3.3","null","null","44828","null","5771","null","49625","null","6115","null","52813","null","6161","null","27083","10015","null","null","56838","7754","null","null","63549","8766","null","null","N","N","-666666666","N","35604","null","12605","null","25.0","null","-888888888.0","(X)","(X)","(X)","-888888888","(X)","(X)","(X)","-888888888","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.3","null","-888888888.0","(X)","(X)","-888888888","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","-888888888","(X)","(X)","-888888888","(X)","(X)","12.2","(X)","null","(X)",
"1400000US53001950300","Census Tract 9503, Adams County, Washington","1635","null","131","null","1482","137","null","null","1191","null","150","null","153","null","86","null","5.7","3.2","null","null","5.6","null","3.4","null","3.9","3.4","null","null","7.2","12.4","null","null","3.7","null","4.1","null","4.1","null","4.4","null","5.1","null","5.4","null","0.0","null","20.3","null","15.9","null","7.2","null","14.3","7.2","null","null","16.6","null","8.5","null","31.4","null","26.6","null","13.7","null","6.0","null","13.4","5.8","null","null","12.2","null","6.7","null","30.1","null","28.0","null","19.2","null","6.1","null","19.6","6.4","null","null","21.3","null","7.9","null","19.6","null","26.7","null","20.7","7.0","null","null","21.2","null","7.3","null","14.5","5.7","null","null","11.8","13.9","null","null","8.6","4.4","null","null","8.0","null","4.3","null","10.0","null","5.5","null","0.0","null","20.3","null","8.1","null","4.2","null","9.0","4.5","null","null","11.2","5.4","null","null","0.0","20.3","null","null","1.5","null","1.6","null","1.7","1.8","null","null","2.1","null","2.2","null","0.0","null","20.3","null","2.8","2.2","null","null","3.0","null","2.4","null","3.0","2.7","null","null","0.0","20.3","null","null","41686","null","5112","null","42917","null","6350","null","41592","null","4581","null","25951","5881","null","null","55755","6996","null","null","57505","7574","null","null","N","N","-666666666","N","29235","null","6841","null","29.1","null","-888888888.0","(X)","(X)","(X)","-888888888","(X)","(X)","(X)","-888888888","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.5","null","-888888888.0","(X)","(X)","-888888888","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","-888888888","(X)","(X)","-888888888","(X)","(X)","25.5","(X)","null","(X)",
"1400000US53001950400","Census Tract 9504, Adams County, Washington","946","null","113","null","722","98","null","null","473","null","96","null","224","null","84","null","11.0","6.2","null","null","12.0","null","8.1","null","1.9","3.1","null","null","7.6","8.8","null","null","5.4","null","5.6","null","5.8","null","7.1","null","6.3","null","9.7","null","4.0","null","5.8","null","16.4","null","6.3","null","7.1","4.7","null","null","0.8","null","1.4","null","46.4","null","19.2","null","10.8","null","6.4","null","17.7","9.7","null","null","14.8","null","11.0","null","16.5","null","15.6","null","20.9","null","8.5","null","13.6","6.7","null","null","16.1","null","9.4","null","16.5","null","20.0","null","16.2","8.8","null","null","19.5","null","10.6","null","25.2","13.8","null","null","5.4","6.6","null","null","11.2","6.2","null","null","13.6","null","7.8","null","18.6","null","11.8","null","3.6","null","6.4","null","4.9","null","3.8","null","6.4","5.1","null","null","9.7","7.8","null","null","0.0","14.4","null","null","1.9","null","2.8","null","2.5","3.6","null","null","3.8","null","5.5","null","0.0","null","14.4","null","1.4","2.2","null","null","1.8","null","2.8","null","2.7","4.3","null","null","0.0","14.4","null","null","39013","null","4462","null","44904","null","8215","null","52159","null","15058","null","22206","7096","null","null","47334","7579","null","null","52235","9484","null","null","N","N","-666666666","N","27648","null","6791","null","18.7","null","-888888888.0","(X)","(X)","(X)","-888888888","(X)","(X)","(X)","-888888888","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","18.6","null","-888888888.0","(X)","(X)","-888888888","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","-888888888","(X)","(X)","-888888888","(X)","(X)","19.2","(X)","null","(X)",
